player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Tua Tagovailoa,60326,QB,MIA,1,69.6,56,58,8.2,2.27,0,3,4.9,60.3,35,0,12,10.3,61,4,21,17,82.5,66.2,64.8,65.3,0,3,64,0,8.3,62.5,1.6,1,2,0,2,1,2,3.1,361,6.2
Andy Dalton,6187,QB,DAL,1,78.6,42,47,5.3,2.59,2,1,2.0,61.7,29,0,18,12.1,57,4,17,9,82.0,53.0,48.1,72.2,0,1,60,0,33.3,66.3,10.5,6,4,0,3,0,3,5.0,244,5.2
Matt Ryan,4317,QB,ATL,1,77.5,40,44,5.6,2.34,0,1,2.2,65.9,29,0,12,6.5,45,2,17,2,29.9,63.9,69.1,36.3,0,0,46,0,8.3,97.3,2.2,1,0,0,4,2,0,0.0,265,6.0
Mitchell Trubisky,11757,QB,CHI,1,80.5,41,42,5.8,2.27,0,2,4.7,78.6,33,0,6,0.0,45,0,13,6,80.3,61.4,56.3,75.0,0,1,46,0,16.7,81.7,2.2,1,2,0,1,0,3,6.5,252,6.0
Mike Glennon,7854,QB,JAX,1,76.3,38,42,7.8,2.55,2,1,2.4,61.9,26,0,14,10.3,48,3,15,15,80.2,71.1,68.9,62.6,0,0,48,0,42.9,95.4,12.5,6,0,0,2,2,1,2.1,261,6.2
Drew Lock,39517,QB,DEN,1,66.7,39,41,8.2,2.74,1,2,4.3,61.0,25,0,9,3.8,45,1,16,10,80.4,75.7,74.8,59.0,0,0,50,0,22.2,103.6,4.4,2,2,0,1,2,0,0.0,339,8.3
Tom Brady,698,QB,TB,1,73.7,38,41,11.8,2.4,0,4,9.1,63.4,26,0,5,7.1,43,2,20,30,80.6,89.6,89.6,54.7,0,1,46,0,20.0,117.8,2.3,1,1,1,2,4,0,0.0,399,9.7
Kirk Cousins,7102,QB,MIN,1,77.8,36,40,7.1,2.61,2,1,2.3,70.0,28,0,18,0.0,43,0,20,18,80.9,62.7,59.5,70.1,0,0,47,0,16.7,127.6,7.0,3,0,0,2,3,2,4.3,405,10.1
Mason Rudolph,46569,QB,PIT,1,64.9,37,39,11.6,2.52,0,3,7.3,56.4,22,0,13,8.3,41,2,13,25,79.5,79.4,79.4,55.7,1,1,43,0,7.7,89.2,2.4,1,1,0,1,2,1,2.3,315,8.1
Deshaun Watson,11767,QB,HST,1,82.1,39,39,11.3,2.71,0,5,11.9,71.8,28,0,14,12.5,46,4,16,13,80.3,87.3,89.2,46.2,0,1,49,0,28.6,115.9,8.7,4,3,0,0,3,1,2.0,365,9.4
Derek Carr,8671,QB,LV,1,73.5,34,38,10.7,2.84,0,3,7.1,63.2,24,0,8,4.0,41,1,13,23,80.1,74.9,74.6,57.1,0,2,45,0,37.5,91.0,7.3,3,0,0,4,2,2,4.4,371,9.8
John Wolford,46454,QB,LA,1,72.7,33,38,10.0,2.89,2,4,10.0,57.9,22,0,21,8.3,42,2,14,26,80.5,70.8,64.1,78.8,2,1,44,0,9.5,64.7,4.8,2,2,0,1,0,1,2.3,231,6.1
C.J. Beathard,11859,QB,SF,1,85.3,34,37,7.6,2.43,1,2,5.3,67.6,25,0,14,13.8,41,4,14,28,79.6,81.3,78.5,67.8,0,0,42,0,21.4,98.1,7.3,3,1,0,2,1,0,0.0,273,7.4
Russell Wilson,7077,QB,SEA,1,76.7,30,36,9.4,3.35,2,2,5.6,55.6,20,0,19,13.0,42,3,13,29,79.5,65.3,61.1,71.0,0,0,42,0,10.5,87.8,4.8,2,4,0,4,2,0,0.0,181,5.0
Sam Darnold,29048,QB,NYJ,1,80.6,31,34,7.1,2.68,1,1,2.9,67.6,23,0,11,8.0,37,2,13,22,79.0,60.1,58.0,62.6,1,2,38,0,27.3,76.3,8.1,3,0,0,1,1,2,5.3,266,7.8
Alex Smith,2218,QB,WAS,1,88.9,27,32,3.5,2.3,1,2,6.3,68.8,22,0,15,8.3,35,2,8,32,78.3,63.8,64.5,59.7,0,2,35,0,20.0,75.3,8.6,3,0,0,4,2,1,2.9,162,5.1
Drew Brees,802,QB,NO,1,82.1,28,32,7.4,2.19,0,1,3.1,68.8,22,0,6,4.3,34,1,11,20,26.9,59.8,59.2,,1,0,34,0,33.3,116.8,5.9,2,0,0,3,3,3,8.8,201,6.3
Chad Henne,4371,QB,KC,1,74.2,31,32,4.7,2.16,0,0,0.0,71.9,23,0,5,0.0,33,0,13,16,78.7,63.1,65.1,50.6,0,0,36,0,20.0,111.2,3.0,1,0,0,1,2,0,0.0,218,6.8
Matthew Stafford,4924,QB,DET,1,67.7,31,31,14.6,2.76,0,4,11.4,64.5,20,0,8,4.8,34,1,14,11,28.1,72.9,69.4,70.8,0,1,38,0,12.5,114.0,2.9,1,2,0,0,3,3,7.9,293,9.5
Justin Herbert,28237,QB,LAC,1,76.7,30,31,8.5,2.99,0,2,5.9,71.0,22,0,16,4.3,35,1,16,27,79.8,80.9,79.0,64.2,0,0,38,0,18.8,134.1,8.6,3,1,0,1,3,0,0.0,302,9.7
Cam Newton,6153,QB,NE,1,78.6,28,30,6.4,2.55,1,2,6.3,70.0,21,0,10,4.5,33,1,14,19,80.6,74.2,67.2,69.8,0,0,35,0,30.0,127.4,9.1,3,0,0,1,3,0,0.0,242,8.1
