player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Alex Smith,2218,QB,WAS,1,78.4,51,55,6.2,2.64,1,3,5.0,69.1,38,0,17,5.0,58,2,22,32,82.0,69.4,70.3,57.8,1,0,63,1,11.8,89.2,3.4,2,1,0,2,0,0,0.0,390,7.1
Josh Allen,46601,QB,BUF,1,77.3,44,49,7.4,2.88,0,2,3.7,65.3,32,0,18,5.9,50,2,14,4,82.0,60.6,56.8,66.7,0,2,55,1,0.0,77.3,0.0,0,1,0,5,2,5,9.1,284,5.8
Drew Lock,39517,QB,DEN,1,57.8,45,47,8.8,2.66,0,3,6.0,48.9,23,0,16,11.5,49,3,14,10,34.1,58.5,56.1,69.7,0,4,52,0,12.5,37.3,4.1,2,0,0,2,1,5,9.6,257,5.5
Ben Roethlisberger,1732,QB,PIT,1,65.9,44,46,10.3,2.34,2,2,3.9,58.7,27,0,7,6.9,46,2,17,25,80.7,60.1,60.6,56.9,0,0,51,0,0.0,110.1,0.0,0,0,0,0,4,2,3.9,333,7.2
Joe Burrow,28022,QB,CIN,1,65.8,38,40,8.6,2.48,0,0,0.0,52.5,21,0,17,16.0,44,4,9,7,79.6,55.8,55.4,,0,0,44,0,23.5,76.4,9.1,4,0,1,1,1,0,0.0,213,5.3
Tom Brady,698,QB,TB,1,84.2,38,39,9.1,2.44,0,1,2.4,71.8,28,0,15,12.5,41,4,18,30,79.8,74.4,73.4,59.6,0,0,44,0,6.7,124.0,2.4,1,1,0,1,3,0,0.0,341,8.7
Philip Rivers,1725,QB,IND,1,85.7,35,39,5.9,2.08,1,0,0.0,74.4,29,0,6,3.3,40,1,14,14,79.0,70.0,68.9,,0,0,40,0,16.7,105.5,2.5,1,0,1,2,1,1,2.5,308,7.9
Nick Mullens,12282,QB,SF,1,78.8,33,38,6.8,2.49,3,2,4.9,63.2,24,0,16,7.7,41,2,14,28,79.6,44.4,44.9,58.3,2,2,44,0,12.5,68.6,4.9,2,1,0,0,1,3,6.8,247,6.5
Carson Wentz,10636,QB,PHI,1,71.4,35,37,9.8,2.73,0,1,2.6,56.8,21,0,17,16.0,41,4,11,24,29.2,65.4,69.2,41.9,1,0,43,1,17.6,72.8,7.3,3,1,0,1,0,0,0.0,208,5.6
Russell Wilson,7077,QB,SEA,1,65.7,35,37,10.7,3.24,0,0,0.0,59.5,22,0,27,4.3,51,1,16,29,80.8,41.4,42.6,62.7,0,2,53,3,22.2,57.0,11.8,6,7,0,2,0,3,5.7,248,6.7
Jared Goff,10635,QB,LA,1,85.7,35,37,7.3,2.58,0,1,2.6,73.0,27,0,9,10.0,42,3,16,26,79.9,82.0,81.0,68.3,1,0,43,1,33.3,96.9,7.1,3,2,0,1,0,0,0.0,302,8.2
Kirk Cousins,7102,QB,MIN,1,84.4,32,36,7.6,2.58,0,1,2.8,69.4,25,0,14,7.4,37,2,14,18,79.0,84.8,81.0,68.5,0,1,38,0,7.1,100.7,2.7,1,0,0,4,2,0,0.0,292,8.1
Jake Luton,17287,QB,JAX,1,68.8,32,35,6.6,2.67,1,0,0.0,51.4,18,0,13,18.2,38,4,10,15,78.9,45.0,44.9,,0,1,39,0,23.1,62.7,7.9,3,0,0,2,1,1,2.6,169,4.8
Lamar Jackson,46416,QB,BLT,1,81.8,33,34,8.5,3.2,1,1,2.9,70.6,24,0,14,11.1,40,3,12,3,80.5,64.6,51.4,86.6,0,1,42,0,14.3,98.8,5.0,2,4,0,0,2,2,4.8,249,7.3
Aaron Rodgers,2241,QB,GB,1,81.3,32,34,6.3,2.41,1,2,5.3,70.6,24,0,4,7.7,36,2,12,12,79.6,73.3,70.4,67.2,0,1,41,0,25.0,108.1,2.8,1,1,0,1,2,2,4.9,325,9.6
Matthew Stafford,4924,QB,DET,1,83.9,31,33,6.9,2.3,0,2,5.6,72.7,24,0,5,7.7,34,2,12,11,78.7,73.6,72.2,,0,0,38,0,20.0,127.8,2.9,1,0,0,2,3,0,0.0,276,8.4
Kyler Murray,38334,QB,ARZ,1,78.6,28,32,7.3,3.08,2,0,0.0,68.8,22,0,10,0.0,39,0,13,1,80.7,66.9,59.1,75.3,0,1,41,0,30.0,88.7,7.7,3,4,0,2,1,0,0.0,245,7.7
Justin Herbert,28237,QB,LAC,1,66.7,30,32,7.3,2.57,1,0,0.0,62.5,20,0,13,0.0,36,0,10,27,78.9,51.4,50.4,60.2,1,1,36,0,15.4,86.3,5.6,2,2,0,0,2,1,2.8,187,5.8
Deshaun Watson,11767,QB,HST,1,75.0,28,30,6.8,2.65,1,2,6.5,66.7,20,0,10,4.8,34,1,9,13,79.6,74.8,70.8,75.5,0,0,35,1,20.0,91.4,5.9,2,2,0,1,1,0,0.0,163,5.4
Daniel Jones,39395,QB,NYG,1,85.2,27,28,8.9,2.54,0,4,13.8,75.0,21,0,14,8.7,33,2,13,21,80.1,84.2,77.3,79.4,1,0,36,2,21.4,100.9,9.1,3,2,0,0,0,0,0.0,244,8.7
Ryan Tannehill,7014,QB,TEN,1,68.0,25,27,7.5,2.56,0,2,6.9,55.6,15,0,10,11.8,30,2,9,31,77.9,68.3,70.2,52.3,0,0,33,0,10.0,83.4,3.3,1,2,0,2,1,0,0.0,147,5.4
Nick Foles,7089,QB,CHI,1,68.2,22,26,8.0,2.6,1,1,3.8,57.7,15,0,12,0.0,30,0,8,6,77.4,58.6,59.8,56.8,1,1,30,0,16.7,51.1,6.7,2,1,0,2,0,0,0.0,106,4.1
Tua Tagovailoa,60326,QB,MIA,1,66.7,24,25,11.7,2.4,0,0,0.0,60.0,15,0,7,6.3,26,1,10,17,77.9,62.4,63.6,53.9,0,0,27,0,0.0,106.9,0.0,0,1,0,1,2,1,3.7,169,6.8
Derek Carr,8671,QB,LV,1,82.6,23,25,9.7,2.84,0,4,14.8,64.0,16,0,5,15.8,27,3,8,23,78.1,90.3,90.4,61.8,0,0,31,0,0.0,81.1,0.0,0,2,0,2,0,0,0.0,154,6.2
Teddy Bridgewater,8667,QB,CAR,1,79.2,24,24,5.6,2.78,0,1,4.0,75.0,18,0,8,5.3,28,1,7,5,77.4,65.4,61.7,68.6,0,1,30,0,12.5,98.6,3.6,1,3,0,0,2,1,3.3,136,5.7
