player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Dak Prescott,10769,QB,DAL,1,76.8,56,58,9.1,2.55,0,3,5.1,70.7,41,0,15,4.7,62,2,29,9,82.0,63.7,62.1,66.6,1,1,63,0,20.0,112.9,4.8,3,1,0,1,4,3,4.8,502,8.7
Tom Brady,698,QB,TB,1,76.7,43,46,10.3,2.41,1,4,8.3,65.2,30,0,8,9.1,46,3,20,30,80.7,88.8,86.8,60.5,1,1,48,0,0.0,117.0,0.0,0,0,0,1,5,1,2.1,369,8.0
Dwayne Haskins,41897,QB,WAS,1,81.0,42,45,4.9,2.25,2,1,2.2,71.1,32,0,10,5.9,49,2,17,32,80.9,74.9,72.2,66.8,0,0,50,0,30.0,90.4,6.1,3,0,0,1,0,0,0.0,314,7.0
Ryan Fitzpatrick,2467,QB,MIA,1,69.8,43,45,7.9,2.44,1,2,4.3,64.4,29,0,15,3.3,52,1,20,17,80.9,60.5,53.1,84.0,1,2,54,1,6.7,66.4,1.9,1,6,0,0,0,4,7.4,315,7.0
Derek Carr,8671,QB,LV,1,83.3,42,44,6.9,2.69,1,2,4.2,72.7,32,0,16,8.6,50,3,18,23,33.5,71.5,71.8,56.2,0,0,54,0,12.5,107.3,4.0,2,4,1,0,2,1,1.9,311,7.1
Nick Foles,7089,QB,CHI,1,69.2,39,42,9.8,2.35,1,2,4.5,61.9,26,0,10,3.7,44,1,12,6,80.1,65.7,66.1,55.8,1,1,46,0,10.0,76.4,2.3,1,1,0,1,1,1,2.2,249,5.9
Sam Darnold,29048,QB,NYJ,1,60.0,40,42,10.7,3.02,0,1,2.3,54.8,23,0,22,4.2,53,1,13,22,81.2,66.3,54.6,92.1,1,0,55,0,27.3,70.5,11.3,6,5,0,1,0,1,1.8,230,5.5
Gardner Minshew,41401,QB,JAX,1,77.1,35,40,8.6,2.66,1,1,2.3,67.5,27,0,12,0.0,45,0,16,15,80.3,61.7,63.3,50.3,0,1,49,0,25.0,101.1,6.7,3,2,1,3,2,1,2.0,351,8.8
Matt Ryan,4317,QB,ATL,1,81.6,38,39,10.1,2.83,0,0,0.0,71.8,28,0,12,9.7,45,3,16,2,80.0,58.2,56.7,59.0,0,0,47,0,33.3,92.4,8.9,4,2,0,1,0,2,4.3,285,7.3
Teddy Bridgewater,8667,QB,CAR,1,80.0,35,37,6.5,2.62,1,0,0.0,70.3,26,0,5,7.1,40,2,19,5,80.1,59.0,50.8,84.8,0,1,43,0,0.0,98.5,0.0,0,3,0,1,2,3,7.0,276,7.5
