player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Andy Dalton,6187,QB,DAL,1,79.6,49,54,5.9,2.63,1,0,0.0,63.0,34,0,17,12.8,59,5,16,9,81.9,52.4,53.8,51.5,3,2,64,0,17.6,65.8,5.1,3,2,0,1,1,3,4.7,266,4.9
Philip Rivers,1725,QB,IND,1,77.5,40,44,8.5,2.45,1,5,10.6,65.9,29,0,13,6.5,45,2,18,14,80.3,86.5,84.4,60.0,0,1,48,0,7.7,105.4,2.2,1,0,0,3,3,1,2.1,371,8.4
Gardner Minshew,41401,QB,JAX,1,67.4,43,44,10.0,2.81,0,2,4.3,56.8,25,0,16,13.8,47,4,13,15,80.3,72.7,69.9,69.0,1,1,49,0,6.3,70.5,2.1,1,2,0,0,1,1,2.0,243,5.5
Joe Flacco,4332,QB,NYJ,1,57.9,38,44,9.3,2.61,1,0,0.0,47.7,21,1,23,4.5,47,1,7,22,80.3,32.6,33.6,60.0,0,1,49,2,13.0,50.0,6.4,3,0,0,5,0,3,6.1,186,4.2
Kyle Allen,26152,QB,WAS,1,79.5,39,42,6.6,2.82,1,2,4.4,73.8,31,0,15,0.0,47,0,17,32,30.4,62.7,61.2,62.9,0,1,50,1,20.0,97.3,6.4,3,2,0,2,2,2,4.0,280,6.7
Ryan Tannehill,7014,QB,TEN,1,82.1,39,41,8.1,2.45,1,1,2.3,73.2,30,0,12,6.3,43,2,20,31,29.7,88.2,86.0,,1,1,46,0,16.7,122.6,4.7,2,0,0,0,4,2,4.3,366,8.9
Matt Ryan,4317,QB,ATL,1,81.1,37,40,7.1,2.61,0,3,7.3,75.0,30,0,12,0.0,44,0,17,2,80.1,85.6,86.7,53.8,1,0,45,0,16.7,136.6,4.5,2,2,0,2,4,0,0.0,371,9.3
Carson Wentz,10636,QB,PHI,1,71.4,35,40,10.9,2.96,1,2,4.3,52.5,21,0,24,16.0,47,4,11,24,37.6,68.7,68.1,56.7,2,0,53,0,25.0,84.7,12.8,6,1,0,2,2,2,3.8,213,5.3
Joe Burrow,28022,QB,CIN,1,71.8,39,39,9.5,2.52,0,1,2.6,64.1,25,0,9,10.7,42,3,14,7,79.7,73.8,72.3,62.5,0,1,42,0,22.2,78.3,4.8,2,1,0,0,0,2,4.8,313,8.0
Nick Foles,7089,QB,CHI,1,72.7,33,39,6.1,2.31,1,1,2.4,59.0,23,0,14,4.2,40,1,15,6,80.1,61.1,59.2,71.2,1,1,42,1,0.0,70.2,0.0,0,1,1,3,1,2,4.8,198,5.1
