player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Joe Burrow,28022,QB,CIN,1,71.9,57,61,8.5,2.69,0,3,4.7,60.7,37,0,22,9.8,68,4,22,7,46.0,68.5,67.2,63.6,1,0,72,0,13.6,90.6,4.4,3,4,1,2,3,2,2.8,316,5.2
Patrick Mahomes,11765,QB,KC,1,73.8,42,47,7.9,2.89,1,2,3.8,57.4,27,0,23,12.9,54,4,19,16,81.6,83.5,78.8,75.8,1,0,61,0,4.3,90.9,1.9,1,6,0,3,2,0,0.0,302,6.4
Dak Prescott,10769,QB,DAL,1,79.5,44,47,8.4,2.47,0,3,6.3,72.3,34,0,12,2.9,49,1,21,9,29.0,72.8,73.9,53.5,2,0,50,0,8.3,109.4,2.0,1,1,1,0,1,2,4.0,450,9.6
Ryan Fitzpatrick,2467,QB,MIA,1,78.6,42,47,7.8,2.25,3,2,4.1,66.0,31,0,14,6.1,52,2,20,17,81.0,69.9,71.2,50.3,1,0,54,0,21.4,100.3,5.8,3,2,1,0,2,3,5.6,328,7.0
Gardner Minshew,41401,QB,JAX,1,74.4,43,45,9.3,2.66,0,3,6.7,66.7,30,0,14,6.3,50,2,22,15,32.8,68.4,70.8,53.7,1,2,50,1,14.3,92.7,4.0,2,3,0,1,3,2,4.0,339,7.5
Cam Newton,6153,QB,NE,1,81.0,42,44,8.4,2.9,1,4,8.9,68.2,30,0,9,11.8,47,4,24,19,81.8,86.8,84.4,70.2,0,1,48,0,11.1,94.6,2.1,1,2,0,1,1,2,4.2,397,9.0
Carson Wentz,10636,QB,PHI,1,72.5,40,43,6.2,2.57,0,0,0.0,60.5,26,0,9,10.3,44,3,13,24,79.9,52.7,51.4,63.0,0,2,45,0,0.0,56.5,0.0,0,1,0,3,0,3,6.7,242,5.6
Teddy Bridgewater,8667,QB,CAR,1,82.5,40,42,7.4,2.43,1,3,6.8,78.6,33,0,17,0.0,47,0,18,5,30.0,71.5,70.3,,0,2,49,1,29.4,83.2,10.6,5,0,0,1,0,3,6.1,367,8.7
Ben Roethlisberger,1732,QB,PIT,1,86.8,38,41,6.4,2.22,3,2,4.9,70.7,29,0,8,12.1,42,4,15,25,79.7,56.9,57.5,55.8,0,1,42,0,12.5,98.7,2.4,1,0,0,0,2,2,4.8,311,7.6
Daniel Jones,39395,QB,NYG,1,77.8,36,40,6.9,2.79,0,1,2.3,62.5,25,0,13,10.7,47,3,16,21,30.4,68.9,64.7,74.8,0,1,50,0,30.8,68.9,8.5,4,3,2,2,0,2,4.0,241,6.0
Kyler Murray,38334,QB,ARZ,1,81.8,33,38,9.4,2.83,0,2,4.9,68.4,26,0,16,3.7,43,1,13,1,80.9,65.9,68.8,66.2,0,1,46,3,18.8,88.3,7.0,3,2,0,5,1,1,2.2,286,7.5
Drew Brees,802,QB,NO,1,83.3,36,38,5.3,2.54,1,0,0.0,68.4,26,0,11,13.3,38,4,17,20,78.9,63.7,63.0,,0,1,39,0,0.0,91.1,0.0,0,0,0,1,1,1,2.6,312,8.2
Derek Carr,8671,QB,LV,1,80.0,35,38,7.3,2.6,0,2,4.8,73.7,28,0,13,0.0,42,0,18,23,79.9,61.9,63.9,47.8,0,0,46,0,23.1,120.9,7.1,3,1,0,3,3,0,0.0,284,7.5
Deshaun Watson,11767,QB,HST,1,75.8,33,36,8.2,2.88,0,3,8.1,69.4,25,0,18,0.0,46,0,16,13,80.1,68.7,70.3,54.2,0,1,48,0,22.2,89.5,8.7,4,5,1,2,1,1,2.1,275,7.6
Matt Ryan,4317,QB,ATL,1,81.3,32,36,10.7,3.0,0,2,5.1,66.7,24,0,11,7.7,41,2,16,2,79.6,64.6,66.4,52.2,0,0,44,0,9.1,126.3,2.4,1,4,0,4,4,2,4.5,273,7.6
Josh Allen,46601,QB,BUF,1,77.1,35,35,10.7,2.86,0,5,13.5,68.6,24,0,13,11.1,37,3,15,4,79.5,81.1,80.7,58.3,0,0,39,0,7.7,146.7,2.7,1,1,0,0,4,2,5.1,415,11.9
Tom Brady,698,QB,TB,1,85.7,35,35,6.7,2.26,0,4,10.5,65.7,23,0,5,23.3,35,7,11,30,78.7,89.2,88.5,60.0,0,1,38,0,0.0,80.3,0.0,0,0,0,0,1,1,2.6,217,6.2
Jeff Driskel,10841,QB,DEN,1,68.8,32,34,13.2,2.53,1,2,5.1,52.9,18,0,22,18.2,41,4,11,10,80.1,65.4,64.2,62.6,0,1,46,0,27.3,84.9,14.6,6,1,0,1,2,1,2.2,256,7.5
Matthew Stafford,4924,QB,DET,1,76.7,30,33,8.8,2.59,0,2,6.1,60.6,20,0,10,13.0,38,3,11,11,78.7,52.3,50.8,62.6,1,1,38,1,40.0,91.0,10.5,4,1,0,2,2,2,5.3,244,7.4
Dwayne Haskins,41897,QB,WAS,1,64.5,31,33,8.0,2.43,0,2,5.4,57.6,19,0,12,5.0,38,1,10,32,79.3,46.1,47.7,51.7,2,0,43,0,33.3,88.3,10.5,4,1,0,0,1,0,0.0,223,6.8
Justin Herbert,28237,QB,LAC,1,76.7,30,33,9.3,2.78,0,2,5.6,66.7,22,0,13,4.3,38,1,16,27,79.5,55.5,54.5,65.4,0,1,42,1,15.4,94.4,5.3,2,3,1,2,1,1,2.4,311,9.4
