player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Nick Foles,7089,QB,CHI,1,83.7,43,52,6.7,2.24,4,3,5.6,69.2,36,0,20,0.0,56,0,17,6,38.9,77.1,80.1,42.1,0,0,59,1,15.0,99.4,5.4,3,1,0,5,2,0,0.0,335,6.4
Teddy Bridgewater,8667,QB,CAR,1,85.7,42,49,4.5,2.62,0,1,1.8,73.5,36,0,26,0.0,52,0,18,5,81.5,66.7,64.1,67.7,1,0,58,0,7.7,103.3,3.8,2,1,1,5,2,0,0.0,310,6.3
Drew Lock,39517,QB,DEN,1,75.0,40,48,11.0,2.8,1,2,4.0,52.1,25,0,23,16.7,55,5,19,10,81.4,70.0,70.8,61.4,4,1,57,1,4.3,77.9,1.8,1,6,0,3,2,1,1.8,313,6.5
Patrick Mahomes,11765,QB,KC,1,75.0,44,45,9.8,2.63,0,3,6.1,66.7,30,0,13,9.1,48,3,19,16,80.6,77.1,75.0,62.6,0,0,52,0,15.4,121.7,4.2,2,1,1,0,4,1,1.9,372,8.3
Philip Rivers,1725,QB,IND,1,65.8,38,43,7.1,2.38,1,0,0.0,58.1,25,1,7,0.0,43,0,11,14,79.9,54.4,54.1,,1,1,46,1,0.0,62.8,0.0,0,0,2,1,0,1,2.2,227,5.3
Justin Herbert,28237,QB,LAC,1,74.4,39,42,8.1,2.56,1,1,2.2,66.7,28,0,13,3.4,47,1,18,27,80.7,66.3,67.0,56.1,1,0,50,0,15.4,105.9,4.3,2,3,1,0,2,0,0.0,326,7.8
Ben Roethlisberger,1732,QB,PIT,1,80.0,40,42,7.4,2.09,1,2,4.3,69.0,29,0,6,9.4,43,3,16,25,80.0,79.8,77.2,63.9,1,0,48,0,0.0,113.8,0.0,0,1,0,0,3,1,2.1,306,7.3
Russell Wilson,7077,QB,SEA,1,73.7,38,41,10.4,2.69,1,2,4.7,68.3,28,0,19,0.0,46,0,15,29,23.2,52.7,52.9,57.7,1,2,48,0,21.1,94.6,8.7,4,1,0,1,2,5,10.4,390,9.5
Tom Brady,698,QB,TB,1,69.4,36,38,10.1,2.55,0,0,0.0,57.9,22,0,22,12.0,41,3,10,30,29.3,57.8,57.7,,1,3,44,1,13.6,40.4,7.3,3,0,0,1,0,4,9.1,209,5.5
Garrett Gilbert,8848,QB,DAL,1,68.8,32,38,11.0,2.64,3,2,5.1,55.3,21,0,18,4.5,42,1,12,9,79.7,66.4,62.5,73.0,1,1,43,0,11.1,72.6,4.8,2,2,1,1,1,2,4.7,243,6.4
Jake Luton,17287,QB,JAX,1,80.6,36,38,9.2,2.67,2,4,10.0,68.4,26,0,14,10.3,41,3,14,15,79.3,66.3,61.0,70.8,0,1,43,0,14.3,90.2,4.9,2,1,0,0,1,2,4.7,304,8.0
Josh Allen,46601,QB,BUF,1,83.8,37,38,10.5,3.12,0,1,2.5,81.6,31,0,20,0.0,48,0,19,4,81.3,83.2,84.3,55.0,0,0,52,0,35.0,138.5,14.6,7,3,0,1,3,0,0.0,415,10.9
Nick Mullens,12282,QB,SF,1,74.2,31,35,6.1,2.33,1,1,2.8,62.9,22,0,10,4.3,36,1,8,28,78.8,50.0,50.8,58.2,2,1,38,0,10.0,86.7,2.8,1,0,0,1,1,2,5.3,291,8.3
Cam Newton,6153,QB,NE,1,84.4,32,35,9.0,2.62,0,1,2.7,77.1,27,0,11,0.0,36,0,13,19,80.6,82.3,82.5,63.7,1,0,39,0,0.0,99.0,0.0,0,1,1,1,0,0,0.0,274,7.8
Matt Ryan,4317,QB,ATL,1,81.3,32,35,10.6,2.83,3,3,8.1,71.4,25,0,16,3.8,38,1,16,2,79.5,84.5,80.8,69.4,0,1,40,0,12.5,112.1,5.3,2,1,0,0,3,1,2.5,284,8.1
Daniel Jones,39395,QB,NYG,1,83.9,31,34,5.3,2.38,1,2,5.6,67.6,23,0,14,11.5,39,3,9,21,21.7,66.8,74.6,33.3,1,0,41,0,35.7,94.2,12.8,5,0,0,1,1,1,2.4,212,6.2
Matthew Stafford,4924,QB,DET,1,78.1,32,32,6.0,2.56,0,0,0.0,71.9,23,0,8,8.0,34,2,13,11,78.3,45.1,45.0,,0,2,35,0,25.0,73.8,5.9,2,0,0,0,1,3,8.6,211,6.6
Deshaun Watson,11767,QB,HST,1,69.0,29,32,8.3,2.93,0,1,3.0,59.4,19,0,20,5.0,40,1,13,13,29.8,68.6,63.7,71.5,0,0,41,0,10.0,109.0,5.0,2,6,0,3,2,0,0.0,281,8.8
Alex Smith,2218,QB,WAS,1,80.6,31,32,3.5,2.66,0,1,3.0,75.0,24,0,9,4.0,34,1,12,32,78.3,64.5,63.8,,0,3,35,0,22.2,78.3,5.9,2,0,0,1,1,2,5.7,325,10.2
Drew Brees,802,QB,NO,1,83.9,31,32,6.0,2.59,0,0,0.0,81.3,26,0,12,0.0,33,0,12,20,78.2,78.3,77.4,60.0,0,0,33,0,8.3,135.2,3.0,1,0,0,1,4,1,3.0,222,6.9
