player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Jared Goff,10635,QB,LA,1,71.7,53,61,6.6,2.26,3,0,0.0,57.4,35,0,24,7.9,63,3,19,26,25.1,37.1,37.7,,0,2,66,0,8.3,65.9,3.2,2,0,1,4,1,5,7.6,355,5.8
Justin Herbert,28237,QB,LAC,1,77.5,40,43,7.3,2.61,1,2,4.7,67.4,29,0,13,6.5,47,2,16,27,80.5,70.3,69.6,60.3,0,2,48,0,15.4,89.1,4.3,2,2,0,2,3,1,2.1,278,6.5
Patrick Mahomes,11765,QB,KC,1,84.6,39,42,9.3,2.31,0,3,7.1,73.8,31,0,8,6.1,42,2,19,16,79.3,92.7,91.7,,0,0,42,0,0.0,144.4,0.0,0,0,0,3,5,0,0.0,416,9.9
Matthew Stafford,4924,QB,DET,1,65.8,38,42,10.3,2.67,1,4,9.3,57.1,24,0,18,4.0,48,1,18,11,30.0,62.5,60.5,64.4,1,1,49,0,27.8,96.9,10.4,5,1,1,1,3,2,4.1,336,8.0
Nick Foles,7089,QB,CHI,1,75.6,41,41,7.7,2.59,0,2,4.8,68.3,28,0,18,9.7,46,3,12,6,80.0,70.3,70.8,,0,1,47,2,27.8,92.7,10.9,5,0,0,0,2,1,2.1,272,6.6
Aaron Rodgers,2241,QB,GB,1,75.7,37,41,9.7,2.97,0,3,6.7,65.9,27,0,12,3.6,44,1,18,12,30.9,81.6,81.1,59.2,0,0,50,0,8.3,110.9,2.3,1,2,1,3,3,1,2.0,291,7.1
Drew Brees,802,QB,NO,1,82.5,40,41,5.1,2.43,0,0,0.0,75.6,31,0,13,6.1,43,2,11,20,29.7,51.2,49.9,63.3,0,0,45,1,7.7,109.8,2.3,1,1,0,1,2,3,6.7,280,6.8
Drew Lock,39517,QB,DEN,1,74.3,35,41,9.5,2.83,1,2,4.5,63.4,26,0,19,0.0,44,0,11,10,80.3,62.0,61.9,57.8,3,1,48,0,10.5,94.4,4.5,2,1,1,1,3,1,2.1,248,6.0
Daniel Jones,39395,QB,NYG,1,73.0,37,41,8.5,2.56,2,3,6.8,61.0,25,0,20,7.4,45,2,17,21,80.5,59.2,54.5,77.0,1,2,48,0,15.0,74.8,6.7,3,1,0,1,2,3,6.3,256,6.2
Tom Brady,698,QB,TB,1,76.3,38,40,9.4,2.8,1,2,4.7,70.0,28,0,9,3.4,42,1,18,30,79.8,82.5,80.6,60.0,0,0,45,0,22.2,106.1,4.8,2,0,0,1,2,0,0.0,279,7.0
Ben DiNucci,34311,QB,DAL,1,64.9,37,40,8.2,2.8,1,0,0.0,52.5,21,0,18,12.5,45,3,10,9,23.1,27.9,26.0,74.3,0,0,46,0,22.2,64.6,8.9,4,1,1,1,0,5,10.9,180,4.5
Joe Burrow,28022,QB,CIN,1,74.3,35,37,6.9,2.88,0,2,4.9,70.3,26,0,9,0.0,38,0,16,7,79.6,77.0,73.7,70.4,0,0,42,1,0.0,106.7,0.0,0,1,0,2,2,1,2.4,249,6.7
Russell Wilson,7077,QB,SEA,1,77.8,36,37,7.8,2.43,0,2,5.3,73.0,27,0,9,3.6,41,1,17,29,80.3,84.7,82.8,65.1,0,0,42,0,22.2,128.3,4.9,2,1,0,1,4,0,0.0,261,7.1
Philip Rivers,1725,QB,IND,1,84.4,32,33,6.9,2.42,0,2,5.9,69.7,23,0,12,14.8,35,4,15,14,78.9,78.8,77.3,60.0,0,0,36,0,16.7,123.5,5.7,2,0,0,1,3,0,0.0,262,7.9
Ben Roethlisberger,1732,QB,PIT,1,74.2,31,32,7.5,2.15,1,1,2.9,65.6,21,0,8,8.7,34,2,11,25,27.6,64.3,63.5,,0,0,37,0,25.0,101.3,5.9,2,0,0,0,2,1,2.7,182,5.7
Ryan Tannehill,7014,QB,TEN,1,76.9,26,30,10.0,2.6,1,2,6.5,60.0,18,0,10,10.0,33,2,15,31,78.1,69.5,65.4,71.7,2,1,34,0,10.0,92.8,3.0,1,2,0,1,2,2,5.9,233,7.8
Matt Ryan,4317,QB,ATL,1,83.3,30,30,8.9,2.92,0,1,3.2,70.0,21,0,15,16.0,36,4,16,2,79.2,70.2,68.4,64.3,0,1,38,0,13.3,85.6,5.6,2,4,0,0,0,1,2.6,281,9.4
Sam Darnold,29048,QB,NYJ,1,74.1,27,30,7.1,2.53,0,1,3.2,60.0,18,0,10,10.0,35,2,8,22,78.4,64.2,67.1,50.4,1,0,36,0,10.0,70.6,2.9,1,4,1,1,0,0,0.0,133,4.4
Lamar Jackson,46416,QB,BLT,1,58.3,24,28,9.2,3.06,0,1,3.3,46.4,13,0,20,7.1,37,1,13,3,18.8,47.7,52.6,46.5,2,2,40,0,20.0,65.8,10.8,4,5,1,1,2,4,10.0,208,7.4
Carson Wentz,10636,QB,PHI,1,72.0,25,27,11.1,2.94,0,2,6.5,55.6,15,0,9,16.7,33,3,8,24,20.4,50.7,45.2,77.1,0,2,37,0,44.4,61.2,12.1,4,1,0,2,2,4,10.8,123,4.6
Nick Mullens,12282,QB,SF,1,81.8,22,25,8.6,2.18,1,1,3.8,72.0,18,0,8,0.0,25,0,12,28,76.9,81.2,81.0,58.3,1,0,26,0,0.0,128.4,0.0,0,0,0,1,2,0,0.0,238,9.5
Baker Mayfield,46518,QB,CLV,1,70.8,24,25,7.4,3.27,0,2,8.0,48.0,12,0,6,29.4,29,5,6,8,77.9,69.0,66.0,67.0,0,0,30,0,0.0,62.4,0.0,0,4,0,1,0,1,3.3,122,4.9
Cam Newton,6153,QB,NE,1,85.0,20,25,5.3,2.66,0,2,6.9,60.0,15,0,13,11.8,28,2,8,19,28.9,72.0,83.5,45.2,2,0,32,1,15.4,81.1,7.1,2,1,0,3,0,0,0.0,174,7.0
Derek Carr,8671,QB,LV,1,76.2,21,24,6.8,2.69,1,1,4.2,62.5,15,0,7,6.3,30,1,8,23,26.9,49.2,55.1,41.7,0,0,31,0,28.6,87.3,6.7,2,4,1,1,1,1,3.2,111,4.6
Teddy Bridgewater,8667,QB,CAR,1,72.7,22,23,8.4,2.82,0,1,3.8,65.2,15,0,15,6.3,30,1,10,5,78.2,53.3,50.6,63.6,0,1,33,0,20.0,84.7,10.0,3,4,0,1,1,2,6.1,176,7.7
