player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Jared Goff,10635,QB,LA,1,85.1,47,51,5.0,2.29,1,0,0.0,76.5,39,0,14,2.5,51,1,19,26,80.5,74.0,76.1,60.0,0,2,51,2,0.0,99.8,0.0,0,0,1,2,3,1,2.0,376,7.4
Justin Herbert,28237,QB,LAC,1,84.8,46,49,7.0,2.34,1,2,3.7,75.5,37,0,17,5.1,54,2,20,27,81.4,84.4,80.8,70.8,1,0,59,0,17.6,116.5,5.6,3,2,0,1,3,0,0.0,366,7.5
Tom Brady,698,QB,TB,1,63.0,46,48,8.9,2.18,0,0,0.0,54.2,26,1,13,10.3,49,3,14,30,80.5,54.1,54.0,,1,2,51,1,7.7,62.5,2.0,1,0,0,1,2,3,5.9,216,4.5
Ben Roethlisberger,1732,QB,PIT,1,73.3,45,46,8.4,1.96,1,3,6.3,69.6,32,0,7,3.0,46,1,12,25,80.1,60.0,59.4,,0,1,48,0,0.0,89.7,0.0,0,0,0,0,2,2,4.2,267,5.8
Patrick Mahomes,11765,QB,KC,1,83.7,43,45,8.4,2.76,0,2,4.0,75.6,34,0,14,5.6,47,2,22,16,81.0,86.8,83.0,74.4,0,1,52,0,0.0,102.8,0.0,0,2,0,2,2,0,0.0,348,7.7
Kyler Murray,38334,QB,ARZ,1,76.3,38,42,7.3,2.97,1,2,4.5,69.0,29,0,24,0.0,47,0,17,1,80.8,76.0,74.4,64.4,0,0,49,1,12.5,102.2,6.4,3,2,0,3,2,0,0.0,269,6.4
Cam Newton,6153,QB,NE,1,84.4,32,40,6.1,2.87,5,1,2.4,65.0,26,0,11,3.7,42,1,16,19,80.1,74.8,71.5,69.5,2,0,43,0,18.2,102.6,4.8,2,0,0,1,1,0,0.0,365,9.1
Aaron Rodgers,2241,QB,GB,1,80.0,35,38,8.2,2.51,0,2,5.1,71.1,27,0,9,3.6,41,1,14,12,28.9,63.6,67.0,45.2,0,1,42,0,11.1,110.7,2.4,1,2,2,1,3,1,2.4,311,8.2
Jake Luton,17287,QB,JAX,1,56.7,30,37,9.3,2.46,1,0,0.0,43.2,16,0,15,5.9,39,1,8,15,28.4,27.1,27.7,,2,4,41,0,13.3,15.5,5.1,2,0,0,4,0,6,14.6,151,4.1
Matt Ryan,4317,QB,ATL,1,62.9,35,37,12.0,3.03,1,1,2.5,51.4,19,0,23,13.6,45,3,10,2,80.1,55.6,55.4,,0,2,48,0,34.8,48.5,17.8,8,0,0,1,0,2,4.2,232,6.3
