player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Ben Roethlisberger,1732,QB,PIT,1,79.6,49,53,6.8,2.22,3,2,3.5,62.3,33,0,12,15.4,53,6,13,25,81.4,79.3,77.6,60.0,1,1,57,0,0.0,82.7,0.0,0,0,0,0,2,0,0.0,305,5.8
Justin Herbert,28237,QB,LAC,1,58.7,46,53,7.2,2.51,2,1,1.9,49.1,26,0,19,3.7,56,1,12,27,81.1,51.0,51.1,,2,2,56,0,15.8,43.7,5.4,3,0,1,2,0,2,3.6,209,3.9
Andy Dalton,6187,QB,DAL,1,69.6,46,48,11.1,2.71,0,0,0.0,64.6,31,0,13,3.1,49,1,20,9,80.7,73.9,71.6,62.6,0,1,51,0,7.7,85.9,2.0,1,0,0,2,2,0,0.0,285,5.9
Jared Goff,10635,QB,LA,1,90.2,41,47,3.6,2.73,0,1,2.0,78.7,37,0,12,0.0,48,0,19,26,81.2,78.0,74.3,72.1,2,0,51,0,8.3,104.9,2.1,1,0,0,4,1,0,0.0,351,7.5
Derek Carr,8671,QB,LV,1,68.2,44,47,11.5,2.76,1,1,2.0,59.6,28,0,23,6.7,51,2,18,23,81.0,71.3,69.6,63.5,0,1,55,0,8.7,97.9,3.9,2,2,1,1,3,0,0.0,381,8.1
Alex Smith,2218,QB,WAS,1,82.9,41,46,6.0,2.32,2,3,6.3,67.4,31,0,21,8.8,49,3,12,32,80.5,72.8,73.4,,1,0,51,1,14.3,92.3,6.1,3,0,0,2,1,2,3.9,296,6.4
Ryan Tannehill,7014,QB,TEN,1,76.2,42,45,10.8,2.88,0,2,4.1,64.4,29,0,13,9.4,48,3,18,31,80.8,92.4,91.2,65.0,0,1,53,0,23.1,104.8,6.3,3,0,0,3,3,0,0.0,389,8.6
Kirk Cousins,7102,QB,MIN,1,78.4,37,43,8.3,2.66,2,1,2.1,65.1,28,0,19,3.4,48,1,18,18,80.9,49.9,47.1,69.9,1,1,53,0,21.1,99.5,8.3,4,1,0,3,3,2,3.8,305,7.1
Russell Wilson,7077,QB,SEA,1,73.8,42,43,8.2,3.46,0,3,6.7,62.8,27,0,20,12.9,54,4,13,29,37.0,54.5,64.5,31.9,0,1,56,1,25.0,78.0,9.3,5,6,0,1,1,3,5.4,263,6.1
Mike Glennon,7854,QB,JAX,1,68.3,41,42,9.2,2.55,0,3,7.0,66.7,28,0,13,0.0,47,0,15,15,29.8,56.7,64.5,29.1,0,2,48,0,15.4,73.5,4.3,2,3,1,0,1,3,6.3,280,6.7
