player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Baker Mayfield,46518,QB,CLV,1,66.7,48,53,8.4,2.61,1,1,1.7,52.8,28,0,13,12.5,57,4,12,8,25.0,57.7,63.6,35.3,0,0,62,1,30.8,68.5,7.0,4,0,2,2,0,2,3.2,285,5.4
Kyler Murray,38334,QB,ARZ,1,73.3,45,50,8.9,2.72,1,4,7.7,62.0,31,0,15,6.1,58,2,12,1,82.0,71.4,66.5,74.9,0,1,60,0,20.0,66.0,5.2,3,5,1,3,0,1,1.7,247,4.9
Ben Roethlisberger,1732,QB,PIT,1,77.1,48,49,8.0,2.02,1,3,5.7,69.4,34,0,9,8.1,50,3,18,25,81.2,65.6,64.7,60.0,0,0,54,0,11.1,109.3,2.0,1,0,0,0,3,1,1.9,341,7.0
Drew Lock,39517,QB,DEN,1,68.2,44,47,12.3,2.77,0,3,6.4,51.1,24,0,14,20.0,51,6,15,10,81.0,77.5,75.0,68.0,0,2,51,1,14.3,50.3,3.9,2,2,1,2,0,1,2.0,264,5.6
Patrick Mahomes,11765,QB,KC,1,66.7,39,44,7.4,3.06,0,2,4.5,54.5,24,0,18,7.7,46,2,15,16,80.2,51.2,46.4,78.4,0,1,47,0,0.0,79.5,0.0,0,2,0,5,2,3,6.4,278,6.3
Jared Goff,10635,QB,LA,1,71.1,38,43,7.2,3.22,2,1,2.3,55.8,24,0,25,11.1,52,3,15,26,80.8,53.3,61.3,33.7,1,1,52,1,12.0,61.6,5.8,3,6,0,2,0,2,3.8,234,5.4
Daniel Jones,39395,QB,NYG,1,66.7,39,41,10.2,2.42,1,1,2.2,58.5,24,0,19,7.7,48,2,16,21,80.8,59.7,60.0,57.9,1,0,53,0,31.6,84.6,12.5,6,1,0,0,1,1,1.9,252,6.1
Kirk Cousins,7102,QB,MIN,1,77.8,36,41,5.8,2.61,1,1,2.2,65.9,27,0,11,3.6,43,1,16,18,29.6,73.3,72.1,,1,0,47,0,18.2,110.9,4.7,2,0,0,3,3,1,2.1,291,7.1
Jalen Hurts,40291,QB,PHI,1,74.2,31,39,11.2,3.76,1,3,7.3,53.8,21,0,18,8.7,48,2,14,24,23.6,49.3,50.5,53.9,2,2,50,1,16.7,70.7,6.3,3,6,0,5,1,4,8.0,342,8.8
Brandon Allen,10835,QB,CIN,1,81.1,37,37,8.4,2.29,0,5,12.5,78.4,29,0,3,3.3,38,1,18,7,79.6,91.0,91.4,50.4,0,0,41,0,0.0,126.5,0.0,0,1,0,0,2,0,0.0,371,10.0
Mike Glennon,7854,QB,JAX,1,77.1,35,37,7.3,2.25,1,3,7.9,64.9,24,0,4,11.1,38,3,10,15,78.9,58.3,59.7,,0,2,39,1,25.0,75.4,2.6,1,0,0,1,2,4,10.3,211,5.7
Josh Allen,46601,QB,BUF,1,87.9,33,36,11.0,3.15,0,3,7.9,75.0,27,0,10,6.9,37,2,18,4,79.5,87.5,85.6,64.7,0,0,39,0,0.0,138.7,0.0,0,1,0,3,4,0,0.0,320,8.9
