"offPlayer","offTeam","offHeightInches","offWeight","offSpeed","offLeft","offSlot","offRight","offRoutes","offTr","offFr","offCPct","offYprr","offGrade","defPlayer","defTeam","defHeightInches","defWeight","defSpeed","defLeft","defSlot","defRight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade","advantage","expectedSnaps"
"DeVonta Smith","PHI","72","170","","32","25","43","440","21","0.4","72","1.78","73.8","All Defenders","CHI","","","","","","","","","","","","","98.05391085","43.10129702"
"DeVonta Smith","PHI","72","170","","32","25","43","440","21","0.4","72","1.78","73.8","Jaylon Jones","CHI","71","190","","21","14","62","168","14","0.23","75","1.19","49.2","100","17.35351846"
"DeVonta Smith","PHI","72","170","","32","25","43","440","21","0.4","72","1.78","73.8","Jaylon Johnson","CHI","72","196","4.5","23","3","70","287","11","0.19","61","1.02","60.8","96.83640868","17.75708866"
"DeVonta Smith","PHI","72","170","","32","25","43","440","21","0.4","72","1.78","73.8","Kyler Gordon","CHI","72","200","4.52","10","70","10","311","20","0.42","82","1.98","47.3","97.96639231","7.788904798"
"DeAndre Hopkins","ARZ","73","212","4.57","62","27","11","277","27","0.5","76","2.36","76.9","All Defenders","DEN","","","","","","","","","","","","","97.45684334","41.05209451"
"DeAndre Hopkins","ARZ","73","212","4.57","62","27","11","277","27","0.5","76","2.36","76.9","Damarri Mathis","DEN","71","195","4.39","43","","53","372","17","0.25","73","1.12","65","100","29.19680454"
"DeAndre Hopkins","ARZ","73","212","4.57","62","27","11","277","27","0.5","76","2.36","76.9","Patrick Surtain II","DEN","74","202","","44","","52","478","13","0.19","58","0.78","81.4","86.11199814","3.405242862"
"DeAndre Hopkins","ARZ","73","212","4.57","62","27","11","277","27","0.5","76","2.36","76.9","K'Waun Williams","DEN","69","185","","1","91","1","301","13","0.15","66","0.7","71.4","83.82740664","8.450047103"
"Ja'Marr Chase","CIN","72","201","","39","25","34","378","24","0.5","70","2.17","85.2","All Defenders","TB","","","","","","","","","","","","","97.07166439","41.35266048"
"Ja'Marr Chase","CIN","72","201","","39","25","34","378","24","0.5","70","2.17","85.2","Sean Murphy-Bunting","TB","72","195","4.42","17","76","1","96","17","0.38","81","1.21","65.9","100","17.92627647"
"Ja'Marr Chase","CIN","72","201","","39","25","34","378","24","0.5","70","2.17","85.2","Carlton Davis","TB","73","206","4.53","88","6","","388","19","0.29","59","1.49","61.5","99.51200305","14.12373297"
