"offPlayer","offTeam","offHeightInches","offWeight","offSpeed","offLeft","offSlot","offRight","offRoutes","offTr","offFr","offCPct","offYprr","offGrade","defPlayer","defTeam","defHeightInches","defWeight","defSpeed","defLeft","defSlot","defRight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade","advantage","expectedSnaps"
"DeAndre Hopkins","ARZ","73","212","4.57","64","27","9","231","27","0.54","78","2.48","78.8","All Defenders","NE","","","","","","","","","","","","","50.86081001","41.88310306"
"DeAndre Hopkins","ARZ","73","212","4.57","64","27","9","231","27","0.54","78","2.48","78.8","Jonathan Jones","NE","70","190","4.33","52","9","35","324","15","0.28","58","1.13","70","58.02832752","30.65815082"
"DeAndre Hopkins","ARZ","73","212","4.57","64","27","9","231","27","0.54","78","2.48","78.8","Jack Jones","NE","71","175","4.52","48","12","38","246","15","0.23","53","1.24","72.3","55.3585756","3.016705916"
"DeAndre Hopkins","ARZ","73","212","4.57","64","27","9","231","27","0.54","78","2.48","78.8","Myles Bryant","NE","69","185","4.62","5","77","2","284","14","0.24","69","0.99","59.9","78.27097556","8.208246329"
"A.J. Green","ARZ","76","207","4.48","9","13","77","264","13","0.14","51","0.46","54.9","All Defenders","NE","","","","","","","","","","","","","12.96144827","41.88310306"
"A.J. Green","ARZ","76","207","4.48","9","13","77","264","13","0.14","51","0.46","54.9","Jonathan Jones","NE","70","190","4.33","52","9","35","324","15","0.28","58","1.13","70","22.29834566","2.644254534"
"A.J. Green","ARZ","76","207","4.48","9","13","77","264","13","0.14","51","0.46","54.9","Jack Jones","NE","71","175","4.52","48","12","38","246","15","0.23","53","1.24","72.3","23.45872177","34.80027842"
"A.J. Green","ARZ","76","207","4.48","9","13","77","264","13","0.14","51","0.46","54.9","Myles Bryant","NE","69","185","4.62","5","77","2","284","14","0.24","69","0.99","59.9","45.33328581","4.39135128"
"Marquise Brown","ARZ","69","170","","66","29","5","304","23","0.4","71","1.75","75.3","All Defenders","NE","","","","","","","","","","","","","30.83139841","41.88310306"
"Marquise Brown","ARZ","69","170","","66","29","5","304","23","0.4","71","1.75","75.3","Jonathan Jones","NE","70","190","4.33","52","9","35","324","15","0.28","58","1.13","70","34.95370564","12.81713914"
"Marquise Brown","ARZ","69","170","","66","29","5","304","23","0.4","71","1.75","75.3","Jack Jones","NE","71","175","4.52","48","12","38","246","15","0.23","53","1.24","72.3","34.75747179","16.16613356"
