"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Christian McCaffrey",SF,"at LAR","6.4","A+","21.3","+1.9","56% (9/16)","10%","Great"
"2","Saquon Barkley",NYG,"at ARI","7.4","A+","18.0","-2.7","31% (5/16)","16%","Bad"
"3","Tony Pollard",DAL,"vs. NYJ","7.4","A","17.9","+4.0","66% (10/15)","44%","Average"
"4","Derrick Henry",TEN,"vs. LAC","5.0","A","17.7","+1.8","53% (8/15)","13%","Bad"
"5","Bijan Robinson",ATL,"vs. GB","8.8","A","17.5","+1.0","100% (1/1)","34%","Great"
"6","Travis Etienne Jr.",JAC,"vs. KC","5.4","A","16.8","-0.2","62% (10/16)","4%","Great"
"7","Josh Jacobs",LV,"at BUF","7.2","A","15.5","+2.7","56% (9/16)","18%","Bad"
"8","Nick Chubb",CLE,"at PIT","4.4","A","15.2","+0.2","43% (7/16)","12%","Bad"
"9","Joe Mixon",CIN,"vs. BAL","6.8","A-","15.1","-1.8","28% (4/14)","8%","Bad"
"10","Rhamondre Stevenson",NE,"vs. MIA","5.4","A-","14.7","-0.7","50% (8/16)","5%","Bad"
"11","David Montgomery",DET,"vs. SEA","7.2","A-","14.6","-0.9","46% (7/15)","24%","Great"
"12","James Cook",BUF,"vs. LV","5.2","A-","13.8","+1.7","56% (9/16)","9%","Bad"
"13","Rachaad White",TB,"vs. CHI","4.8","B+","13.7","-0.4","37% (6/16)","12%","Bad"
"14","Kenneth Walker III",SEA,"at DET","7.2","B+","13.4","+0.8","40% (6/15)","17%","Bad"
"15","James Conner",ARI,"vs. NYG","5.8","B+","13.4","+0.4","46% (6/13)","20%","Bad"
"16","Jahmyr Gibbs",DET,"vs. SEA","7.8","B+","13.3","-4.8","0% (0/1)","7%","Bad"
"17","Joshua Kelley",LAC,"at TEN","3.2","B","13.3","+1.9","58% (7/12)","19%","Good"
"18","Dameon Pierce",HOU,"vs. IND","5.4","B","13.0","-1.3","38% (5/13)","16%","Bad"
"19","Miles Sanders",CAR,"vs. NO","7.0","B","12.9","+0.1","37% (6/16)","13%","Bad"
"20","Jamaal Williams",NO,"at CAR","8.4","B","12.7","+1.3","43% (7/16)","6%","Bad"
"21","Alexander Mattison",MIN,"at PHI","2.4","B","12.7","-0.3","37% (6/16)","37%","Bad"
"22","Javonte Williams",DEN,"vs. WAS","4.0","B-","12.6","-3.6","0% (0/3)","7%","Bad"
"23","Najee Harris",PIT,"vs. CLE","8.6","B","12.2","-0.2","43% (7/16)","2%","Bad"
"24","Raheem Mostert",MIA,"at NE","2.2","B-","11.9","-0.1","53% (8/15)","19%","Average"
"25","AJ Dillon",GB,"at ATL","2.4","B-","11.8","0.0","25% (4/16)","34%","Bad"
"26","Breece Hall",NYJ,"at DAL","6.2","C+","11.6","+6.3","100% (6/6)","3%","Bad"
"27","Isiah Pacheco",KC,"at JAC","7.4","C+","11.5","-1.1","35% (6/17)","3%","Bad"
"28","D'Andre Swift",PHI,"vs. MIN","7.0","C+","11.3","-0.4","38% (5/13)","29%","Poor"
"29","Tyler Allgeier",ATL,"vs. GB","8.2","C","10.9","+3.1","56% (9/16)","59%","Great"
"30","Brian Robinson Jr.",WAS,"at DEN","6.4","C","10.5","+0.1","46% (6/13)","40%","Great"
"31","Samaje Perine",DEN,"vs. WAS","4.4","C","10.3","+1.7","43% (7/16)","2%","Bad"
"32","Justice Hill",BAL,"at CIN","4.2","C","10.1","+0.4","35% (5/14)","57%","Great"
"33","Zack Moss",IND,"at HOU","8.4","C","9.8","-1.5","18% (2/11)","0%","N/A"
"34","Kyren Williams",LAR,"vs. SF","2.6","C","9.2","-0.1","44% (4/9)","32%","Great"
"35","Khalil Herbert",CHI,"at TB","5.2","C","9.1","+1.7","33% (4/12)","1%","Bad"
"36","Dalvin Cook",NYJ,"at DAL","5.6","C-","8.5","-1.9","31% (5/16)","23%","Bad"
"37","Gus Edwards",BAL,"at CIN","3.6","C-","8.0","+0.5","55% (5/9)","1%","Bad"
"38","Jerick McKinnon",KC,"at JAC","6.4","C-","7.7","+2.2","52% (9/17)","0%","N/A"
"39","Jaylen Warren",PIT,"vs. CLE","7.8","D+","7.6","+0.7","40% (6/15)","4%","Bad"
"40","Deon Jackson",IND,"at HOU","7.6","D+","7.4","-0.7","20% (3/15)","25%","Bad"
"41","Antonio Gibson",WAS,"at DEN","6.4","D","7.4","-1.1","26% (4/15)","6%","Bad"
"42","Ezekiel Elliott",NE,"vs. MIA","5.0","D","7.4","+1.3","64% (9/14)","8%","Bad"
"43","Cam Akers",LAR,"vs. SF","2.2","D","7.1","+1.5","42% (6/14)","21%","Good"
"44","Tank Bigsby",JAC,"vs. KC","5.2","D","7.1","-0.6","0% (0/1)","39%","Good"
"45","Tyjae Spears",TEN,"vs. LAC","6.0","D","6.9","-0.7","0% (0/1)","15%","Bad"
"46","Chuba Hubbard",CAR,"vs. NO","6.4","D-","6.8","+1.4","57% (8/14)","10%","Bad"
"47","Damien Harris",BUF,"vs. LV","4.4","D-","6.6","-0.7","50% (5/10)","4%","Bad"
"48","Elijah Mitchell",SF,"at LAR","7.4","F","6.5","-0.4","25% (1/4)","1%","Bad"
"49","Zach Charbonnet",SEA,"at DET","7.0","F","5.9","-5.6","0% (0/1)","4%","Bad"
"50","Roschon Johnson",CHI,"at TB","6.2","F","5.9","+10.4","100% (1/1)","53%","Average"
"51","Devin Singletary",HOU,"vs. IND","5.6","F","5.8","-0.3","43% (7/16)","4%","Bad"
"52","Rashaad Penny",PHI,"vs. MIN","5.4","F","5.6","+1.7","33% (1/3)","1%","Bad"
"53","Jerome Ford",CLE,"at PIT","5.4","F","5.4","-1.7","0% (0/10)","3%","Bad"
"54","Aaron Jones",GB,"at ATL","2.6","D","5.4","+0.3","50% (8/16)","34%","Great"
"55","Sean Tucker",TB,"vs. CHI","5.0","F","5.1","-1.3","0% (0/1)","2%","Bad"
"56","Salvon Ahmed",MIA,"at NE","2.4","F","5.1","-0.6","7% (1/13)","1%","Bad"
"57","D'Onta Foreman",CHI,"at TB","5.0","F","5.0","+0.2","37% (6/16)","1%","Bad"
"58","Ty Chandler",MIN,"at PHI","3.2","F","4.9","-1.9","0% (0/7)","0%","Bad"
"59","Trayveon Williams",CIN,"vs. BAL","6.4","F","4.6","-1.3","33% (1/3)","2%","Bad"
"60","Clyde Edwards-Helaire",KC,"at JAC","7.0","F","4.4","-1.8","36% (4/11)","1%","Bad"
"61","Keaontay Ingram",ARI,"vs. NYG","5.6","F","4.4","-1.4","8% (1/12)","2%","Bad"
"62","Boston Scott",PHI,"vs. MIN","5.4","F","4.3","-0.5","35% (5/14)","0%","Bad"
"63","Cordarrelle Patterson",ATL,"vs. GB","8.4","F","4.3","-0.2","45% (5/11)","0%","N/A"
