"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","CeeDee Lamb",DAL,"vs. WAS","9.2","A+","13.4","+2.9","56% (9/16)","17%","Average"
"2","A.J. Brown",PHI,"vs. BUF","8.4","A+","13.2","+2.8","62% (10/16)","22%","Average"
"3","Tyreek Hill",MIA,"at NYJ","2.8","A+","12.1","+1.5","56% (9/16)","17%","Good"
"4","Stefon Diggs",BUF,"at PHI","6.4","A+","11.5","-2.0","35% (6/17)","12%","Good"
"5","Amon-Ra St. Brown",DET,"vs. GB","3.8","A+","11.4","+1.8","53% (8/15)","13%","Good"
"6","Mike Evans",TB,"at IND","7.4","A","10.9","+1.9","50% (8/16)","20%","Good"
"7","Keenan Allen",LAC,"vs. BAL","5.0","A","10.2","+2.9","56% (9/16)","14%","Average"
"8","DJ Moore",CHI,"at MIN","6.4","A","10.0","+2.9","56% (9/16)","11%","Great"
"9","Davante Adams",LV,"vs. KC","5.4","A","10.0","-2.1","35% (6/17)","24%","Bad"
"10","Brandon Aiyuk",SF,"at SEA","5.6","A","9.5","+1.4","53% (8/15)","11%","Good"
"11","Tank Dell",HOU,"vs. JAC","5.4","A","9.5","+5.1","55% (5/9)","11%","Great"
"12","Puka Nacua",LAR,"at ARI","8.2","A","9.2","+2.9","60% (6/10)","9%","Average"
"13","Michael Pittman Jr.",IND,"vs. TB","8.6","A","9.2","+0.1","60% (9/15)","14%","Poor"
"14","Jaylen Waddle",MIA,"at NYJ","2.8","A","9.1","-1.8","33% (5/15)","13%","Bad"
"15","Chris Olave",NO,"at ATL","6.8","A-","9.1","-1.7","35% (5/14)","13%","Bad"
"16","Deebo Samuel",SF,"at SEA","6.4","A-","9.0","-2.6","36% (4/11)","12%","Good"
"17","Ja'Marr Chase",CIN,"vs. PIT","5.6","A-","9.0","-1.8","33% (5/15)","21%","Average"
"18","DeVonta Smith",PHI,"vs. BUF","8.6","A-","8.9","+2.0","62% (10/16)","8%","Great"
"19","Cooper Kupp",LAR,"at ARI","7.8","A-","8.8","-4.6","33% (2/6)","8%","Bad"
"20","Christian Kirk",JAC,"at HOU","5.4","B+","8.7","-2.0","43% (7/16)","13%","Average"
"21","Nico Collins",HOU,"vs. JAC","6.2","B+","8.7","+1.9","45% (5/11)","9%","Good"
"22","Calvin Ridley",JAC,"at HOU","5.8","B+","8.6","-1.2","40% (4/10)","23%","Poor"
"23","Adam Thielen",CAR,"at TEN","8.4","B+","8.3","+1.8","50% (8/16)","17%","Average"
"24","Zay Flowers",BAL,"at LAC","8.0","B","8.2","-2.3","27% (3/11)","11%","Bad"
"25","DK Metcalf",SEA,"vs. SF","6.0","B","8.2","-1.0","40% (6/15)","16%","Poor"
"26","Garrett Wilson",NYJ,"vs. MIA","7.2","B","8.2","-1.2","37% (6/16)","25%","Bad"
"27","DeAndre Hopkins",TEN,"vs. CAR","6.0","B-","8.1","-1.1","35% (5/14)","17%","Average"
"28","Jordan Addison",MIN,"vs. CHI","7.0","B-","7.7","+2.1","45% (5/11)","14%","Average"
"29","Terry McLaurin",WAS,"at DAL","3.6","B-","7.7","-1.4","43% (7/16)","12%","Bad"
"30","Tyler Lockett",SEA,"vs. SF","6.4","B-","7.6","0.0","46% (7/15)","18%","Poor"
"31","Chris Godwin",TB,"at IND","7.6","B-","7.6","-0.3","31% (5/16)","16%","Bad"
"32","Diontae Johnson",PIT,"at CIN","4.4","C+","7.5","-0.4","41% (5/12)","20%","Bad"
"33","Marquise Brown",ARI,"vs. LAR","4.0","C","7.4","-1.9","31% (5/16)","18%","Poor"
"34","Amari Cooper",CLE,"at DEN","7.0","C+","7.2","-0.2","43% (7/16)","13%","Bad"
"35","Courtland Sutton",DEN,"vs. CLE","3.4","C+","7.2","+0.2","64% (9/14)","17%","Great"
"36","Drake London",ATL,"vs. NO","6.2","C+","6.9","+0.1","50% (7/14)","16%","Bad"
"37","Josh Downs",IND,"vs. TB","8.6","C+","6.8","+1.5","60% (6/10)","8%","Poor"
"38","Christian Watson",GB,"at DET","7.0","C+","6.8","-1.6","41% (5/12)","18%","Poor"
