"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Christian McCaffrey",SF,"vs. TB","4.4","A+","23.1","+2.3","62% (10/16)","33%","Great"
"2","Austin Ekeler",LAC,"at GB","8.2","A+","19.9","+0.4","53% (7/13)","24%","Poor"
"3","Jahmyr Gibbs",DET,"vs. CHI","5.0","A","16.8","+2.5","42% (3/7)","15%","Good"
"4","Travis Etienne Jr.",JAC,"vs. TEN","4.8","A","16.1","-0.1","60% (9/15)","15%","Great"
"5","Tony Pollard",DAL,"at CAR","8.6","A","15.8","-1.4","33% (5/15)","19%","Bad"
"6","Josh Jacobs",LV,"at MIA","9.4","A","15.7","-0.2","47% (8/17)","28%","Poor"
"7","Breece Hall",NYJ,"at BUF","8.2","A","14.9","+0.1","44% (4/9)","9%","Great"
"8","D'Andre Swift",PHI,"at KC","4.6","A","14.9","+0.9","43% (7/16)","18%","Average"
"9","Javonte Williams",DEN,"vs. MIN","4.8","A","14.9","-0.5","37% (3/8)","16%","Poor"
"10","Aaron Jones",GB,"vs. LAC","5.0","A-","14.7","-2.2","41% (5/12)","15%","Average"
"11","Devin Singletary",HOU,"vs. ARI","7.4","A-","14.6","-0.5","43% (7/16)","6%","Average"
"12","Kenneth Walker III",SEA,"at LAR","5.6","B+","13.8","-0.7","42% (6/14)","30%","Average"
"13","Joe Mixon",CIN,"at BAL","7.0","B+","13.7","-3.2","21% (3/14)","24%","Poor"
"14","De'Von Achane",MIA,"vs. LV","9.4","A-","13.7","+16.2","75% (3/4)","14%","Great"
"15","Saquon Barkley",NYG,"at WAS","6.8","B+","13.5","-2.7","35% (5/14)","27%","Poor"
"16","Brian Robinson Jr.",WAS,"vs. NYG","8.6","B+","13.3","+1.5","50% (8/16)","14%","Great"
"17","David Montgomery",DET,"vs. CHI","4.0","B","13.2","+2.6","66% (8/12)","28%","Good"
"18","James Conner",ARI,"at HOU","5.6","B","12.9","+0.1","50% (6/12)","14%","Average"
"19","Rachaad White",TB,"at SF","3.8","B","12.7","+0.6","53% (8/15)","20%","Average"
"20","Raheem Mostert",MIA,"vs. LV","9.6","B","12.7","+2.5","57% (8/14)","16%","Great"
"21","Derrick Henry",TEN,"at JAC","6.2","B-","12.5","-1.0","53% (8/15)","19%","Good"
