"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","CeeDee Lamb",DAL,"at MIA","7.4","A+","21.6","+3.5","43% (7/16)","18%","Average"
"2","Tyreek Hill",MIA,"vs. DAL","3.6","A+","19.8","+1.8","60% (9/15)","17%","Good"
"3","Justin Jefferson",MIN,"vs. DET","6.8","A+","17.6","-2.1","55% (5/9)","16%","Poor"
"4","Amon-Ra St. Brown",DET,"at MIN","6.2","A+","17.4","+0.3","46% (7/15)","15%","Average"
"5","A.J. Brown",PHI,"vs. NYG","5.6","A+","16.7","+1.1","50% (8/16)","22%","Poor"
"6","Stefon Diggs",BUF,"at LAC","5.8","A","16.4","-1.9","37% (6/16)","11%","Good"
"7","Mike Evans",TB,"vs. JAC","7.0","A","16.4","+3.9","62% (10/16)","24%","Average"
"8","Cooper Kupp",LAR,"vs. NO","6.8","A","16.1","-1.5","50% (5/10)","14%","Poor"
"9","DJ Moore",CHI,"vs. ARI","8.8","A","15.8","+3.6","56% (9/16)","13%","Great"
"10","Deebo Samuel",SF,"vs. BAL","4.2","A","15.4","+2.7","58% (7/12)","13%","Great"
"11","Rashee Rice",KC,"vs. LV","6.2","A","15.4","+3.0","71% (10/14)","11%","Good"
"12","Brandon Aiyuk",SF,"vs. BAL","3.6","A","15.1","+1.8","60% (9/15)","11%","Good"
"13","Jaylen Waddle",MIA,"vs. DAL","3.6","A","14.8","0.0","40% (6/15)","10%","Poor"
"14","DK Metcalf",SEA,"at TEN","8.8","A","14.7","-0.5","33% (5/15)","18%","Average"
"15","Puka Nacua",LAR,"vs. NO","7.0","A","14.4","+2.0","57% (8/14)","10%","Average"
"16","Davante Adams",LV,"at KC","6.0","A","14.3","-1.2","37% (6/16)","23%","Poor"
"17","Chris Olave",NO,"at LAR","4.6","A-","14.3","-0.4","50% (7/14)","13%","Bad"
"18","DeAndre Hopkins",TEN,"vs. SEA","4.6","A-","14.2","-0.4","40% (6/15)","17%","Average"
"19","Calvin Ridley",JAC,"at TB","7.8","A-","14.2","-0.9","35% (5/14)","19%","Bad"
"20","Amari Cooper",CLE,"at HOU","6.2","A-","14.1","+1.0","50% (8/16)","11%","Poor"
"21","Garrett Wilson",NYJ,"vs. WAS","9.4","A-","13.9","-2.4","37% (6/16)","27%","Bad"
"22","DeVonta Smith",PHI,"vs. NYG","6.2","A-","13.1","+2.0","56% (9/16)","10%","Good"
"23","Chris Godwin",TB,"vs. JAC","6.4","B+","13.0","-0.4","25% (4/16)","15%","Bad"
"24","Tee Higgins",CIN,"at PIT","5.8","B+","13.0","-1.1","33% (4/12)","13%","Average"
"25","Courtland Sutton",DEN,"vs. NE","5.0","B","12.6","+1.2","68% (11/16)","15%","Great"
"26","Tyler Lockett",SEA,"at TEN","7.4","B","12.4","-1.5","33% (5/15)","16%","Poor"
"27","Zay Flowers",BAL,"at SF","6.0","B","12.0","-1.3","35% (5/14)","10%","Poor"
"28","Drake London",ATL,"vs. IND","8.8","B","12.0","+0.4","46% (7/15)","14%","Bad"
"29","Jordan Addison",MIN,"vs. DET","7.4","B-","11.9","+2.4","42% (6/14)","14%","Average"
"30","Nico Collins",HOU,"vs. CLE","2.8","C+","11.8","+2.9","50% (6/12)","11%","Good"
"31","Adam Thielen",CAR,"vs. GB","5.2","C+","11.7","-0.1","37% (6/16)","14%","Average"
"32","Diontae Johnson",PIT,"vs. CIN","6.6","C+","11.6","0.0","50% (6/12)","20%","Average"
"33","Terry McLaurin",WAS,"at NYJ","3.4","C+","11.3","-1.3","43% (7/16)","10%","Bad"
"34","Josh Downs",IND,"at ATL","5.4","C+","11.3","0.0","42% (6/14)","6%","Bad"
"35","Jaxon Smith-Njigba",SEA,"at TEN","7.6","C+","10.8","-0.3","50% (7/14)","6%","Good"
"36","Jakobi Meyers",LV,"at KC","5.8","C","10.7","+2.7","66% (10/15)","17%","Good"
"37","Joshua Palmer",LAC,"vs. BUF","7.4","C","10.6","+0.3","30% (3/10)","8%","Poor"
"38","Brandin Cooks",DAL,"at MIA","7.0","C","10.5","+0.1","40% (6/15)","8%","Average"
"39","Demario Douglas",NE,"at DEN","7.8","C","10.4","+0.2","54% (6/11)","12%","Bad"
"40","Dontayvion Wicks",GB,"at CAR","5.4","C","10.3","+1.3","69% (9/13)","3%","Bad"
"41","Noah Brown",HOU,"vs. CLE","2.8","C","10.1","+2.1","50% (5/10)","11%","Bad"
"42","Romeo Doubs",GB,"at CAR","5.6","C","9.9","+0.5","56% (9/16)","10%","Average"
"43","Odell Beckham Jr.",BAL,"at SF","5.6","C","9.6","+0.1","41% (5/12)","9%","Poor"
"44","Curtis Samuel",WAS,"at NYJ","3.2","C","9.6","+1.5","60% (9/15)","14%","Poor"
"45","Jerry Jeudy",DEN,"vs. NE","5.2","C","9.5","-2.5","33% (5/15)","12%","Bad"
"46","Tyler Boyd",CIN,"at PIT","5.2","C","9.4","-0.3","37% (6/16)","6%","Poor"
"47","Rashid Shaheed",NO,"at LAR","4.2","C-","9.3","+1.7","42% (6/14)","9%","Average"
"48","George Pickens",PIT,"vs. CIN","6.4","C-","9.1","-0.2","31% (5/16)","10%","Average"
"49","Jayden Reed",GB,"at CAR","5.6","C-","8.8","+2.8","64% (9/14)","12%","Average"
"50","Elijah Moore",CLE,"at HOU","6.0","C-","8.8","-1.6","31% (5/16)","10%","Bad"
"51","Wan'Dale Robinson",NYG,"at PHI","7.4","C-","8.8","-0.4","41% (5/12)","4%","Average"
"52","Gabe Davis",BUF,"at LAC","5.8","C-","8.7","-1.1","43% (7/16)","16%","Poor"
"53","Jonathan Mingo",CAR,"vs. GB","4.8","D+","8.5","-1.8","30% (4/13)","9%","Bad"
"54","Michael Wilson",ARI,"at CHI","5.8","D+","8.4","+1.8","50% (5/10)","8%","Poor"
"55","Jameson Williams",DET,"at MIN","5.6","D","8.3","+0.6","50% (6/12)","5%","Great"
"56","Parker Washington",JAC,"at TB","8.2","D","8.1","-0.3","33% (1/3)","16%","Average"
"57","Alec Pierce",IND,"at ATL","5.8","D","8.0","-0.4","37% (6/16)","6%","Bad"
"58","Quentin Johnston",LAC,"vs. BUF","7.8","D","7.7","-1.4","35% (5/14)","5%","Poor"
"59","Darius Slayton",NYG,"at PHI","6.6","D","7.7","-1.0","37% (6/16)","5%","Poor"
"60","DeVante Parker",NE,"at DEN","7.4","D-","7.5","-1.5","40% (4/10)","4%","Bad"
"61","Demarcus Robinson",LAR,"vs. NO","5.4","D-","7.2","+2.1","50% (5/10)","16%","Average"
