"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Tyreek Hill",MIA,"at NE","5.8","A+","20.7","+2.3","50% (8/16)","28%","Good"
"2","Ja'Marr Chase",CIN,"vs. BAL","5.0","A+","20.6","-2.7","25% (3/12)","16%","Bad"
"3","Justin Jefferson",MIN,"at PHI","7.6","A+","18.9","+0.4","56% (9/16)","9%","Bad"
"4","Amon-Ra St. Brown",DET,"vs. SEA","6.2","A+","18.4","-0.6","33% (5/15)","24%","Great"
"5","Stefon Diggs",BUF,"vs. LV","6.8","A+","18.1","-0.9","43% (7/16)","73%","Average"
"6","Davante Adams",LV,"at BUF","7.0","A","18.0","-0.4","37% (6/16)","8%","Bad"
"7","A.J. Brown",PHI,"vs. MIN","5.6","A","17.4","+0.1","43% (7/16)","7%","Bad"
"8","Calvin Ridley",JAC,"vs. KC","6.4","A","17.3","+8.5","100% (1/1)","16%","Great"
"9","Keenan Allen",LAC,"at TEN","7.6","A","16.2","-1.7","50% (5/10)","5%","Bad"
"10","DeVonta Smith",PHI,"vs. MIN","5.8","A","16.1","+2.6","68% (11/16)","18%","Great"
"11","CeeDee Lamb",DAL,"vs. NYJ","6.0","A","15.7","+1.0","50% (8/16)","1%","Bad"
"12","Chris Olave",NO,"at CAR","4.8","A","15.6","-0.3","42% (6/14)","4%","Bad"
"13","DK Metcalf",SEA,"at DET","7.4","A","15.1","-1.5","43% (7/16)","15%","Great"
"14","Jaylen Waddle",MIA,"at NE","5.8","A","14.8","-0.2","43% (7/16)","1%","Bad"
"15","Chris Godwin",TB,"vs. CHI","4.6","A","14.8","-0.4","35% (5/14)","14%","Bad"
"16","Tee Higgins",CIN,"vs. BAL","4.8","A","14.5","-1.5","37% (6/16)","71%","Bad"
"17","Brandon Aiyuk",SF,"at LAR","7.0","A","14.3","+2.7","56% (9/16)","65%","Great"
"18","Deebo Samuel",SF,"at LAR","6.8","A-","14.1","-2.8","25% (3/12)","11%","Bad"
"19","Tyler Lockett",SEA,"at DET","6.8","A-","13.9","-0.1","53% (8/15)","60%","Bad"
"20","Mike Williams",LAC,"at TEN","8.2","A-","13.4","-0.6","50% (6/12)","4%","Bad"
"21","Mike Evans",TB,"vs. CHI","4.6","A-","13.2","-0.3","40% (6/15)","19%","Great"
"22","Michael Pittman Jr.",IND,"at HOU","5.8","B+","13.2","-1.6","33% (5/15)","19%","Great"
"23","DeAndre Hopkins",TEN,"vs. LAC","6.4","B+","13.1","-0.8","40% (4/10)","35%","Bad"
"24","Garrett Wilson",NYJ,"at DAL","6.8","B","12.9","-0.4","31% (5/16)","59%","Great"
"25","Michael Thomas",NO,"at CAR","3.6","B","12.6","0.0","33% (1/3)","18%","Bad"
"26","DJ Moore",CHI,"at TB","6.8","B","12.6","-1.1","37% (6/16)","0%","Bad"
"27","Zay Flowers",BAL,"at CIN","6.2","B-","12.5","+4.0","100% (1/1)","27%","Bad"
"28","Puka Nacua",LAR,"vs. SF","5.8","B","12.4","+10.5","100% (1/1)","7%","Bad"
"29","Jahan Dotson",WAS,"at DEN","5.4","C+","11.9","+1.6","45% (5/11)","3%","Bad"
"30","Amari Cooper",CLE,"at PIT","6.8","C+","11.8","+0.5","43% (7/16)","23%","Bad"
"31","Christian Kirk",JAC,"vs. KC","6.4","C+","11.6","-1.7","31% (5/16)","0%","N/A"
"32","George Pickens",PIT,"vs. CLE","5.8","C+","11.5","-0.1","56% (9/16)","9%","Bad"
"33","Terry McLaurin",WAS,"at DEN","4.4","C+","11.4","-1.7","37% (6/16)","14%","Bad"
"34","Gabe Davis",BUF,"vs. LV","6.4","C+","11.3","-1.6","26% (4/15)","12%","Bad"
"35","Jerry Jeudy",DEN,"vs. WAS","6.6","C+","11.2","-0.3","46% (6/13)","0%","N/A"
"36","Courtland Sutton",DEN,"vs. WAS","6.6","C+","11.1","-3.0","35% (5/14)","28%","Good"
"37","Drake London",ATL,"vs. GB","4.4","C+","10.9","-1.9","37% (6/16)","0%","N/A"
"38","Marquise Brown",ARI,"vs. NYG","4.8","C+","10.9","-0.6","27% (3/11)","17%","Bad"
"39","Nico Collins",HOU,"vs. IND","3.6","C","10.9","+1.0","60% (6/10)","26%","Bad"
"40","Zay Jones",JAC,"vs. KC","6.6","C","10.7","+2.5","46% (7/15)","34%","Good"
"41","Jordan Addison",MIN,"at PHI","7.4","C","10.4","+5.8","100% (1/1)","8%","Great"
"42","Romeo Doubs",GB,"at ATL","6.0","C","10.4","-0.2","50% (6/12)","23%","Great"
"43","Elijah Moore",CLE,"at PIT","6.6","C","10.3","-2.0","20% (3/15)","31%","Bad"
"44","Treylon Burks",TEN,"vs. LAC","6.0","C","10.3","-0.9","30% (3/10)","0%","N/A"
"45","Kendrick Bourne",NE,"vs. MIA","3.4","C","10.2","+1.0","40% (6/15)","34%","Great"
"46","Jaxon Smith-Njigba",SEA,"at DET","6.6","C","10.0","-4.6","0% (0/1)","1%","Bad"
"47","Odell Beckham Jr.",BAL,"at CIN","6.2","C-","9.6","-3.9","0% (0/1)","3%","Bad"
"48","Tutu Atwell",LAR,"vs. SF","5.4","C-","9.4","+0.5","46% (6/13)","4%","Bad"
"49","Robert Woods",HOU,"vs. IND","3.6","C-","9.4","-1.8","43% (7/16)","10%","Bad"
"50","Rashid Shaheed",NO,"at CAR","4.4","C-","9.2","+4.2","75% (9/12)","36%","Average"
"51","JuJu Smith-Schuster",NE,"vs. MIA","3.4","C-","9.2","-2.6","31% (5/16)","0%","Bad"
"52","Jayden Reed",GB,"at ATL","6.0","C-","9.0","-1.8","0% (0/1)","2%","Bad"
"53","Skyy Moore",KC,"at JAC","6.0","C-","8.9","-1.8","31% (5/16)","8%","Bad"
"54","Allen Robinson II",PIT,"vs. CLE","5.6","D+","8.9","0.0","50% (5/10)","1%","Bad"
"55","Kadarius Toney",KC,"at JAC","6.4","C-","8.9","-2.3","33% (3/9)","29%","Bad"
"56","Darnell Mooney",CHI,"at TB","7.2","D+","8.7","-0.7","50% (6/12)","32%","Good"
"57","Tyler Boyd",CIN,"vs. BAL","5.4","D","8.6","-0.2","43% (7/16)","0%","N/A"
"58","Rondale Moore",ARI,"vs. NYG","3.8","D-","8.5","0.0","44% (4/9)","17%","Bad"
"59","Van Jefferson",LAR,"vs. SF","7.0","D","8.4","-1.1","36% (4/11)","0%","Bad"
"60","Michael Gallup",DAL,"vs. NYJ","6.0","D","8.4","-1.4","28% (4/14)","1%","Bad"
"61","Adam Thielen",CAR,"vs. NO","5.0","D-","8.4","-0.9","37% (6/16)","1%","Bad"
"62","K.J. Osborn",MIN,"at PHI","7.2","D-","8.2","+1.7","43% (7/16)","8%","Great"
"63","Donovan Peoples-Jones",CLE,"at PIT","6.6","F","8.1","+0.5","68% (11/16)","3%","Bad"
