"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Travis Kelce",KC,"vs. MIA","8.2","A+","18.8","-0.4","43% (7/16)","17%","Average"
"2","Mark Andrews",BAL,"vs. SEA","7.2","A","14.1","-0.8","35% (5/14)","15%","Great"
"3","T.J. Hockenson",MIN,"at ATL","6.4","A","12.2","+0.4","35% (6/17)","13%","Poor"
"4","Dallas Goedert",PHI,"vs. DAL","7.8","A-","11.7","+0.4","25% (3/12)","6%","Great"
"5","Dalton Kincaid",BUF,"at CIN","8.4","A-","10.5","-0.1","25% (2/8)","7%","Bad"
"6","Jake Ferguson",DAL,"at PHI","8.4","B+","9.9","0.0","50% (7/14)","15%","Bad"
"7","Dalton Schultz",HOU,"vs. TB","4.8","B+","9.7","+0.6","46% (7/15)","11%","Average"
"8","Kyle Pitts",ATL,"vs. MIN","5.6","B+","9.7","-1.7","18% (2/11)","9%","Bad"
"9","Logan Thomas",WAS,"at NE","6.6","B-","9.5","+0.4","53% (8/15)","14%","Average"
"10","David Njoku",CLE,"vs. ARI","4.0","B-","9.5","-0.4","38% (5/13)","11%","Bad"
"11","Trey McBride",ARI,"at CLE","6.0","B-","9.2","+1.6","50% (8/16)","8%","Poor"
"12","Cole Kmet",CHI,"at NO","6.8","C+","8.2","+2.0","43% (7/16)","12%","Average"
"13","Jonnu Smith",ATL,"vs. MIN","5.4","C","7.1","+0.8","60% (9/15)","14%","Bad"
"14","Luke Musgrave",GB,"vs. LAR","8.8","D+","7.0","-1.7","28% (2/7)","3%","Bad"
"15","Taysom Hill",NO,"vs. CHI","8.0","D+","6.8","+3.7","62% (10/16)","10%","Average"
"16","Chigoziem Okonkwo",TEN,"at PIT","5.2","C-","6.7","+0.1","43% (7/16)","6%","Bad"
"17","Hunter Henry",NE,"vs. WAS","8.2","D+","6.6","-0.3","43% (7/16)","3%","Great"
"18","Tyler Higbee",LAR,"at GB","4.8","D","6.6","-0.9","35% (6/17)","5%","Bad"
"19","Gerald Everett",LAC,"at NYJ","2.8","D","6.5","-0.9","42% (6/14)","7%","Good"
"20","Cade Otton",TB,"at HOU","6.6","D","6.4","+0.3","46% (7/15)","6%","Average"
"21","Michael Mayer",LV,"vs. NYG","5.4","D-","6.3","-0.3","25% (2/8)","2%","Bad"
"22","Tyler Conklin",NYJ,"vs. LAC","6.6","D-","6.1","-1.0","46% (7/15)","4%","Bad"
"23","Irv Smith Jr.",CIN,"vs. BUF","8.2","F","5.9","-3.2","0% (0/5)","6%","Bad"
"24","Mike Gesicki",NE,"vs. WAS","8.4","F","5.5","-1.1","31% (5/16)","4%","Average"
"25","Juwan Johnson",NO,"vs. CHI","7.8","F","5.4","+0.9","41% (5/12)","6%","Bad"
"26","Daniel Bellinger",NYG,"at LV","6.2","F","5.3","-0.8","30% (4/13)","0%","N/A"
"27","Donald Parham Jr.",LAC,"at NYJ","3.2","F","5.0","+1.5","45% (5/11)","10%","Great"
"28","Noah Fant",SEA,"at BAL","4.4","F","4.7","+0.5","53% (8/15)","2%","Bad"
"29","Hayden Hurst",CAR,"vs. IND","4.0","F","4.1","-1.7","16% (2/12)","7%","Average"
"30","Connor Heyward",PIT,"vs. TEN","7.2","F","4.1","-0.5","37% (3/8)","11%","Bad"
"31","Durham Smythe",MIA,"at KC","5.8","F","4.0","-0.7","31% (5/16)","6%","Bad"
"32","Kylen Granson",IND,"at CAR","6.4","F","3.9","+0.4","54% (6/11)","11%","Bad"
"33","Noah Gray",KC,"vs. MIA","8.0","F","3.1","+1.2","52% (9/17)","2%","Great"
"34","Colby Parkinson",SEA,"at BAL","4.8","F","3.0","-0.1","33% (5/15)","10%","Bad"
"35","Andrew Ogletree",IND,"at CAR","7.2","F","2.8","-","-","5%","Great"
"36","Tommy Tremble",CAR,"vs. IND","4.0","F","2.6","+0.8","46% (7/15)","14%","Great"
"37","Austin Hooper",LV,"vs. NYG","4.2","F","2.6","+0.3","41% (7/17)","1%","Bad"
"38","Pharaoh Brown",NE,"vs. WAS","8.2","F","2.5","+1.0","28% (4/14)","1%","Great"
"39","C.J. Uzomah",NYJ,"vs. LAC","-","F","2.2","+1.1","60% (9/15)","13%","Poor"
"40","Foster Moreau",NO,"vs. CHI","8.8","F","2.2","+0.5","46% (7/15)","3%","Great"
"41","John Bates",WAS,"at NE","7.8","F","2.2","-0.3","26% (4/15)","4%","Bad"
"42","Mo Alie-Cox",IND,"at CAR","7.0","F","2.2","-1.2","12% (2/16)","1%","Great"
"43","Robert Tonyan",CHI,"at NO","-","F","2.1","-1.2","25% (4/16)","1%","Bad"
