"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Tyreek Hill",MIA,"at BUF","7.2","A+","22.3","+1.7","50% (8/16)","30%","Average"
"2","Keenan Allen",LAC,"vs. LV","7.0","A+","22.0","+1.5","58% (7/12)","12%","Great"
"3","Justin Jefferson",MIN,"at CAR","7.2","A+","20.9","+2.5","68% (11/16)","23%","Bad"
"4","Ja'Marr Chase",CIN,"at TEN","7.8","A+","19.8","-2.0","33% (4/12)","22%","Bad"
"5","Stefon Diggs",BUF,"vs. MIA","3.6","A+","19.5","-2.3","43% (7/16)","13%","Poor"
"6","Davante Adams",LV,"at LAC","4.2","A+","18.5","+2.0","50% (8/16)","26%","Good"
"7","Amon-Ra St. Brown",DET,"at GB","4.2","A","18.3","-2.0","33% (5/15)","9%","Great"
"8","Puka Nacua",LAR,"at IND","8.6","A","16.6","+6.7","66% (2/3)","9%","Bad"
"9","A.J. Brown",PHI,"vs. WAS","6.0","A","16.6","0.0","43% (7/16)","22%","Bad"
"10","CeeDee Lamb",DAL,"vs. NE","5.8","A","16.5","+0.6","50% (8/16)","8%","Bad"
"11","Chris Olave",NO,"vs. TB","6.6","A","15.9","-1.2","35% (5/14)","16%","Bad"
"12","Calvin Ridley",JAC,"vs. ATL","8.2","A","15.6","-3.2","33% (1/3)","25%","Bad"
"13","Tee Higgins",CIN,"at TEN","7.6","A","15.5","-1.5","37% (6/16)","43%","Poor"
"14","Michael Pittman Jr.",IND,"vs. LAR","7.2","A","15.5","-1.4","37% (6/16)","20%","Poor"
"15","DK Metcalf",SEA,"at NYG","5.0","A","15.2","-1.4","43% (7/16)","8%","Average"
"16","Deebo Samuel",SF,"vs. ARI","8.0","A-","14.5","-1.1","41% (5/12)","20%","Good"
"17","DeVonta Smith",PHI,"vs. WAS","6.4","A-","14.4","+1.4","62% (10/16)","10%","Great"
"18","Jaylen Waddle",MIA,"at BUF","7.6","A-","14.4","-1.9","33% (5/15)","2%","Bad"
"19","Mike Evans",TB,"at NO","4.8","A-","14.3","+1.2","50% (8/16)","33%","Good"
"20","Tyler Lockett",SEA,"at NYG","4.2","A-","14.1","-0.1","46% (7/15)","25%","Poor"
"21","Amari Cooper",CLE,"vs. BAL","5.4","B+","14.1","+0.2","43% (7/16)","16%","Average"
"22","Brandon Aiyuk",SF,"vs. ARI","7.4","B+","13.9","+2.4","53% (8/15)","30%","Good"
"23","Tutu Atwell",LAR,"at IND","8.2","B+","13.9","+1.3","61% (8/13)","24%","Bad"
"24","DeAndre Hopkins",TEN,"vs. CIN","5.2","B","13.9","-1.4","33% (4/12)","13%","Bad"
"25","Christian Kirk",JAC,"vs. ATL","8.0","B","13.6","-2.1","31% (5/16)","4%","Great"
"26","George Pickens",PIT,"at HOU","7.0","B","13.5","+0.6","56% (9/16)","8%","Great"
"27","Jakobi Meyers",LV,"at LAC","4.0","B","13.6","+1.7","46% (6/13)","37%","Average"
"28","Courtland Sutton",DEN,"at CHI","7.0","B","13.3","-2.9","35% (5/14)","21%","Average"
"29","Garrett Wilson",NYJ,"vs. KC","6.4","B","13.2","-1.7","31% (5/16)","27%","Great"
"30","Jerry Jeudy",DEN,"at CHI","7.0","B-","13.2","+0.6","53% (7/13)","12%","Bad"
"31","Adam Thielen",CAR,"vs. MIN","5.8","B","13.0","+0.7","43% (7/16)","22%","Great"
"32","Chris Godwin",TB,"at NO","4.4","C+","13.0","-0.7","31% (5/16)","15%","Bad"
"33","Tank Dell",HOU,"vs. PIT","6.8","B-","12.7","+8.4","66% (2/3)","6%","Great"
"34","Zay Flowers",BAL,"at CLE","5.6","C+","12.5","+0.1","33% (1/3)","16%","Bad"
"35","Nico Collins",HOU,"vs. PIT","6.6","C+","12.4","+2.0","60% (6/10)","6%","Great"
"36","Michael Thomas",NO,"vs. TB","6.8","C+","12.4","-0.6","0% (0/3)","13%","Bad"
"37","Joshua Palmer",LAC,"vs. LV","6.8","C+","12.1","-0.6","25% (4/16)","6%","Average"
"38","Marquise Brown",ARI,"at SF","6.0","C+","12.3","-0.2","36% (4/11)","39%","Average"
"39","Terry McLaurin",WAS,"at PHI","5.0","C","11.9","-1.7","37% (6/16)","4%","Great"
"40","DJ Moore",CHI,"vs. DEN","4.6","C","11.4","-0.2","50% (8/16)","9%","Great"
"41","Jordan Addison",MIN,"at CAR","7.4","C","11.4","+3.6","66% (2/3)","7%","Great"
"42","Christian Watson",GB,"vs. DET","6.0","C","11.2","+3.3","45% (5/11)","16%","Great"
"43","Gabe Davis",BUF,"vs. MIA","4.0","C","10.8","-0.6","37% (6/16)","12%","Good"
"44","Elijah Moore",CLE,"vs. BAL","6.0","C","10.7","-1.7","20% (3/15)","9%","Bad"
"45","Drake London",ATL,"at JAC","6.8","C","10.7","-2.6","31% (5/16)","17%","Average"
"46","Romeo Doubs",GB,"vs. DET","6.8","C","9.9","-0.8","50% (6/12)","11%","Great"
"47","Robert Woods",HOU,"vs. PIT","6.8","C","9.9","-1.6","43% (7/16)","11%","Bad"
"48","Jahan Dotson",WAS,"at PHI","5.0","C","9.8","+0.5","36% (4/11)","1%","Bad"
"49","Jayden Reed",GB,"vs. DET","6.6","C-","9.8","+2.5","33% (1/3)","18%","Poor"
"50","Brandin Cooks",DAL,"vs. NE","5.4","C-","9.7","-3.0","18% (2/11)","7%","Bad"
"51","Tyler Boyd",CIN,"at TEN","7.4","C-","9.5","-0.7","43% (7/16)","10%","Bad"
