"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Patrick Mahomes II",KC,"vs. MIA","8.6","A+","22.4","+0.3","47% (8/17)","8%","Poor"
"2","Josh Allen",BUF,"at CIN","5.0","A","22.0","-0.5","47% (8/17)","7%","Good"
"3","Jalen Hurts",PHI,"vs. DAL","3.2","A","21.1","+2.8","73% (11/15)","22%","Good"
"4","Lamar Jackson",BAL,"vs. SEA","6.6","A-","20.3","-2.9","41% (5/12)","10%","Average"
"5","Joe Burrow",CIN,"vs. BUF","3.4","A-","19.5","-0.9","40% (6/15)","1%","Bad"
"6","Tua Tagovailoa",MIA,"at KC","4.4","B+","18.6","0.0","46% (7/15)","2%","Average"
"7","Dak Prescott",DAL,"at PHI","8.6","B","17.8","+1.1","53% (8/15)","1%","Bad"
"8","Justin Herbert",LAC,"at NYJ","3.6","B","17.3","-0.6","56% (9/16)","7%","Average"
"9","Sam Howell",WAS,"at NE","6.0","B","16.8","+2.6","55% (5/9)","1%","Poor"
"10","C.J. Stroud",HOU,"vs. TB","4.0","B-","16.3","+1.3","42% (3/7)","6%","Average"
"11","Derek Carr",NO,"vs. CHI","9.9","B-","15.8","-0.5","62% (10/16)","1%","Bad"
"12","Gardner Minshew II",IND,"at CAR","3.0","C","15.5","+1.8","28% (4/14)","2%","Average"
"13","Jordan Love",GB,"vs. LAR","5.8","C+","15.3","+1.6","46% (6/13)","3%","Average"
"14","Bryce Young",CAR,"vs. IND","8.2","C+","15.0","-1.2","33% (2/6)","3%","Bad"
"15","Daniel Jones",NYG,"at LV","5.6","C","14.9","+0.2","53% (7/13)","7%","Bad"
"16","Deshaun Watson",CLE,"vs. ARI","9.9","C-","14.7","-3.0","44% (4/9)","2%","Great"
"17","Baker Mayfield",TB,"at HOU","5.6","C","14.5","+1.3","53% (8/15)","2%","Average"
"18","Geno Smith",SEA,"at BAL","2.4","C-","14.3","-0.8","46% (7/15)","2%","Bad"
"19","Mac Jones",NE,"vs. WAS","9.8","D+","14.2","-1.1","31% (5/16)","0%","Bad"
"20","Kenny Pickett",PIT,"vs. TEN","6.8","D","14.0","-3.0","28% (4/14)","5%","Bad"
"21","Taylor Heinicke",ATL,"vs. MIN","5.8","D","13.9","-2.1","10% (1/10)","0%","Great"
"22","Will Levis",TEN,"at PIT","4.8","D","13.6","+7.8","50% (1/2)","7%","Great"
"23","Zach Wilson",NYJ,"vs. LAC","9.8","D-","13.4","-2.5","20% (2/10)","2%","Bad"
"24","Aidan O'Connell",LV,"vs. NYG","7.4","F","13.0","-4.4","0% (0/1)","17%","Bad"
"25","Jaren Hall",MIN,"at ATL","4.8","F","12.6","-","-","0%","Bad"
"26","Tyson Bagent",CHI,"at NO","3.8","F","11.5","+0.5","50% (1/2)","16%","Bad"
"27","Brett Rypien",LAR,"at GB","7.4","F","10.4","-0.6","12% (1/8)","0%","Bad"
"28","Clayton Tune",ARI,"at CLE","4.6","F","9.1","-0.4","0% (0/3)","0%","Bad"
"29","Matthew Stafford",LAR,"at GB","7.8","F","7.1","-1.0","50% (5/10)","3%","Bad"
"30","P.J. Walker",CLE,"vs. ARI","9.6","F","0.0","-3.9","14% (1/7)","1%","Bad"
"31","Malik Willis",TEN,"at PIT","4.6","F","0.0","-1.3","9% (1/11)","2%","Bad"
"32","Joshua Dobbs",MIN,"at ATL","5.0","F","0.0","+1.4","46% (6/13)","0%","Average"
"33","Mitch Trubisky",PIT,"vs. TEN","7.0","F","0.0","+1.1","22% (2/9)","0%","Great"
"34","Desmond Ridder",ATL,"vs. MIN","5.4","F","0.0","-1.2","26% (4/15)","8%","Poor"
"35","Jimmy Garoppolo",LV,"vs. NYG","6.0","F","0.0","-1.2","33% (3/9)","4%","Average"
