"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Christian McCaffrey",SF,"vs. ARI","8.8","A+","22.2","+2.7","68% (11/16)","19%","Great"
"2","Tony Pollard",DAL,"vs. NE","2.4","A+","19.0","+3.0","60% (9/15)","31%","Bad"
"3","Bijan Robinson",ATL,"at JAC","6.8","A","18.6","-1.3","66% (2/3)","21%","Poor"
"4","Josh Jacobs",LV,"at LAC","8.6","A","17.0","+2.2","50% (8/16)","21%","Bad"
"5","Travis Etienne Jr.",JAC,"vs. ATL","8.6","A","16.4","-0.7","62% (10/16)","4%","Great"
"6","Kyren Williams",LAR,"at IND","5.2","A","16.1","+0.7","45% (5/11)","40%","Great"
"7","Kenneth Walker III",SEA,"at NYG","6.6","A","16.1","+2.4","53% (8/15)","33%","Average"
"8","James Cook",BUF,"vs. MIA","6.8","A","16.0","+1.7","56% (9/16)","7%","Bad"
"9","Derrick Henry",TEN,"vs. CIN","4.0","A","14.8","+0.9","53% (8/15)","37%","Bad"
"10","Zack Moss",IND,"vs. LAR","6.6","A","14.7","+0.6","27% (3/11)","18%","Great"
"11","Joe Mixon",CIN,"at TEN","3.2","A-","14.6","-0.8","28% (4/14)","14%","Average"
"12","D'Andre Swift",PHI,"vs. WAS","5.0","A-","14.6","+1.5","46% (6/13)","17%","Bad"
"13","Raheem Mostert",MIA,"at BUF","5.0","A-","14.5","+3.1","60% (9/15)","19%","Great"
"14","Alexander Mattison",MIN,"at CAR","7.8","B+","14.3","-0.9","37% (6/16)","32%","Bad"
"15","Alvin Kamara",NO,"vs. TB","6.0","B","14.2","-1.8","25% (3/12)","0%","N/A"
"16","Rhamondre Stevenson",NE,"at DAL","5.0","B","14.1","-1.4","43% (7/16)","13%","Average"
"17","Miles Sanders",CAR,"vs. MIN","5.6","B","14.1","+0.4","43% (7/16)","23%","Average"
"18","Aaron Jones",GB,"vs. DET","6.2","B","14.0","-0.2","50% (7/14)","16%","Great"
"19","Rachaad White",TB,"at NO","4.2","B","13.7","+0.1","43% (7/16)","22%","Poor"
"20","Jahmyr Gibbs",DET,"at GB","8.8","B","13.6","-4.6","0% (0/3)","7%","Bad"
"21","Javonte Williams",DEN,"at CHI","8.4","B","13.4","-3.1","0% (0/3)","6%","Bad"
"22","James Conner",ARI,"at SF","2.4","B-","12.6","+2.2","61% (8/13)","32%","Great"
"23","Najee Harris",PIT,"at HOU","8.2","B-","12.5","-0.6","43% (7/16)","3%","Bad"
"24","Isiah Pacheco",KC,"at NYJ","4.6","C+","12.1","-0.8","41% (7/17)","21%","Bad"
"25","De'Von Achane",MIA,"at BUF","5.0","C+","12.1","+20.9","50% (1/2)","17%","Great"
"26","Jerome Ford",CLE,"vs. BAL","6.4","C+","11.9","+1.1","20% (2/10)","20%","Great"
"27","Joshua Kelley",LAC,"vs. LV","8.0","C","11.8","+0.5","50% (6/12)","11%","Bad"
"28","Dameon Pierce",HOU,"vs. PIT","4.6","C","11.5","-2.2","30% (4/13)","22%","Bad"
"29","Brian Robinson Jr.",WAS,"at PHI","8.2","C","11.4","+0.9","46% (7/15)","25%","Great"
"30","Breece Hall",NYJ,"vs. KC","5.2","C","11.2","+2.1","66% (4/6)","2%","Bad"
"31","Jaylen Warren",PIT,"at HOU","7.8","C","10.9","+0.7","40% (6/15)","4%","Bad"
"32","David Montgomery",DET,"at GB","8.4","C","10.7","-0.2","42% (6/14)","38%","Great"
"33","Khalil Herbert",CHI,"vs. DEN","6.0","C","10.3","-1.1","25% (3/12)","3%","Bad"
"34","Roschon Johnson",CHI,"vs. DEN","6.2","C-","10.0","+2.4","33% (1/3)","18%","Average"
"35","Tyler Allgeier",ATL,"at JAC","7.6","C-","10.0","+2.5","56% (9/16)","20%","Great"
"36","Kenneth Gainwell",PHI,"vs. WAS","4.8","C-","9.6","0.0","40% (6/15)","10%","Bad"
"37","Matt Breida",NYG,"vs. SEA","7.4","D+","9.3","+0.3","31% (5/16)","2%","Great"
"38","Samaje Perine",DEN,"at CHI","7.8","D+","8.4","+0.7","37% (6/16)","6%","Bad"
"39","AJ Dillon",GB,"vs. DET","7.2","D","8.3","-0.2","25% (4/16)","12%","Bad"
"40","Tyjae Spears",TEN,"vs. CIN","4.0","D","8.1","-0.6","33% (1/3)","7%","Bad"
"41","Gus Edwards",BAL,"at CLE","9.4","D","7.9","+0.4","54% (6/11)","6%","Great"
"42","Ezekiel Elliott",NE,"at DAL","4.8","D","7.8","+1.5","64% (9/14)","4%","Bad"
"43","Antonio Gibson",WAS,"at PHI","7.2","D","7.3","-0.9","33% (5/15)","1%","Bad"
"44","Dalvin Cook",NYJ,"vs. KC","5.4","D","7.2","-1.8","31% (5/16)","11%","Bad"
"45","Jerick McKinnon",KC,"at NYJ","5.0","D","7.0","+2.8","52% (9/17)","6%","Great"
"46","Chuba Hubbard",CAR,"vs. MIN","6.0","D","6.8","+1.4","57% (8/14)","4%","Bad"
"47","Zach Charbonnet",SEA,"at NYG","5.6","D-","6.7","-2.1","33% (1/3)","9%","Bad"
"48","Kareem Hunt",CLE,"vs. BAL","6.2","D-","6.7","-2.4","21% (3/14)","1%","Bad"
"49","Devin Singletary",HOU,"vs. PIT","4.6","F","6.6","-0.8","43% (7/16)","3%","Bad"
"50","Latavius Murray",BUF,"vs. MIA","5.4","F","6.6","+2.6","73% (11/15)","22%","Poor"
"51","Rico Dowdle",DAL,"vs. NE","2.4","F","6.5","+0.5","28% (2/7)","9%","Poor"
"52","Elijah Mitchell",SF,"vs. ARI","8.6","F","6.0","-1.2","33% (2/6)","7%","Bad"
