"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Jalen Hurts",PHI,"vs. BUF","5.2","A+","22.3","+3.2","78% (11/14)","23%","Great"
"2","Lamar Jackson",BAL,"at LAC","9.9","A","21.9","-2.7","46% (6/13)","8%","Average"
"3","Dak Prescott",DAL,"vs. WAS","7.4","A","21.4","+2.2","50% (8/16)","2%","Average"
"4","Josh Allen",BUF,"at PHI","8.8","A","20.6","+0.2","52% (9/17)","8%","Good"
"5","Patrick Mahomes II",KC,"at LV","7.8","A","19.9","-1.7","31% (5/16)","7%","Average"
"6","Justin Fields",CHI,"at MIN","4.6","B+","19.2","-1.3","45% (5/11)","7%","Great"
"7","C.J. Stroud",HOU,"vs. JAC","5.8","B+","18.5","+3.6","50% (5/10)","4%","Average"
"8","Kyler Murray",ARI,"vs. LAR","5.8","B","18.1","-1.9","75% (3/4)","17%","Poor"
"9","Trevor Lawrence",JAC,"at HOU","8.8","B","17.9","+0.7","37% (6/16)","6%","Average"
"10","Brock Purdy",SF,"at SEA","5.8","B","17.7","+2.6","73% (11/15)","4%","Good"
"11","Joshua Dobbs",MIN,"vs. CHI","8.8","B","17.4","+2.2","61% (8/13)","3%","Average"
"12","Justin Herbert",LAC,"vs. BAL","2.0","B-","17.2","+0.6","62% (10/16)","6%","Average"
"13","Jared Goff",DET,"vs. GB","8.0","C+","16.9","+3.1","68% (11/16)","4%","Good"
"14","Tua Tagovailoa",MIA,"at NYJ","3.6","C+","16.6","-0.9","40% (6/15)","2%","Average"
"15","Sam Howell",WAS,"at DAL","2.8","C","16.2","+3.3","72% (8/11)","3%","Poor"
"16","Baker Mayfield",TB,"at IND","6.8","C","15.9","+1.1","60% (9/15)","3%","Poor"
"17","Jordan Love",GB,"at DET","7.8","C-","15.5","+2.3","61% (8/13)","3%","Good"
"18","Gardner Minshew II",IND,"vs. TB","7.6","C-","15.2","+1.2","30% (4/13)","6%","Bad"
"19","Matthew Stafford",LAR,"at ARI","7.8","D+","14.9","-1.1","44% (4/9)","2%","Bad"
"20","Derek Carr",NO,"at ATL","5.8","D","14.7","-1.6","53% (8/15)","1%","Bad"
"21","Russell Wilson",DEN,"vs. CLE","4.6","D","14.5","+0.7","46% (7/15)","5%","Good"
"22","Desmond Ridder",ATL,"vs. NO","4.8","D-","14.4","-1.3","33% (4/12)","7%","Poor"
"23","Geno Smith",SEA,"vs. SF","3.0","F","14.2","-1.4","37% (6/16)","2%","Bad"
"24","Will Levis",TEN,"vs. CAR","3.8","F","14.0","+0.5","20% (1/5)","3%","Average"
"25","Kenny Pickett",PIT,"at CIN","5.0","F","13.7","-4.4","13% (2/15)","4%","Bad"
"26","Dorian Thompson-Robinson",CLE,"at DEN","5.6","F","13.4","-3.5","0% (0/5)","0%","Bad"
"27","Bryce Young",CAR,"at TEN","8.6","F","13.2","-2.3","22% (2/9)","2%","Bad"
"28","Jake Browning",CIN,"vs. PIT","4.2","F","12.8","-1.0","0% (0/3)","1%","Bad"
"29","Mac Jones",NE,"at NYG","9.6","F","12.5","-1.0","31% (5/16)","0%","Bad"
"30","Tommy DeVito",NYG,"vs. NE","4.4","F","12.1","+6.1","100% (2/2)","3%","Great"
"31","Aidan O'Connell",LV,"vs. KC","3.8","F","11.7","-2.8","0% (0/4)","8%","Bad"
"32","Tim Boyle",NYJ,"vs. MIA","7.4","F","11.1","-0.2","0% (0/2)","0%","Bad"
"33","Drew Lock",SEA,"vs. SF","-","F","0.0","-0.7","0% (0/7)","0%","Bad"
"34","Bailey Zappe",NE,"at NYG","-","F","0.0","-0.5","0% (0/6)","0%","Bad"
"35","Trevor Siemian",NYJ,"vs. MIA","-","F","0.0","+1.0","100% (1/1)","0%","N/A"
