"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Tyreek Hill",MIA,"vs. CAR","6.2","A+","21.7","+1.9","50% (8/16)","21%","Good"
"2","Ja'Marr Chase",CIN,"vs. SEA","6.6","A+","20.4","+1.2","41% (5/12)","25%","Poor"
"3","Cooper Kupp",LAR,"vs. ARI","9.0","A+","19.6","-2.2","60% (3/5)","12%","Bad"
"4","Stefon Diggs",BUF,"vs. NYG","6.8","A+","18.8","-0.6","50% (8/16)","15%","Great"
"5","Keenan Allen",LAC,"vs. DAL","4.6","A+","18.1","+0.9","53% (7/13)","10%","Great"
"6","Davante Adams",LV,"vs. NE","6.4","A+","18.0","+0.5","43% (7/16)","22%","Poor"
"7","CeeDee Lamb",DAL,"at LAC","7.4","A","16.7","+0.2","43% (7/16)","12%","Bad"
"8","Puka Nacua",LAR,"vs. ARI","9.0","A","16.1","+7.6","80% (4/5)","11%","Great"
"9","A.J. Brown",PHI,"at NYJ","4.0","A","16.1","+2.0","56% (9/16)","23%","Bad"
"10","Jaylen Waddle",MIA,"vs. CAR","6.4","A","15.8","-0.9","40% (6/15)","17%","Bad"
"11","Amon-Ra St. Brown",DET,"at TB","5.6","A","15.7","-1.5","33% (5/15)","8%","Great"
"12","Calvin Ridley",JAC,"vs. IND","7.4","A","15.6","-1.2","40% (2/5)","22%","Poor"
"13","DJ Moore",CHI,"vs. MIN","5.8","A","15.1","+2.9","62% (10/16)","16%","Great"
"14","Michael Pittman Jr.",IND,"at JAC","4.8","A","15.0","-1.2","37% (6/16)","16%","Bad"
"15","Chris Olave",NO,"at HOU","7.2","A","14.8","-2.4","28% (4/14)","16%","Bad"
"16","Mike Evans",TB,"vs. DET","6.4","A","14.8","+0.4","46% (7/15)","18%","Good"
"17","Christian Kirk",JAC,"vs. IND","7.2","A-","14.5","-0.8","43% (7/16)","8%","Average"
"18","Adam Thielen",CAR,"at MIA","8.4","A-","14.3","+1.8","50% (8/16)","18%","Good"
"19","DK Metcalf",SEA,"at CIN","4.0","A-","14.3","-2.2","33% (5/15)","9%","Great"
"20","DeVonta Smith",PHI,"at NYJ","4.2","A-","14.2","+1.0","56% (9/16)","8%","Great"
"21","Marquise Brown",ARI,"at LAR","3.6","A-","14.2","-0.6","36% (4/11)","28%","Good"
"22","Chris Godwin",TB,"vs. DET","8.6","B+","14.2","0.0","40% (6/15)","15%","Bad"
"23","DeAndre Hopkins",TEN,"vs. BAL","6.2","B+","14.1","-0.9","35% (5/14)","15%","Bad"
"24","Jordan Addison",MIN,"at CHI","7.0","B","14.0","+1.9","60% (3/5)","15%","Average"
"25","Jakobi Meyers",LV,"vs. NE","6.2","B","13.9","+0.8","42% (6/14)","19%","Average"
"26","Brandon Aiyuk",SF,"at CLE","4.0","B+","13.8","+2.9","60% (9/15)","14%","Average"
"27","Nico Collins",HOU,"vs. NO","5.4","B","13.7","+3.3","50% (5/10)","9%","Great"
"28","Zay Flowers",BAL,"at TEN","8.6","B","13.7","-1.1","20% (1/5)","17%","Bad"
"29","Garrett Wilson",NYJ,"vs. PHI","7.0","B","13.4","-1.3","31% (5/16)","21%","Average"
"30","Tyler Lockett",SEA,"at CIN","4.2","C+","13.3","-1.1","42% (6/14)","23%","Poor"
"31","Deebo Samuel",SF,"at CLE","3.0","B-","13.3","-2.4","33% (4/12)","11%","Average"
"32","Terry McLaurin",WAS,"at ATL","4.2","C+","13.2","-1.2","43% (7/16)","4%","Great"
"33","Tee Higgins",CIN,"vs. SEA","6.4","C+","12.9","-1.9","33% (5/15)","28%","Bad"
"34","Michael Thomas",NO,"at HOU","7.4","C+","12.5","-0.6","20% (1/5)","9%","Bad"
"35","Gabe Davis",BUF,"vs. NYG","6.4","C+","12.1","-0.3","43% (7/16)","19%","Good"
"36","Jerry Jeudy",DEN,"at KC","6.0","C+","11.8","0.0","46% (6/13)","13%","Bad"
"37","Drake London",ATL,"vs. WAS","4.8","C+","11.6","-1.3","43% (7/16)","20%","Average"
"38","Joshua Palmer",LAC,"vs. DAL","4.8","C","11.4","0.0","26% (4/15)","6%","Poor"
"39","Amari Cooper",CLE,"vs. SF","6.2","C","11.4","+0.1","40% (6/15)","11%","Average"
"40","K.J. Osborn",MIN,"at CHI","6.6","C","10.8","+1.9","50% (8/16)","12%","Average"
"41","Josh Downs",IND,"at JAC","4.8","C","10.6","+1.4","60% (3/5)","8%","Bad"
"42","Tutu Atwell",LAR,"vs. ARI","8.6","C","10.5","+0.5","57% (8/14)","21%","Average"
"43","Courtland Sutton",DEN,"at KC","6.0","C","10.3","-3.3","28% (4/14)","17%","Great"
"44","Robert Woods",HOU,"vs. NO","5.2","C","10.1","-1.8","37% (6/16)","16%","Bad"
"45","Rashee Rice",KC,"vs. DEN","5.4","C","10.1","+1.8","60% (3/5)","7%","Good"
"46","Tyler Boyd",CIN,"vs. SEA","6.6","C","9.9","-0.9","43% (7/16)","6%","Bad"
"47","Jahan Dotson",WAS,"at ATL","4.8","C-","9.8","-0.1","33% (4/12)","9%","Poor"
"48","Curtis Samuel",WAS,"at ATL","5.0","C-","9.5","+0.5","62% (10/16)","17%","Poor"
"49","Kendrick Bourne",NE,"at LV","7.6","C-","9.4","+0.8","33% (5/15)","14%","Good"
"50","Brandin Cooks",DAL,"at LAC","7.2","C-","9.3","-3.2","9% (1/11)","4%","Bad"
"51","Michael Wilson",ARI,"at LAR","3.0","C-","9.2","+3.9","60% (3/5)","14%","Great"
"52","DJ Chark Jr.",CAR,"at MIA","7.4","D+","9.1","+1.3","54% (6/11)","21%","Average"
"53","Elijah Moore",CLE,"vs. SF","6.0","D+","9.1","-1.8","21% (3/14)","6%","Bad"
"54","Rondale Moore",ARI,"at LAR","3.8","D+","9.1","0.0","45% (5/11)","2%","Great"
"55","Michael Gallup",DAL,"at LAC","7.6","D+","8.7","-1.4","31% (5/16)","5%","Bad"
"56","Josh Reynolds",DET,"at TB","4.8","D","8.6","-0.1","38% (5/13)","19%","Good"
"57","Wan'Dale Robinson",NYG,"at BUF","8.6","D","8.2","+0.7","62% (5/8)","1%","Bad"
"58","Jaxon Smith-Njigba",SEA,"at CIN","3.4","D","8.2","-4.4","0% (0/4)","3%","Bad"
"59","Quentin Johnston",LAC,"vs. DAL","4.8","D","8.2","-4.0","0% (0/4)","3%","Bad"
"60","Rashid Shaheed",NO,"at HOU","8.6","D","8.0","+2.9","62% (10/16)","10%","Bad"
"61","DeVante Parker",NE,"at LV","7.0","D","7.9","-1.2","36% (4/11)","6%","Bad"
"62","Jonathan Mingo",CAR,"at MIA","9.2","D-","7.6","-2.2","25% (1/4)","5%","Bad"
"63","Darnell Mooney",CHI,"vs. MIN","7.6","D-","7.6","-1.4","50% (6/12)","19%","Poor"
"64","Marvin Mims Jr.",DEN,"at KC","6.4","D-","7.5","+2.9","40% (2/5)","8%","Average"
"65","Allen Lazard",NYJ,"vs. PHI","6.8","F","7.4","-1.6","26% (4/15)","6%","Great"
"66","Skyy Moore",KC,"vs. DEN","6.2","F","6.8","-1.5","25% (4/16)","5%","Average"
"67","Kadarius Toney",KC,"vs. DEN","5.4","F","6.4","-2.4","25% (3/12)","8%","Bad"
"68","Darius Slayton",NYG,"at BUF","7.8","F","6.4","-0.4","43% (7/16)","5%","Bad"
"69","Nick Westbrook-Ikhine",TEN,"vs. BAL","6.2","F","6.3","0.0","37% (6/16)","15%","Great"
"70","Odell Beckham Jr.",BAL,"at TEN","8.8","F","6.3","-3.8","0% (0/3)","12%","Bad"
"71","Jameson Williams",DET,"at TB","5.2","F","6.2","-1.7","33% (2/6)","0%","Bad"
"72","Braxton Berrios",MIA,"vs. CAR","6.8","F","5.9","-0.8","31% (5/16)","4%","Good"
"73","Nelson Agholor",BAL,"at TEN","7.8","F","5.8","-0.6","26% (4/15)","10%","Poor"
"74","Justin Watson",KC,"vs. DEN","8.0","F","5.2","-0.8","41% (7/17)","5%","Bad"
"75","Alec Pierce",IND,"at JAC","5.0","F","5.1","-1.6","25% (4/16)","5%","Bad"
"76","Rashod Bateman",BAL,"at TEN","9.0","F","5.1","-3.7","0% (0/6)","4%","Bad"
"77","Trey Palmer",TB,"vs. DET","7.0","F","5.0","+0.8","50% (2/4)","10%","Great"
"78","Marquez Valdes-Scantling",KC,"vs. DEN","6.0","F","4.9","-2.5","29% (5/17)","8%","Bad"
"79","Brandon Powell",MIN,"at CHI","-","F","4.8","-0.4","20% (3/15)","3%","Bad"
"80","Kalif Raymond",DET,"at TB","5.0","F","4.8","+1.5","50% (8/16)","5%","Average"
"81","Jalin Hyatt",NYG,"at BUF","7.8","F","4.8","-0.8","40% (2/5)","5%","Bad"
"82","Laviska Shenault Jr.",CAR,"at MIA","8.0","F","4.6","-0.7","33% (5/15)","3%","Bad"
"83","John Metchie III",HOU,"vs. NO","5.4","F","4.6","+0.2","75% (3/4)","0%","N/A"
"84","Mack Hollins",ATL,"vs. WAS","6.0","F","4.6","-0.2","43% (7/16)","4%","Bad"
"85","Trenton Irwin",CIN,"vs. SEA","6.8","F","4.6","+2.1","46% (6/13)","6%","Bad"
"86","Deonte Harty",BUF,"vs. NYG","5.8","F","4.5","-0.2","20% (1/5)","4%","Bad"
"87","Noah Brown",HOU,"vs. NO","-","F","4.5","-0.8","18% (2/11)","3%","Bad"
"88","Hunter Renfrow",LV,"vs. NE","6.4","F","4.4","-2.3","8% (1/12)","1%","Bad"
"89","Chris Moore",TEN,"vs. BAL","6.2","F","4.3","0.0","43% (7/16)","9%","Bad"
"90","Donovan Peoples-Jones",CLE,"vs. SF","-","F","4.2","+0.5","66% (10/15)","3%","Bad"
"91","Brandon Johnson",DEN,"at KC","6.8","F","4.1","+3.2","60% (3/5)","12%","Great"
"92","Terrace Marshall Jr.",CAR,"at MIA","8.4","F","4.1","-0.3","43% (7/16)","3%","Bad"
