"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Christian McCaffrey",SF,"at WAS","7.2","A+","24.8","+3.6","68% (11/16)","31%","Great"
"2","Kyren Williams",LAR,"at NYG","8.0","A+","18.8","+4.3","58% (7/12)","27%","Average"
"3","Rachaad White",TB,"vs. NO","5.4","A+","17.4","+1.7","62% (10/16)","19%","Average"
"4","James Cook",BUF,"vs. NE","4.2","A","17.4","+1.2","50% (8/16)","9%","Average"
"5","Jonathan Taylor",IND,"vs. LV","9.2","A","16.5","-0.4","37% (3/8)","22%","Average"
"6","Travis Etienne Jr.",JAC,"vs. CAR","7.4","A","16.3","+0.4","56% (9/16)","14%","Great"
"7","D'Andre Swift",PHI,"vs. ARI","7.8","A","16.2","-0.1","37% (6/16)","15%","Average"
"8","Saquon Barkley",NYG,"vs. LAR","3.8","A","16.0","-1.2","38% (5/13)","26%","Good"
"9","Alvin Kamara",NO,"at TB","7.4","A","15.9","+0.2","46% (6/13)","20%","Poor"
"10","Jahmyr Gibbs",DET,"at DAL","6.2","A","15.7","+2.4","53% (7/13)","16%","Great"
"11","Tony Pollard",DAL,"vs. DET","5.8","A-","15.0","-3.3","33% (5/15)","18%","Bad"
"12","Breece Hall",NYJ,"at CLE","4.6","A-","14.9","+0.9","46% (7/15)","14%","Great"
"13","Bijan Robinson",ATL,"at CHI","5.6","B+","14.5","-2.4","40% (6/15)","16%","Good"
"14","Austin Ekeler",LAC,"at DEN","9.4","B+","14.4","-1.9","46% (6/13)","17%","Poor"
"15","Kenneth Walker III",SEA,"vs. PIT","3.8","B","14.4","-0.4","42% (6/14)","25%","Average"
"16","Zamir White",LV,"at IND","6.8","B","14.3","-0.7","20% (3/15)","5%","Poor"
"17","Aaron Jones",GB,"at MIN","4.8","B","13.8","-2.2","40% (4/10)","15%","Bad"
"18","Ty Chandler",MIN,"vs. GB","8.8","B","13.6","+0.4","33% (5/15)","6%","Good"
"19","Derrick Henry",TEN,"at HOU","4.2","B","13.5","0.0","60% (9/15)","20%","Great"
"20","Ezekiel Elliott",NE,"at BUF","8.6","B","13.4","+0.2","46% (7/15)","11%","Average"
"21","Isiah Pacheco",KC,"vs. CIN","7.0","B","13.3","+0.2","50% (7/14)","19%","Average"
"22","Devin Singletary",HOU,"vs. TEN","4.4","B-","13.3","-0.5","50% (8/16)","10%","Poor"
"23","De'Von Achane",MIA,"at BAL","6.2","B","13.1","+5.8","44% (4/9)","11%","Great"
"24","James Conner",ARI,"at PHI","2.4","B-","12.9","-0.2","41% (5/12)","20%","Average"
"25","Joe Mixon",CIN,"at KC","5.8","B-","12.6","-0.7","31% (5/16)","26%","Poor"
"26","Chuba Hubbard",CAR,"at JAC","5.8","C+","12.5","+0.7","37% (6/16)","19%","Poor"
"27","David Montgomery",DET,"at DAL","6.8","C+","12.5","+1.2","53% (7/13)","24%","Good"
"28","Javonte Williams",DEN,"vs. LAC","5.4","C+","12.4","-1.7","28% (4/14)","15%","Poor"
"29","Jaylen Warren",PIT,"at SEA","6.2","C","12.1","+0.4","43% (7/16)","7%","Average"
"30","Jerome Ford",CLE,"vs. NYJ","4.4","C","11.4","+1.0","40% (6/15)","8%","Great"
"31","Najee Harris",PIT,"at SEA","7.0","C","11.0","-0.5","43% (7/16)","14%","Average"
"32","Antonio Gibson",WAS,"vs. SF","5.4","C","10.7","+0.2","57% (8/14)","5%","Good"
"33","Tyjae Spears",TEN,"at HOU","4.8","C","10.6","+0.3","46% (7/15)","7%","Bad"
"34","Kareem Hunt",CLE,"vs. NYJ","4.4","C","10.6","+0.3","50% (7/14)","16%","Great"
"35","Justice Hill",BAL,"vs. MIA","7.8","C-","9.4","+0.1","33% (5/15)","7%","Poor"
"36","Gus Edwards",BAL,"vs. MIA","8.0","C-","9.0","+2.1","50% (8/16)","15%","Great"
"37","Brian Robinson Jr.",WAS,"vs. SF","6.6","C-","8.8","+0.9","50% (7/14)","12%","Great"
"38","Clyde Edwards-Helaire",KC,"vs. CIN","6.6","C-","8.3","-0.5","21% (3/14)","6%","Poor"
"39","Khalil Herbert",CHI,"vs. ATL","5.4","D+","7.6","-1.1","18% (2/11)","9%","Poor"
"40","Chase Brown",CIN,"at KC","6.2","D+","7.5","+1.7","44% (4/9)","2%","Great"
"41","Zach Charbonnet",SEA,"vs. PIT","3.8","D","7.4","-1.2","35% (5/14)","11%","Bad"
"42","Jaleel McLaughlin",DEN,"vs. LAC","5.8","D","7.2","+0.8","33% (5/15)","5%","Good"
"43","Kenneth Gainwell",PHI,"vs. ARI","8.2","D","7.0","-0.6","40% (6/15)","6%","Poor"
"44","Tyler Allgeier",ATL,"at CHI","4.4","D","7.0","-0.3","31% (5/16)","13%","Poor"
