"RK","PLAYER NAME",TEAM,"OPP","MATCHUP RATING","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Jalen Hurts",PHI,"at SEA","4.4","A+","22.8","+1.5","71% (10/14)","23%","Good"
"2","Josh Allen",BUF,"vs. DAL","4.0","A","22.0","+1.6","56% (9/16)","8%","Good"
"3","Lamar Jackson",BAL,"at JAC","7.4","A","21.3","-0.9","46% (6/13)","8%","Average"
"4","Dak Prescott",DAL,"at BUF","4.6","A","20.4","+3.3","56% (9/16)","2%","Average"
"5","Brock Purdy",SF,"at ARI","9.9","A","19.5","+2.4","75% (12/16)","4%","Great"
"6","Patrick Mahomes II",KC,"at NE","3.8","B+","18.7","-1.8","31% (5/16)","5%","Bad"
"7","Matthew Stafford",LAR,"vs. WAS","9.9","B+","18.1","+1.7","58% (7/12)","2%","Poor"
"8","Sam Howell",WAS,"at LAR","6.6","B","17.5","+3.1","76% (10/13)","4%","Average"
"9","Justin Fields",CHI,"at CLE","5.8","B","17.2","-1.3","41% (5/12)","8%","Good"
"10","Russell Wilson",DEN,"at DET","9.4","B","17.0","+0.8","53% (8/15)","8%","Average"
"11","Jordan Love",GB,"vs. TB","7.0","B","16.7","+2.3","60% (9/15)","2%","Average"
"12","Jared Goff",DET,"vs. DEN","6.0","B-","16.5","+1.7","62% (10/16)","4%","Good"
"13","Geno Smith",SEA,"vs. PHI","8.8","C+","16.2","-1.5","26% (4/15)","2%","Bad"
"14","Trevor Lawrence",JAC,"vs. BAL","2.0","C+","15.9","+0.5","43% (7/16)","6%","Average"
"15","Kyler Murray",ARI,"vs. SF","2.6","C+","15.8","+0.8","75% (3/4)","14%","Bad"
"16","Jake Browning",CIN,"vs. MIN","3.0","C","15.5","+2.8","33% (2/6)","7%","Great"
"17","Tua Tagovailoa",MIA,"vs. NYJ","3.8","C","15.3","-1.2","40% (6/15)","2%","Average"
"18","Baker Mayfield",TB,"at GB","7.4","C-","15.0","+0.4","56% (9/16)","6%","Average"
"19","Gardner Minshew II",IND,"vs. PIT","4.6","C-","14.7","+1.7","50% (7/14)","5%","Bad"
"20","Joe Flacco",CLE,"vs. CHI","8.8","D+","14.4","+3.2","50% (2/4)","2%","Great"
"21","Will Levis",TEN,"vs. HOU","8.2","D","14.1","-0.2","25% (2/8)","2%","Bad"
"22","Mitch Trubisky",PIT,"at IND","8.0","D","13.9","+1.7","33% (2/6)","7%","Great"
"23","Tommy DeVito",NYG,"at NO","4.0","D-","13.7","+3.4","75% (3/4)","3%","Great"
"24","Derek Carr",NO,"vs. NYG","5.8","F","13.5","-1.8","46% (7/15)","1%","Bad"
"25","Nick Mullens",MIN,"at CIN","6.4","F","13.3","-0.5","0% (0/5)","0%","Bad"
"26","Desmond Ridder",ATL,"at CAR","4.0","F","13.2","-0.7","35% (5/14)","6%","Average"
"27","Zach Wilson",NYJ,"at MIA","8.4","F","13.1","-1.5","33% (4/12)","1%","Bad"
"28","Easton Stick",LAC,"at LV","8.2","F","12.9","-","-","0%","Great"
"29","Aidan O'Connell",LV,"vs. LAC","6.4","F","12.7","-2.6","16% (1/6)","6%","Poor"
"30","Bryce Young",CAR,"vs. ATL","7.2","F","12.2","-2.9","16% (2/12)","2%","Bad"
"31","Case Keenum",HOU,"at TEN","-","F","11.8","-0.8","0% (0/2)","0%","N/A"
"32","Bailey Zappe",NE,"vs. KC","4.8","F","10.7","+1.0","16% (1/6)","0%","Great"
"33","Drew Lock",SEA,"vs. PHI","8.8","F","4.0","0.0","16% (1/6)","0%","Great"
"34","Davis Mills",HOU,"at TEN","8.6","F","0.3","+0.7","16% (1/6)","0%","Bad"
"35","Mason Rudolph",PIT,"at IND","-","F","0.0","-2.9","0% (0/1)","0%","N/A"
"36","Jimmy Garoppolo",LV,"vs. LAC","-","F","0.0","-2.7","33% (2/6)","5%","Average"
"37","Dorian Thompson-Robinson",CLE,"vs. CHI","-","F","0.0","-3.4","0% (0/6)","1%","Bad"
"38","Jameis Winston",NO,"vs. NYG","6.2","F","0.0","+0.1","20% (1/5)","1%","Good"
