player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Calais Campbell,4364,DI,BLT,6,4,1,,0,0,3,61.8,73.2,85.2,67.6,68.5,51.1,5,10,0,,18.8,3,0,0,0.0,0,2,4,0,10,271,267,23,110,67,67,0,4,181,80,0,5,9,0,17,0,0,0,
Tyson Alualu,5535,DI,PIT,6,1,0,,0,0,25,60.0,32.0,11.3,54.2,35.7,45.2,1,4,0,,14.3,1,0,2,0.0,0,0,1,0,0,150,149,32,96,3,18,0,1,85,65,0,3,5,0,5,0,0,0,
Brandon Graham,5538,ED,PHI,6,3,1,100.0,0,1,24,72.3,90.0,85.5,85.0,73.4,66.2,3,8,0,2,9.1,1,0,0,79.2,2,4,3,0,7,167,164,1,0,156,7,0,3,112,48,0,9,7,2,15,0,2,5,1.0
Jason Pierre-Paul,5540,ED,BLT,3,1,2,100.0,0,0,3,37.8,49.4,82.7,60.2,42.4,56.1,0,5,0,8,16.7,1,0,0,100.0,1,1,0,0,3,145,145,0,2,133,10,0,0,94,48,0,2,4,1,6,0,8,7,8.0
Kareem Jackson,5545,S,DEN,6,13,0,63.6,0,0,10,69.2,70.0,45.6,,67.9,57.3,0,0,0,17,18.2,8,2,1,107.4,7,0,61,1,273,420,1,0,0,1,0,309,419,0,147,48,5,23,11,0,1,58,19,8.3
Devin McCourty,5552,S,NE,6,4,0,80.0,0,0,19,60.7,61.8,82.1,58.3,62.1,81.9,0,0,0,24,6.5,2,1,0,149.6,4,0,58,4,223,370,2,0,0,2,0,279,368,1,146,27,1,25,5,0,2,52,7,13.0
Jerry Hughes,5556,ED,HST,5,2,0,,1,1,13,68.2,76.6,40.1,67.1,66.2,49.6,0,11,1,,30.0,3,0,2,0.0,0,4,0,0,2,228,228,0,0,228,0,0,0,140,86,0,6,5,0,15,0,0,0,
Carlos Dunlap,5579,ED,KC,6,2,1,100.0,0,1,16,56.2,59.2,85.8,57.4,63.6,42.2,1,6,0,8,16.7,2,0,0,100.0,1,2,0,0,11,166,166,1,2,150,13,0,0,102,53,0,8,8,1,9,0,8,0,8.0
Corey Peters,5607,DI,JAX,2,1,0,,0,0,15,60.0,58.9,79.1,54.8,60.6,71.3,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,51,51,25,26,0,0,0,0,30,21,0,1,3,0,1,0,0,0,
Al Woods,5646,DI,SEA,5,4,1,,0,0,29,60.5,63.0,42.5,62.5,63.3,64.6,0,2,0,,5.3,1,0,1,0.0,0,1,0,0,1,149,149,72,77,0,0,0,0,55,93,0,12,14,0,3,0,0,0,
Von Miller,6154,ED,BUF,6,0,0,,0,0,4,78.7,89.5,28.5,81.9,82.9,66.9,2,18,0,,14.3,1,0,2,0.0,0,6,3,0,2,227,224,0,0,224,0,0,3,167,58,0,12,6,0,26,0,0,0,
Patrick Peterson,6157,CB,MIN,6,2,0,50.0,0,0,18,70.3,73.0,83.9,60.0,81.0,81.1,0,0,1,23,4.2,1,5,1,55.7,14,0,22,377,254,400,0,0,0,0,0,0,400,1,145,1,8,21,28,0,0,180,62,12.9
J.J. Watt,6163,ED,ARZ,5,1,3,,0,0,1,63.2,67.0,85.3,64.5,58.3,53.7,1,8,0,,16.7,1,0,1,0.0,0,3,1,0,0,221,220,0,23,111,86,0,1,145,76,0,7,4,0,12,0,0,0,
Robert Quinn,6166,ED,CHI,6,2,0,100.0,1,0,6,56.9,40.4,47.9,55.6,36.4,48.4,1,11,0,13,12.5,1,0,2,118.8,1,1,1,0,5,273,271,0,0,262,9,0,2,148,120,0,3,5,1,13,0,13,10,13.0
Cameron Jordan,6176,ED,NO,6,6,0,,0,0,20,75.0,72.5,87.2,57.2,77.4,57.8,2,6,0,,11.5,3,0,0,0.0,0,4,0,0,5,300,299,0,2,277,20,0,1,175,120,1,15,17,0,12,0,0,0,
Cameron Heyward,6183,DI,PIT,6,6,0,,0,1,25,68.3,89.8,83.8,69.0,83.0,67.5,3,13,0,,4.5,1,0,0,0.0,0,2,1,0,0,306,305,15,173,28,89,0,1,193,113,0,13,15,0,18,0,0,0,
Justin Houston,6222,ED,BLT,3,1,0,,0,0,3,66.8,76.3,81.1,72.7,62.0,55.9,1,8,0,,33.3,2,0,0,0.0,0,2,0,0,6,109,109,0,3,101,5,0,0,87,16,0,3,3,0,11,0,0,0,
Lawrence Guy,6385,DI,NE,3,3,0,,0,0,19,,50.4,79.5,58.7,47.6,72.5,0,3,0,,0.0,0,0,0,0.0,0,0,0,0,0,79,79,1,45,1,32,0,0,39,40,0,4,4,0,3,0,0,0,
Chris Harris Jr.,6457,CB,NO,2,0,0,100.0,0,0,20,59.6,63.0,77.6,69.2,68.6,81.1,0,1,0,21,0.0,0,0,0,103.2,9,0,2,1,44,62,1,0,0,1,0,1,61,4,14,57,1,8,9,1,0,79,41,8.8
Josh Bynes,6503,LB,BLT,6,3,0,60.0,0,0,3,70.8,57.4,80.8,60.0,41.5,63.7,0,0,1,19,12.0,3,1,0,71.3,6,1,226,1,110,236,2,0,0,2,0,0,234,21,105,7,9,19,10,1,1,61,39,10.2
Nick Bellore,6515,LB,SEA,3,1,0,,0,0,29,60.0,80.8,65.9,60.0,74.9,71.7,0,0,0,,0.0,0,0,0,0.0,0,0,9,0,1,10,0,0,0,0,0,0,10,1,8,0,0,0,0,0,0,0,0,
