player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Calais Campbell,4364,DI,BLT,3,1,0,,0,0,3,60.7,76.8,82.7,74.3,65.0,51.0,2,6,0,,14.3,1,0,0,0.0,0,1,1,0,4,145,144,9,42,48,45,0,1,95,46,0,3,5,0,9,0,0,0,
Tyson Alualu,5535,DI,PIT,3,0,0,,0,0,25,60.0,40.9,80.0,57.5,38.1,36.4,1,3,0,,20.0,1,0,0,0.0,0,0,1,0,0,104,103,27,63,0,13,0,1,59,45,0,2,4,0,4,0,0,0,
Brandon Graham,5538,ED,PHI,3,2,1,100.0,0,1,24,60.1,78.1,82.7,72.7,71.0,59.3,2,4,0,2,16.7,1,0,0,79.2,1,4,0,0,4,85,85,0,0,80,5,0,0,62,19,0,6,3,1,10,0,2,1,2.0
Kareem Jackson,5545,S,DEN,3,7,0,60.0,0,0,10,66.8,65.0,0.0,,59.9,66.3,0,0,0,17,16.7,3,1,1,112.5,3,0,23,1,113,173,0,0,0,0,0,126,173,0,60,23,1,8,5,0,1,25,6,8.3
Devin McCourty,5552,S,NE,3,1,0,75.0,0,0,19,60.8,60.1,78.8,,55.8,77.7,0,0,0,24,5.6,1,1,0,151.0,3,0,32,0,109,178,0,0,0,0,0,137,178,0,69,9,0,16,4,0,2,45,8,15.0
Jerry Hughes,5556,ED,HST,3,1,0,,1,1,13,68.2,84.5,19.5,75.8,65.2,42.2,0,5,1,,42.9,3,0,2,0.0,0,4,0,0,2,139,139,0,0,139,0,0,0,80,57,0,5,3,0,9,0,0,0,
Carlos Dunlap,5579,ED,KC,3,2,0,100.0,0,1,16,55.3,66.5,82.2,61.5,76.2,61.9,1,3,0,8,10.0,1,0,0,100.0,1,2,0,0,5,74,74,1,0,65,8,0,0,44,25,0,7,7,1,6,0,8,0,8.0
Al Woods,5646,DI,SEA,3,1,1,,0,0,29,60.5,57.6,26.8,65.5,57.5,59.4,0,2,0,,7.1,1,0,1,0.0,0,0,0,0,1,96,96,38,58,0,0,0,0,33,62,0,9,12,0,2,0,0,0,
Von Miller,6154,ED,BUF,3,0,0,,0,0,4,77.3,92.2,80.0,89.1,88.2,75.8,1,6,0,,0.0,0,0,0,0.0,0,2,0,0,2,95,95,0,0,95,0,0,0,63,30,0,5,3,0,9,0,0,0,
Patrick Peterson,6157,CB,MIN,3,1,0,42.9,0,0,18,57.0,61.5,81.7,60.0,82.2,74.1,0,0,0,23,7.1,1,1,0,63.7,6,0,9,202,130,212,0,0,0,0,0,0,212,1,81,1,5,12,14,0,0,87,39,14.5
J.J. Watt,6163,ED,ARZ,2,0,1,,0,0,1,,74.7,80.7,70.0,67.1,71.2,0,4,0,,0.0,0,0,1,0.0,0,2,0,0,0,72,72,0,10,33,29,0,0,50,22,0,3,1,0,6,0,0,0,
Robert Quinn,6166,ED,CHI,3,2,0,,1,0,6,60.0,55.0,51.7,56.1,57.4,74.1,0,5,0,,0.0,0,0,1,0.0,0,1,0,0,1,144,143,0,0,142,1,0,1,78,65,0,3,3,0,6,0,0,0,
Cameron Jordan,6176,ED,NO,3,4,0,,0,0,20,60.0,72.1,84.6,50.3,81.2,78.2,0,2,0,,0.0,0,0,0,0.0,0,1,0,0,0,163,162,0,1,150,11,0,1,85,78,1,7,9,0,3,0,0,0,
Cameron Heyward,6183,DI,PIT,3,2,0,,0,0,25,60.0,72.1,81.6,69.9,64.5,75.2,2,7,0,,0.0,0,0,0,0.0,0,1,0,0,0,165,165,10,76,24,55,0,0,97,68,0,8,9,0,10,0,0,0,
Justin Houston,6222,ED,BLT,3,1,0,,0,0,3,66.8,76.3,81.1,72.7,62.0,55.9,1,8,0,,33.3,2,0,0,0.0,0,2,0,0,6,109,109,0,3,101,5,0,0,87,16,0,3,3,0,11,0,0,0,
Lawrence Guy,6385,DI,NE,3,3,0,,0,0,19,,50.4,79.5,58.7,47.6,72.5,0,3,0,,0.0,0,0,0,0.0,0,0,0,0,0,79,79,1,45,1,32,0,0,39,40,0,4,4,0,3,0,0,0,
Josh Bynes,6503,LB,BLT,3,2,0,57.1,0,0,3,81.0,65.8,78.3,61.6,41.2,45.5,0,0,1,14,21.4,3,0,0,31.5,4,0,112,0,63,116,1,0,0,1,0,0,115,7,46,3,3,9,7,0,0,36,27,9.0
Nick Bellore,6515,LB,SEA,2,0,0,,0,0,29,,64.1,65.8,,61.2,,0,0,0,,,0,0,0,0.0,0,0,5,0,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,
Stephon Gilmore,7016,CB,IND,3,0,0,59.1,0,0,14,74.6,74.9,81.3,,69.3,68.5,0,0,0,53,7.1,1,2,0,78.2,13,0,19,174,115,194,0,0,0,0,0,0,194,0,79,1,3,13,22,0,0,142,78,10.9
Fletcher Cox,7018,DI,PHI,3,2,0,,0,1,24,,60.7,33.2,71.9,44.0,72.5,2,3,0,,0.0,0,0,1,0.0,0,4,0,0,0,115,115,3,56,0,56,0,0,86,29,0,3,1,0,9,0,0,0,
Michael Brockers,7020,DI,DET,3,0,1,,0,0,11,,54.6,79.5,57.5,53.1,28.4,1,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,71,71,0,54,7,10,0,0,42,29,0,2,2,0,2,0,0,0,
Melvin Ingram III,7024,ED,MIA,3,1,1,100.0,0,1,17,62.8,75.3,0.0,83.3,75.5,61.5,1,5,0,19,16.7,1,0,3,100.0,2,2,10,0,25,119,99,0,0,99,0,0,20,63,31,10,6,4,2,8,0,16,19,8.0
Chandler Jones,7027,ED,LV,3,3,0,100.0,0,0,23,53.7,52.5,81.9,59.7,46.2,27.7,4,3,0,11,30.0,3,0,0,112.5,1,0,0,0,13,178,177,0,2,170,5,0,1,97,68,1,2,4,1,7,0,11,5,11.0
Bobby Wagner,7050,LB,LA,3,5,0,100.0,0,0,26,69.5,85.6,81.5,81.0,84.8,76.0,0,0,0,8,4.8,1,0,0,87.5,4,2,182,0,108,201,11,0,0,11,0,0,190,27,66,8,10,15,4,2,0,20,24,5.0
Lavonte David,7060,LB,TB,3,5,0,88.2,0,1,30,90.7,81.9,5.3,70.2,49.0,84.5,0,1,0,13,0.0,0,1,1,86.0,15,1,182,2,125,199,3,0,0,3,0,0,196,11,63,12,8,11,17,2,0,79,29,5.3
