player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Calais Campbell,4364,DI,BLT,7,5,1,,0,1,3,58.9,72.7,85.8,68.2,68.8,37.1,5,10,0,,23.8,5,0,0,0.0,0,3,7,0,11,311,304,23,131,74,76,0,7,207,93,0,8,11,0,18,0,0,0,
Tyson Alualu,5535,DI,PIT,7,2,0,,0,0,25,60.0,30.3,14.4,53.2,31.9,48.2,1,4,0,,12.5,1,0,2,0.0,0,0,1,0,0,161,160,33,102,3,22,0,1,92,69,0,3,5,0,5,0,0,0,
Brandon Graham,5538,ED,PHI,6,3,1,100.0,0,1,24,72.3,90.0,85.5,85.0,73.4,66.2,3,8,0,2,9.1,1,0,0,79.2,2,4,3,0,7,167,164,1,0,156,7,0,3,112,48,0,9,7,2,15,0,2,5,1.0
Jason Pierre-Paul,5540,ED,BLT,4,1,3,100.0,0,0,3,54.1,53.6,83.8,58.6,48.2,59.4,0,5,0,8,12.5,1,0,0,100.0,1,1,0,0,3,183,183,0,4,166,13,0,0,114,66,0,3,6,1,6,0,8,7,8.0
Kareem Jackson,5545,S,DEN,7,13,0,61.5,0,0,10,70.3,70.8,51.4,,67.5,60.0,0,0,0,17,17.4,8,2,1,97.6,8,0,65,1,307,478,1,0,0,1,0,354,477,0,171,57,5,25,13,0,1,58,22,7.3
Devin McCourty,5552,S,NE,7,4,0,83.3,0,0,19,58.9,62.1,82.8,58.3,67.8,85.6,0,0,0,26,5.3,2,1,0,158.3,5,0,70,7,251,437,2,0,0,2,0,322,435,1,185,36,1,32,6,0,2,78,7,15.6
Jerry Hughes,5556,ED,HST,6,2,0,,1,1,13,68.2,76.3,45.5,66.4,67.5,49.6,0,13,1,,36.4,4,0,2,0.0,0,4,0,0,2,260,260,0,2,258,0,0,0,157,101,0,6,5,0,17,0,0,0,
Carlos Dunlap,5579,ED,KC,7,3,2,100.0,0,1,16,56.5,64.5,86.9,59.5,69.8,46.4,1,7,0,8,14.3,2,0,0,100.0,1,2,0,0,13,211,211,1,2,192,16,0,0,131,67,0,9,9,1,10,0,8,0,8.0
Corey Peters,5607,DI,JAX,3,2,0,,0,0,15,60.0,63.4,80.6,63.8,58.9,71.4,1,3,0,,0.0,0,0,0,0.0,0,0,0,0,0,80,80,36,44,0,0,0,0,47,33,0,1,3,0,4,0,0,0,
Al Woods,5646,DI,SEA,6,4,1,,0,0,29,60.5,64.3,46.1,63.4,64.0,65.0,0,2,0,,5.3,1,0,1,0.0,0,2,0,0,1,165,165,86,79,0,0,0,0,66,98,0,13,14,0,4,0,0,0,
Von Miller,6154,ED,BUF,6,0,0,,0,0,4,78.7,89.5,28.5,81.9,82.9,66.9,2,18,0,,14.3,1,0,2,0.0,0,6,3,0,2,227,224,0,0,224,0,0,3,167,58,0,12,6,0,26,0,0,0,
Patrick Peterson,6157,CB,MIN,6,2,0,50.0,0,0,18,70.3,73.0,83.9,60.0,81.0,81.1,0,0,1,23,4.2,1,5,1,55.7,14,0,22,377,254,400,0,0,0,0,0,0,400,1,145,1,8,21,28,0,0,180,62,12.9
J.J. Watt,6163,ED,ARZ,6,1,3,,0,0,1,63.2,64.6,86.3,62.3,57.2,57.8,1,12,0,,12.5,1,0,1,0.0,0,3,1,0,0,281,280,0,25,141,114,0,1,194,87,0,9,6,0,16,0,0,0,
