player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Calais Campbell,4364,DI,BLT,5,3,1,,0,0,3,63.2,75.2,84.3,70.9,65.8,57.4,4,9,0,,16.7,2,0,0,0.0,0,1,2,0,6,229,227,23,96,53,55,0,2,155,68,0,3,7,0,14,0,0,0,
Tyson Alualu,5535,DI,PIT,5,0,0,,0,0,25,60.0,34.8,38.9,54.7,35.3,36.4,1,4,0,,20.0,1,0,1,0.0,0,0,1,0,0,137,136,32,83,3,18,0,1,80,57,0,2,4,0,5,0,0,0,
Brandon Graham,5538,ED,PHI,5,3,1,100.0,0,1,24,72.3,86.9,84.6,81.2,67.9,65.2,2,6,0,2,10.0,1,0,0,79.2,2,4,2,0,7,138,136,0,0,129,7,0,2,94,37,0,8,6,2,12,0,2,5,1.0
Jason Pierre-Paul,5540,ED,BLT,2,1,2,,0,0,3,65.9,63.1,81.3,66.4,48.9,56.1,0,3,0,,16.7,1,0,0,0.0,0,1,0,0,3,99,99,0,1,97,1,0,0,69,27,0,2,4,0,4,0,0,0,
Kareem Jackson,5545,S,DEN,5,11,0,57.1,0,0,10,67.2,67.7,33.9,,65.9,63.2,0,0,0,17,16.7,6,1,1,110.7,4,0,49,1,206,327,1,0,0,1,0,242,326,0,121,34,3,19,7,0,1,36,9,9.0
Devin McCourty,5552,S,NE,5,3,0,75.0,0,0,19,61.4,61.7,81.1,,59.2,79.6,0,0,0,24,7.1,2,1,0,151.0,3,0,51,2,181,309,1,0,0,1,0,232,308,0,128,23,1,23,4,0,2,45,8,15.0
Jerry Hughes,5556,ED,HST,5,2,0,,1,1,13,68.2,76.6,40.1,67.1,66.2,49.6,0,11,1,,30.0,3,0,2,0.0,0,4,0,0,2,228,228,0,0,228,0,0,0,140,86,0,6,5,0,15,0,0,0,
Carlos Dunlap,5579,ED,KC,5,2,0,100.0,0,1,16,56.4,55.0,85.1,55.1,60.3,39.7,1,4,0,8,18.2,2,0,0,100.0,1,2,0,0,9,139,139,1,0,127,11,0,0,87,43,0,7,7,1,7,0,8,0,8.0
Corey Peters,5607,DI,JAX,1,1,0,,0,0,15,60.0,59.0,76.0,54.3,60.1,71.3,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,25,25,9,16,0,0,0,0,9,16,0,1,3,0,0,0,0,0,
Al Woods,5646,DI,SEA,5,4,1,,0,0,29,60.5,63.0,42.5,62.5,63.3,64.6,0,2,0,,5.3,1,0,1,0.0,0,1,0,0,1,149,149,72,77,0,0,0,0,55,93,0,12,14,0,3,0,0,0,
