,,,,,Games,,Rushing,,,,,,,,,
24,Jerome Ford,CLE,24,RB,5,2,67,270,1,9,159,2.4,111,1.7,9,7.4
25,Breece Hall,NYJ,22,RB,6,6,66,426,2,15,246,3.7,180,2.7,3,22
26,AJ Dillon,GNB,25,RB,5,3,64,194,1,12,88,1.4,106,1.7,2,32
27,Najee Harris,PIT,25,RB,5,5,63,247,0,12,119,1.9,128,2,8,7.9
28,Jalen Hurts,PHI,25,QB,6,6,63,253,5,28,209,3.3,44,0.7,1,63
29,Miles Sanders,CAR,26,RB,5,5,61,190,1,9,97,1.6,93,1.5,3,20.3
30,Lamar Jackson,BAL,26,QB,6,6,60,327,4,23,246,4.1,81,1.4,6,10
31,Joshua Kelley,LAC,26,RB,5,3,58,209,1,15,116,2,93,1.6,4,14.5
32,Chuba Hubbard,CAR,24,RB,6,1,54,242,1,18,148,2.7,94,1.7,5,10.8
33,Saquon Barkley,NYG,26,RB,3,3,53,207,1,10,113,2.1,94,1.8,3,17.7
34,Alvin Kamara,NOR,28,RB,3,3,52,199,1,13,138,2.7,61,1.2,2,26
35,Khalil Herbert,CHI,25,RB,5,5,51,272,0,12,149,2.9,123,2.4,5,10.2
36,Ezekiel Elliott,NWE,28,RB,6,0,49,193,1,14,138,2.8,55,1.1,0,
37,Javonte Williams,DEN,23,RB,5,4,48,190,0,10,85,1.8,105,2.2,4,12
38,Justin Fields,CHI,24,QB,6,6,47,237,1,16,170,3.6,67,1.4,5,9.4
39,Kenneth Gainwell,PHI,24,RB,5,1,41,141,0,7,92,2.2,49,1.2,2,20.5
40,Dalvin Cook,NYJ,28,RB,6,0,39,109,0,7,52,1.3,57,1.5,6,6.5
41,Jahmyr Gibbs,DET,21,RB,4,1,39,179,0,8,117,3,62,1.6,6,6.5
42,Devin Singletary,HOU,26,RB,6,0,39,153,0,5,86,2.2,67,1.7,1,39
43,De'Von Achane,MIA,22,RB,4,1,38,460,5,15,270,7.1,190,5,5,7.6
44,Daniel Jones,NYG,26,QB,5,5,38,197,1,15,172,4.5,25,0.7,0,
45,Justice Hill,BAL,26,RB,5,2,37,150,3,11,98,2.6,52,1.4,5,7.4
46,Matt Breida,NYG,28,RB,6,3,34,95,1,4,50,1.5,45,1.3,1,34
47,Joshua Dobbs,ARI,28,QB,6,6,34,189,1,14,138,4.1,51,1.5,2,17
48,Jaylen Warren,PIT,25,RB,5,0,34,124,0,7,88,2.6,36,1.1,5,6.8
49,Cam Akers,2TM,24,,4,1,33,92,1,6,60,1.8,32,1,4,8.3
50,Trevor Lawrence,JAX,24,QB,6,6,33,147,0,8,122,3.7,25,0.8,2,16.5
51,Latavius Murray,BUF,33,RB,6,1,31,128,2,9,72,2.3,56,1.8,1,31
52,Tyjae Spears,TEN,22,RB,6,0,31,171,1,10,83,2.7,88,2.8,3,10.3
53,Clyde Edwards-Helaire,KAN,24,RB,6,1,30,100,1,5,72,2.4,28,0.9,3,10
54,Austin Ekeler,LAC,28,RB,2,2,30,144,1,5,70,2.3,74,2.5,2,15
55,Patrick Mahomes,KAN,28,QB,6,6,29,185,0,14,185,6.4,0,0,0,
56,Jaleel McLaughlin,DEN,23,RB,6,1,29,190,1,6,94,3.2,96,3.3,1,29
57,Nick Chubb,CLE,28,RB,2,2,28,170,0,8,100,3.6,70,2.5,2,14
58,Rico Dowdle,DAL,25,RB,6,0,28,107,0,5,56,2,51,1.8,0,
59,Jamaal Williams,NOR,28,RB,2,2,27,74,0,3,44,1.6,30,1.1,1,27
60,Justin Herbert,LAC,25,QB,5,5,26,75,3,9,59,2.3,16,0.6,1,26
61,Roschon Johnson,CHI,22,RB,5,0,25,122,1,6,88,3.5,34,1.4,1,25
62,Baker Mayfield,TAM,28,QB,5,5,25,67,0,4,50,2,17,0.7,1,25
63,Anthony Richardson,IND,21,QB,4,4,25,136,4,8,112,4.5,24,1,0,
64,Taysom Hill,NOR,33,QB,6,3,24,122,0,7,69,2.9,53,2.2,4,6
65,Kendre Miller,NOR,21,RB,4,0,24,73,0,4,39,1.6,34,1.4,1,24
66,Samaje Perine,DEN,28,RB,6,1,24,88,0,5,36,1.5,52,2.2,0,
67,Craig Reynolds,DET,27,RB,6,0,24,89,1,5,56,2.3,33,1.4,1,24
68,Zach Charbonnet,SEA,22,RB,5,0,23,109,0,9,66,2.9,43,1.9,3,7.7
69,Damien Harris,BUF,26,RB,6,0,23,94,1,9,57,2.5,37,1.6,2,11.5
70,Josh Allen,BUF,27,QB,6,6,22,131,3,11,92,4.2,39,1.8,0,
71,Kareem Hunt,CLE,28,RB,3,1,22,72,1,6,53,2.4,19,0.9,1,22
72,Keaontay Ingram,ARI,24,RB,4,1,22,55,0,2,48,2.2,7,0.3,3,7.3
73,Russell Wilson,DEN,35,QB,6,6,22,150,0,13,142,6.5,8,0.4,0,
74,Tony Jones,NOR,26,RB,4,1,21,70,2,6,45,2.1,25,1.2,0,
75,Jordan Mason,SFO,24,RB,6,0,21,117,2,6,80,3.8,37,1.8,0,
76,D'Onta Foreman,CHI,27,RB,2,1,20,81,0,4,43,2.2,38,1.9,1,20
77,Desmond Ridder,ATL,24,QB,6,6,20,75,2,6,64,3.2,11,0.6,1,20
78,Deuce Vaughn,DAL,22,RB,5,0,20,40,0,1,26,1.3,14,0.7,0,
79,Sam Howell,WAS,23,QB,6,6,19,104,1,6,70,3.7,34,1.8,3,6.3
80,Dak Prescott,DAL,30,QB,6,6,19,85,1,7,56,2.9,29,1.5,1,19
81,Zach Wilson,NYJ,24,QB,6,5,19,98,0,4,78,4.1,20,1.1,1,19
82,Tank Bigsby,JAX,22,RB,6,0,18,43,2,6,24,1.3,19,1.1,3,6
83,Jimmy Garoppolo,LVR,32,QB,5,5,18,27,0,5,15,0.8,12,0.7,1,18
84,Jordan Love,GNB,25,QB,5,5,18,109,2,7,96,5.3,13,0.7,2,9
85,Elijah Mitchell,SFO,25,RB,3,0,18,49,0,2,24,1.3,25,1.4,2,9
86,Deebo Samuel,SFO,27,WR,6,6,18,95,1,3,56,3.1,39,2.2,0,
87,C.J. Stroud,HOU,22,QB,6,6,18,55,0,6,48,2.7,7,0.4,1,18
88,Emari Demercado,ARI,24,RB,6,0,16,59,1,3,31,1.9,28,1.8,2,8
89,Antonio Gibson,WAS,25,RB,6,0,16,69,0,3,41,2.6,28,1.8,1,16
90,Jared Goff,DET,29,QB,6,6,16,15,2,4,10,0.6,5,0.3,0,
91,Mac Jones,NWE,25,QB,6,6,16,59,0,7,58,3.6,1,0.1,0,
92,Kenny Pickett,PIT,25,QB,5,5,16,12,0,4,8,0.5,4,0.3,0,
93,Chris Brooks,MIA,23,RB,6,0,15,94,0,2,24,1.6,70,4.7,2,7.5
94,Brock Purdy,SFO,24,QB,6,6,15,31,2,6,25,1.7,6,0.4,0,
95,Sean Tucker,TAM,22,RB,5,0,15,23,0,1,11,0.7,12,0.8,1,15
96,Ke'Shawn Vaughn,TAM,26,RB,3,0,15,25,0,,10,0.7,15,1,2,7.5
97,Deshaun Watson,CLE,28,QB,3,3,15,83,1,7,55,3.7,28,1.9,3,5
98,Joe Burrow,CIN,27,QB,6,6,14,14,0,3,14,1,0,0,0,
99,Aaron Jones,GNB,29,RB,2,2,14,59,1,3,43,3.1,16,1.1,2,7
100,Tua Tagovailoa,MIA,25,QB,6,6,14,21,0,2,18,1.3,3,0.2,1,14
101,Jonathan Taylor,IND,24,RB,2,0,14,37,0,2,15,1.1,22,1.6,0,
102,Melvin Gordon,BAL,30,RB,2,0,13,53,0,2,27,2.1,26,2,0,
103,Eric Gray,NYG,24,RB,6,0,13,27,0,1,16,1.2,11,0.8,1,13
104,Deon Jackson,IND,24,RB,2,1,13,14,0,1,2,0.2,12,0.9,0,
105,Ronnie Rivers,LAR,24,RB,6,0,13,57,0,2,42,3.2,15,1.2,0,
106,Pierre Strong,CLE,25,RB,5,0,13,77,1,3,56,4.3,21,1.6,1,13
107,Salvon Ahmed,MIA,25,RB,4,0,12,47,1,2,32,2.7,15,1.3,2,6
108,Laviska Shenault Jr.,CAR,25,WR,6,0,12,55,0,3,28,2.3,27,2.3,1,12
109,Geno Smith,SEA,33,QB,5,5,12,42,0,1,42,3.5,0,0,0,
110,Ryan Tannehill,TEN,35,QB,6,6,12,40,1,2,25,2.1,15,1.3,0,
111,Derek Carr,NOR,32,QB,6,6,11,7,0,2,5,0.5,2,0.2,0,
112,Rondale Moore,ARI,23,WR,6,2,11,112,1,2,104,9.5,8,0.7,0,
113,Matthew Stafford,LAR,35,QB,6,6,11,51,0,3,51,4.6,0,0,0,
114,Patrick Taylor,GNB,25,RB,4,0,11,31,0,2,9,0.8,22,2,2,5.5
115,Kirk Cousins,MIN,35,QB,6,6,10,17,0,5,14,1.4,3,0.3,0,
116,Zamir White,LVR,24,RB,6,0,10,41,0,2,27,2.7,14,1.4,0,
117,Gary Brightwell,NYG,24,RB,6,0,9,19,0,0,7,0.8,12,1.3,1,9
118,Darrynton Evans,CHI,25,RB,1,0,9,32,0,3,19,2.1,13,1.4,0,
119,Isaiah Spiller,LAC,22,RB,4,0,9,24,0,0,10,1.1,14,1.6,0,
120,Tyrod Taylor,NYG,34,QB,5,1,9,40,0,2,33,3.7,7,0.8,1,9
121,Khari Blasingame,CHI,27,FB,6,1,8,26,0,,11,1.4,15,1.9,0,
122,Ty Chandler,MIN,25,RB,6,0,8,42,0,2,34,4.3,8,1,0,
123,J.K. Dobbins,BAL,25,RB,1,1,8,22,1,1,18,2.3,4,0.5,0,
124,Elijah Moore,CLE,23,WR,5,3,8,11,0,2,0,0,11,1.4,0,
125,Boston Scott,PHI,28,RB,5,0,8,45,0,3,35,4.4,10,1.3,2,4
126,Trey Sermon,IND,24,RB,4,0,8,24,0,,12,1.5,12,1.5,0,
127,Damien Williams,ARI,31,RB,1,0,8,36,0,1,27,3.4,9,1.1,1,8
128,Bryce Young,CAR,22,QB,5,5,8,65,0,3,61,7.6,4,0.5,0,
129,Kyle Allen,BUF,27,QB,4,0,7,-7,0,,-7,-1,0,0,0,
130,D'Ernest Johnson,JAX,27,RB,6,0,7,27,0,1,19,2.7,8,1.1,0,
131,Jerick McKinnon,KAN,31,RB,6,0,7,21,0,3,16,2.3,5,0.7,0,
132,Chris Rodriguez,WAS,23,RB,4,0,7,30,0,2,25,3.6,5,0.7,1,7
133,Michael Carter,NYJ,24,RB,6,0,6,36,0,2,26,4.3,10,1.7,0,
134,Tyrion Davis-Price,SFO,23,RB,1,0,6,21,0,1,2,0.3,19,3.2,0,
135,Zay Flowers,BAL,23,WR,6,6,6,12,0,0,10,1.7,2,0.3,1,6
136,Gardner Minshew II,IND,27,QB,6,2,6,8,0,0,5,0.8,3,0.5,0,
137,KaVontae Turpin,DAL,27,WR,6,0,6,66,1,3,45,7.5,21,3.5,1,6
138,Raheem Blackshear,CAR,24,RB,2,0,5,18,0,1,18,3.6,0,0,0,
139,DeeJay Dallas,SEA,25,RB,5,0,5,14,0,0,12,2.4,2,0.4,0,
140,Sam Darnold,SFO,26,QB,4,0,5,-5,0,,-5,-1,0,0,0,
141,Erik Ezukanma,MIA,23,WR,2,0,5,22,0,1,9,1.8,13,2.6,1,5
142,Rashid Shaheed,NOR,25,WR,6,3,5,29,0,1,23,4.6,6,1.2,1,5
143,Kadarius Toney,KAN,24,WR,6,2,5,-2,0,0,-4,-0.8,2,0.4,0,
144,Trayveon Williams,CIN,26,RB,6,0,5,20,0,1,11,2.2,9,1.8,0,
145,Emanuel Wilson,GNB,24,RB,3,0,5,11,0,,8,1.6,3,0.6,0,
146,Derius Davis,LAC,23,WR,5,0,4,61,0,2,53,13.3,8,2,0,
147,Tank Dell,HOU,24,WR,5,3,4,9,0,0,7,1.8,2,0.5,0,
148,Elijah Dotson,LAC,24,RB,4,0,4,6,0,,3,0.8,3,0.8,0,
149,Chase Edmonds,TAM,27,RB,2,0,4,20,0,2,17,4.3,3,0.8,0,
150,Zach Evans,LAR,22,RB,2,0,4,10,0,,10,2.5,0,0,0,
151,Velus Jones Jr.,CHI,26,WR,5,0,4,22,0,1,12,3,10,2.5,0,
152,Cooper Rush,DAL,30,QB,3,0,4,-4,0,0,-4,-1,0,0,0,
153,Curtis Samuel,WAS,27,WR,6,3,4,20,1,2,7,1.8,13,3.3,0,
154,Dorian Thompson-Robinson,CLE,24,QB,2,1,4,24,0,1,18,4.5,6,1.5,2,2
155,Mike White,MIA,28,QB,2,0,4,-5,0,0,-5,-1.3,0,0,0,
156,Jamal Agnew,JAX,28,WR,5,0,3,-1,0,0,-1,-0.3,0,0,0,
157,C.J. Beathard,JAX,30,QB,2,0,3,-2,0,0,-2,-0.7,0,0,0,
158,Harrison Bryant,CLE,25,TE,5,2,3,6,0,3,4,1.3,2,0.7,0,
159,Michael Burton,DEN,31,FB,6,0,3,5,0,2,1,0.3,4,1.3,0,
160,Andy Dalton,CAR,36,QB,3,1,3,12,0,2,11,3.7,1,0.3,0,
161,Devin Duvernay,BAL,26,WR,6,1,3,15,0,,12,4,3,1,0,
162,Xavier Gipson,NYJ,22,WR,6,0,3,31,0,2,23,7.7,8,2.7,1,3
163,Deonte Harty,BUF,26,WR,6,1,3,2,0,0,0,0,2,0.7,1,3
164,Brian Hoyer,LVR,38,QB,2,0,3,-3,0,0,-3,-1,0,0,0,
165,Kyle Juszczyk,SFO,32,FB,6,6,3,6,0,1,6,2,0,0,0,
166,Zonovan Knight,DET,22,RB,2,0,3,13,0,,7,2.3,6,2,0,
167,CeeDee Lamb,DAL,24,WR,6,6,3,21,0,1,18,6,3,1,1,3
168,Hunter Luepke,DAL,23,RB,6,0,3,13,1,2,5,1.7,8,2.7,0,
169,Marvin Mims,DEN,21,WR,6,2,3,13,0,0,6,2,7,2.3,0,
170,Skyy Moore,KAN,23,WR,6,5,3,23,0,1,18,6,5,1.7,0,
171,Aidan O'Connell,LVR,25,QB,1,1,3,3,1,2,3,1,0,0,0,
172,Devine Ozigbo,DET,27,RB,1,0,3,5,0,1,2,0.7,3,1,1,3
173,Rashaad Penny,PHI,27,RB,1,0,3,9,0,1,9,3,0,0,0,
174,Kalif Raymond,DET,29,WR,6,3,3,54,0,2,52,17.3,2,0.7,0,
175,Calvin Ridley,JAX,29,WR,6,6,3,10,0,1,10,3.3,0,0,0,
176,Deven Thompkins,TAM,24,WR,5,1,3,27,0,2,25,8.3,2,0.7,0,
177,Tre Tucker,LVR,22,WR,5,0,3,54,0,2,43,14.3,11,3.7,0,
178,P.J. Walker,CLE,28,QB,1,1,3,1,0,1,1,0.3,0,0,0,
179,Malik Willis,TEN,24,QB,2,0,3,17,0,1,14,4.7,3,1,0,
180,Jameis Winston,NOR,29,QB,3,0,3,-4,0,0,-4,-1.3,0,0,0,
181,Keenan Allen,LAC,31,WR,5,5,2,6,0,1,6,3,0,0,0,
182,Tutu Atwell,LAR,24,WR,6,6,2,27,0,1,21,10.5,6,3,0,
183,Calvin Austin,PIT,24,WR,5,1,2,3,0,0,3,1.5,0,0,0,
184,Tyson Bagent,CHI,23,QB,1,0,2,4,1,1,4,2,0,0,0,
185,Andrew Beck,HOU,27,FB,6,6,2,2,0,1,1,0.5,1,0.5,0,
186,Mike Boone,HOU,28,RB,5,0,2,15,0,2,10,5,5,2.5,0,
187,Teddy Bridgewater,DET,31,QB,1,0,2,-2,0,,-2,-1,0,0,0,
188,Chase Brown,CIN,23,RB,5,0,2,6,0,,4,2,2,1,0,
189,DeAndre Carter,LVR,30,WR,6,1,2,3,0,1,2,1,1,0.5,0,
190,Brandin Cooks,DAL,30,WR,5,5,2,20,0,1,17,8.5,3,1.5,0,
191,Chris Evans,CIN,26,RB,4,0,2,12,0,,7,3.5,5,2.5,0,
192,Gerald Everett,LAC,29,TE,5,4,2,4,0,0,3,1.5,1,0.5,0,
193,Jake Funk,IND,25,RB,4,0,2,10,0,0,10,5,0,0,0,
194,Blaine Gabbert,KAN,34,QB,1,0,2,-1,0,0,-1,-0.5,0,0,0,
195,Marquise Goodwin,CLE,33,WR,5,0,2,21,0,1,21,10.5,0,0,0,
196,Tyler Huntley,BAL,25,QB,1,0,2,8,0,,8,4,0,0,0,
197,Xavier Hutchinson,HOU,23,WR,6,0,2,15,0,1,10,5,5,2.5,0,
198,Alec Ingold,MIA,27,FB,6,6,2,0,0,0,0,0,0,0,0,
199,Cole Kmet,CHI,24,TE,6,6,2,1,0,1,1,0.5,0,0,0,
200,Ray-Ray McCloud,SFO,27,WR,6,1,2,23,0,2,21,10.5,2,1,0,
201,Ty Montgomery,NWE,30,WR,6,0,2,7,0,0,7,3.5,0,0,0,
202,Puka Nacua,LAR,22,WR,6,6,2,4,0,1,0,0,4,2,0,
203,Dare Ogunbowale,HOU,29,RB,1,0,2,4,0,1,1,0.5,3,1.5,0,
204,Brandon Powell,MIN,28,WR,6,0,2,8,0,0,8,4,0,0,0,
205,Wan'Dale Robinson,NYG,22,WR,4,1,2,8,0,1,6,3,2,1,0,
206,Tyler Scott,CHI,22,WR,6,0,2,19,0,0,19,9.5,0,0,0,
207,Ameer Abdullah,LVR,30,RB,6,0,1,4,0,0,3,3,1,1,0,
208,Mark Andrews,BAL,28,TE,5,4,1,0,0,0,0,0,0,0,0,
209,Nick Bawden,NYJ,27,FB,6,1,1,1,1,1,0,0,1,1,0,
210,Braxton Berrios,MIA,28,WR,6,0,1,11,0,1,1,1,10,10,1,1
211,Kendrick Bourne,NWE,28,WR,6,3,1,4,0,1,3,3,1,1,0,
212,Marquise Brown,ARI,26,WR,6,6,1,29,0,1,29,29,0,0,0,
213,Noah Brown,HOU,27,WR,2,0,1,-1,0,0,-1,-1,0,0,1,1
214,Jake Browning,CIN,27,QB,1,0,1,-1,0,,-1,-1,0,0,0,
215,Treylon Burks,TEN,23,WR,3,3,1,9,0,0,7,7,2,2,0,
216,Jason Cabinda,DET,27,FB,3,0,1,0,0,,0,0,0,0,0,
217,Ja'Marr Chase,CIN,23,WR,6,6,1,2,0,0,0,0,2,2,0,
218,Sean Clifford,GNB,25,QB,1,0,1,0,0,,0,0,0,0,0,
219,Ashtyn Davis,NYJ,27,S,6,2,1,4,0,1,2,2,2,2,0,
220,Gabriel Davis,BUF,24,WR,6,6,1,-2,0,0,-2,-2,0,0,0,
221,Demario Douglas,NWE,23,WR,5,0,1,5,0,0,4,4,1,1,0,
222,Kenyan Drake,BAL,29,RB,2,0,1,0,0,,0,0,0,0,0,
223,Noah Gray,KAN,24,TE,6,4,1,1,0,0,1,1,0,0,0,
224,Peyton Hendershot,DAL,24,TE,3,0,1,0,0,,0,0,0,0,0,
225,Connor Heyward,PIT,24,TE,5,0,1,0,0,0,0,0,0,0,0,
226,Tyreek Hill,MIA,29,WR,6,6,1,14,0,1,0,0,14,14,1,1
227,KhaDarel Hodge,ATL,28,WR,6,1,1,0,0,0,0,0,0,0,0,
228,Evan Hull,IND,23,RB,1,0,1,1,0,,1,1,0,0,0,
229,Rakim Jarrett,TAM,22,WR,5,0,1,0,0,,0,0,0,0,0,
230,Van Jefferson,2TM,27,,6,4,1,4,0,0,3,3,1,1,0,
231,Christian Kirk,JAX,27,WR,6,6,1,6,0,0,6,6,0,0,0,
232,Drew Lock,SEA,27,QB,1,0,1,11,0,1,11,11,0,0,0,
233,Isaiah McKenzie,IND,28,WR,6,0,1,4,0,0,4,4,0,0,0,
234,Jakobi Meyers,LVR,27,WR,5,5,1,0,0,0,0,0,0,0,0,
235,Keisean Nixon,GNB,26,CB,5,3,1,11,0,1,0,0,11,11,1,1
236,Cordarrelle Patterson,ATL,32,RB,3,0,1,0,0,0,0,0,0,0,0,
237,George Pickens,PIT,22,WR,5,5,1,16,0,1,16,16,0,0,0,
238,Kyle Pitts,ATL,23,TE,6,4,1,-4,0,0,-4,-4,0,0,0,
239,Adam Prentice,NOR,26,FB,5,1,1,5,0,,5,5,0,0,0,
240,Jayden Reed,GNB,23,WR,5,4,1,-2,0,0,-2,-2,0,0,0,
241,Jalen Reeves-Maybin,DET,28,LB,6,0,1,3,0,1,3,3,0,0,0,
242,Rashee Rice,KAN,23,WR,6,0,1,-3,0,0,-3,-3,0,0,0,
243,Ben Skowronek,LAR,26,WR,6,0,1,11,0,1,5,5,6,6,0,
244,Amon-Ra St. Brown,DET,24,WR,5,5,1,4,0,0,0,0,4,4,0,
245,Adam Thielen,CAR,33,WR,6,6,1,6,0,0,2,2,4,4,0,
246,Logan Thomas,WAS,32,TE,5,5,1,2,0,1,0,0,2,2,0,
247,Zeke Turner,ARI,27,LB,6,1,1,2,0,1,2,2,0,0,0,
248,Jaylen Waddle,MIA,25,WR,5,5,1,-2,0,0,-2,-2,0,0,0,
249,Christian Watson,GNB,24,WR,2,2,1,-5,0,0,-5,-5,0,0,0,
250,Mike Williams,LAC,29,WR,3,3,1,3,0,0,2,2,1,1,0,
