Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
1,Keenan Allen,LAC,31,WR,11,11,129,97,1117,7,50,745,7.7,372,3.8,9.3,5,19.4,5,3.9,1,115.7
2,Tyreek Hill,MIA,29,WR,11,11,120,88,1324,10,62,800,9.1,524,6,10,11,8,9,7.5,3,126.5
3,Stefon Diggs,BUF,30,WR,12,12,121,83,969,8,47,650,7.8,319,3.8,10,8,10.4,6,5,3,104.3
4,Amon-Ra St. Brown,DET,24,WR,10,10,109,82,993,5,49,609,7.4,384,4.7,7.6,5,16.4,4,3.7,3,106.6
5,T.J. Hockenson,MIN,26,TE,12,9,108,80,786,5,42,503,6.3,283,3.5,7.3,4,20,4,3.7,1,105.7
6,CeeDee Lamb,DAL,24,WR,11,11,104,78,1066,6,48,693,8.9,373,4.8,11,7,11.1,2,1.9,0,126.5
7,Adam Thielen,CAR,33,WR,11,11,100,77,728,4,43,454,5.9,274,3.6,6.7,2,38.5,4,4,0,109.9
8,Michael Pittman Jr.,IND,26,WR,11,11,111,76,784,3,34,430,5.7,354,4.7,8,1,76,1,0.9,6,75.1
9,Ja'Marr Chase,CIN,23,WR,11,11,112,75,914,6,50,497,6.6,417,5.6,8.7,5,15,4,3.6,2,102.3
10,A.J. Brown,PHI,26,WR,11,11,105,73,1050,7,48,718,9.8,332,4.5,12.4,7,10.4,4,3.8,3,112
11,Puka Nacua,LAR,22,WR,11,11,111,73,924,3,46,582,8,342,4.7,8.8,5,14.6,7,6.3,2,93.1
12,Travis Kelce,KAN,34,TE,10,10,88,70,732,5,39,413,5.9,319,4.6,6.9,2,35,4,4.5,2,110.8
13,D.J. Moore,CHI,26,WR,12,12,93,70,1003,6,47,559,8,444,6.3,10.7,8,8.8,2,2.2,3,117.8
14,Davante Adams,LVR,31,WR,12,12,118,69,814,4,42,581,8.4,233,3.4,11.8,1,69,4,3.4,5,73.2
15,Evan Engram,JAX,29,TE,11,10,82,64,524,0,21,211,3.3,313,4.9,4.5,1,64,5,6.1,1,88.2
16,Garrett Wilson,NYJ,23,WR,11,11,113,64,695,3,30,480,7.5,215,3.4,10.7,10,6.4,5,4.4,4,69
17,Chris Olave,NOR,23,WR,11,9,103,63,771,3,38,522,8.3,249,4,13.8,3,21,2,1.9,3,81.8
18,Terry McLaurin,WAS,28,WR,12,12,97,60,694,2,34,490,8.2,204,3.4,10.8,3,20,5,5.2,1,86
19,Zay Flowers,BAL,23,WR,12,12,80,58,613,2,28,327,5.6,286,4.9,8.1,7,8.3,1,1.3,1,97.6
20,Dalton Kincaid,BUF,24,TE,11,9,64,56,474,2,22,243,4.3,231,4.1,4.8,3,18.7,2,3.1,1,101.4
21,Christian Kirk,JAX,27,WR,11,11,84,56,761,3,33,516,9.2,245,4.4,9.7,3,18.7,4,4.8,2,97.4
22,Cole Kmet,CHI,24,TE,12,12,68,56,482,5,28,243,4.3,239,4.3,4.9,3,18.7,0,0,2,108.5
23,Sam LaPorta,DET,22,TE,11,9,77,55,539,5,27,325,5.9,214,3.9,7.4,6,9.2,5,6.5,1,107
24,DeVonta Smith,PHI,25,WR,11,11,76,55,738,5,30,570,10.4,168,3.1,12.5,1,55,2,2.6,3,108.3
25,Jordan Addison,MIN,21,WR,12,9,82,54,686,7,29,503,9.3,183,3.4,12,3,18,3,3.7,4,99.9
26,Mike Evans,TAM,30,WR,11,11,91,54,850,9,36,667,12.4,183,3.4,14.3,2,27,7,7.7,2,114.3
27,Alvin Kamara,NOR,28,RB,8,8,61,54,355,1,17,-19,-0.4,374,6.9,0.1,7,7.7,2,3.3,0,96.4
28,Tyler Lockett,SEA,31,WR,11,11,79,54,575,4,31,430,8,145,2.7,10.7,0,,2,2.5,3,90.4
29,Chris Godwin,TAM,27,WR,11,11,82,53,606,1,33,380,7.2,226,4.3,8.3,2,26.5,2,2.4,3,75.6
30,Jakobi Meyers,LVR,27,WR,11,11,76,52,591,6,33,432,8.3,159,3.1,10.2,5,10.4,1,1.3,4,95.9
31,Jaylen Waddle,MIA,25,WR,10,10,75,52,691,3,36,407,7.8,284,5.5,10,5,10.4,3,4,3,94.9
32,Marquise Brown,ARI,26,WR,12,12,98,51,574,4,32,410,8,164,3.2,12.1,2,25.5,4,4.1,2,75
33,David Njoku,CLE,27,TE,11,11,78,51,492,2,22,123,2.4,369,7.2,3.6,4,12.8,10,12.8,2,80.7
34,Tyler Boyd,CIN,29,WR,11,10,72,50,462,2,20,266,5.3,196,3.9,6.7,1,50,4,5.6,2,84.4
35,Nico Collins,HOU,24,WR,10,5,73,50,800,5,34,450,9,350,7,11.2,10,5,1,1.4,1,121.9
36,Josh Downs,IND,22,WR,11,7,73,48,566,2,24,309,6.4,257,5.4,7.4,2,24,3,4.1,1,92.6
37,Trey McBride,ARI,24,TE,12,7,65,48,521,1,27,258,5.4,263,5.5,6.6,7,6.9,0,0,3,82.9
38,Christian McCaffrey,SFO,27,RB,11,11,58,48,389,5,23,44,0.9,345,7.2,1,1,48,0,0,1,116.2
39,Courtland Sutton,DEN,28,WR,11,9,68,48,560,8,28,460,9.6,100,2.1,10,0,,4,5.9,1,128.3
40,Amari Cooper,CLE,29,WR,11,11,86,47,765,2,33,612,13,153,3.3,14,0,,4,4.7,5,68.2
41,Tank Dell,HOU,24,WR,10,8,75,47,709,7,34,557,11.9,152,3.2,14.3,0,,4,5.3,2,113.7
42,Calvin Ridley,JAX,29,WR,11,11,76,47,663,5,30,540,11.5,123,2.6,12.9,0,,4,5.3,1,106.4
43,Curtis Samuel,WAS,27,WR,11,8,63,47,443,2,20,240,5.1,203,4.3,6.4,4,11.8,1,1.6,2,90.9
44,George Kittle,SFO,30,TE,11,11,61,46,667,5,29,361,7.8,306,6.7,9.3,2,23,3,4.9,0,137.8
45,Brandon Aiyuk,SFO,25,WR,10,10,65,45,881,5,40,647,14.4,234,5.2,15.1,0,,2,3.1,2,124.7
46,Mark Andrews,BAL,28,TE,10,9,61,45,544,6,27,328,7.3,216,4.8,7.3,4,11.3,3,4.9,0,133.5
47,DeAndre Hopkins,TEN,31,WR,11,11,83,45,699,4,32,550,12.2,149,3.3,14.7,1,45,3,3.6,4,78.3
48,Drake London,ATL,22,WR,10,10,68,45,565,2,32,431,9.6,134,3,10.2,1,45,2,2.9,2,89.4
49,Logan Thomas,WAS,32,TE,11,11,62,45,424,3,20,209,4.6,215,4.8,6.3,1,45,1,1.6,1,100.5
50,Rashee Rice,KAN,23,WR,11,4,56,44,527,5,25,167,3.8,360,8.2,4.9,2,22,7,12.5,1,128.2
51,D.K. Metcalf,SEA,26,WR,10,10,80,43,678,3,33,479,11.1,199,4.6,13.5,4,10.8,2,2.5,2,84.3
52,Elijah Moore,CLE,23,WR,11,7,73,43,418,1,19,278,6.5,140,3.3,9.3,2,21.5,3,4.1,1,73.9
53,Rachaad White,TAM,24,RB,11,11,46,43,364,1,15,-64,-1.5,428,10,-0.7,6,7.2,0,0,0,106.9
54,Jahan Dotson,WAS,23,WR,12,11,69,42,435,4,21,344,8.2,91,2.2,9.5,0,,4,5.8,6,62.2
55,Romeo Doubs,GNB,23,WR,11,10,69,41,433,7,28,346,8.4,87,2.1,11.7,0,,2,2.9,3,93.4
56,Jahmyr Gibbs,DET,21,RB,9,3,52,41,278,0,17,30,0.7,248,6,0.9,5,8.2,4,7.7,1,80.9
57,Jake Ferguson,DAL,24,TE,11,10,58,40,421,4,22,222,5.6,199,5,5.9,3,13.3,4,6.9,1,105.6
58,George Pickens,PIT,22,WR,11,11,73,40,662,3,27,452,11.3,210,5.3,12.9,3,13.3,2,2.7,1,93.5
59,Dalton Schultz,HOU,27,TE,11,6,61,40,455,5,24,281,7,174,4.4,7.8,2,20,2,3.3,1,108.3
60,Tyler Conklin,NYJ,28,TE,11,7,50,39,414,0,15,239,6.1,175,4.5,6.6,1,39,1,2,1,92.8
61,Gabriel Davis,BUF,24,WR,12,12,67,39,595,6,29,450,11.5,145,3.7,13.8,1,39,3,4.5,4,92.6
62,Tony Pollard,DAL,26,RB,11,11,46,39,233,0,8,-10,-0.3,243,6.2,0.2,13,3,3,6.5,0,87.8
63,Michael Thomas,NOR,30,WR,10,7,64,39,448,1,21,348,8.9,100,2.6,10.2,2,19.5,3,4.7,1,80.7
64,Dallas Goedert,PHI,28,TE,9,9,52,38,410,2,23,188,4.9,222,5.8,5.4,2,19,1,1.9,2,92.6
65,Breece Hall,NYJ,22,RB,11,11,49,38,320,2,15,-28,-0.7,348,9.2,-0.6,5,7.6,5,10.2,1,99
66,Cade Otton,TAM,24,TE,11,11,50,38,348,3,16,177,4.7,171,4.5,6.1,3,12.7,2,4,1,106.1
67,Jaxon Smith-Njigba,SEA,21,WR,11,2,57,38,406,2,17,173,4.6,233,6.1,6.4,2,19,7,12.3,2,84.4
68,Kendrick Bourne,NWE,28,WR,8,5,55,37,406,4,15,203,5.5,203,5.5,10.4,2,18.5,1,1.8,3,90.4
69,Jerry Jeudy,DEN,24,WR,10,7,53,37,440,1,20,289,7.8,151,4.1,11.7,1,37,1,1.9,1,93.3
70,Kyle Pitts,ATL,23,TE,11,9,60,37,441,1,22,339,9.2,102,2.8,10.9,0,,1,1.7,1,82.7
71,Rhamondre Stevenson,NWE,25,RB,11,11,50,37,238,0,8,-23,-0.6,261,7.1,0.3,3,12.3,4,8,1,75.2
72,Jaylen Warren,PIT,25,RB,11,0,45,37,247,0,12,-81,-2.2,328,8.9,-1.8,5,7.4,4,8.9,0,89.5
73,Tutu Atwell,LAR,24,WR,11,11,60,36,467,3,24,374,10.4,93,2.6,11.6,0,,4,6.7,1,94.2
74,Demario Douglas,NWE,23,WR,10,4,55,36,410,0,18,148,4.1,262,7.3,7.5,0,,0,0,3,65
75,Travis Etienne,JAX,24,RB,11,11,48,36,312,1,14,-27,-0.8,339,9.4,-0.7,6,6,2,4.2,0,98.6
76,Justin Jefferson,MIN,24,WR,5,5,53,36,571,3,28,389,10.8,182,5.1,10.7,1,36,1,1.9,0,122.4
77,K.J. Osborn,MIN,26,WR,11,10,55,36,418,2,20,266,7.4,152,4.2,8.7,1,36,4,7.3,3,77.7
78,Jayden Reed,GNB,23,WR,11,9,59,36,497,5,23,336,9.3,161,4.5,11.4,1,36,3,5.1,1,109.2
