,,,,,Games,,Rushing,,,,,,,,,
27,Devin Singletary,HOU,26,RB,10,3,114,471,2,18,336,2.9,135,1.2,5,22.8
28,Dameon Pierce,HOU,23,RB,7,7,109,327,1,12,139,1.3,188,1.7,10,10.9
29,Chuba Hubbard,CAR,24,RB,10,5,104,408,1,27,246,2.4,162,1.6,9,11.6
30,Alvin Kamara,NOR,28,RB,7,7,104,388,2,24,282,2.7,106,1,4,26
31,Austin Ekeler,LAC,28,RB,7,7,102,396,4,15,221,2.2,175,1.7,4,25.5
32,Lamar Jackson,BAL,26,QB,11,11,101,535,5,35,398,3.9,137,1.4,7,14.4
33,Jalen Hurts,PHI,25,QB,10,10,100,345,9,44,299,3,46,0.5,1,100
34,James Conner,ARI,28,RB,7,7,98,499,2,25,364,3.7,135,1.4,11,8.9
35,Jahmyr Gibbs,DET,21,RB,8,3,98,512,5,23,294,3,218,2.2,10,9.8
36,Kyren Williams,LAR,23,RB,6,5,97,456,6,26,330,3.4,126,1.3,3,32.3
37,D'Onta Foreman,CHI,27,RB,7,6,92,381,4,22,268,2.9,113,1.2,7,13.1
38,Ezekiel Elliott,NWE,28,RB,10,0,86,331,2,23,217,2.5,114,1.3,1,86
39,Joshua Kelley,LAC,26,RB,10,3,85,352,2,18,195,2.3,157,1.8,5,17
40,Jonathan Taylor,IND,24,RB,6,4,85,323,2,16,148,1.7,175,2.1,9,9.4
41,Kareem Hunt,CLE,28,RB,8,2,82,264,6,23,179,2.2,85,1,2,41
42,Miles Sanders,CAR,26,RB,9,5,82,274,1,16,150,1.8,124,1.5,4,20.5
43,Jaylen Warren,PIT,25,RB,10,0,80,493,3,25,325,4.1,168,2.1,13,6.2
44,Joshua Dobbs,2TM,28,,11,10,70,389,6,29,256,3.7,133,1.9,5,14
45,Khalil Herbert,CHI,25,RB,6,5,67,307,0,14,158,2.4,149,2.2,6,11.2
46,Aaron Jones,GNB,29,RB,7,7,66,245,2,10,172,2.6,73,1.1,3,22
47,Justin Fields,CHI,24,QB,7,7,65,341,1,20,246,3.8,95,1.5,6,10.8
48,Justice Hill,BAL,26,RB,10,4,61,259,3,15,178,2.9,81,1.3,6,10.2
49,Latavius Murray,BUF,33,RB,11,4,61,250,3,22,145,2.4,105,1.7,1,61
50,Cam Akers,2TM,24,,7,1,60,167,2,12,100,1.7,67,1.1,6,10
51,Rico Dowdle,DAL,25,RB,10,0,55,235,1,12,142,2.6,93,1.7,1,55
52,Kenneth Gainwell,PHI,24,RB,9,1,55,176,2,10,121,2.2,55,1,2,27.5
53,Josh Allen,BUF,27,QB,11,11,53,261,7,25,197,3.7,64,1.2,1,53
54,Zach Charbonnet,SEA,22,RB,9,0,53,261,0,20,182,3.4,79,1.5,4,13.3
55,Royce Freeman,LAR,27,RB,7,0,50,215,1,13,132,2.6,83,1.7,4,12.5
56,Taysom Hill,NOR,33,QB,10,6,50,261,3,19,176,3.5,85,1.7,7,7.1
57,Dalvin Cook,NYJ,28,RB,10,0,49,160,0,9,100,2,60,1.2,6,8.2
58,Emari Demercado,ARI,24,RB,8,2,49,195,1,8,136,2.8,59,1.2,2,24.5
59,Trevor Lawrence,JAX,24,QB,10,10,49,240,2,13,202,4.1,38,0.8,3,16.3
60,Matt Breida,NYG,28,RB,11,4,48,119,1,5,66,1.4,53,1.1,1,48
61,Patrick Mahomes,KAN,28,QB,10,10,48,296,0,19,291,6.1,5,0.1,0,
62,Tyjae Spears,TEN,22,RB,10,0,48,248,1,12,129,2.7,119,2.5,3,16
63,Darrell Henderson,LAR,26,RB,4,4,46,112,2,5,45,1,67,1.5,1,46
64,Jaleel McLaughlin,DEN,23,RB,10,1,45,277,1,9,159,3.5,118,2.6,2,22.5
65,Jamaal Williams,NOR,28,RB,6,2,45,131,0,6,81,1.8,50,1.1,2,22.5
66,Justin Herbert,LAC,25,QB,10,10,44,186,3,15,148,3.4,38,0.9,2,22
67,Roschon Johnson,CHI,22,RB,9,0,44,197,1,11,133,3,64,1.5,2,22
68,Russell Wilson,DEN,35,QB,10,10,42,232,0,22,205,4.9,27,0.6,1,42
69,Baker Mayfield,TAM,28,QB,10,10,41,139,0,11,80,2,59,1.4,1,41
70,Craig Reynolds,DET,27,RB,10,0,41,179,1,11,104,2.5,75,1.8,1,41
71,Daniel Jones,NYG,26,QB,6,6,40,206,1,15,181,4.5,25,0.6,0,
72,De'Von Achane,MIA,22,RB,5,2,39,461,5,15,271,6.9,190,4.9,5,7.8
73,Tank Bigsby,JAX,22,RB,10,0,35,80,2,9,58,1.7,22,0.6,3,11.7
74,Clyde Edwards-Helaire,KAN,24,RB,9,1,35,129,1,6,99,2.8,30,0.9,4,8.8
75,Keaontay Ingram,ARI,24,RB,8,1,35,74,0,4,47,1.3,27,0.8,3,11.7
76,Pierre Strong,CLE,25,RB,10,0,35,153,1,6,112,3.2,41,1.2,1,35
77,Sam Howell,WAS,23,QB,11,11,34,209,2,14,149,4.4,60,1.8,5,6.8
78,Jordan Love,GNB,25,QB,10,10,34,182,2,10,163,4.8,19,0.6,2,17
79,Elijah Mitchell,SFO,25,RB,7,0,34,97,0,5,54,1.6,43,1.3,2,17
80,Kenny Pickett,PIT,25,QB,10,10,34,46,1,12,38,1.1,8,0.2,0,
81,Ty Chandler,MIN,25,RB,11,0,33,160,1,8,132,4,28,0.8,0,
82,Dak Prescott,DAL,30,QB,10,10,33,141,2,14,112,3.4,29,0.9,1,33
83,Zach Wilson,NYJ,24,QB,10,9,33,199,0,7,179,5.4,20,0.6,1,33
84,Desmond Ridder,ATL,24,QB,9,8,32,150,4,13,138,4.3,12,0.4,1,32
85,Joe Burrow,CIN,27,QB,10,10,31,88,0,9,78,2.5,10,0.3,0,
86,Darrynton Evans,CHI,25,RB,5,0,30,105,1,9,90,3,15,0.5,0,
87,Antonio Gibson,WAS,25,RB,10,0,30,137,0,6,80,2.7,57,1.9,2,15
88,Brock Purdy,SFO,24,QB,10,10,30,121,2,12,95,3.2,26,0.9,1,30
89,Samaje Perine,DEN,28,RB,10,1,29,118,0,5,55,1.9,63,2.2,0,
90,Nick Chubb,CLE,28,RB,2,2,28,170,0,8,100,3.6,70,2.5,2,14
91,Kendre Miller,NOR,21,RB,7,0,28,83,0,5,46,1.6,37,1.3,1,28
92,Mac Jones,NWE,25,QB,10,10,26,96,0,11,91,3.5,5,0.2,0,
93,Tony Jones,2TM,26,,7,1,26,95,2,7,58,2.2,37,1.4,1,26
94,Deshaun Watson,CLE,28,QB,6,6,26,142,1,10,90,3.5,52,2,3,8.7
95,Anthony Richardson,IND,21,QB,4,4,25,136,4,8,112,4.5,24,1,0,
96,Tua Tagovailoa,MIA,25,QB,10,10,25,39,0,3,36,1.4,3,0.1,1,25
97,Geno Smith,SEA,33,QB,10,10,24,65,0,4,57,2.4,8,0.3,0,
98,Ke'Shawn Vaughn,TAM,26,RB,6,0,24,42,0,,18,0.8,24,1,4,6
99,Tyson Bagent,CHI,23,QB,5,4,23,109,2,11,104,4.5,5,0.2,0,
100,Jared Goff,DET,29,QB,10,10,23,14,2,4,9,0.4,5,0.2,0,
101,Damien Harris,BUF,26,RB,6,0,23,94,1,9,57,2.5,37,1.6,2,11.5
102,Rondale Moore,ARI,23,WR,11,5,23,156,1,4,131,5.7,25,1.1,1,23
103,C.J. Stroud,HOU,22,QB,10,10,23,85,2,9,77,3.3,8,0.3,1,23
104,Salvon Ahmed,MIA,25,RB,8,0,22,61,1,3,41,1.9,20,0.9,2,11
105,Deebo Samuel,SFO,27,WR,8,8,22,123,2,4,79,3.6,44,2,0,
106,Tyrod Taylor,NYG,34,QB,7,3,22,98,0,5,65,3,33,1.5,1,22
107,Bryce Young,CAR,22,QB,9,9,22,138,0,10,104,4.7,34,1.5,1,22
108,Jordan Mason,SFO,24,RB,10,0,21,117,2,6,80,3.8,37,1.8,0,
109,Deuce Vaughn,DAL,22,RB,6,0,21,38,0,1,24,1.1,14,0.7,0,
110,Jimmy Garoppolo,LVR,32,QB,6,6,20,39,0,6,26,1.3,13,0.7,1,20
111,Keaton Mitchell,BAL,21,RB,5,0,20,205,2,8,116,5.8,89,4.5,0,
112,Chris Rodriguez,WAS,23,RB,9,0,20,104,0,6,81,4.1,23,1.2,2,10
113,Derek Carr,NOR,32,QB,10,10,19,33,0,3,29,1.5,4,0.2,0,
114,D'Ernest Johnson,JAX,27,RB,10,0,19,67,0,1,54,2.8,13,0.7,0,
115,Chase Edmonds,TAM,27,RB,6,0,18,37,0,4,23,1.3,14,0.8,1,18
116,Gardner Minshew II,IND,27,QB,10,6,17,44,2,4,40,2.4,4,0.2,0,
117,Cordarrelle Patterson,ATL,32,RB,7,0,17,76,0,3,46,2.7,30,1.8,1,17
118,Zamir White,LVR,24,RB,11,0,17,46,0,2,32,1.9,14,0.8,0,
119,Tommy DeVito,NYG,25,QB,4,2,16,77,1,2,75,4.7,2,0.1,1,16
120,Chris Brooks,MIA,23,RB,6,0,15,94,0,2,24,1.6,70,4.7,2,7.5
121,Matthew Stafford,LAR,35,QB,9,9,15,69,0,4,67,4.5,2,0.1,0,
122,Sean Tucker,TAM,22,RB,8,0,15,23,0,1,11,0.7,12,0.8,1,15
123,Kirk Cousins,MIN,35,QB,8,8,14,25,0,6,22,1.6,3,0.2,0,
124,Deon Jackson,3TM,24,,4,1,14,16,0,1,4,0.3,12,0.9,0,
125,Emanuel Wilson,GNB,24,RB,7,0,14,85,0,2,68,4.9,17,1.2,0,
126,Melvin Gordon,BAL,30,RB,2,0,13,53,0,2,27,2.1,26,2,0,
127,Eric Gray,NYG,24,RB,7,0,13,27,0,1,16,1.2,11,0.8,1,13
128,Jerick McKinnon,KAN,31,RB,10,0,13,30,0,5,25,1.9,5,0.4,0,
129,Kyler Murray,ARI,26,QB,2,2,13,84,2,5,82,6.3,2,0.2,0,
130,Ronnie Rivers,LAR,24,RB,6,0,13,57,0,2,42,3.2,15,1.2,0,
131,Will Levis,TEN,24,QB,4,4,12,15,0,3,11,0.9,4,0.3,0,
132,Cooper Rush,DAL,30,QB,6,0,12,-5,0,1,-8,-0.7,3,0.3,0,
133,Laviska Shenault Jr.,CAR,25,WR,7,0,12,55,0,3,28,2.3,27,2.3,1,12
134,Isaiah Spiller,LAC,22,RB,5,0,12,27,0,0,10,0.8,17,1.4,0,
135,Ryan Tannehill,TEN,35,QB,6,6,12,40,1,2,25,2.1,15,1.3,0,
136,P.J. Walker,CLE,28,QB,5,2,12,31,0,3,30,2.5,1,0.1,0,
137,Trayveon Williams,CIN,26,RB,10,0,12,59,0,2,37,3.1,22,1.8,0,
138,Raheem Blackshear,CAR,24,RB,6,0,11,30,0,1,21,1.9,9,0.8,1,11
139,Patrick Taylor,GNB,25,RB,4,0,11,31,0,2,9,0.8,22,2,2,5.5
140,Damien Williams,ARI,31,RB,3,0,11,43,0,1,28,2.5,15,1.4,1,11
141,Tank Dell,HOU,24,WR,9,7,10,39,0,2,19,1.9,20,2,2,5
142,Boston Scott,PHI,28,RB,8,0,10,53,0,4,43,4.3,10,1,2,5
143,Kyle Allen,BUF,27,QB,5,0,9,-9,0,,-9,-1,0,0,0,
144,Gary Brightwell,NYG,24,RB,7,0,9,19,0,0,7,0.8,12,1.3,1,9
145,Taylor Heinicke,ATL,30,QB,3,2,9,68,0,2,65,7.2,3,0.3,0,
146,Calvin Austin,PIT,24,WR,10,1,8,30,0,2,26,3.3,4,0.5,0,
147,Khari Blasingame,CHI,27,FB,10,1,8,26,0,,11,1.4,15,1.9,0,
148,Michael Carter,NYJ,24,RB,9,0,8,38,0,2,27,3.4,11,1.4,0,
149,Sam Darnold,SFO,26,QB,5,0,8,-8,0,,-8,-1,0,0,0,
150,J.K. Dobbins,BAL,25,RB,1,1,8,22,1,1,18,2.3,4,0.5,0,
151,Elijah Moore,CLE,23,WR,10,6,8,11,0,2,0,0,11,1.4,0,
152,Trey Sermon,IND,24,RB,8,0,8,24,0,,12,1.5,12,1.5,0,
153,Kadarius Toney,KAN,24,WR,10,2,8,9,0,1,7,0.9,2,0.3,0,
154,KaVontae Turpin,DAL,27,WR,9,0,8,79,1,4,58,7.3,21,2.6,1,8
155,Derius Davis,LAC,23,WR,10,0,7,75,0,3,60,8.6,15,2.1,1,7
156,Zay Flowers,BAL,23,WR,11,11,7,19,0,0,17,2.4,2,0.3,1,7
157,Dorian Thompson-Robinson,CLE,24,QB,4,2,7,44,0,3,38,5.4,6,0.9,2,3.5
158,Tre Tucker,LVR,22,WR,10,0,7,63,0,2,52,7.4,11,1.6,0,
159,Jeff Wilson,MIA,28,RB,3,0,7,29,0,3,24,3.4,5,0.7,0,
160,DeeJay Dallas,SEA,25,RB,10,0,6,18,0,0,16,2.7,2,0.3,0,
161,Tyrion Davis-Price,SFO,23,RB,1,0,6,21,0,1,2,0.3,19,3.2,0,
162,Tyler Huntley,BAL,25,QB,3,0,6,16,0,1,16,2.7,0,0,0,
163,CeeDee Lamb,DAL,24,WR,10,10,6,54,1,4,48,8,6,1,1,6
164,Aidan O'Connell,LVR,25,QB,5,4,6,9,1,4,9,1.5,0,0,0,
165,Wan'Dale Robinson,NYG,22,WR,9,3,6,27,0,2,22,3.7,5,0.8,1,6
166,Tyler Scott,CHI,22,WR,11,1,6,44,0,2,38,6.3,6,1,0,
167,Rashid Shaheed,NOR,25,WR,10,4,6,33,0,1,26,4.3,7,1.2,1,6
168,Clayton Tune,ARI,24,QB,3,1,6,29,1,2,28,4.7,1,0.2,0,
169,Andrew Beck,HOU,27,FB,9,8,5,3,1,2,2,0.4,1,0.2,0,
170,Mike Boone,HOU,28,RB,9,0,5,23,0,2,16,3.2,7,1.4,0,
171,Jake Browning,CIN,27,QB,2,0,5,39,0,2,31,6.2,8,1.6,0,
172,Zach Evans,LAR,22,RB,5,0,5,10,0,,10,2,0,0,0,
173,Erik Ezukanma,MIA,23,WR,2,0,5,22,0,1,9,1.8,13,2.6,1,5
174,Kyle Juszczyk,SFO,32,FB,10,9,5,6,0,2,6,1.2,0,0,0,
175,Marvin Mims,DEN,21,WR,10,3,5,-1,0,0,-8,-1.6,7,1.4,0,
176,Rashaad Penny,PHI,27,RB,2,0,5,17,0,1,15,3,2,0.4,0,
177,Jayden Reed,GNB,23,WR,10,8,5,65,1,3,64,12.8,1,0.2,0,
178,Calvin Ridley,JAX,29,WR,10,10,5,28,0,2,28,5.6,0,0,0,
179,Deven Thompkins,TAM,24,WR,10,1,5,50,0,3,35,7,15,3,0,
180,Malik Willis,TEN,24,QB,3,0,5,21,0,1,18,3.6,3,0.6,0,
181,Ameer Abdullah,LVR,30,RB,11,0,4,19,0,0,16,4,3,0.8,0,
182,Jamal Agnew,JAX,28,WR,8,1,4,-2,0,0,-2,-0.5,0,0,0,
183,Tutu Atwell,LAR,24,WR,10,10,4,35,0,2,29,7.3,6,1.5,0,
184,Harrison Bryant,CLE,25,TE,10,5,4,8,0,4,5,1.3,3,0.8,0,
185,Michael Burton,DEN,31,FB,10,1,4,3,0,2,-1,-0.3,4,1,0,
186,Elijah Dotson,LAC,24,RB,4,0,4,6,0,,3,0.8,3,0.8,0,
187,Demario Douglas,NWE,23,WR,9,4,4,29,0,1,11,2.8,18,4.5,0,
188,Xavier Gipson,NYJ,22,WR,10,1,4,34,0,2,25,6.3,9,2.3,1,4
189,Marquise Goodwin,CLE,33,WR,8,0,4,33,0,2,33,8.3,0,0,0,
190,Jaren Hall,MIN,25,QB,2,1,4,10,0,0,9,2.3,1,0.3,0,
191,Deonte Harty,BUF,26,WR,11,1,4,0,0,0,-2,-0.5,2,0.5,1,4
192,Xavier Hutchinson,HOU,23,WR,10,0,4,44,0,3,35,8.8,9,2.3,1,4
193,Ty Johnson,BUF,26,RB,5,0,4,13,0,1,2,0.5,11,2.8,0,
194,Velus Jones Jr.,CHI,26,WR,8,0,4,22,0,1,12,3,10,2.5,0,
195,Brandon Powell,MIN,28,WR,11,1,4,15,0,1,14,3.5,1,0.3,0,
196,Kalif Raymond,DET,29,WR,10,3,4,52,0,2,50,12.5,2,0.5,0,
197,Curtis Samuel,WAS,27,WR,10,7,4,20,1,2,7,1.8,13,3.3,0,
198,Mike White,MIA,28,QB,2,0,4,-5,0,0,-5,-1.3,0,0,0,
199,C.J. Beathard,JAX,30,QB,4,0,3,-2,0,0,-2,-0.7,0,0,0,
200,DeAndre Carter,LVR,30,WR,11,1,3,18,0,2,17,5.7,1,0.3,0,
201,Ja'Marr Chase,CIN,23,WR,10,10,3,-6,0,0,-8,-2.7,2,0.7,0,
202,Brandin Cooks,DAL,30,WR,9,8,3,23,0,1,19,6.3,4,1.3,0,
203,Andy Dalton,CAR,36,QB,3,1,3,12,0,2,11,3.7,1,0.3,0,
204,Devin Duvernay,BAL,26,WR,11,1,3,15,0,,12,4,3,1,0,
205,Brian Hoyer,LVR,38,QB,3,1,3,-3,0,0,-3,-1,0,0,0,
206,Cole Kmet,CHI,24,TE,11,11,3,2,0,2,2,0.7,0,0,0,
207,Zonovan Knight,DET,22,RB,2,0,3,13,0,,7,2.3,6,2,0,
208,Hunter Luepke,DAL,23,RB,10,0,3,13,1,2,5,1.7,8,2.7,0,
209,Skyy Moore,KAN,23,WR,10,6,3,23,0,1,18,6,5,1.7,0,
210,Puka Nacua,LAR,22,WR,10,10,3,11,0,2,7,2.3,4,1.3,0,
211,Devine Ozigbo,DET,27,RB,3,0,3,5,0,1,2,0.7,3,1,1,3
212,Brett Rypien,LAR,27,QB,2,1,3,19,0,1,19,6.3,0,0,0,
213,Amon-Ra St. Brown,DET,24,WR,9,9,3,13,0,1,7,2.3,6,2,0,
214,Mitchell Trubisky,PIT,29,QB,2,0,3,18,0,1,18,6,0,0,0,
215,Jameis Winston,NOR,29,QB,4,0,3,-4,0,0,-4,-1.3,0,0,0,
216,Keenan Allen,LAC,31,WR,10,10,2,6,0,1,6,3,0,0,0,
217,Teddy Bridgewater,DET,31,QB,1,0,2,-2,0,,-2,-1,0,0,0,
218,Chase Brown,CIN,23,RB,5,0,2,6,0,,4,2,2,1,0,
219,Marquise Brown,ARI,26,WR,11,11,2,23,0,1,23,11.5,0,0,0,
220,Treylon Burks,TEN,23,WR,5,5,2,14,0,0,7,3.5,7,3.5,0,
221,Chris Evans,CIN,26,RB,8,0,2,12,0,,7,3.5,5,2.5,0,
222,Gerald Everett,LAC,29,TE,8,5,2,4,0,0,3,1.5,1,0.5,0,
223,Jake Funk,IND,25,RB,4,0,2,10,0,0,10,5,0,0,0,
224,Blaine Gabbert,KAN,34,QB,1,0,2,-1,0,0,-1,-0.5,0,0,0,
225,Derrick Gore,WAS,29,RB,3,0,2,23,0,1,23,11.5,0,0,0,
226,Tyreek Hill,MIA,29,WR,10,10,2,17,0,1,0,0,17,8.5,1,2
227,Alec Ingold,MIA,27,FB,10,8,2,0,0,0,0,0,0,0,0,
228,Ray-Ray McCloud,SFO,27,WR,10,1,2,23,0,2,21,10.5,2,1,0,
229,Isaiah McKenzie,IND,28,WR,10,0,2,11,0,0,4,2,7,3.5,0,
230,Jakobi Meyers,LVR,27,WR,10,10,2,17,1,1,17,8.5,0,0,0,
231,Ty Montgomery,NWE,30,WR,10,0,2,7,0,0,7,3.5,0,0,0,
232,Darnell Mooney,CHI,26,WR,11,11,2,5,0,0,4,2,1,0.5,0,
233,Kene Nwangwu,MIN,25,RB,3,0,2,9,0,,7,3.5,2,1,0,
234,Dare Ogunbowale,HOU,29,RB,5,0,2,4,0,1,1,0.5,3,1.5,0,
235,Nathan Peterman,CHI,29,QB,1,0,2,-4,0,,-4,-2,0,0,0,
236,George Pickens,PIT,22,WR,10,10,2,15,0,1,15,7.5,0,0,0,
237,Ben Skowronek,LAR,26,WR,10,0,2,9,0,1,3,1.5,6,3,0,
238,Jaylen Waddle,MIA,25,WR,9,9,2,10,0,1,10,5,0,0,0,
239,Christian Watson,GNB,24,WR,7,7,2,-4,0,0,-4,-2,0,0,0,
240,Israel Abanikanda,NYJ,21,RB,1,0,1,11,0,1,11,11,0,0,0,
241,Jordan Addison,MIN,21,WR,11,8,1,2,0,0,2,2,0,0,0,
242,Mark Andrews,BAL,28,TE,10,9,1,0,0,0,0,0,0,0,0,
243,Rashod Bateman,BAL,24,WR,10,6,1,18,0,1,17,17,1,1,0,
244,Nick Bawden,NYJ,27,FB,10,2,1,1,1,1,0,0,1,1,0,
245,Braxton Berrios,MIA,28,WR,9,1,1,11,0,1,1,1,10,10,1,1
246,Jake Bobo,SEA,25,WR,10,0,1,3,1,1,1,1,2,2,0,
247,Kendrick Bourne,NWE,28,WR,8,5,1,4,0,1,3,3,1,1,0,
248,Tyler Boyd,CIN,29,WR,10,10,1,6,0,1,6,6,0,0,0,
249,Tim Boyle,NYJ,29,QB,1,0,1,1,0,1,1,1,0,0,0,
250,Dyami Brown,WAS,24,WR,11,1,1,0,0,0,0,0,0,0,0,
251,Noah Brown,HOU,27,WR,5,2,1,-1,0,0,-1,-1,0,0,1,1
252,Jason Cabinda,DET,27,FB,3,0,1,0,0,,0,0,0,0,0,
253,Sean Clifford,GNB,25,QB,1,0,1,0,0,,0,0,0,0,0,
254,Jashaun Corbin,NYG,23,RB,3,0,1,1,0,1,1,1,0,0,0,
255,Ashtyn Davis,NYJ,27,S,10,4,1,4,0,1,2,2,2,2,0,
256,Gabriel Davis,BUF,24,WR,11,11,1,-2,0,0,-2,-2,0,0,0,
257,Kenyan Drake,BAL,29,RB,2,0,1,0,0,,0,0,0,0,0,
258,D'Wayne Eskridge,SEA,26,WR,3,0,1,-5,0,,-5,-5,0,0,0,
259,Chris Godwin,TAM,27,WR,10,10,1,14,0,1,2,2,12,12,1,1
260,Noah Gray,KAN,24,TE,10,6,1,1,0,0,1,1,0,0,0,
261,Mecole Hardman,2TM,25,,9,1,1,3,0,0,3,3,0,0,0,
262,Peyton Hendershot,DAL,24,TE,3,0,1,0,0,,0,0,0,0,0,
263,Connor Heyward,PIT,24,TE,10,3,1,0,0,0,0,0,0,0,0,
264,KhaDarel Hodge,ATL,28,WR,10,2,1,0,0,0,0,0,0,0,0,
265,Amani Hooker,TEN,25,DB,9,9,1,2,0,1,2,2,0,0,0,
266,DeAndre Hopkins,TEN,31,WR,10,10,1,5,0,0,1,1,4,4,0,
267,Evan Hull,IND,23,RB,1,0,1,1,0,,1,1,0,0,0,
268,Rakim Jarrett,TAM,22,WR,10,0,1,0,0,0,0,0,0,0,0,
269,Van Jefferson,2TM,27,,10,6,1,4,0,0,3,3,1,1,0,
270,Quentin Johnston,LAC,22,WR,10,4,1,2,0,0,1,1,1,1,0,
271,Christian Kirk,JAX,27,WR,10,10,1,6,0,0,6,6,0,0,0,
272,George Kittle,SFO,30,TE,10,10,1,2,0,1,1,1,1,1,0,
273,Drew Lock,SEA,27,QB,2,0,1,11,0,1,11,11,0,0,0,
274,Chris Moore,TEN,30,WR,10,2,1,38,0,1,38,38,0,0,0,
275,D.J. Moore,CHI,26,WR,11,11,1,1,0,0,1,1,0,0,0,
276,Keisean Nixon,GNB,26,CB,10,8,1,11,0,1,0,0,11,11,1,1
277,Chigoziem Okonkwo,TEN,24,TE,10,7,1,4,0,1,3,3,1,1,0,
278,Trey Palmer,TAM,22,WR,10,2,1,6,0,0,6,6,0,0,0,
279,La'Mical Perine,KAN,25,RB,1,0,1,1,0,,1,1,0,0,0,
280,Kyle Pitts,ATL,23,TE,10,8,1,-4,0,0,-4,-4,0,0,0,
281,Adam Prentice,NOR,26,FB,6,1,1,5,0,,5,5,0,0,0,
282,Jalen Reeves-Maybin,DET,28,LB,10,0,1,3,0,1,3,3,0,0,0,
283,Rashee Rice,KAN,23,WR,10,3,1,-3,0,0,-3,-3,0,0,0,
284,Jonnu Smith,ATL,28,TE,10,2,1,0,0,0,0,0,0,0,0,
285,Trent Taylor,CHI,29,WR,11,0,1,-2,0,,-2,-2,0,0,0,
286,Adam Thielen,CAR,33,WR,10,10,1,6,0,0,2,2,4,4,0,
287,Logan Thomas,WAS,32,TE,10,10,1,2,0,1,0,0,2,2,0,
288,Cedric Tillman,CLE,23,WR,7,1,1,8,0,0,8,8,0,0,0,
289,Kyle Trask,TAM,25,QB,1,0,1,-1,0,,-1,-1,0,0,0,
290,Zeke Turner,ARI,27,LB,10,1,1,2,0,1,2,2,0,0,0,
291,Dontayvion Wicks,GNB,22,WR,10,2,1,1,0,0,0,0,1,1,0,
292,Mike Williams,LAC,29,WR,3,3,1,3,0,0,2,2,1,1,0,
293,Garrett Wilson,NYJ,23,WR,10,10,1,6,0,0,3,3,3,3,0,
