,,,,,Games,,Rushing,,,,,,,,,
37,Lamar Jackson,BAL,26,QB,12,12,112,574,5,36,437,3.9,137,1.2,7,16
38,Miles Sanders,CAR,26,RB,11,5,105,325,1,21,169,1.6,156,1.5,6,17.5
39,Jaylen Warren,PIT,25,RB,12,0,102,601,3,28,385,3.8,216,2.1,20,5.1
40,Kareem Hunt,CLE,28,RB,10,2,101,334,6,31,225,2.2,109,1.1,2,50.5
41,Jonathan Taylor,IND,24,RB,7,5,100,414,4,24,195,2,219,2.2,9,11.1
42,Joshua Kelley,LAC,26,RB,12,3,94,376,2,20,208,2.2,168,1.8,5,18.8
43,D'Onta Foreman,CHI,27,RB,7,6,92,381,4,22,268,2.9,113,1.2,7,13.1
44,Zach Charbonnet,SEA,22,RB,11,2,86,368,1,27,220,2.6,148,1.7,6,14.3
45,Justin Fields,CHI,24,QB,8,8,77,400,1,24,296,3.8,104,1.4,7,11
46,Khalil Herbert,CHI,25,RB,7,6,73,331,0,15,177,2.4,154,2.1,6,12.2
47,Joshua Dobbs,2TM,28,,12,11,72,400,6,29,263,3.7,137,1.9,5,14.4
48,Taysom Hill,NOR,33,QB,12,6,70,346,4,22,229,3.3,117,1.7,7,10
49,Latavius Murray,BUF,33,RB,12,4,70,280,3,24,167,2.4,113,1.6,1,70
50,Justice Hill,BAL,26,RB,11,4,66,290,3,17,209,3.2,81,1.2,7,9.4
51,Aaron Jones,GNB,29,RB,7,7,66,245,2,10,171,2.6,74,1.1,3,22
52,Tyjae Spears,TEN,22,RB,12,0,66,329,1,16,200,3,129,2,5,13.2
53,Royce Freeman,LAR,27,RB,9,0,64,292,2,16,158,2.5,134,2.1,8,8
54,Rico Dowdle,DAL,25,RB,12,0,63,261,1,13,151,2.4,110,1.7,3,21
55,Russell Wilson,DEN,35,QB,12,12,63,310,2,29,268,4.3,42,0.7,1,63
56,Josh Allen,BUF,27,QB,12,12,62,342,9,32,253,4.1,89,1.4,1,62
57,Cam Akers,2TM,24,,7,1,60,167,2,12,100,1.7,67,1.1,6,10
58,Dalvin Cook,NYJ,28,RB,12,0,59,197,0,10,121,2.1,76,1.3,6,9.8
59,Kenneth Gainwell,PHI,24,RB,11,1,59,207,2,11,132,2.2,75,1.3,2,29.5
60,Patrick Mahomes,KAN,28,QB,12,12,57,331,0,21,301,5.3,30,0.5,1,57
61,De'Von Achane,MIA,22,RB,6,2,56,534,7,19,316,5.6,218,3.9,9,6.2
62,Trevor Lawrence,JAX,24,QB,12,12,56,248,4,17,202,3.6,46,0.8,4,14
63,Roschon Johnson,CHI,22,RB,10,0,54,232,1,12,161,3,71,1.3,3,18
64,Emari Demercado,ARI,24,RB,10,2,52,210,1,9,149,2.9,61,1.2,2,26
65,Justin Herbert,LAC,25,QB,12,12,52,228,3,16,179,3.4,49,0.9,2,26
66,Jamaal Williams,NOR,28,RB,8,2,52,147,0,7,92,1.8,55,1.1,2,26
67,Jaleel McLaughlin,DEN,23,RB,12,1,51,296,1,10,173,3.4,123,2.4,2,25.5
68,Matt Breida,NYG,28,RB,12,4,50,125,1,6,69,1.4,56,1.1,1,50
69,Antonio Gibson,WAS,25,RB,12,0,46,193,0,9,96,2.1,97,2.1,5,9.2
70,Darrell Henderson,LAR,26,RB,4,4,46,112,2,5,45,1,67,1.5,1,46
71,Baker Mayfield,TAM,28,QB,12,12,46,151,0,12,89,1.9,62,1.3,1,46
72,Elijah Mitchell,SFO,25,RB,9,0,44,149,0,8,84,1.9,65,1.5,3,14.7
73,Kenny Pickett,PIT,25,QB,12,12,42,54,1,12,45,1.1,9,0.2,0,
74,Desmond Ridder,ATL,24,QB,11,10,42,180,4,16,162,3.9,18,0.4,1,42
75,Dak Prescott,DAL,30,QB,12,12,41,174,2,16,130,3.2,44,1.1,1,41
76,Craig Reynolds,DET,27,RB,12,0,41,179,1,11,104,2.5,75,1.8,1,41
77,Clyde Edwards-Helaire,KAN,24,RB,11,1,40,140,1,7,101,2.5,39,1,4,10
78,Sam Howell,WAS,23,QB,13,13,40,243,5,18,166,4.2,77,1.9,8,5
79,Daniel Jones,NYG,26,QB,6,6,40,206,1,15,181,4.5,25,0.6,0,
80,Jordan Love,GNB,25,QB,12,12,39,231,2,13,209,5.4,22,0.6,2,19.5
81,Ty Chandler,MIN,25,RB,12,0,37,168,1,8,120,3.2,48,1.3,0,
82,Samaje Perine,DEN,28,RB,12,1,37,174,1,9,86,2.3,88,2.4,1,37
83,Pierre Strong,CLE,25,RB,12,0,37,173,1,8,132,3.6,41,1.1,1,37
84,Tank Bigsby,JAX,22,RB,12,0,36,86,2,9,51,1.4,35,1,5,7.2
85,Keaontay Ingram,ARI,24,RB,8,1,35,74,0,4,47,1.3,27,0.8,3,11.7
86,Brock Purdy,SFO,24,QB,12,12,35,131,2,13,99,2.8,32,0.9,2,17.5
87,C.J. Stroud,HOU,22,QB,12,12,35,143,3,15,128,3.7,15,0.4,2,17.5
88,Zach Wilson,NYJ,24,QB,10,9,33,199,0,7,177,5.4,22,0.7,1,33
89,Darrynton Evans,2TM,25,,6,0,32,121,1,10,102,3.2,19,0.6,0,
90,Joe Burrow,CIN,27,QB,10,10,31,88,0,9,78,2.5,10,0.3,0,
91,D'Ernest Johnson,JAX,27,RB,12,0,31,90,0,4,66,2.1,24,0.8,0,
92,Chris Rodriguez,WAS,23,RB,11,0,31,154,0,8,88,2.8,66,2.1,5,6.2
93,Cordarrelle Patterson,ATL,32,RB,9,0,30,130,0,6,74,2.5,56,1.9,1,30
94,Geno Smith,SEA,33,QB,12,12,30,92,1,7,84,2.8,8,0.3,0,
95,Keaton Mitchell,BAL,21,RB,6,1,29,269,2,12,143,4.9,126,4.3,3,9.7
96,Deebo Samuel,SFO,27,WR,10,10,29,160,4,8,103,3.6,57,2,1,29
97,Nick Chubb,CLE,28,RB,2,2,28,170,0,8,100,3.6,70,2.5,2,14
98,Jared Goff,DET,29,QB,12,12,28,21,2,4,14,0.5,7,0.3,0,
99,Kendre Miller,NOR,21,RB,7,0,28,83,0,5,46,1.6,37,1.3,1,28
100,Tua Tagovailoa,MIA,25,QB,12,12,27,40,0,3,37,1.4,3,0.1,1,27
101,Mac Jones,NWE,25,QB,11,11,26,96,0,11,91,3.5,5,0.2,0,
102,Tony Jones,2TM,26,,7,1,26,95,2,7,56,2.2,39,1.5,1,26
103,Deshaun Watson,CLE,28,QB,6,6,26,142,1,10,90,3.5,52,2,3,8.7
104,Anthony Richardson,IND,21,QB,4,4,25,136,4,8,112,4.5,24,1,0,
105,Bryce Young,CAR,22,QB,11,11,25,161,0,12,116,4.6,45,1.8,3,8.3
106,Ke'Shawn Vaughn,TAM,26,RB,6,0,24,42,0,,18,0.8,24,1,4,6
107,Tyson Bagent,CHI,23,QB,5,4,23,109,2,11,104,4.5,5,0.2,0,
108,Derek Carr,NOR,32,QB,12,12,23,39,0,4,35,1.5,4,0.2,0,
109,Damien Harris,BUF,26,RB,6,0,23,94,1,9,57,2.5,37,1.6,2,11.5
110,Jordan Mason,SFO,24,RB,12,0,23,127,2,7,84,3.7,43,1.9,0,
111,Gardner Minshew II,IND,27,QB,12,8,23,52,3,5,45,2,7,0.3,1,23
112,Rondale Moore,ARI,23,WR,13,6,23,156,1,4,128,5.6,28,1.2,1,23
113,Kyler Murray,ARI,26,QB,4,4,23,106,3,7,98,4.3,8,0.3,0,
114,Salvon Ahmed,MIA,25,RB,8,0,22,61,1,3,38,1.7,23,1,2,11
115,Tyrod Taylor,NYG,34,QB,7,3,22,98,0,5,65,3,33,1.5,1,22
116,Jeff Wilson,MIA,28,RB,5,0,22,96,0,5,56,2.5,40,1.8,0,
117,Tommy DeVito,NYG,25,QB,5,3,21,83,1,2,71,3.4,12,0.6,1,21
118,Chase Edmonds,TAM,27,RB,8,0,21,55,0,5,34,1.6,21,1,1,21
119,Deuce Vaughn,DAL,22,RB,6,0,21,38,0,1,24,1.1,14,0.7,0,
120,Jimmy Garoppolo,LVR,32,QB,6,6,20,39,0,6,26,1.3,13,0.7,1,20
121,Zamir White,LVR,24,RB,12,0,18,46,0,2,32,1.8,14,0.8,0,
122,Will Levis,TEN,24,QB,6,6,17,17,0,4,13,0.8,4,0.2,0,
123,Matthew Stafford,LAR,35,QB,11,11,17,69,0,4,67,3.9,2,0.1,0,
124,Michael Carter,2TM,24,,11,0,16,82,0,4,50,3.1,32,2,1,16
125,Patrick Taylor,GNB,25,RB,6,0,16,71,0,3,42,2.6,29,1.8,2,8
126,Chris Brooks,MIA,23,RB,6,0,15,94,0,2,24,1.6,70,4.7,2,7.5
127,Sean Tucker,TAM,22,RB,10,0,15,23,0,1,11,0.7,12,0.8,1,15
128,Kirk Cousins,MIN,35,QB,8,8,14,25,0,6,22,1.6,3,0.2,0,
129,Deon Jackson,3TM,24,,4,1,14,16,0,1,4,0.3,12,0.9,0,
130,Emanuel Wilson,GNB,24,RB,7,0,14,85,0,2,67,4.8,18,1.3,0,
131,Melvin Gordon,BAL,30,RB,2,0,13,53,0,2,27,2.1,26,2,0,
132,Eric Gray,NYG,24,RB,8,0,13,27,0,1,16,1.2,11,0.8,1,13
133,Jerick McKinnon,KAN,31,RB,10,0,13,30,0,5,23,1.8,7,0.5,0,
134,Ronnie Rivers,LAR,24,RB,6,0,13,57,0,2,42,3.2,15,1.2,0,
135,Boston Scott,PHI,28,RB,10,0,13,69,0,5,45,3.5,24,1.8,2,6.5
136,P.J. Walker,CLE,28,QB,6,2,13,30,0,3,29,2.2,1,0.1,0,
137,Raheem Blackshear,CAR,24,RB,7,0,12,36,0,1,27,2.3,9,0.8,1,12
138,Cooper Rush,DAL,30,QB,6,0,12,-5,0,1,-8,-0.7,3,0.3,0,
139,Laviska Shenault Jr.,CAR,25,WR,8,0,12,55,0,3,28,2.3,27,2.3,1,12
140,Isaiah Spiller,LAC,22,RB,5,0,12,27,0,0,10,0.8,17,1.4,0,
141,Ryan Tannehill,TEN,35,QB,7,6,12,40,1,2,25,2.1,15,1.3,0,
142,Dorian Thompson-Robinson,CLE,24,QB,5,3,12,65,0,3,53,4.4,12,1,2,6
143,Trayveon Williams,CIN,26,RB,12,0,12,59,0,2,37,3.1,22,1.8,0,
144,Chase Brown,CIN,23,RB,7,0,11,67,0,2,15,1.4,52,4.7,1,11
145,Tank Dell,HOU,24,WR,11,8,11,51,0,3,31,2.8,20,1.8,2,5.5
146,Damien Williams,ARI,31,RB,3,0,11,43,0,1,28,2.5,15,1.4,1,11
147,Jake Browning,CIN,27,QB,4,2,10,70,1,4,42,4.2,28,2.8,0,
148,Ty Johnson,BUF,26,RB,6,0,10,32,0,3,6,0.6,26,2.6,0,
149,Kyle Allen,BUF,27,QB,5,0,9,-9,0,,-9,-1,0,0,0,
150,Gary Brightwell,NYG,24,RB,7,0,9,19,0,0,7,0.8,12,1.3,1,9
151,DeeJay Dallas,SEA,25,RB,12,0,9,34,0,1,28,3.1,6,0.7,1,9
152,Sam Darnold,SFO,26,QB,6,0,9,-9,0,,-9,-1,0,0,0,
153,Derius Davis,LAC,23,WR,12,0,9,74,0,3,59,6.6,15,1.7,1,9
154,Taylor Heinicke,ATL,30,QB,3,2,9,68,0,2,65,7.2,3,0.3,0,
155,CeeDee Lamb,DAL,24,WR,12,12,9,84,1,5,56,6.2,28,3.1,3,3
156,Elijah Moore,CLE,23,WR,12,7,9,11,0,2,0,0,11,1.2,0,
157,Kadarius Toney,KAN,24,WR,11,2,9,15,0,1,3,0.3,12,1.3,0,
158,Calvin Austin,PIT,24,WR,12,1,8,30,0,2,26,3.3,4,0.5,0,
159,Khari Blasingame,CHI,27,FB,11,1,8,26,0,,11,1.4,15,1.9,0,
160,J.K. Dobbins,BAL,25,RB,1,1,8,22,1,1,18,2.3,4,0.5,0,
161,Zach Evans,LAR,22,RB,7,0,8,16,0,,12,1.5,4,0.5,1,8
162,Zay Flowers,BAL,23,WR,12,12,8,56,1,1,18,2.3,38,4.8,2,4
163,Calvin Ridley,JAX,29,WR,12,12,8,35,0,3,35,4.4,0,0,0,
164,Trey Sermon,IND,24,RB,10,0,8,24,0,,12,1.5,12,1.5,0,
165,KaVontae Turpin,DAL,27,WR,11,0,8,79,1,4,58,7.3,21,2.6,1,8
166,Marvin Mims,DEN,21,WR,12,4,7,18,0,1,3,0.4,15,2.1,1,7
167,Jayden Reed,GNB,23,WR,12,10,7,81,1,4,74,10.6,7,1,0,
168,Deven Thompkins,TAM,24,WR,12,1,7,57,0,4,38,5.4,19,2.7,0,
169,Tre Tucker,LVR,22,WR,11,0,7,63,0,2,52,7.4,11,1.6,1,7
170,Tyrion Davis-Price,SFO,23,RB,1,0,6,21,0,1,2,0.3,19,3.2,0,
171,Tyler Huntley,BAL,25,QB,3,0,6,16,0,1,16,2.7,0,0,0,
172,Aidan O'Connell,LVR,25,QB,6,5,6,9,1,4,7,1.2,2,0.3,0,
173,Kalif Raymond,DET,29,WR,12,3,6,67,0,2,64,10.7,3,0.5,0,
174,Wan'Dale Robinson,NYG,22,WR,10,4,6,27,0,2,20,3.3,7,1.2,1,6
175,Tyler Scott,CHI,22,WR,12,2,6,44,0,2,38,6.3,6,1,0,
176,Rashid Shaheed,NOR,25,WR,11,5,6,33,0,1,26,4.3,7,1.2,1,6
177,Mitchell Trubisky,PIT,29,QB,3,0,6,23,0,1,23,3.8,0,0,0,
178,Clayton Tune,ARI,24,QB,4,1,6,29,1,2,28,4.7,1,0.2,0,
179,Ameer Abdullah,LVR,30,RB,12,0,5,30,0,1,26,5.2,4,0.8,0,
180,Andrew Beck,HOU,27,FB,11,10,5,3,1,2,2,0.4,1,0.2,0,
181,Mike Boone,HOU,28,RB,9,0,5,23,0,2,16,3.2,7,1.4,0,
182,Harrison Bryant,CLE,25,TE,12,6,5,8,0,4,5,1,3,0.6,0,
183,Michael Burton,DEN,31,FB,12,2,5,7,0,3,0,0,7,1.4,0,
184,Erik Ezukanma,MIA,23,WR,2,0,5,22,0,1,9,1.8,13,2.6,1,5
185,Xavier Gipson,NYJ,22,WR,12,1,5,35,0,2,25,5,10,2,1,5
186,Tyreek Hill,MIA,29,WR,12,12,5,15,0,2,-2,-0.4,17,3.4,1,5
187,Kyle Juszczyk,SFO,32,FB,12,11,5,6,0,2,6,1.2,0,0,0,
188,Puka Nacua,LAR,22,WR,12,12,5,45,0,3,37,7.4,8,1.6,0,
189,Rashaad Penny,PHI,27,RB,2,0,5,17,0,1,15,3,2,0.4,0,
190,Brandon Powell,MIN,28,WR,12,2,5,17,0,1,14,2.8,3,0.6,0,
191,Mike White,MIA,28,QB,4,0,5,-7,0,0,-7,-1.4,0,0,0,
192,Malik Willis,TEN,24,QB,3,0,5,21,0,1,18,3.6,3,0.6,0,
193,Jamal Agnew,JAX,28,WR,8,1,4,-2,0,0,-2,-0.5,0,0,0,
194,Tutu Atwell,LAR,24,WR,12,12,4,35,0,2,29,7.3,6,1.5,0,
195,C.J. Beathard,JAX,30,QB,5,0,4,5,0,0,-2,-0.5,7,1.8,0,
196,Lynn Bowden Jr.,NOR,26,WR,10,0,4,34,0,3,29,7.3,5,1.3,0,
197,Tim Boyle,NYJ,29,QB,3,2,4,5,0,3,2,0.5,3,0.8,0,
198,Elijah Dotson,LAC,24,RB,4,0,4,6,0,,3,0.8,3,0.8,0,
199,Demario Douglas,NWE,23,WR,10,4,4,29,0,1,11,2.8,18,4.5,0,
200,Devin Duvernay,BAL,26,WR,12,1,4,15,0,,12,3,3,0.8,0,
201,Marquise Goodwin,CLE,33,WR,8,0,4,33,0,2,33,8.3,0,0,0,
202,Jaren Hall,MIN,25,QB,2,1,4,10,0,0,9,2.3,1,0.3,0,
203,Deonte Harty,BUF,26,WR,11,1,4,0,0,0,-2,-0.5,2,0.5,1,4
204,Xavier Hutchinson,HOU,23,WR,11,0,4,44,0,3,35,8.8,9,2.3,1,4
205,Velus Jones Jr.,CHI,26,WR,9,0,4,22,0,1,12,3,10,2.5,0,
206,Curtis Samuel,WAS,27,WR,12,9,4,20,1,2,7,1.8,13,3.3,0,
207,Christian Watson,GNB,24,WR,9,9,4,11,0,1,-3,-0.8,14,3.5,1,4
208,Bailey Zappe,NWE,24,QB,5,1,4,16,0,2,16,4,0,0,0,
209,DeAndre Carter,LVR,30,WR,12,1,3,18,0,2,17,5.7,1,0.3,0,
210,Ja'Marr Chase,CIN,23,WR,12,12,3,-6,0,0,-8,-2.7,2,0.7,0,
211,Brandin Cooks,DAL,30,WR,11,10,3,23,0,1,19,6.3,4,1.3,0,
212,Andy Dalton,CAR,36,QB,3,1,3,12,0,2,11,3.7,1,0.3,0,
213,Brian Hoyer,LVR,38,QB,3,1,3,-3,0,0,-3,-1,0,0,0,
214,Cole Kmet,CHI,24,TE,12,12,3,2,0,2,2,0.7,0,0,0,
215,Zonovan Knight,DET,22,RB,2,0,3,13,0,,7,2.3,6,2,0,
216,Hunter Luepke,DAL,23,RB,12,0,3,13,1,2,5,1.7,8,2.7,0,
217,Isaiah McKenzie,IND,28,WR,12,1,3,14,0,0,7,2.3,7,2.3,0,
218,Jakobi Meyers,LVR,27,WR,11,11,3,19,1,2,19,6.3,0,0,0,
219,Ty Montgomery,NWE,30,WR,12,0,3,9,0,0,9,3,0,0,0,
220,Skyy Moore,KAN,23,WR,12,7,3,23,0,1,18,6,5,1.7,0,
221,Dare Ogunbowale,HOU,29,RB,7,0,3,5,0,1,2,0.7,3,1,0,
222,Devine Ozigbo,DET,27,RB,3,0,3,5,0,1,2,0.7,3,1,1,3
223,Brett Rypien,LAR,27,QB,2,1,3,19,0,1,19,6.3,0,0,0,
224,Amon-Ra St. Brown,DET,24,WR,11,11,3,13,0,1,7,2.3,6,2,0,
225,Jameis Winston,NOR,29,QB,5,0,3,-4,0,0,-4,-1.3,0,0,0,
226,Keenan Allen,LAC,31,WR,12,12,2,6,0,1,6,3,0,0,0,
227,Tyler Boyd,CIN,29,WR,12,11,2,11,0,1,11,5.5,0,0,0,
228,Teddy Bridgewater,DET,31,QB,1,0,2,-2,0,,-2,-1,0,0,0,
229,Marquise Brown,ARI,26,WR,13,13,2,23,0,1,23,11.5,0,0,0,
230,Treylon Burks,TEN,23,WR,6,5,2,14,0,0,7,3.5,7,3.5,0,
231,D'Wayne Eskridge,SEA,26,WR,4,0,2,5,0,1,5,2.5,0,0,0,
232,Chris Evans,CIN,26,RB,8,0,2,12,0,,7,3.5,5,2.5,0,
233,Gerald Everett,LAC,29,TE,10,7,2,4,0,0,3,1.5,1,0.5,0,
234,Jake Funk,IND,25,RB,4,0,2,10,0,0,10,5,0,0,0,
235,Blaine Gabbert,KAN,34,QB,1,0,2,-1,0,0,-1,-0.5,0,0,0,
236,Chris Godwin,TAM,27,WR,12,12,2,33,1,2,18,9,15,7.5,1,2
237,Derrick Gore,WAS,29,RB,3,0,2,23,0,1,22,11,1,0.5,0,
238,DeAndre Hopkins,TEN,31,WR,12,12,2,9,0,0,5,2.5,4,2,0,
239,Alec Ingold,MIA,27,FB,12,9,2,0,0,0,0,0,0,0,0,
240,Marcus Mariota,PHI,30,QB,1,0,2,6,0,1,6,3,0,0,0,
241,Ray-Ray McCloud,SFO,27,WR,11,1,2,23,0,2,21,10.5,2,1,0,
242,Darnell Mooney,CHI,26,WR,12,12,2,5,0,0,4,2,1,0.5,0,
243,Chris Moore,TEN,30,WR,12,4,2,39,0,1,36,18,3,1.5,0,
244,Kene Nwangwu,MIN,25,RB,4,0,2,9,0,,7,3.5,2,1,0,
245,Chigoziem Okonkwo,TEN,24,TE,12,8,2,6,0,1,5,2.5,1,0.5,0,
246,Trey Palmer,TAM,22,WR,12,3,2,19,0,1,17,8.5,2,1,0,
247,Nathan Peterman,CHI,29,QB,1,0,2,-4,0,,-4,-2,0,0,0,
248,George Pickens,PIT,22,WR,12,12,2,15,0,1,15,7.5,0,0,0,
249,Jalen Reeves-Maybin,DET,28,LB,12,0,2,3,0,1,3,1.5,0,0,0,
250,Ben Skowronek,LAR,26,WR,12,0,2,9,0,1,3,1.5,6,3,0,
251,Tyquan Thornton,NWE,23,WR,5,2,2,42,0,1,8,4,34,17,2,1
252,Jaylen Waddle,MIA,25,WR,11,11,2,10,0,1,10,5,0,0,0,
253,Israel Abanikanda,NYJ,21,RB,1,0,1,11,0,1,7,7,4,4,0,
254,Jordan Addison,MIN,21,WR,12,9,1,2,0,0,2,2,0,0,0,
255,Mark Andrews,BAL,28,TE,10,9,1,0,0,0,0,0,0,0,0,
256,Rashod Bateman,BAL,24,WR,11,7,1,18,0,1,17,17,1,1,0,
257,Nick Bawden,NYJ,27,FB,12,2,1,1,1,1,0,0,1,1,0,
258,Braxton Berrios,MIA,28,WR,11,1,1,11,0,1,1,1,10,10,1,1
259,Jake Bobo,SEA,25,WR,12,0,1,3,1,1,1,1,2,2,0,
260,Kendrick Bourne,NWE,28,WR,8,5,1,4,0,1,3,3,1,1,0,
261,Dyami Brown,WAS,24,WR,13,1,1,0,0,0,0,0,0,0,0,
262,Noah Brown,HOU,27,WR,6,3,1,-1,0,0,-1,-1,0,0,1,1
263,Jason Cabinda,DET,27,FB,3,0,1,0,0,,0,0,0,0,0,
264,Sean Clifford,GNB,25,QB,1,0,1,0,0,,0,0,0,0,0,
265,Jashaun Corbin,NYG,23,RB,3,0,1,1,0,1,1,1,0,0,0,
266,Ashtyn Davis,NYJ,27,S,12,5,1,4,0,1,2,2,2,2,0,
267,Gabriel Davis,BUF,24,WR,12,12,1,-2,0,0,-2,-2,0,0,0,
268,Kenyan Drake,BAL,29,RB,2,0,1,0,0,,0,0,0,0,0,
269,Blake Gillikin,ARI,25,P,9,0,1,10,0,1,10,10,0,0,0,
270,Kylen Granson,IND,25,TE,10,4,1,2,0,1,2,2,0,0,0,
271,Noah Gray,KAN,24,TE,12,7,1,1,0,0,1,1,0,0,0,
272,Mecole Hardman,2TM,25,,9,1,1,3,0,0,3,3,0,0,0,
273,Peyton Hendershot,DAL,24,TE,3,0,1,0,0,,0,0,0,0,0,
274,Connor Heyward,PIT,24,TE,12,3,1,0,0,0,0,0,0,0,0,
275,KhaDarel Hodge,ATL,28,WR,12,2,1,0,0,0,0,0,0,0,0,
276,Amani Hooker,TEN,25,DB,11,11,1,2,0,1,2,2,0,0,0,
277,Evan Hull,IND,23,RB,1,0,1,1,0,,1,1,0,0,0,
278,Rakim Jarrett,TAM,22,WR,10,0,1,0,0,0,0,0,0,0,0,
279,Van Jefferson,2TM,27,,12,7,1,4,0,0,3,3,1,1,0,
280,Quentin Johnston,LAC,22,WR,12,6,1,2,0,0,1,1,1,1,0,
281,Christian Kirk,JAX,27,WR,12,12,1,6,0,0,6,6,0,0,0,
282,George Kittle,SFO,30,TE,12,12,1,2,0,1,1,1,1,1,0,
283,Drew Lock,SEA,27,QB,2,0,1,11,0,1,11,11,0,0,0,
284,D.J. Moore,CHI,26,WR,12,12,1,1,0,0,1,1,0,0,0,
285,Keisean Nixon,GNB,26,CB,12,9,1,11,0,1,0,0,11,11,1,1
286,La'Mical Perine,KAN,25,RB,2,0,1,1,0,,1,1,0,0,0,
287,Kyle Pitts,ATL,23,TE,12,10,1,-4,0,0,-4,-4,0,0,0,
288,Adam Prentice,NOR,26,FB,8,1,1,5,0,,5,5,0,0,0,
289,Rashee Rice,KAN,23,WR,12,5,1,-3,0,0,-3,-3,0,0,0,
290,James Robinson,GNB,25,RB,1,0,1,2,0,,0,0,2,2,0,
291,Trevor Siemian,NYJ,32,QB,1,0,1,8,0,0,8,8,0,0,0,
292,Jonnu Smith,ATL,28,TE,12,3,1,0,0,0,0,0,0,0,0,
293,Ryan Stonehouse,TEN,24,P,12,0,1,-11,0,,-11,-11,0,0,0,
294,Trent Taylor,CHI,29,WR,12,0,1,-2,0,,-2,-2,0,0,0,
295,Adam Thielen,CAR,33,WR,12,12,1,6,0,0,2,2,4,4,0,
296,Logan Thomas,WAS,32,TE,12,12,1,2,0,1,0,0,2,2,0,
297,Cedric Tillman,CLE,23,WR,9,2,1,8,0,0,8,8,0,0,0,
298,Kyle Trask,TAM,25,QB,2,0,1,-1,0,,-1,-1,0,0,0,
