Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
1,Keenan Allen,LAC,31,WR,10,10,113,83,1011,7,45,674,8.1,337,4.1,9.7,4,20.8,3,2.7,1,117.5
2,Tyreek Hill,MIA,29,WR,10,10,108,79,1222,9,56,756,9.6,466,5.9,10.7,6,13.2,8,7.4,2,130.2
3,Stefon Diggs,BUF,30,WR,11,11,110,77,895,7,43,601,7.8,294,3.8,10.1,8,9.6,6,5.5,2,108
4,Adam Thielen,CAR,33,WR,10,10,97,76,726,4,43,452,5.9,274,3.6,6.6,2,38,4,4.1,0,111.6
5,T.J. Hockenson,MIN,26,TE,11,8,102,75,736,4,40,459,6.1,277,3.7,7.2,4,18.8,4,3.9,1,102.4
6,CeeDee Lamb,DAL,24,WR,10,10,95,74,1013,5,44,656,8.9,357,4.8,10.3,6,12.3,1,1.1,0,128.6
7,Amon-Ra St. Brown,DET,24,WR,9,9,98,73,898,5,44,556,7.6,342,4.7,7.5,5,14.6,4,4.1,3,106.6
8,Ja'Marr Chase,CIN,23,WR,10,10,106,71,833,6,47,446,6.3,387,5.5,8.6,4,17.8,5,4.7,1,105.6
9,Puka Nacua,LAR,22,WR,10,10,103,69,897,3,44,572,8.3,325,4.7,8.8,3,23,7,6.8,1,99.9
10,A.J. Brown,PHI,26,WR,10,10,96,68,1013,6,46,695,10.2,318,4.7,13.1,7,9.7,4,4.2,3,112.9
11,Michael Pittman Jr.,IND,26,WR,10,10,98,66,677,3,28,370,5.6,307,4.7,8.1,1,66,0,0,6,71.7
12,Davante Adams,LVR,31,WR,11,11,111,64,741,4,39,517,8.1,224,3.5,11.5,1,64,3,2.7,5,71.2
13,Travis Kelce,KAN,34,TE,9,9,81,64,641,5,34,349,5.5,292,4.6,6.4,2,32,3,3.7,2,109.9
14,Evan Engram,JAX,29,TE,10,9,74,59,475,0,20,178,3,297,5,4.4,1,59,4,5.4,0,93.4
15,D.J. Moore,CHI,26,WR,11,11,80,59,889,6,41,521,8.8,368,6.2,11.8,7,8.4,2,2.5,3,119.2
16,Garrett Wilson,NYJ,23,WR,10,10,103,57,651,2,27,440,7.7,211,3.7,10.9,8,7.1,3,2.9,4,64.8
17,Terry McLaurin,WAS,28,WR,11,11,86,56,644,2,31,452,8.1,192,3.4,10.5,3,18.7,4,4.7,1,90.5
18,Chris Olave,NOR,23,WR,10,8,94,56,657,3,34,449,8,208,3.7,13.8,1,56,2,2.1,3,78.2
19,Zay Flowers,BAL,23,WR,11,11,72,53,588,1,26,329,6.2,259,4.9,8.5,7,7.6,1,1.4,1,96.3
20,Christian Kirk,JAX,27,WR,10,10,77,52,672,3,30,466,9,206,4,9.5,3,17.3,3,3.9,2,96.9
21,Dalton Kincaid,BUF,24,TE,10,8,58,51,436,2,21,217,4.3,219,4.3,4.5,3,17,1,1.7,1,102.3
22,Tyler Lockett,SEA,31,WR,10,10,74,51,545,4,30,402,7.9,143,2.8,10.6,0,,2,2.7,2,97
23,Chris Godwin,TAM,27,WR,10,10,75,50,561,1,31,360,7.2,201,4,8.5,1,50,0,0,3,76.6
24,Alvin Kamara,NOR,28,RB,7,7,56,50,305,1,15,-17,-0.3,322,6.4,-0.1,5,10,2,3.6,0,95.3
25,Sam LaPorta,DET,22,TE,10,8,69,50,492,4,25,296,5.9,196,3.9,7.3,5,10,4,5.8,1,105.5
26,Cole Kmet,CHI,24,TE,11,11,61,49,439,5,26,231,4.7,208,4.2,5.2,3,16.3,0,0,2,110.3
27,Jordan Addison,MIN,21,WR,11,8,72,48,647,7,27,464,9.7,183,3.8,11.4,3,16,2,2.8,2,115.9
28,Mike Evans,TAM,30,WR,10,10,82,48,780,7,32,602,12.5,178,3.7,14.4,2,24,6,7.3,1,113.9
29,DeVonta Smith,PHI,25,WR,10,10,68,48,632,4,24,500,10.4,132,2.8,12.2,1,48,2,2.9,3,100.9
30,Tyler Boyd,CIN,29,WR,10,10,67,47,439,2,19,246,5.2,193,4.1,6.8,0,,4,6,2,85.4
31,Jakobi Meyers,LVR,27,WR,10,10,69,46,512,5,29,381,8.3,131,2.8,10.3,5,9.2,1,1.4,4,88.6
32,Mark Andrews,BAL,28,TE,10,9,61,45,544,6,27,328,7.3,216,4.8,7.3,4,11.3,3,4.9,0,133.5
33,Marquise Brown,ARI,26,WR,11,11,86,45,486,4,29,351,7.8,135,3,11.6,2,22.5,4,4.7,2,75
34,Amari Cooper,CLE,29,WR,10,10,80,45,749,2,32,596,13.2,153,3.4,14.5,0,,4,5,5,70.3
35,David Njoku,CLE,27,TE,10,10,69,45,433,2,19,82,1.8,351,7.8,3.1,4,11.3,9,13,2,80.2
36,Courtland Sutton,DEN,28,WR,10,9,62,45,499,8,26,414,9.2,85,1.9,9.6,0,,2,3.2,1,129
37,Jaylen Waddle,MIA,25,WR,9,9,67,44,577,3,30,329,7.5,248,5.6,10,1,44,3,4.5,3,89
38,Brandon Aiyuk,SFO,25,WR,9,9,61,43,831,4,38,609,14.2,222,5.2,15,0,,2,3.3,2,121.1
39,Nico Collins,HOU,24,WR,9,5,64,43,696,4,31,392,9.1,304,7.1,11.2,8,5.4,1,1.6,1,117.7
40,Josh Downs,IND,22,WR,10,6,60,43,523,2,22,299,7,224,5.2,8.2,2,21.5,1,1.7,0,109.2
41,George Kittle,SFO,30,TE,10,10,56,43,648,5,28,374,8.7,274,6.4,9.5,2,21.5,3,5.4,0,144
42,Christian McCaffrey,SFO,27,RB,10,10,52,43,364,5,22,28,0.7,336,7.8,0.7,1,43,0,0,0,127.9
43,Logan Thomas,WAS,32,TE,10,10,58,43,409,3,19,209,4.9,200,4.7,6.3,1,43,1,1.7,1,103.3
44,Tank Dell,HOU,24,WR,9,7,67,42,659,6,31,513,12.2,146,3.5,14.1,0,,4,6,2,112.7
45,DeAndre Hopkins,TEN,31,WR,10,10,78,42,650,4,30,513,12.2,137,3.3,14.7,1,42,3,3.8,4,77.4
46,Calvin Ridley,JAX,29,WR,10,10,70,42,574,4,25,477,11.4,97,2.3,12.6,0,,4,5.7,1,99.3
47,Trey McBride,ARI,24,TE,11,6,56,41,461,1,24,232,5.7,229,5.6,7,6,6.8,0,0,3,81
48,Rachaad White,TAM,24,RB,10,10,44,41,354,1,15,-58,-1.4,412,10,-0.6,6,6.8,0,0,0,107.8
49,Drake London,ATL,22,WR,9,9,61,40,474,2,27,372,9.3,102,2.6,10.1,1,40,2,3.3,2,86.4
