Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
1,Ja'Marr Chase,CIN,23,WR,6,6,73,50,556,3,35,275,5.5,281,5.6,7.9,4,12.5,1,1.4,1,98.9
2,Puka Nacua,LAR,22,WR,6,6,70,50,598,2,31,414,8.3,184,3.7,9.1,1,50,6,8.6,1,100.8
3,Stefon Diggs,BUF,30,WR,6,6,66,49,620,5,31,462,9.4,158,3.2,10.7,5,9.8,2,3,2,115.7
4,Adam Thielen,CAR,33,WR,6,6,59,49,509,4,33,332,6.8,177,3.6,7.8,1,49,1,1.7,0,125.2
5,Keenan Allen,LAC,31,WR,5,5,55,42,519,4,23,321,7.6,198,4.7,9.6,3,14,2,3.6,0,129.3
6,A.J. Brown,PHI,26,WR,6,6,60,42,672,2,32,438,10.4,234,5.6,14.1,3,14,3,5,1,111.2
7,Tyreek Hill,MIA,29,WR,6,6,59,42,814,6,35,488,11.6,326,7.8,12.6,6,7,3,5.1,1,140.3
8,Michael Pittman Jr.,IND,26,WR,6,6,60,40,406,1,17,226,5.7,180,4.5,8.4,0,,0,0,3,70.6
9,Davante Adams,LVR,31,WR,6,6,59,39,471,3,27,359,9.2,112,2.9,10.9,0,,2,3.4,2,93.3
10,Amon-Ra St. Brown,DET,24,WR,5,5,50,38,455,3,23,292,7.7,163,4.3,7.5,4,9.5,2,4,2,106.7
11,Evan Engram,JAX,29,TE,6,5,44,36,301,0,13,110,3.1,191,5.3,4,1,36,3,6.8,0,95.2
12,T.J. Hockenson,MIN,26,TE,6,3,47,36,304,2,16,179,5,125,3.5,6.8,1,36,3,6.4,1,98.2
13,Justin Jefferson,MIN,24,WR,5,5,53,36,571,3,28,389,10.8,182,5.1,10.7,1,36,1,1.9,0,122.4
14,Travis Kelce,KAN,34,TE,5,5,46,36,346,3,18,197,5.5,149,4.1,6.5,2,18,2,4.3,1,110.7
15,Zay Flowers,BAL,23,WR,6,6,48,35,367,1,15,216,6.2,151,4.3,8.4,5,7,0,0,1,93
16,CeeDee Lamb,DAL,24,WR,6,6,42,34,475,1,22,299,8.8,176,5.2,8.8,3,11.3,0,0,0,121.7
17,Christian Kirk,JAX,27,WR,6,6,49,33,384,2,17,268,8.1,116,3.5,8.2,2,16.5,2,4.1,1,96
18,D.J. Moore,CHI,26,WR,6,6,42,32,582,5,24,340,10.6,242,7.6,12.7,3,10.7,1,2.4,2,137.4
19,Chris Olave,NOR,23,WR,6,4,53,32,414,1,22,269,8.4,145,4.5,14.4,0,,0,0,2,75.5
20,Garrett Wilson,NYJ,23,WR,6,6,55,32,369,2,16,246,7.7,123,3.8,10.3,3,10.7,2,3.6,3,67.9
21,Terry McLaurin,WAS,28,WR,6,6,42,31,342,1,18,244,7.9,98,3.2,10.8,2,15.5,0,0,0,105.5
22,Michael Thomas,NOR,30,WR,6,4,47,31,329,0,16,274,8.8,55,1.8,10.8,1,31,0,0,1,77.3
23,Tyler Boyd,CIN,29,WR,6,6,41,30,204,1,9,120,4,84,2.8,5.3,0,,1,2.4,1,81.8
24,Jakobi Meyers,LVR,27,WR,5,5,43,30,335,4,18,266,8.9,69,2.3,10.1,2,15,0,0,3,94.6
25,Marquise Brown,ARI,26,WR,6,6,53,29,334,3,21,241,8.3,93,3.2,13.2,2,14.5,2,3.8,0,92.8
26,Nico Collins,HOU,24,WR,6,3,42,29,547,3,22,304,10.5,243,8.4,11.5,6,4.8,1,2.4,0,135.5
27,Sam LaPorta,DET,22,TE,6,5,42,29,325,3,16,182,6.3,143,4.9,7.6,4,7.3,3,7.1,0,115.7
28,Kendrick Bourne,NWE,28,WR,6,3,44,28,307,2,12,163,5.8,144,5.1,12,2,14,1,2.3,2,80.4
29,Josh Downs,IND,22,WR,6,4,41,28,276,1,12,159,5.7,117,4.2,6.4,1,28,1,2.4,0,95.2
30,DeVonta Smith,PHI,25,WR,6,6,45,28,334,2,11,266,9.5,68,2.4,12.8,0,,2,4.4,3,71.9
31,Darren Waller,NYG,31,TE,6,6,41,28,282,0,14,172,6.1,110,3.9,8.2,0,,1,2.4,2,67.3
32,Chris Godwin,TAM,27,WR,5,5,37,27,332,0,19,212,7.9,120,4.4,9.5,1,27,0,0,2,77.8
33,DeAndre Hopkins,TEN,31,WR,6,6,47,27,376,0,20,315,11.7,61,2.3,13.2,1,27,2,4.3,3,56.7
34,Curtis Samuel,WAS,27,WR,6,3,31,27,285,2,13,183,6.8,102,3.8,7.1,2,13.5,1,3.2,2,99.6
35,Dallas Goedert,PHI,28,TE,6,6,36,26,247,1,14,128,4.9,119,4.6,5.6,2,13,1,2.8,2,77
36,Drake London,ATL,22,WR,6,6,43,26,329,2,18,264,10.2,65,2.5,10.7,1,26,2,4.7,2,80.5
37,Calvin Ridley,JAX,29,WR,6,6,44,26,363,2,17,306,11.8,57,2.2,12.3,0,,3,6.8,0,100.9
38,Bijan Robinson,ATL,21,RB,6,6,32,26,189,2,10,-23,-0.9,212,8.2,0.4,4,6.5,2,6.3,1,99.1
39,Brandon Aiyuk,SFO,25,WR,5,5,37,25,454,2,22,351,14,103,4.1,15.7,0,,1,2.7,1,116.3
40,Tutu Atwell,LAR,24,WR,6,6,41,25,309,2,18,235,9.4,74,3,11.5,0,,2,4.9,1,90.4
41,Josh Jacobs,LVR,25,RB,6,6,35,25,209,0,10,21,0.8,188,7.5,1.2,1,25,0,0,1,74.6
42,Cole Kmet,CHI,24,TE,6,6,32,25,240,3,14,129,5.2,111,4.4,6.1,1,25,0,0,1,116.1
43,Tony Pollard,DAL,26,RB,6,6,29,25,176,0,6,3,0.1,173,6.9,0.9,12,2.1,2,6.9,0,92
44,Jonnu Smith,ATL,28,TE,6,1,32,25,282,1,14,144,5.8,138,5.5,7.2,2,12.5,2,6.3,1,100.8
45,Courtland Sutton,DEN,28,WR,6,6,37,25,275,4,13,218,8.7,57,2.3,9.6,0,,1,2.7,1,114.1
46,Mark Andrews,BAL,28,TE,5,4,34,24,294,3,15,192,8,102,4.3,8.1,4,6,3,8.8,0,126.3
47,Zach Ertz,ARI,33,TE,6,6,39,24,168,1,7,125,5.2,43,1.8,7.9,0,,1,2.6,2,58.5
48,Mike Evans,TAM,30,WR,5,5,41,24,386,3,15,275,11.5,111,4.6,13.3,2,12,4,9.8,1,104.3
49,Jaylen Waddle,MIA,25,WR,5,5,35,24,296,2,16,147,6.1,149,6.2,8.7,1,24,1,2.9,2,89.7
50,Alvin Kamara,NOR,28,RB,3,3,25,23,86,0,4,-36,-1.6,122,5.3,-1.2,2,11.5,0,0,0,81
51,Tyler Lockett,SEA,31,WR,5,5,35,23,251,2,12,191,8.3,60,2.6,10.7,0,,2,5.7,0,105.8
52,Christian McCaffrey,SFO,27,RB,6,6,27,23,177,2,13,3,0.1,174,7.6,0.2,1,23,0,0,0,118.7
53,D'Andre Swift,PHI,24,RB,6,5,27,23,115,1,4,-14,-0.6,129,5.6,0,1,23,1,3.7,1,81.3
54,Jordan Addison,MIN,21,WR,6,3,34,22,277,4,12,209,9.5,68,3.1,12.5,1,22,1,2.9,1,116.9
55,Amari Cooper,CLE,29,WR,5,5,39,22,367,1,16,305,13.9,62,2.8,15.9,0,,0,0,2,75.5
56,D.K. Metcalf,SEA,26,WR,5,5,33,22,337,2,18,259,11.8,78,3.5,13.6,1,22,1,3,1,107.8
57,George Pickens,PIT,22,WR,5,5,40,22,393,2,14,258,11.7,135,6.1,12.4,1,22,0,0,1,95.1
58,Kyle Pitts,ATL,23,TE,6,4,38,22,251,1,13,206,9.4,45,2,11.4,0,,1,2.6,1,75.7
59,Wan'Dale Robinson,NYG,22,WR,4,1,25,22,141,0,10,71,3.2,70,3.2,3.6,1,22,0,0,0,90.2
60,Robert Woods,HOU,31,WR,6,6,43,22,227,1,15,168,7.6,59,2.7,9.3,0,,2,4.7,0,74.5
61,Gabriel Davis,BUF,24,WR,6,6,30,21,341,4,16,274,13,67,3.2,14.9,1,21,2,6.7,2,119.6
62,Romeo Doubs,GNB,23,WR,5,4,37,21,228,3,14,187,8.9,41,2,10.6,0,,1,2.7,3,68.3
63,Travis Etienne,JAX,24,RB,6,6,24,21,172,0,8,-5,-0.2,177,8.4,-0.6,4,5.3,1,4.2,0,96.5
64,Jake Ferguson,DAL,24,TE,6,5,29,21,190,1,9,81,3.9,109,5.2,4.3,3,7,3,10.3,0,101.2
65,Elijah Moore,CLE,23,WR,5,3,36,21,167,0,7,102,4.9,65,3.1,7.5,1,21,1,2.8,1,58.4
