,,,,,Games,,Rushing,,,,,,,,,
27,Gus Edwards,BAL,28,RB,13,7,147,605,10,38,389,2.6,216,1.5,8,18.4
28,Breece Hall,NYJ,22,RB,13,12,147,625,2,22,334,2.3,291,2,10,14.7
29,Alvin Kamara,NOR,28,RB,10,10,145,564,5,34,372,2.6,192,1.3,5,29
30,Devin Singletary,HOU,26,RB,13,6,141,590,3,23,388,2.8,202,1.4,6,23.5
31,Austin Ekeler,LAC,28,RB,10,10,136,497,5,25,300,2.2,197,1.4,7,19.4
32,Ezekiel Elliott,NWE,28,RB,13,1,134,497,2,28,298,2.2,199,1.5,4,33.5
33,Dameon Pierce,HOU,23,RB,10,7,133,391,2,14,169,1.3,222,1.7,12,11.1
34,James Conner,ARI,28,RB,9,9,129,631,4,32,439,3.4,192,1.5,19,6.8
35,Jahmyr Gibbs,DET,21,RB,11,3,128,692,6,29,420,3.3,272,2.1,11,11.6
36,Jalen Hurts,PHI,25,QB,13,13,126,460,12,52,399,3.2,61,0.5,1,126
37,Lamar Jackson,BAL,26,QB,13,13,123,644,5,40,507,4.1,137,1.1,7,17.6
38,Miles Sanders,CAR,26,RB,12,5,115,399,1,23,190,1.7,209,1.8,7,16.4
39,Kareem Hunt,CLE,28,RB,11,2,111,361,7,33,239,2.2,122,1.1,2,55.5
40,Jaylen Warren,PIT,25,RB,13,0,109,612,3,28,387,3.6,225,2.1,20,5.5
41,D'Onta Foreman,CHI,27,RB,8,7,103,431,4,24,300,2.9,131,1.3,7,14.7
42,Jonathan Taylor,IND,24,RB,7,5,100,414,4,24,195,2,219,2.2,9,11.1
43,Joshua Kelley,LAC,26,RB,13,3,97,382,2,20,214,2.2,168,1.7,5,19.4
44,Zach Charbonnet,SEA,22,RB,12,2,95,412,1,29,235,2.5,177,1.9,9,10.6
45,Justin Fields,CHI,24,QB,9,9,89,458,2,28,319,3.6,139,1.6,7,12.7
46,Joshua Dobbs,2TM,28,,13,12,77,421,6,31,280,3.6,141,1.8,5,15.4
47,Khalil Herbert,CHI,25,RB,8,6,76,339,0,15,181,2.4,158,2.1,7,10.9
48,Rico Dowdle,DAL,25,RB,13,0,75,307,2,14,179,2.4,128,1.7,3,25
49,Latavius Murray,BUF,33,RB,13,4,73,289,3,25,175,2.4,114,1.6,1,73
50,Tyjae Spears,TEN,22,RB,13,0,73,358,1,17,218,3,140,1.9,5,14.6
51,Josh Allen,BUF,27,QB,13,13,72,374,10,35,278,3.9,96,1.3,2,36
52,Taysom Hill,NOR,33,QB,12,6,70,346,4,22,229,3.3,117,1.7,7,10
53,Russell Wilson,DEN,35,QB,13,13,69,315,2,31,273,4,42,0.6,1,69
54,Royce Freeman,LAR,27,RB,10,0,67,301,2,16,167,2.5,134,2,8,8.4
55,Dalvin Cook,NYJ,28,RB,13,1,66,210,0,10,129,2,81,1.2,6,11
56,Justice Hill,BAL,26,RB,12,4,66,290,3,17,209,3.2,81,1.2,7,9.4
57,Aaron Jones,GNB,29,RB,7,7,66,245,2,10,171,2.6,74,1.1,3,22
58,De'Von Achane,MIA,22,RB,7,2,63,581,7,21,347,5.5,234,3.7,9,7
59,Kenneth Gainwell,PHI,24,RB,12,1,63,235,2,13,149,2.4,86,1.4,2,31.5
60,Jamaal Williams,NOR,28,RB,9,2,63,190,0,10,110,1.7,80,1.3,3,21
61,Cam Akers,2TM,24,,7,1,60,167,2,12,100,1.7,67,1.1,6,10
62,Trevor Lawrence,JAX,24,QB,13,13,59,259,4,17,210,3.6,49,0.8,4,14.8
63,Patrick Mahomes,KAN,28,QB,13,13,58,339,0,22,309,5.3,30,0.5,1,58
64,Jaleel McLaughlin,DEN,23,RB,13,1,56,321,1,11,198,3.5,123,2.2,2,28
65,Roschon Johnson,CHI,22,RB,11,0,55,238,1,12,167,3,71,1.3,3,18.3
66,Matt Breida,NYG,28,RB,13,4,52,141,1,7,85,1.6,56,1.1,1,52
67,Emari Demercado,ARI,24,RB,10,2,52,210,1,9,149,2.9,61,1.2,2,26
68,Justin Herbert,LAC,25,QB,13,13,52,228,3,16,179,3.4,49,0.9,2,26
69,Clyde Edwards-Helaire,KAN,24,RB,12,2,51,179,1,9,138,2.7,41,0.8,4,12.8
70,Ty Chandler,MIN,25,RB,13,0,49,203,1,9,148,3,55,1.1,1,49
71,Baker Mayfield,TAM,28,QB,13,13,49,154,1,13,89,1.8,65,1.3,2,24.5
72,Antonio Gibson,WAS,25,RB,12,0,46,193,0,9,96,2.1,97,2.1,5,9.2
73,Darrell Henderson,LAR,26,RB,4,4,46,112,2,5,45,1,67,1.5,1,46
74,Desmond Ridder,ATL,24,QB,12,11,46,195,5,18,169,3.7,26,0.6,2,23
75,Elijah Mitchell,SFO,25,RB,9,0,44,149,0,8,84,1.9,65,1.5,3,14.7
76,Dak Prescott,DAL,30,QB,13,13,44,185,2,18,136,3.1,49,1.1,1,44
77,Kenny Pickett,PIT,25,QB,12,12,42,54,1,12,45,1.1,9,0.2,0,
78,Jordan Love,GNB,25,QB,13,13,41,233,2,13,211,5.1,22,0.5,2,20.5
79,Craig Reynolds,DET,27,RB,13,0,41,179,1,11,104,2.5,75,1.8,1,41
80,Sam Howell,WAS,23,QB,13,13,40,243,5,18,166,4.2,77,1.9,8,5
81,Daniel Jones,NYG,26,QB,6,6,40,206,1,15,181,4.5,25,0.6,0,
82,Samaje Perine,DEN,28,RB,13,1,39,182,1,10,94,2.4,88,2.3,1,39
83,Keaton Mitchell,BAL,21,RB,7,1,38,323,2,14,195,5.1,128,3.4,4,9.5
84,Pierre Strong,CLE,25,RB,13,0,38,173,1,8,132,3.5,41,1.1,1,38
85,Brock Purdy,SFO,24,QB,13,13,37,138,2,13,103,2.8,35,0.9,2,18.5
86,Tank Bigsby,JAX,22,RB,13,0,36,86,2,9,51,1.4,35,1,5,7.2
87,Zach Wilson,NYJ,24,QB,11,10,36,211,0,7,179,5,32,0.9,1,36
88,Keaontay Ingram,ARI,24,RB,8,1,35,74,0,4,47,1.3,27,0.8,3,11.7
89,C.J. Stroud,HOU,22,QB,13,13,35,143,3,15,128,3.7,15,0.4,2,17.5
90,D'Ernest Johnson,JAX,27,RB,13,0,34,102,0,4,74,2.2,28,0.8,0,
91,Cordarrelle Patterson,ATL,32,RB,10,0,33,137,0,6,76,2.3,61,1.8,1,33
92,Darrynton Evans,2TM,25,,6,0,32,121,1,10,102,3.2,19,0.6,0,
93,Joe Burrow,CIN,27,QB,10,10,31,88,0,9,78,2.5,10,0.3,0,
94,Tommy DeVito,NYG,25,QB,6,4,31,154,1,5,141,4.5,13,0.4,1,31
95,Chris Rodriguez,WAS,23,RB,11,0,31,154,0,8,88,2.8,66,2.1,5,6.2
96,Deebo Samuel,SFO,27,WR,11,11,30,161,5,9,104,3.5,57,1.9,1,30
97,Geno Smith,SEA,33,QB,12,12,30,92,1,7,84,2.8,8,0.3,0,
98,Tua Tagovailoa,MIA,25,QB,13,13,30,55,0,4,52,1.7,3,0.1,1,30
99,Chase Edmonds,TAM,27,RB,9,0,29,95,0,6,57,2,38,1.3,1,29
100,Jared Goff,DET,29,QB,13,13,29,21,2,4,14,0.5,7,0.2,0,
101,Nick Chubb,CLE,28,RB,2,2,28,170,0,8,100,3.6,70,2.5,2,14
102,Kendre Miller,NOR,21,RB,7,0,28,83,0,5,46,1.6,37,1.3,1,28
103,Bryce Young,CAR,22,QB,12,12,28,201,0,15,155,5.5,46,1.6,3,9.3
104,Jordan Mason,SFO,24,RB,13,0,27,147,3,9,96,3.6,51,1.9,0,
105,Mac Jones,NWE,25,QB,11,11,26,96,0,11,91,3.5,5,0.2,0,
106,Tony Jones,2TM,26,,7,1,26,95,2,7,56,2.2,39,1.5,1,26
107,Deshaun Watson,CLE,28,QB,6,6,26,142,1,10,90,3.5,52,2,3,8.7
108,Gardner Minshew II,IND,27,QB,13,9,25,57,3,6,50,2,7,0.3,1,25
109,Anthony Richardson,IND,21,QB,4,4,25,136,4,8,112,4.5,24,1,0,
110,Ke'Shawn Vaughn,TAM,26,RB,6,0,24,42,0,,18,0.8,24,1,4,6
111,Tyson Bagent,CHI,23,QB,5,4,23,109,2,11,104,4.5,5,0.2,0,
112,Derek Carr,NOR,32,QB,13,13,23,39,0,4,35,1.5,4,0.2,0,
113,Damien Harris,BUF,26,RB,6,0,23,94,1,9,57,2.5,37,1.6,2,11.5
114,Rondale Moore,ARI,23,WR,13,6,23,156,1,4,128,5.6,28,1.2,1,23
115,Kyler Murray,ARI,26,QB,4,4,23,106,3,7,98,4.3,8,0.3,0,
116,Salvon Ahmed,MIA,25,RB,8,0,22,61,1,3,38,1.7,23,1,2,11
117,Tyrod Taylor,NYG,34,QB,7,3,22,98,0,5,65,3,33,1.5,1,22
118,Jeff Wilson,MIA,28,RB,6,0,22,96,0,5,56,2.5,40,1.8,0,
119,Will Levis,TEN,24,QB,7,7,21,32,0,5,22,1,10,0.5,0,
120,Deuce Vaughn,DAL,22,RB,6,0,21,38,0,1,24,1.1,14,0.7,0,
121,Jimmy Garoppolo,LVR,32,QB,6,6,20,39,0,6,26,1.3,13,0.7,1,20
122,Patrick Taylor,GNB,25,RB,7,0,20,101,0,5,72,3.6,29,1.5,2,10
123,Zamir White,LVR,24,RB,13,0,20,54,0,2,37,1.9,17,0.9,0,
124,Chase Brown,CIN,23,RB,8,0,19,92,0,2,28,1.5,64,3.4,1,19
125,Isaiah Spiller,LAC,22,RB,6,0,18,46,0,0,29,1.6,17,0.9,0,
126,Matthew Stafford,LAR,35,QB,12,12,18,68,0,4,66,3.7,2,0.1,0,
127,Jerick McKinnon,KAN,31,RB,11,0,17,49,1,7,42,2.5,7,0.4,0,
128,Michael Carter,2TM,24,,11,0,16,82,0,4,50,3.1,32,2,1,16
129,Boston Scott,PHI,28,RB,11,0,16,78,0,5,49,3.1,29,1.8,2,8
130,Chris Brooks,MIA,23,RB,6,0,15,94,0,2,24,1.6,70,4.7,2,7.5
131,Ty Johnson,BUF,26,RB,7,0,15,51,0,4,23,1.5,28,1.9,0,
132,Sean Tucker,TAM,22,RB,11,0,15,23,0,1,11,0.7,12,0.8,1,15
133,Kirk Cousins,MIN,35,QB,8,8,14,25,0,6,22,1.6,3,0.2,0,
134,Deon Jackson,3TM,24,,4,1,14,16,0,1,4,0.3,12,0.9,0,
135,Mitchell Trubisky,PIT,29,QB,4,1,14,53,1,5,44,3.1,9,0.6,1,14
136,Emanuel Wilson,GNB,24,RB,7,0,14,85,0,2,67,4.8,18,1.3,0,
137,Raheem Blackshear,CAR,24,RB,8,0,13,40,0,1,30,2.3,10,0.8,1,13
138,Jake Browning,CIN,27,QB,5,3,13,77,2,5,49,3.8,28,2.2,0,
139,Melvin Gordon,BAL,30,RB,2,0,13,53,0,2,27,2.1,26,2,0,
140,Eric Gray,NYG,24,RB,9,0,13,27,0,1,16,1.2,11,0.8,1,13
141,Ronnie Rivers,LAR,24,RB,6,0,13,57,0,2,42,3.2,15,1.2,0,
142,Dorian Thompson-Robinson,CLE,24,QB,6,3,13,70,0,4,58,4.5,12,0.9,2,6.5
143,P.J. Walker,CLE,28,QB,6,2,13,30,0,3,29,2.2,1,0.1,0,
144,Cooper Rush,DAL,30,QB,6,0,12,-5,0,1,-8,-0.7,3,0.3,0,
145,Laviska Shenault Jr.,CAR,25,WR,8,0,12,55,0,3,28,2.3,27,2.3,1,12
146,Ryan Tannehill,TEN,35,QB,7,6,12,40,1,2,25,2.1,15,1.3,0,
147,Trayveon Williams,CIN,26,RB,13,0,12,59,0,2,37,3.1,22,1.8,0,
148,Tank Dell,HOU,24,WR,11,8,11,51,0,3,31,2.8,20,1.8,2,5.5
149,Jayden Reed,GNB,23,WR,13,11,11,119,2,6,110,10,9,0.8,0,
150,Trey Sermon,IND,24,RB,11,0,11,37,0,1,25,2.3,12,1.1,0,
151,Kadarius Toney,KAN,24,WR,12,2,11,31,0,2,7,0.6,24,2.2,1,11
152,Damien Williams,ARI,31,RB,3,0,11,43,0,1,28,2.5,15,1.4,1,11
153,Kyle Allen,BUF,27,QB,5,0,9,-9,0,,-9,-1,0,0,0,
154,Calvin Austin,PIT,24,WR,13,1,9,42,0,3,35,3.9,7,0.8,0,
155,Gary Brightwell,NYG,24,RB,7,0,9,19,0,0,7,0.8,12,1.3,1,9
156,DeeJay Dallas,SEA,25,RB,13,0,9,34,0,1,28,3.1,6,0.7,1,9
157,Sam Darnold,SFO,26,QB,6,0,9,-9,0,,-9,-1,0,0,0,
158,Derius Davis,LAC,23,WR,13,0,9,74,0,3,59,6.6,15,1.7,1,9
159,Taylor Heinicke,ATL,30,QB,3,2,9,68,0,2,65,7.2,3,0.3,0,
160,CeeDee Lamb,DAL,24,WR,13,13,9,84,1,5,56,6.2,28,3.1,3,3
161,Elijah Moore,CLE,23,WR,13,8,9,11,0,2,0,0,11,1.2,0,
162,KaVontae Turpin,DAL,27,WR,12,0,9,101,1,5,79,8.8,22,2.4,1,9
163,Khari Blasingame,CHI,27,FB,12,1,8,26,0,,11,1.4,15,1.9,0,
164,J.K. Dobbins,BAL,25,RB,1,1,8,22,1,1,18,2.3,4,0.5,0,
165,Zach Evans,LAR,22,RB,8,0,8,16,0,,12,1.5,4,0.5,1,8
166,Zay Flowers,BAL,23,WR,13,13,8,56,1,1,18,2.3,38,4.8,2,4
167,Calvin Ridley,JAX,29,WR,13,13,8,35,0,3,35,4.4,0,0,0,
168,Wan'Dale Robinson,NYG,22,WR,11,5,8,63,0,3,52,6.5,11,1.4,1,8
169,Marvin Mims,DEN,21,WR,13,5,7,18,0,1,3,0.4,15,2.1,1,7
170,Aidan O'Connell,LVR,25,QB,7,6,7,11,1,5,9,1.3,2,0.3,0,
171,Deven Thompkins,TAM,24,WR,13,1,7,57,0,4,38,5.4,19,2.7,0,
172,Tre Tucker,LVR,22,WR,12,0,7,63,0,2,52,7.4,11,1.6,1,7
173,Bailey Zappe,NWE,24,QB,6,2,7,29,0,3,29,4.1,0,0,0,
174,Ameer Abdullah,LVR,30,RB,13,0,6,42,0,2,34,5.7,8,1.3,0,
175,Michael Burton,DEN,31,FB,13,2,6,9,0,4,2,0.3,7,1.2,0,
176,Tyrion Davis-Price,SFO,23,RB,1,0,6,21,0,1,2,0.3,19,3.2,0,
177,Xavier Gipson,NYJ,22,WR,13,1,6,44,1,3,31,5.2,13,2.2,1,6
178,Tyler Huntley,BAL,25,QB,3,0,6,16,0,1,16,2.7,0,0,0,
179,Puka Nacua,LAR,22,WR,13,13,6,51,0,3,43,7.2,8,1.3,0,
180,Kalif Raymond,DET,29,WR,13,3,6,67,0,2,64,10.7,3,0.5,0,
181,Tyler Scott,CHI,22,WR,13,3,6,44,0,2,38,6.3,6,1,0,
182,Rashid Shaheed,NOR,25,WR,11,5,6,33,0,1,26,4.3,7,1.2,1,6
183,Clayton Tune,ARI,24,QB,4,1,6,29,1,2,28,4.7,1,0.2,0,
184,Andrew Beck,HOU,27,FB,12,10,5,3,1,2,2,0.4,1,0.2,0,
185,Mike Boone,HOU,28,RB,9,0,5,23,0,2,16,3.2,7,1.4,0,
186,Harrison Bryant,CLE,25,TE,13,7,5,8,0,4,5,1,3,0.6,0,
187,Erik Ezukanma,MIA,23,WR,2,0,5,22,0,1,9,1.8,13,2.6,1,5
188,Tyreek Hill,MIA,29,WR,13,13,5,15,0,2,-2,-0.4,17,3.4,1,5
189,Kyle Juszczyk,SFO,32,FB,13,12,5,6,0,2,6,1.2,0,0,0,
190,Dare Ogunbowale,HOU,29,RB,8,0,5,12,0,2,8,1.6,4,0.8,0,
191,Rashaad Penny,PHI,27,RB,2,0,5,17,0,1,15,3,2,0.4,0,
192,Brandon Powell,MIN,28,WR,13,2,5,17,0,1,14,2.8,3,0.6,0,
193,Mike White,MIA,28,QB,4,0,5,-7,0,0,-7,-1.4,0,0,0,
194,Malik Willis,TEN,24,QB,3,0,5,21,0,1,18,3.6,3,0.6,0,
195,Jameis Winston,NOR,29,QB,6,0,5,-6,0,0,-6,-1.2,0,0,0,
196,Israel Abanikanda,NYJ,21,RB,2,0,4,10,0,1,5,1.3,5,1.3,0,
197,Jamal Agnew,JAX,28,WR,8,1,4,-2,0,0,-2,-0.5,0,0,0,
198,Tutu Atwell,LAR,24,WR,13,13,4,35,0,2,29,7.3,6,1.5,0,
199,C.J. Beathard,JAX,30,QB,5,0,4,5,0,0,-2,-0.5,7,1.8,0,
200,Lynn Bowden Jr.,NOR,26,WR,11,1,4,34,0,3,29,7.3,5,1.3,0,
201,Tim Boyle,NYJ,29,QB,3,2,4,5,0,3,2,0.5,3,0.8,0,
202,Elijah Dotson,LAC,24,RB,4,0,4,6,0,,3,0.8,3,0.8,0,
203,Demario Douglas,NWE,23,WR,10,4,4,29,0,1,11,2.8,18,4.5,0,
204,Devin Duvernay,BAL,26,WR,13,1,4,15,0,,12,3,3,0.8,0,
205,Joe Flacco,CLE,38,QB,2,2,4,-1,0,1,-1,-0.3,0,0,0,
206,Marquise Goodwin,CLE,33,WR,9,0,4,33,0,2,33,8.3,0,0,0,
207,Jaren Hall,MIN,25,QB,2,1,4,10,0,0,9,2.3,1,0.3,0,
208,Deonte Harty,BUF,26,WR,12,1,4,0,0,0,-2,-0.5,2,0.5,1,4
209,Xavier Hutchinson,HOU,23,WR,12,0,4,44,0,3,35,8.8,9,2.3,1,4
210,Velus Jones Jr.,CHI,26,WR,10,0,4,22,0,1,12,3,10,2.5,0,
211,Drew Lock,SEA,27,QB,3,1,4,16,0,1,16,4,0,0,0,
212,D.J. Moore,CHI,26,WR,13,13,4,21,1,1,21,5.3,0,0,0,
213,Kene Nwangwu,MIN,25,RB,5,0,4,12,0,,7,1.8,5,1.3,0,
214,Curtis Samuel,WAS,27,WR,12,9,4,20,1,2,7,1.8,13,3.3,0,
215,Christian Watson,GNB,24,WR,9,9,4,11,0,1,-3,-0.8,14,3.5,1,4
216,Treylon Burks,TEN,23,WR,7,6,3,19,0,0,8,2.7,11,3.7,0,
217,DeAndre Carter,LVR,30,WR,13,1,3,18,0,2,17,5.7,1,0.3,0,
218,Ja'Marr Chase,CIN,23,WR,13,13,3,-6,0,0,-8,-2.7,2,0.7,0,
219,Brandin Cooks,DAL,30,WR,12,11,3,23,0,1,19,6.3,4,1.3,0,
220,Andy Dalton,CAR,36,QB,3,1,3,12,0,2,11,3.7,1,0.3,0,
221,Brian Hoyer,LVR,38,QB,3,1,3,-3,0,0,-3,-1,0,0,0,
222,Cole Kmet,CHI,24,TE,13,13,3,2,0,2,2,0.7,0,0,0,
223,Zonovan Knight,DET,22,RB,2,0,3,13,0,,7,2.3,6,2,0,
224,Hunter Luepke,DAL,23,RB,13,0,3,13,1,2,5,1.7,8,2.7,0,
225,Isaiah McKenzie,IND,28,WR,13,2,3,14,0,0,7,2.3,7,2.3,0,
226,Jakobi Meyers,LVR,27,WR,12,12,3,19,1,2,19,6.3,0,0,0,
227,Ty Montgomery,NWE,30,WR,13,0,3,9,0,0,9,3,0,0,0,
228,Skyy Moore,KAN,23,WR,13,8,3,23,0,1,18,6,5,1.7,0,
229,Devine Ozigbo,DET,27,RB,3,0,3,5,0,1,2,0.7,3,1,1,3
230,Trey Palmer,TAM,22,WR,13,4,3,22,0,1,20,6.7,2,0.7,0,
231,Brett Rypien,LAR,27,QB,2,1,3,19,0,1,19,6.3,0,0,0,
232,Amon-Ra St. Brown,DET,24,WR,12,12,3,13,0,1,7,2.3,6,2,0,
233,Keenan Allen,LAC,31,WR,13,13,2,6,0,1,6,3,0,0,0,
234,Nick Bawden,NYJ,27,FB,13,2,2,4,1,1,1,0.5,3,1.5,0,
235,Tyler Boyd,CIN,29,WR,13,11,2,11,0,1,11,5.5,0,0,0,
236,Teddy Bridgewater,DET,31,QB,1,0,2,-2,0,,-2,-1,0,0,0,
237,Marquise Brown,ARI,26,WR,13,13,2,23,0,1,23,11.5,0,0,0,
238,D'Wayne Eskridge,SEA,26,WR,4,0,2,5,0,1,5,2.5,0,0,0,
239,Chris Evans,CIN,26,RB,8,0,2,12,0,,7,3.5,5,2.5,0,
240,Gerald Everett,LAC,29,TE,11,8,2,4,0,0,3,1.5,1,0.5,0,
241,Jake Funk,IND,25,RB,4,0,2,10,0,0,10,5,0,0,0,
242,Blaine Gabbert,KAN,34,QB,1,0,2,-1,0,0,-1,-0.5,0,0,0,
243,Chris Godwin,TAM,27,WR,13,13,2,33,1,2,18,9,15,7.5,1,2
244,Derrick Gore,WAS,29,RB,3,0,2,23,0,1,22,11,1,0.5,0,
245,DeAndre Hopkins,TEN,31,WR,13,13,2,9,0,0,5,2.5,4,2,0,
246,Alec Ingold,MIA,27,FB,13,10,2,0,0,0,0,0,0,0,0,
247,Marcus Mariota,PHI,30,QB,2,0,2,6,0,1,6,3,0,0,0,
248,Ray-Ray McCloud,SFO,27,WR,11,1,2,23,0,2,21,10.5,2,1,0,
249,Darnell Mooney,CHI,26,WR,13,13,2,5,0,0,4,2,1,0.5,0,
250,Chris Moore,TEN,30,WR,13,4,2,39,0,1,36,18,3,1.5,0,
251,Chigoziem Okonkwo,TEN,24,TE,13,8,2,6,0,1,5,2.5,1,0.5,0,
252,Nathan Peterman,CHI,29,QB,1,0,2,-4,0,,-4,-2,0,0,0,
253,George Pickens,PIT,22,WR,13,13,2,15,0,1,15,7.5,0,0,0,
254,Jalen Reeves-Maybin,DET,28,LB,13,0,2,3,0,1,3,1.5,0,0,0,
255,Ben Skowronek,LAR,26,WR,13,0,2,9,0,1,3,1.5,6,3,0,
256,Tyquan Thornton,NWE,23,WR,6,3,2,42,0,1,8,4,34,17,2,1
257,Jaylen Waddle,MIA,25,WR,12,12,2,10,0,1,10,5,0,0,0,
258,Jameson Williams,DET,22,WR,9,7,2,23,1,1,23,11.5,0,0,0,
259,Garrett Wilson,NYJ,23,WR,13,13,2,9,0,1,5,2.5,4,2,0,
260,Jordan Addison,MIN,21,WR,13,10,1,2,0,0,2,2,0,0,0,
261,Mark Andrews,BAL,28,TE,10,9,1,0,0,0,0,0,0,0,0,
262,Rashod Bateman,BAL,24,WR,12,8,1,18,0,1,17,17,1,1,0,
263,Braxton Berrios,MIA,28,WR,12,1,1,11,0,1,1,1,10,10,1,1
264,Jake Bobo,SEA,25,WR,13,0,1,3,1,1,1,1,2,2,0,
265,Kendrick Bourne,NWE,28,WR,8,5,1,4,0,1,3,3,1,1,0,
266,Dyami Brown,WAS,24,WR,13,1,1,0,0,0,0,0,0,0,0,
267,Noah Brown,HOU,27,WR,7,4,1,-1,0,0,-1,-1,0,0,1,1
268,Jason Cabinda,DET,27,FB,3,0,1,0,0,,0,0,0,0,0,
269,Sean Clifford,GNB,25,QB,1,0,1,0,0,,0,0,0,0,0,
270,Jashaun Corbin,NYG,23,RB,3,0,1,1,0,1,1,1,0,0,0,
271,Ashtyn Davis,NYJ,27,S,13,5,1,4,0,1,2,2,2,2,0,
272,Gabriel Davis,BUF,24,WR,13,13,1,-2,0,0,-2,-2,0,0,0,
273,Kenyan Drake,BAL,29,RB,2,0,1,0,0,,0,0,0,0,0,
274,Blake Gillikin,ARI,25,P,9,0,1,10,0,1,10,10,0,0,0,
275,Kylen Granson,IND,25,TE,11,5,1,2,0,1,2,2,0,0,0,
276,Noah Gray,KAN,24,TE,13,7,1,1,0,0,1,1,0,0,0,
277,C.J. Ham,MIN,30,FB,13,4,1,7,0,0,5,5,2,2,0,
278,Mecole Hardman,2TM,25,,9,1,1,3,0,0,3,3,0,0,0,
279,Johnny Hekker,CAR,33,P,13,0,1,-11,0,,-11,-11,0,0,0,
280,Peyton Hendershot,DAL,24,TE,4,0,1,0,0,,0,0,0,0,0,
281,Connor Heyward,PIT,24,TE,13,3,1,0,0,0,0,0,0,0,0,
282,KhaDarel Hodge,ATL,28,WR,13,3,1,0,0,0,0,0,0,0,0,
283,Amani Hooker,TEN,25,DB,12,12,1,2,0,1,2,2,0,0,0,
284,Evan Hull,IND,23,RB,1,0,1,1,0,,1,1,0,0,0,
285,Rakim Jarrett,TAM,22,WR,10,0,1,0,0,0,0,0,0,0,0,
286,Van Jefferson,2TM,27,,13,7,1,4,0,0,3,3,1,1,0,
287,Quentin Johnston,LAC,22,WR,13,6,1,2,0,0,1,1,1,1,0,
288,Christian Kirk,JAX,27,WR,12,12,1,6,0,0,6,6,0,0,0,
289,George Kittle,SFO,30,TE,13,13,1,2,0,1,1,1,1,1,0,
290,Sam LaPorta,DET,22,TE,13,11,1,4,0,0,4,4,0,0,0,
291,Keisean Nixon,GNB,26,CB,13,10,1,11,0,1,0,0,11,11,1,1
292,La'Mical Perine,KAN,25,RB,2,0,1,1,0,,1,1,0,0,0,
293,Kyle Pitts,ATL,23,TE,13,11,1,-4,0,0,-4,-4,0,0,0,
294,Adam Prentice,NOR,26,FB,9,1,1,5,0,,5,5,0,0,0,
295,Rashee Rice,KAN,23,WR,13,6,1,-3,0,0,-3,-3,0,0,0,
296,James Robinson,GNB,25,RB,1,0,1,2,0,,0,0,2,2,0,
297,Trevor Siemian,NYJ,32,QB,1,0,1,8,0,0,8,8,0,0,0,
