Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
1,Tyreek Hill,MIA,29,WR,1,1,15,11,215,2,9,166,15.1,49,4.5,15,3,3.7,1,6.7,0,154.9
2,Stefon Diggs,BUF,30,WR,1,1,13,10,102,1,6,74,7.4,28,2.8,10.1,0,,0,0,1,92.5
3,Puka Nacua,LAR,22,WR,1,1,15,10,119,0,6,78,7.8,41,4.1,9.6,0,,0,0,0,90.7
4,Zay Flowers,BAL,23,WR,1,1,10,9,78,0,5,25,2.8,53,5.9,2.6,1,9,0,0,1,59.6
5,Justin Jefferson,MIN,24,WR,1,1,12,9,150,0,5,83,9.2,67,7.4,9.6,0,,0,0,0,116.7
6,Jakobi Meyers,LVR,27,WR,1,1,10,9,81,2,5,64,7.1,17,1.9,6.9,0,,0,0,0,140
7,Brandon Aiyuk,SFO,25,WR,1,1,8,8,129,2,8,109,13.6,20,2.5,13.6,0,,0,0,0,158.3
8,T.J. Hockenson,MIN,26,TE,1,1,9,8,35,0,3,22,2.8,13,1.6,3.6,0,,0,0,0,82.9
9,Chris Olave,NOR,23,WR,1,1,10,8,112,0,6,48,6,64,8,12.9,0,,0,0,0,113.3
10,Michael Pittman Jr.,IND,26,WR,1,1,11,8,97,1,4,43,5.4,54,6.8,4.8,0,,0,0,0,129.7
11,Calvin Ridley,JAX,29,WR,1,1,11,8,101,1,4,65,8.1,36,4.5,8.8,0,,0,0,0,131.2
12,A.J. Brown,PHI,26,WR,1,1,10,7,79,0,4,71,10.1,8,1.1,17.6,0,,1,10,0,93.3
13,DeAndre Hopkins,TEN,31,WR,1,1,13,7,65,0,3,60,8.6,5,0.7,10,0,,1,7.7,2,28.2
14,DeVonta Smith,PHI,25,WR,1,1,10,7,47,1,3,35,5,12,1.7,7.3,0,,0,0,0,113.3
15,Davante Adams,LVR,31,WR,1,1,9,6,66,0,4,63,10.5,3,0.5,10,0,,1,11.1,0,88.2
16,Keenan Allen,LAC,31,WR,1,1,9,6,76,0,2,17,2.8,59,9.8,3.9,1,6,0,0,0,92.8
17,Tutu Atwell,LAR,24,WR,1,1,8,6,119,0,6,28,4.7,91,15.2,8.8,0,,0,0,0,116.7
18,Calvin Austin,PIT,24,WR,1,0,6,6,37,0,1,21,3.5,16,2.7,3.5,0,,0,0,0,92.4
19,Kendrick Bourne,NWE,28,WR,1,1,11,6,64,2,3,41,6.8,23,3.8,12,0,,1,9.1,1,73.5
20,Nico Collins,HOU,24,WR,1,1,11,6,80,0,3,59,9.8,21,3.5,14.1,0,,0,0,0,77.8
21,Zach Ertz,ARI,33,TE,1,1,10,6,21,0,1,15,2.5,6,1,5.6,0,,0,0,0,64.6
22,Mike Evans,TAM,30,WR,1,1,10,6,66,1,2,54,9,12,2,12,1,6,1,10,0,112.9
23,Roschon Johnson,CHI,22,RB,1,0,7,6,35,0,1,4,0.7,31,5.2,1.4,0,,0,0,0,87.5
24,Bijan Robinson,ATL,21,RB,1,1,6,6,27,1,2,-24,-4,51,8.5,-4,4,1.5,0,0,0,125
25,Amon-Ra St. Brown,DET,24,WR,1,1,9,6,71,1,4,54,9,17,2.8,6.4,0,,0,0,0,127.5
26,Rhamondre Stevenson,NWE,25,RB,1,1,6,6,64,0,3,-4,-0.7,68,11.3,-0.7,1,6,0,0,0,111.1
27,Robert Woods,HOU,31,WR,1,1,10,6,57,0,4,37,6.2,20,3.3,7.6,0,,1,10,0,75.8
28,Ja'Marr Chase,CIN,23,WR,1,1,9,5,39,0,3,20,4,19,3.8,9.9,1,5,0,0,0,66.4
29,James Conner,ARI,28,RB,1,1,5,5,8,0,1,-6,-1.2,14,2.8,-1.2,1,5,0,0,0,79.2
30,Jahan Dotson,WAS,23,WR,1,1,7,5,40,0,3,37,7.4,3,0.6,9.1,0,,0,0,1,45.8
31,Ezekiel Elliott,NWE,28,RB,1,0,7,5,14,0,0,-13,-2.6,27,5.4,-3,2,2.5,0,0,0,74.1
32,Evan Engram,JAX,29,TE,1,1,5,5,49,0,2,24,4.8,25,5,4.8,0,,0,0,0,107.5
33,Travis Etienne,JAX,24,RB,1,1,5,5,27,0,0,4,0.8,23,4.6,0.8,1,5,0,0,0,89.2
34,Chris Godwin,TAM,27,WR,1,1,6,5,51,0,4,39,7.8,12,2.4,6,0,,0,0,0,102.1
35,Hunter Henry,NWE,29,TE,1,1,6,5,56,1,5,51,10.2,5,1,10.7,0,,1,16.7,0,145.1
36,Hayden Hurst,CAR,30,TE,1,1,7,5,41,1,3,28,5.6,13,2.6,8.1,1,5,0,0,1,86
37,Deon Jackson,IND,24,RB,1,1,6,5,14,0,0,-6,-1.2,20,4,-0.7,2,2.5,1,16.7,0,79.2
38,Zay Jones,JAX,28,WR,1,1,7,5,55,1,4,53,10.6,2,0.4,10.6,0,,0,0,0,133.9
39,Cole Kmet,CHI,24,TE,1,1,7,5,44,0,2,16,3.2,28,5.6,3.4,0,,0,0,0,87.8
40,Sam LaPorta,DET,22,TE,1,1,5,5,39,0,2,28,5.6,11,2.2,5.6,0,,0,0,0,99.2
41,George Pickens,PIT,22,WR,1,1,7,5,36,0,1,26,5.2,10,2,11.6,0,,0,0,0,83
42,Allen Robinson,PIT,30,WR,1,1,8,5,64,0,2,38,7.6,26,5.2,7.1,0,,0,0,0,87.5
43,Curtis Samuel,WAS,27,WR,1,0,5,5,54,0,2,27,5.4,27,5.4,5.4,1,5,0,0,0,111.7
44,Deebo Samuel,SFO,27,WR,1,1,7,5,55,0,3,44,8.8,11,2.2,10.4,0,,0,0,0,94.3
45,Rashid Shaheed,NOR,25,WR,1,0,6,5,89,1,3,84,16.8,5,1,16.3,0,,0,0,0,158.3
46,Michael Thomas,NOR,30,WR,1,1,8,5,61,0,2,58,11.6,3,0.6,9.8,0,,0,0,0,85.9
47,Adam Trautman,DEN,26,TE,1,1,5,5,34,0,1,18,3.6,16,3.2,3.6,0,,0,0,0,95
48,Jaylen Warren,PIT,25,RB,1,0,6,5,12,0,1,-10,-2,22,4.4,-1.5,3,1.7,0,0,0,79.2
49,Garrett Wilson,NYJ,23,WR,1,1,5,5,34,1,3,32,6.4,2,0.4,6.4,0,,0,0,0,134.6
50,Jordan Addison,MIN,21,WR,1,0,6,4,61,1,2,57,14.3,4,1,12.2,0,,0,0,0,139.6
51,Nick Chubb,CLE,28,RB,1,1,4,4,21,0,1,1,0.3,20,5,0.3,0,,0,0,0,88.5
52,James Cook,BUF,24,RB,1,1,6,4,17,0,0,0,0,17,4.3,4,0,,0,0,0,70.1
53,Romeo Doubs,GNB,23,WR,1,0,5,4,26,2,3,18,4.5,8,2,5.4,0,,0,0,0,127.9
54,Demario Douglas,NWE,23,WR,1,0,7,4,40,0,2,32,8,8,2,10.6,0,,0,0,0,73.5
55,Austin Ekeler,LAC,28,RB,1,1,5,4,47,0,2,3,0.8,44,11,3.6,0,,0,0,0,105.8
56,Kenneth Gainwell,PHI,24,RB,1,1,4,4,20,0,0,-1,-0.3,21,5.3,-0.3,0,,0,0,0,87.5
57,Kylen Granson,IND,25,TE,1,0,6,4,39,0,4,1,0.3,38,9.5,4.2,0,,0,0,0,84.7
58,Van Jefferson,LAR,27,WR,1,1,5,4,24,0,1,23,5.8,1,0.3,11.4,0,,0,0,0,86.7
59,Dalton Kincaid,BUF,24,TE,1,1,4,4,26,0,,5,1.3,21,5.3,1.3,0,,0,0,0,93.7
60,CeeDee Lamb,DAL,24,WR,1,1,4,4,77,0,3,37,9.3,40,10,9.3,0,,0,0,0,118.7
61,Darnell Mooney,CHI,26,WR,1,1,7,4,53,1,3,45,11.3,8,2,7.6,0,,0,0,1,81.2
62,Isiah Pacheco,KAN,24,RB,1,0,4,4,31,0,1,3,0.8,28,7,0.8,3,1.3,0,0,0,99
63,Samaje Perine,DEN,28,RB,1,0,4,4,37,0,2,4,1,33,8.3,1,1,4,0,0,0,105.2
64,Josh Reynolds,DET,28,WR,1,1,7,4,80,0,4,56,14,24,6,9.1,0,,1,14.3,0,97.3
65,Miles Sanders,CAR,26,RB,1,1,6,4,26,0,1,-1,-0.3,27,6.8,-0.7,1,4,0,0,0,75.7
66,JuJu Smith-Schuster,NWE,27,WR,1,1,7,4,33,0,1,14,3.5,19,4.8,3.3,0,,1,14.3,0,69.3
67,Courtland Sutton,DEN,28,WR,1,1,5,4,32,1,2,28,7,4,1,7.6,0,,0,0,0,132.9
68,Logan Thomas,WAS,32,TE,1,1,8,4,43,0,1,31,7.8,12,3,5.9,0,,1,12.5,0,66.1
69,Jaylen Waddle,MIA,25,WR,1,1,5,4,78,0,3,44,11,34,8.5,14.8,0,,0,0,0,118.7
70,Kenneth Walker III,SEA,23,RB,1,1,5,4,3,0,1,-17,-4.3,20,5,-5.2,0,,0,0,0,79.2
71,Nick Westbrook-Ikhine,TEN,26,WR,1,0,7,4,58,0,3,12,3,46,11.5,5,0,,0,0,0,84.2
72,Javonte Williams,DEN,23,RB,1,1,6,4,5,0,0,-9,-2.3,14,3.5,-1.8,0,,0,0,0,70.1
73,Mike Williams,LAC,29,WR,1,1,5,4,45,0,1,4,1,41,10.3,2.2,0,,0,0,0,104.2
74,Tyler Allgeier,ATL,23,RB,1,0,3,3,19,0,1,3,1,16,5.3,1,0,,0,0,0,93.1
75,Saquon Barkley,NYG,26,RB,1,1,4,3,12,0,2,0,0,12,4,1.5,1,3,1,25,1,37.5
76,Rashod Bateman,BAL,24,WR,1,0,3,3,35,0,1,31,10.3,4,1.3,10.3,0,,0,0,0,115.3
77,Braxton Berrios,MIA,28,WR,1,0,5,3,42,0,3,41,13.7,1,0.3,18.2,0,,0,0,1,47.5
78,Mike Boone,HOU,28,RB,1,0,4,3,18,0,1,-3,-1,21,7,-1.8,0,,1,25,0,83.3
79,Marquise Brown,ARI,26,WR,1,1,5,3,28,0,3,28,9.3,0,0,9.6,0,,0,0,0,75.4
80,Noah Brown,HOU,27,WR,1,0,4,3,20,0,,-8,-2.7,28,9.3,-0.3,0,,0,0,0,85.4
81,Dalvin Cook,NYJ,28,RB,1,0,3,3,26,0,1,-5,-1.7,31,10.3,-1.7,0,,0,0,0,102.8
82,Amari Cooper,CLE,29,WR,1,1,7,3,37,0,2,36,12,1,0.3,15.4,0,,0,0,0,59.8
83,River Cracraft,MIA,29,WR,1,0,5,3,40,1,3,26,8.7,14,4.7,9,0,,1,20,0,125
84,Tank Dell,HOU,24,WR,1,0,4,3,34,0,3,27,9,7,2.3,8.5,0,,0,0,0,100
85,Josh Downs,IND,22,WR,1,1,7,3,30,0,1,7,2.3,23,7.7,2,0,,0,0,0,55.7
86,Mike Gesicki,NWE,28,TE,1,1,3,3,36,0,3,12,4,24,8,4,0,,0,0,0,116.7
87,Noah Gray,KAN,24,TE,1,1,5,3,31,0,1,10,3.3,21,7,7.4,2,1.5,0,0,0,77.9
88,Deonte Harty,BUF,26,WR,1,0,4,3,9,0,1,-15,-5,24,8,12.5,0,,0,0,1,37.5
89,Khalil Herbert,CHI,25,RB,1,1,5,3,37,0,3,2,0.7,35,11.7,-0.2,0,,0,0,0,82.9
90,Tyler Higbee,LAR,30,TE,1,1,3,3,49,0,3,6,2,43,14.3,12.3,0,,0,0,0,118.7
91,Mack Hollins,ATL,30,WR,1,0,4,3,31,0,1,30,10,1,0.3,8,0,,0,0,0,96.9
92,Diontae Johnson,PIT,27,WR,1,1,6,3,48,0,2,21,7,27,9,13,0,,0,0,1,37.5
93,Juwan Johnson,NOR,27,TE,1,1,5,3,36,0,1,17,5.7,19,6.3,9,0,,0,0,1,42.5
94,George Kittle,SFO,30,TE,1,1,6,3,19,0,1,4,1.3,15,5,3,0,,1,16.7,0,56.9
95,Dawson Knox,BUF,27,TE,1,1,4,3,25,0,1,16,5.3,9,3,7.8,0,,0,0,0,90.6
96,Alexander Mattison,MIN,25,RB,1,1,4,3,10,1,1,0,0,10,3.3,2.3,1,3,0,0,0,116.7
97,Christian McCaffrey,SFO,27,RB,1,1,5,3,17,0,1,9,3,8,2.7,2.4,0,,0,0,0,66.2
98,D.K. Metcalf,SEA,26,WR,1,1,5,3,47,1,2,35,11.7,12,4,15.2,0,,0,0,0,130.8
99,Joe Mixon,CIN,27,RB,1,1,5,3,17,0,0,-6,-2,23,7.7,-2.6,0,,1,20,0,66.2
100,Elijah Moore,CLE,23,WR,1,1,7,3,43,0,2,36,12,7,2.3,7.6,0,,1,14.3,1,23.8
101,Rondale Moore,ARI,23,WR,1,1,3,3,33,0,1,8,2.7,25,8.3,2.7,0,,0,0,0,112.5
102,Luke Musgrave,GNB,23,TE,1,1,4,3,50,0,1,41,13.7,9,3,18,0,,0,0,0,116.7
103,Josh Oliver,MIN,26,TE,1,1,3,3,32,0,2,13,4.3,19,6.3,4.3,0,,0,0,0,111.1
104,K.J. Osborn,MIN,26,WR,1,1,6,3,31,0,1,30,10,1,0.3,9.8,0,,0,0,1,25.7
105,Donald Parham,LAC,26,TE,1,1,3,3,21,1,2,13,4.3,8,2.7,4.3,0,,0,0,0,135.4
106,Rashee Rice,KAN,23,WR,1,0,5,3,29,1,2,14,4.7,15,5,9.4,0,,1,20,0,115.8
107,Darius Slayton,NYG,26,WR,1,0,5,3,15,0,,8,2.7,7,2.3,7,0,,0,0,0,64.6
108,Irv Smith Jr.,CIN,25,TE,1,1,5,3,17,0,,9,3,8,2.7,0.4,0,,1,20,0,66.2
109,Jaxon Smith-Njigba,SEA,21,WR,1,0,5,3,13,0,1,3,1,10,3.3,2,0,,0,0,0,64.6
110,Durham Smythe,MIA,28,TE,1,1,7,3,44,0,3,20,6.7,24,8,8.3,0,,0,0,0,64
111,Darren Waller,NYG,31,TE,1,1,5,3,36,0,2,22,7.3,14,4.7,5.4,0,,0,0,1,42.5
112,Odell Beckham Jr.,BAL,31,WR,1,1,3,2,37,0,2,36,18,1,0.5,13,0,,0,0,0,109
113,Blake Bell,KAN,32,TE,1,0,3,2,12,1,1,4,2,8,4,4.3,0,,0,0,0,113.9
114,Tyler Boyd,CIN,29,WR,1,1,3,2,10,0,,9,4.5,1,0.5,2.7,0,,0,0,0,71.5
115,Gary Brightwell,NYG,24,RB,1,0,2,2,6,0,,-10,-5,16,8,-5,0,,0,0,0,79.2
116,Harrison Bryant,CLE,25,TE,1,0,2,2,5,1,1,4,2,1,0.5,2,0,,0,0,0,118.7
117,Treylon Burks,TEN,23,WR,1,1,3,2,18,0,1,12,6,6,3,8,0,,1,33.3,0,82.6
118,Lawrence Cager,NYG,26,TE,1,0,2,2,17,0,1,2,1,15,7.5,1,0,,0,0,0,102.1
119,Michael Carter,NYJ,24,RB,1,0,2,2,12,0,,8,4,4,2,4,0,,0,0,0,91.7
120,Brandin Cooks,DAL,30,WR,1,1,4,2,22,0,2,20,10,2,1,10,0,,0,0,0,66.7
121,Gabriel Davis,BUF,24,WR,1,1,4,2,32,0,2,24,12,8,4,17.5,0,,0,0,1,37.5
122,AJ Dillon,GNB,25,RB,1,0,3,2,17,0,1,1,0.5,16,8,0.7,0,,0,0,0,81.2
123,Will Dissly,SEA,27,TE,1,1,2,2,17,0,1,4,2,13,6.5,2,0,,0,0,0,102.1
124,J.K. Dobbins,BAL,25,RB,1,1,3,2,15,0,0,0,0,15,7.5,1,1,2,0,0,0,78.5
125,Greg Dulcich,DEN,23,TE,1,1,2,2,22,0,2,19,9.5,3,1.5,9.5,0,,0,0,0,112.5
126,Gerald Everett,LAC,29,TE,1,1,3,2,21,0,2,1,0.5,20,10,2.7,2,1,0,0,0,86.8
127,Jake Ferguson,DAL,24,TE,1,1,7,2,11,0,,2,1,9,4.5,4,0,,2,28.6,0,39.6
128,D'Onta Foreman,CHI,27,RB,1,0,3,2,8,0,0,2,1,6,3,0.3,0,,0,0,0,70.1
129,Jahmyr Gibbs,DET,21,RB,1,0,2,2,18,0,1,-4,-2,22,11,-2,0,,0,0,0,104.2
130,C.J. Ham,MIN,30,FB,1,0,3,2,7,0,,-1,-0.5,8,4,0.7,0,,1,33.3,0,70.1
131,Damien Harris,BUF,26,RB,1,0,2,2,16,0,,6,3,10,5,3,0,,0,0,0,100
132,Najee Harris,PIT,25,RB,1,1,2,2,2,0,0,0,0,2,1,0,0,,0,0,0,79.2
133,Derrick Henry,TEN,29,RB,1,1,3,2,56,0,1,-10,-5,66,33,-5.7,0,,0,0,0,109.7
134,Connor Heyward,PIT,24,TE,1,0,4,2,19,0,,19,9.5,0,0,14.3,0,,0,0,1,24
135,Chuba Hubbard,CAR,24,RB,1,0,2,2,9,0,0,-4,-2,13,6.5,-2,0,,0,0,0,85.4
136,Lil'Jordan Humphrey,DEN,25,WR,1,1,2,2,11,1,1,9,4.5,2,1,4.5,0,,0,0,0,129.2
137,Alec Ingold,MIA,27,FB,1,1,2,2,34,0,2,12,6,22,11,6,0,,0,0,0,118.7
138,Josh Jacobs,LVR,25,RB,1,1,3,2,23,0,1,-5,-2.5,28,14,-1,1,2,0,0,0,89.6
139,Brandon Johnson,DEN,25,WR,1,0,3,2,31,0,1,31,15.5,0,0,11,0,,0,0,0,100.7
140,Quentin Johnston,LAC,22,WR,1,0,3,2,9,0,1,7,3.5,2,1,12.3,0,,0,0,0,70.1
141,Aaron Jones,GNB,29,RB,1,1,4,2,86,1,2,1,0.5,85,42.5,-1,0,,0,0,0,135.4
142,Marvin Jones,DET,33,WR,1,1,6,2,8,0,,4,2,4,2,10,0,,2,33.3,0,42.4
143,Allen Lazard,NYJ,28,WR,1,1,4,2,46,0,2,24,12,22,11,9.5,0,,0,0,0,91.7
144,Tyler Lockett,SEA,31,WR,1,1,4,2,10,0,1,9,4.5,1,0.5,12,0,,0,0,0,56.2
145,Terrace Marshall Jr.,CAR,23,WR,1,1,6,2,23,0,2,17,8.5,6,3,15.8,0,,0,0,1,6.2
146,Trey McBride,ARI,24,TE,1,0,2,2,23,0,2,14,7,9,4.5,7,0,,0,0,0,114.6
147,Anthony McFarland Jr.,PIT,24,RB,1,0,2,2,11,0,1,4,2,7,3.5,2,0,,0,0,0,89.6
148,Terry McLaurin,WAS,28,WR,1,1,4,2,31,0,2,20,10,11,5.5,11,1,2,0,0,0,76
149,Marvin Mims,DEN,21,WR,1,0,2,2,9,0,1,3,1.5,6,3,1.5,0,,0,0,0,85.4
150,Jonathan Mingo,CAR,22,WR,1,1,5,2,17,0,1,17,8.5,0,0,17.4,0,,0,0,0,49.6
151,Ty Montgomery,NWE,30,WR,1,0,3,2,9,0,1,-2,-1,11,5.5,6,0,,0,0,0,70.1
152,D.J. Moore,CHI,26,WR,1,1,2,2,25,0,2,13,6.5,12,6,6.5,0,,0,0,0,118.7
153,Raheem Mostert,MIA,31,RB,1,1,2,2,13,0,0,1,0.5,12,6,0.5,1,2,0,0,0,93.7
154,David Njoku,CLE,27,TE,1,1,3,2,24,0,1,2,1,22,11,2.3,0,,0,0,0,91
155,Cade Otton,TAM,24,TE,1,1,3,2,19,0,1,6,3,13,6.5,5.7,0,,0,0,0,84
156,Trey Palmer,TAM,22,WR,1,0,3,2,8,1,1,8,4,0,0,4.3,0,,0,0,0,109.7
157,Dameon Pierce,HOU,23,RB,1,1,3,2,9,0,,-5,-2.5,14,7,0,0,,0,0,0,70.1
158,Kyle Pitts,ATL,23,TE,1,1,3,2,44,0,2,37,18.5,7,3.5,17.3,0,,0,0,0,109.7
159,Tony Pollard,DAL,26,RB,1,1,3,2,12,0,1,-1,-0.5,13,6.5,-0.7,0,,0,0,0,74.3
160,Jayden Reed,GNB,23,WR,1,1,5,2,48,0,2,31,15.5,17,8.5,18.8,0,,0,0,0,75.4
161,Dalton Schultz,HOU,27,TE,1,0,4,2,4,0,,2,1,2,1,3,0,,0,0,0,56.2
162,Tyler Scott,CHI,22,WR,1,0,2,2,14,0,1,5,2.5,9,4.5,2.5,0,,0,0,0,95.8
163,Laviska Shenault Jr.,CAR,25,WR,1,0,2,2,16,0,1,-11,-5.5,27,13.5,-5.5,1,2,0,0,0,100
164,Adam Thielen,CAR,33,WR,1,1,2,2,12,0,1,9,4.5,3,1.5,4.5,0,,0,0,0,91.7
