Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
1,Keenan Allen,LAC,31,WR,3,3,39,32,402,2,17,256,8,146,4.6,8.6,1,32,1,2.6,0,126.7
2,Puka Nacua,LAR,22,WR,3,3,42,30,338,0,17,218,7.3,120,4,8.3,1,30,5,11.9,1,85.2
3,Justin Jefferson,MIN,24,WR,3,3,38,27,458,1,20,290,10.7,168,6.2,10.8,1,27,0,0,0,120.3
4,Davante Adams,LVR,31,WR,3,3,37,25,322,3,18,264,10.6,58,2.3,11.5,0,,1,2.7,1,110.4
5,Stefon Diggs,BUF,30,WR,3,3,32,25,279,1,14,199,8,80,3.2,9.1,4,6.3,0,0,1,100.4
6,Tyreek Hill,MIA,29,WR,3,3,35,25,412,4,21,296,11.8,116,4.6,13.7,4,6.3,2,5.7,1,136.8
7,Michael Pittman Jr.,IND,26,WR,3,3,34,25,230,1,11,115,4.6,115,4.6,5.9,0,,0,0,0,101.3
8,T.J. Hockenson,MIN,26,TE,3,2,28,23,179,2,10,111,4.8,68,3,6.2,1,23,0,0,1,102.2
9,Ja'Marr Chase,CIN,23,WR,3,3,32,22,211,0,12,107,4.9,104,4.7,8.3,3,7.3,1,3.1,0,86.8
10,Chris Olave,NOR,23,WR,3,1,32,22,302,0,15,192,8.7,110,5,11.6,0,,0,0,1,85.7
11,Zay Flowers,BAL,23,WR,3,3,25,21,188,0,8,86,4.1,102,4.9,4.8,3,7,0,0,1,81.3
12,Amon-Ra St. Brown,DET,24,WR,3,3,27,21,275,1,12,193,9.2,82,3.9,8.1,1,21,2,7.4,0,121.5
13,A.J. Brown,PHI,26,WR,3,3,30,20,239,0,13,137,6.9,102,5.1,11.6,2,10,2,6.7,0,90.8
14,Adam Thielen,CAR,33,WR,3,3,25,20,211,2,14,144,7.2,67,3.4,8.2,1,20,0,0,0,128.5
15,CeeDee Lamb,DAL,24,WR,3,3,24,19,273,0,12,155,8.2,118,6.2,7.6,1,19,0,0,0,114.1
16,Mike Williams,LAC,29,WR,3,3,26,19,249,1,9,141,7.4,108,5.7,11.8,1,19,0,0,0,115.7
17,Evan Engram,JAX,29,TE,3,3,21,18,173,0,8,47,2.6,126,7,3.5,1,18,2,9.5,0,101
18,Sam LaPorta,DET,22,TE,3,2,22,18,186,1,9,110,6.1,76,4.2,6.3,3,6,0,0,0,117
19,Michael Thomas,NOR,30,WR,3,2,26,18,166,0,7,149,8.3,17,0.9,8.1,1,18,0,0,0,86.4
20,Tutu Atwell,LAR,24,WR,3,3,26,17,246,1,14,186,10.9,60,3.5,13,0,,1,3.8,0,108.8
21,Amari Cooper,CLE,29,WR,3,3,25,17,243,1,12,225,13.2,18,1.1,15.6,0,,0,0,0,112.6
22,Mike Evans,TAM,30,WR,3,3,28,17,297,3,10,194,11.4,103,6.1,13.6,2,8.5,3,10.7,0,132.6
23,Deebo Samuel,SFO,27,WR,3,3,28,17,247,1,11,106,6.2,141,8.3,7.1,5,3.4,0,0,0,101.3
24,Courtland Sutton,DEN,28,WR,3,3,23,17,189,2,9,138,8.1,51,3,9.6,0,,0,0,1,108.8
25,Christian Kirk,JAX,27,WR,3,3,23,16,173,1,8,124,7.8,49,3.1,7.9,1,16,1,4.3,0,105.9
26,Jakobi Meyers,LVR,27,WR,2,2,22,16,166,2,7,135,8.4,31,1.9,10.1,1,16,0,0,1,105.5
