Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
1,Keenan Allen,LAC,31,WR,9,9,97,73,895,6,41,594,8.1,301,4.1,9.7,4,18.3,3,3.1,1,119.6
2,Stefon Diggs,BUF,30,WR,10,10,102,73,868,7,43,595,8.2,273,3.7,10.6,8,9.1,4,3.9,2,111.9
3,T.J. Hockenson,MIN,26,TE,10,7,95,71,681,4,38,418,5.9,263,3.7,7,4,17.8,4,4.2,1,103.9
4,Ja'Marr Chase,CIN,23,WR,9,9,99,69,821,5,45,449,6.5,372,5.4,8.3,4,17.3,4,4,1,107.3
5,Tyreek Hill,MIA,29,WR,9,9,97,69,1076,8,50,668,9.7,408,5.9,10.6,6,11.5,8,8.2,2,126.5
6,CeeDee Lamb,DAL,24,WR,9,9,86,68,975,4,42,636,9.4,339,5,10.5,6,11.3,1,1.2,0,129.4
7,Adam Thielen,CAR,33,WR,9,9,86,68,652,4,38,402,5.9,250,3.7,6.7,2,34,4,4.7,0,113.8
8,A.J. Brown,PHI,26,WR,9,9,92,67,1005,6,46,689,10.3,316,4.7,13,7,9.6,4,4.3,2,121
9,Michael Pittman Jr.,IND,26,WR,10,10,98,66,677,3,28,370,5.6,307,4.7,8.1,1,66,0,0,6,71.7
10,Amon-Ra St. Brown,DET,24,WR,8,8,87,65,821,4,38,509,7.8,312,4.8,7.8,4,16.3,4,4.6,3,104.6
11,Puka Nacua,LAR,22,WR,9,9,96,64,827,2,41,515,8,312,4.9,8.7,3,21.3,7,7.3,1,96.1
12,Davante Adams,LVR,31,WR,10,10,98,57,659,3,37,466,8.2,193,3.4,11.5,1,57,3,3.1,5,67.5
13,Travis Kelce,KAN,34,TE,8,8,72,57,597,4,31,318,5.6,279,4.9,6.5,2,28.5,3,4.2,2,108.2
14,Chris Olave,NOR,23,WR,10,8,94,56,657,3,34,449,8,208,3.7,13.8,1,56,2,2.1,3,78.2
15,Evan Engram,JAX,29,TE,9,8,68,55,446,0,19,154,2.8,292,5.3,3.6,1,55,4,5.9,0,94
16,Garrett Wilson,NYJ,23,WR,9,9,95,55,642,2,27,431,7.8,211,3.8,10.7,8,6.9,3,3.2,3,72.3
17,D.J. Moore,CHI,26,WR,10,10,71,52,793,5,36,446,8.6,347,6.7,11.4,6,8.7,2,2.8,3,115.5
18,Terry McLaurin,WAS,28,WR,10,10,79,51,601,2,29,419,8.2,182,3.6,10.5,3,17,4,5.1,1,90.7
19,Zay Flowers,BAL,23,WR,10,10,68,50,545,1,25,329,6.6,216,4.3,8.5,7,7.1,1,1.5,1,95.5
20,Alvin Kamara,NOR,28,RB,7,7,56,50,305,1,15,-17,-0.3,322,6.4,-0.1,5,10,2,3.6,0,95.3
