Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
1,Puka Nacua,LAR,22,WR,4,4,52,39,501,1,25,333,8.5,168,4.3,9.2,1,39,5,9.6,1,103.1
2,Keenan Allen,LAC,31,WR,4,4,44,35,434,3,19,274,7.8,160,4.6,9.1,1,35,1,2.3,0,130.5
3,Davante Adams,LVR,31,WR,4,4,50,33,397,3,23,325,9.8,72,2.2,11.4,0,,2,4,1,101.8
4,Justin Jefferson,MIN,24,WR,4,4,47,33,543,3,26,371,11.2,172,5.2,11.1,1,33,0,0,0,130
5,Stefon Diggs,BUF,30,WR,4,4,39,31,399,4,19,273,8.8,126,4.1,9.5,4,7.8,0,0,1,132.8
6,A.J. Brown,PHI,26,WR,4,4,43,29,414,2,20,264,9.1,150,5.2,11.2,2,14.5,2,4.7,0,113.9
7,Ja'Marr Chase,CIN,23,WR,4,4,41,29,284,0,16,136,4.7,148,5.1,7.3,4,7.3,1,2.4,0,89.9
8,Tyreek Hill,MIA,29,WR,4,4,40,28,470,4,24,342,12.2,128,4.6,13.4,4,7,2,5,1,132.3
9,Adam Thielen,CAR,33,WR,4,4,33,27,287,2,18,182,6.7,105,3.9,7.7,1,27,1,3,0,123.1
10,Michael Pittman Jr.,IND,26,WR,4,4,39,26,245,1,12,129,5,116,4.5,7.3,0,,0,0,0,92.4
11,Amon-Ra St. Brown,DET,24,WR,4,4,35,26,331,2,16,233,9,98,3.8,8.7,4,6.5,2,5.7,2,98.6
12,Evan Engram,JAX,29,TE,4,4,29,25,232,0,11,76,3,156,6.2,3.7,1,25,3,10.3,0,100
13,T.J. Hockenson,MIN,26,TE,4,3,31,25,203,2,12,104,4.2,99,4,5.9,1,25,1,3.2,1,102
14,Zay Flowers,BAL,23,WR,4,4,29,24,244,0,10,129,5.4,115,4.8,6.1,3,8,0,0,1,87.4
15,Christian Kirk,JAX,27,WR,4,4,35,24,257,1,12,179,7.5,78,3.3,7.5,1,24,2,5.7,0,99.3
16,CeeDee Lamb,DAL,24,WR,4,4,30,23,309,1,14,183,8,126,5.5,7.9,2,11.5,0,0,0,120
17,Chris Olave,NOR,23,WR,4,2,38,23,306,0,15,189,8.2,117,5.1,12.8,0,,0,0,2,64.1
18,Tutu Atwell,LAR,24,WR,4,4,35,22,270,1,16,207,9.4,63,2.9,11.1,0,,1,2.9,1,84.2
19,Nico Collins,HOU,24,WR,4,1,32,22,428,3,17,233,10.6,195,8.9,12,6,3.7,1,3.1,0,142.7
20,Sam LaPorta,DET,22,TE,4,3,27,22,242,1,11,134,6.1,108,4.9,6.4,4,5.5,1,3.7,0,116.4
21,DeVonta Smith,PHI,25,WR,4,4,29,22,284,2,9,219,10,65,3,13.3,0,,0,0,2,100.4
22,Michael Thomas,NOR,30,WR,4,2,32,22,219,0,11,186,8.5,33,1.5,9.1,1,22,0,0,0,87.9
23,Marquise Brown,ARI,26,WR,4,4,32,21,239,2,16,186,8.9,53,2.5,11.7,0,,1,3.1,0,108.7
24,Chris Godwin,TAM,27,WR,4,4,30,21,255,0,14,150,7.1,105,5,8.7,0,,0,0,2,68.1
25,Terry McLaurin,WAS,28,WR,4,4,26,21,212,1,11,159,7.6,53,2.5,10.3,1,21,0,0,0,113.5
26,Garrett Wilson,NYJ,23,WR,4,4,36,21,225,2,9,132,6.3,93,4.4,9.3,2,10.5,1,2.8,2,72.1
27,Romeo Doubs,GNB,23,WR,4,3,33,20,224,3,13,187,9.4,37,1.9,11.3,0,,0,0,2,85.9
28,Zach Ertz,ARI,33,TE,4,4,30,20,136,0,5,98,4.9,38,1.9,7.7,0,,1,3.3,0,76.5
29,Mike Evans,TAM,30,WR,4,4,31,20,337,3,12,234,11.7,103,5.2,13.5,2,10,3,9.7,0,133.4
30,Courtland Sutton,DEN,28,WR,4,4,28,20,216,3,10,162,8.1,54,2.7,9.4,0,,0,0,1,114.6
31,D.J. Moore,CHI,26,WR,4,4,24,19,301,2,15,214,11.3,87,4.6,13.7,2,9.5,1,4.2,0,146.5
32,Bijan Robinson,ATL,21,RB,4,4,22,19,134,1,8,-29,-1.5,163,8.6,-1.2,4,4.8,2,9.1,0,107.2
