,,,,,Games,,Rushing,,,,,,,,,
297,Connor Heyward,PIT,24,TE,15,5,1,0,0,0,0,0,0,0,0,
298,KhaDarel Hodge,ATL,28,WR,15,3,1,0,0,0,0,0,0,0,0,
299,Amani Hooker,TEN,25,DB,13,13,1,2,0,1,2,2,0,0,0,
300,Evan Hull,IND,23,RB,1,0,1,1,0,,1,1,0,0,0,
301,Rakim Jarrett,TAM,22,WR,10,0,1,0,0,0,0,0,0,0,0,
302,Van Jefferson,2TM,27,,15,8,1,4,0,0,3,3,1,1,0,
303,Christian Kirk,JAX,27,WR,12,12,1,6,0,0,6,6,0,0,0,
304,George Kittle,SFO,30,TE,15,15,1,2,0,1,1,1,1,1,0,
305,Cooper Kupp,LAR,30,WR,11,11,1,-3,0,0,-3,-3,0,0,0,
306,Sam LaPorta,DET,22,TE,15,12,1,4,0,0,4,4,0,0,0,
307,Bo Melton,GNB,24,WR,3,0,1,7,0,0,0,0,7,7,0,
308,Keisean Nixon,GNB,26,CB,15,12,1,11,0,1,0,0,11,11,1,1
309,La'Mical Perine,KAN,25,RB,2,0,1,1,0,,1,1,0,0,0,
310,Kyle Pitts,ATL,23,TE,15,13,1,-4,0,0,-4,-4,0,0,0,
311,Adam Prentice,NOR,26,FB,11,1,1,5,0,,5,5,0,0,0,
312,Rashee Rice,KAN,23,WR,15,7,1,-3,0,0,-3,-3,0,0,0,
313,Demarcus Robinson,LAR,29,WR,14,2,1,23,0,1,14,14,9,9,0,
314,James Robinson,GNB,25,RB,1,0,1,2,0,,0,0,2,2,0,
315,Steven Sims,HOU,26,WR,3,0,1,1,0,0,0,0,1,1,0,
316,Jonnu Smith,ATL,28,TE,15,5,1,0,0,0,0,0,0,0,0,
317,Ryan Stonehouse,TEN,24,P,12,0,1,-11,0,,-11,-11,0,0,0,
318,Trent Taylor,CHI,29,WR,15,0,1,-2,0,,-2,-2,0,0,0,
319,Adam Thielen,CAR,33,WR,15,15,1,6,0,0,2,2,4,4,0,
320,Logan Thomas,WAS,32,TE,14,13,1,2,0,1,0,0,2,2,0,
321,Cedric Tillman,CLE,23,WR,12,2,1,8,0,0,8,8,0,0,0,
322,Kyle Trask,TAM,25,QB,2,0,1,-1,0,,-1,-1,0,0,0,
323,Zeke Turner,ARI,27,LB,14,1,1,2,0,1,2,2,0,0,0,
324,Tress Way,WAS,33,P,15,0,1,0,0,,0,0,0,0,0,
325,Dontayvion Wicks,GNB,22,WR,14,5,1,1,0,0,0,0,1,1,0,
326,Jonathan Williams,WAS,29,RB,1,0,1,-2,0,,-2,-2,0,0,0,
327,Mike Williams,LAC,29,WR,3,3,1,3,0,0,2,2,1,1,0,
328,Robert Woods,HOU,31,WR,13,11,1,7,0,0,7,7,0,0,0,
