,,,,,Games,,Rushing,,,,,,,,,
41,Jonathan Taylor,IND,24,RB,8,5,118,457,5,26,212,1.8,245,2.1,9,13.1
42,D'Onta Foreman,CHI,27,RB,9,8,109,425,4,24,260,2.4,165,1.5,7,15.6
43,Justin Fields,CHI,24,QB,11,11,105,585,3,35,411,3.9,174,1.7,7,15
44,Joshua Kelley,LAC,26,RB,15,3,103,402,2,21,219,2.1,183,1.8,6,17.2
45,Khalil Herbert,CHI,25,RB,10,7,102,459,1,21,246,2.4,213,2.1,9,11.3
46,Zach Charbonnet,SEA,22,RB,14,2,101,428,1,30,240,2.4,188,1.9,9,11.2
47,Aaron Jones,GNB,29,RB,9,9,100,425,2,20,245,2.5,180,1.8,5,20
48,Tyjae Spears,TEN,22,RB,15,0,91,428,1,22,225,2.5,203,2.2,5,18.2
49,Josh Allen,BUF,27,QB,15,15,85,413,13,42,292,3.4,121,1.4,3,28.3
50,Justice Hill,BAL,26,RB,14,5,81,339,3,17,242,3,97,1.2,9,9
51,Ty Chandler,MIN,25,RB,15,2,80,352,3,16,239,3,113,1.4,1,80
52,Rico Dowdle,DAL,25,RB,15,0,80,315,2,15,176,2.2,139,1.7,3,26.7
53,Russell Wilson,DEN,35,QB,15,15,80,341,3,38,293,3.7,48,0.6,1,80
54,De'Von Achane,MIA,22,RB,9,2,79,637,7,22,367,4.6,270,3.4,10,7.9
55,Latavius Murray,BUF,33,RB,15,4,78,300,4,27,174,2.2,126,1.6,2,39
56,Joshua Dobbs,2TM,28,,13,12,77,421,6,31,274,3.6,147,1.9,5,15.4
57,Kenneth Gainwell,PHI,24,RB,14,1,75,297,2,16,169,2.3,128,1.7,4,18.8
58,Royce Freeman,LAR,27,RB,12,0,73,317,2,16,181,2.5,136,1.9,8,9.1
59,Taysom Hill,NOR,33,QB,14,6,73,349,4,23,229,3.1,120,1.6,7,10.4
60,Jamaal Williams,NOR,28,RB,11,3,73,222,0,13,126,1.7,96,1.3,3,24.3
61,Patrick Mahomes,KAN,28,QB,15,15,71,387,0,26,352,5,35,0.5,1,71
62,Roschon Johnson,CHI,22,RB,13,0,69,311,1,15,214,3.1,97,1.4,3,23
63,Clyde Edwards-Helaire,KAN,24,RB,14,3,68,222,1,11,147,2.2,75,1.1,4,17
64,Dalvin Cook,NYJ,28,RB,15,1,67,214,0,10,125,1.9,89,1.3,6,11.2
65,Trevor Lawrence,JAX,24,QB,15,15,67,329,4,23,276,4.1,53,0.8,5,13.4
66,Jaleel McLaughlin,DEN,23,RB,15,2,64,360,1,14,212,3.3,148,2.3,2,32
67,Cam Akers,2TM,24,,7,1,60,167,2,12,100,1.7,67,1.1,6,10
68,Antonio Gibson,WAS,25,RB,14,2,59,238,1,11,122,2.1,116,2,5,11.8
69,Zamir White,LVR,24,RB,15,2,59,268,1,10,104,1.8,164,2.8,3,19.7
70,Emari Demercado,ARI,24,RB,12,2,58,284,2,12,166,2.9,118,2,2,29
71,Baker Mayfield,TAM,28,QB,15,15,56,157,1,14,92,1.6,65,1.2,3,18.7
72,Matt Breida,NYG,28,RB,15,4,55,151,1,7,89,1.6,62,1.1,1,55
73,Dak Prescott,DAL,30,QB,15,15,53,237,2,21,173,3.3,64,1.2,1,53
74,Justin Herbert,LAC,25,QB,13,13,52,228,3,16,179,3.4,49,0.9,2,26
75,Desmond Ridder,ATL,24,QB,13,12,51,193,5,18,167,3.3,26,0.5,2,25.5
76,Chris Rodriguez,WAS,23,RB,13,0,51,247,2,14,123,2.4,124,2.4,5,10.2
77,Keaton Mitchell,BAL,21,RB,8,2,47,396,2,19,245,5.2,151,3.2,7,6.7
78,Darrell Henderson,LAR,26,RB,4,4,46,112,2,5,45,1,67,1.5,1,46
79,Samaje Perine,DEN,28,RB,15,1,46,221,1,12,99,2.2,122,2.7,2,23
80,Jordan Love,GNB,25,QB,15,15,45,246,3,15,221,4.9,25,0.6,2,22.5
81,Cordarrelle Patterson,ATL,32,RB,12,0,45,161,0,9,85,1.9,76,1.7,1,45
82,Pierre Strong,CLE,25,RB,15,0,45,197,1,8,149,3.3,48,1.1,1,45
83,Elijah Mitchell,SFO,25,RB,9,0,44,149,0,8,76,1.7,73,1.7,3,14.7
84,Sam Howell,WAS,23,QB,15,15,43,265,5,19,183,4.3,82,1.9,8,5.4
85,Chase Edmonds,TAM,27,RB,11,0,42,133,0,6,81,1.9,52,1.2,2,21
86,Kenny Pickett,PIT,25,QB,12,12,42,54,1,12,44,1,10,0.2,0,
87,Craig Reynolds,DET,27,RB,15,0,41,179,1,11,104,2.5,75,1.8,1,41
88,Daniel Jones,NYG,26,QB,6,6,40,206,1,15,180,4.5,26,0.7,0,
89,Brock Purdy,SFO,24,QB,15,15,38,140,2,14,104,2.7,36,0.9,2,19
90,Tank Bigsby,JAX,22,RB,15,0,37,84,2,9,49,1.3,35,0.9,5,7.4
91,D'Ernest Johnson,JAX,27,RB,15,0,37,109,0,5,79,2.1,30,0.8,0,
92,Tommy DeVito,NYG,25,QB,8,6,36,195,1,7,169,4.7,26,0.7,1,36
93,Isaiah Spiller,LAC,22,RB,8,0,36,97,0,1,38,1.1,59,1.6,2,18
94,Zach Wilson,NYJ,24,QB,12,11,36,211,0,7,179,5,32,0.9,1,36
95,Bryce Young,CAR,22,QB,14,14,36,227,0,17,167,4.6,60,1.7,4,9
96,Keaontay Ingram,ARI,24,RB,8,1,35,74,0,4,33,0.9,41,1.2,3,11.7
97,C.J. Stroud,HOU,22,QB,13,13,35,143,3,15,128,3.7,15,0.4,2,17.5
98,Kyler Murray,ARI,26,QB,6,6,34,187,3,12,174,5.1,13,0.4,0,
99,Deebo Samuel,SFO,27,WR,13,13,33,179,5,10,111,3.4,68,2.1,2,16.5
100,Darrynton Evans,2TM,25,,7,0,32,121,1,10,77,2.4,44,1.4,0,
101,Jared Goff,DET,29,QB,15,15,32,21,2,5,13,0.4,8,0.3,0,
102,Jordan Mason,SFO,24,RB,15,0,32,167,3,10,94,2.9,73,2.3,0,
103,Tua Tagovailoa,MIA,25,QB,15,15,32,53,0,4,50,1.6,3,0.1,1,32
104,Joe Burrow,CIN,27,QB,10,10,31,88,0,9,78,2.5,10,0.3,0,
105,Gardner Minshew II,IND,27,QB,15,11,31,88,3,7,81,2.6,7,0.2,1,31
106,Geno Smith,SEA,33,QB,13,13,31,94,1,7,86,2.8,8,0.3,0,
107,Chase Brown,CIN,23,RB,10,0,30,131,0,4,51,1.7,80,2.7,2,15
108,Trey Sermon,IND,24,RB,13,0,30,128,0,6,56,1.9,72,2.4,3,10
109,Jeff Wilson,MIA,28,RB,8,0,29,122,0,6,70,2.4,52,1.8,0,
110,Derek Carr,NOR,32,QB,15,15,28,37,0,4,33,1.2,4,0.1,0,
111,Nick Chubb,CLE,28,RB,2,2,28,170,0,8,100,3.6,70,2.5,2,14
112,Kendre Miller,NOR,21,RB,7,0,28,83,0,5,46,1.6,37,1.3,1,28
113,Mac Jones,NWE,25,QB,11,11,26,96,0,11,91,3.5,5,0.2,0,
114,Tony Jones,2TM,26,,7,1,26,95,2,7,56,2.2,39,1.5,1,26
115,Deshaun Watson,CLE,28,QB,6,6,26,142,1,10,90,3.5,52,2,3,8.7
116,Will Levis,TEN,24,QB,8,8,25,57,1,7,34,1.4,23,0.9,0,
117,Rondale Moore,ARI,23,WR,15,7,25,165,1,4,131,5.2,34,1.4,1,25
118,Anthony Richardson,IND,21,QB,4,4,25,136,4,8,112,4.5,24,1,0,
119,Ty Johnson,BUF,26,RB,8,0,24,105,0,8,57,2.4,48,2,0,
120,Patrick Taylor,GNB,25,RB,9,0,24,111,0,6,58,2.4,53,2.2,4,6
121,Tyrod Taylor,NYG,34,QB,9,3,24,119,0,6,84,3.5,35,1.5,1,24
122,Ke'Shawn Vaughn,TAM,26,RB,6,0,24,42,0,,18,0.8,24,1,4,6
123,Tyson Bagent,CHI,23,QB,5,4,23,109,2,11,98,4.3,11,0.5,0,
124,Damien Harris,BUF,26,RB,6,0,23,94,1,9,57,2.5,37,1.6,2,11.5
125,Salvon Ahmed,MIA,25,RB,8,0,22,61,1,3,35,1.6,26,1.2,2,11
126,Jerick McKinnon,KAN,31,RB,12,0,21,60,1,7,46,2.2,14,0.7,0,
127,Deuce Vaughn,DAL,22,RB,6,0,21,38,0,1,22,1,16,0.8,0,
128,Jimmy Garoppolo,LVR,32,QB,6,6,20,39,0,6,26,1.3,13,0.7,1,20
129,Matthew Stafford,LAR,35,QB,14,14,20,66,0,4,64,3.2,2,0.1,0,
130,Michael Carter,2TM,24,,13,0,19,109,0,5,71,3.7,38,2,1,19
131,Ronnie Rivers,LAR,24,RB,7,0,19,77,0,2,48,2.5,29,1.5,0,
132,Jake Browning,CIN,27,QB,7,5,18,77,2,6,47,2.6,30,1.7,0,
133,Israel Abanikanda,NYJ,21,RB,4,0,17,61,0,3,44,2.6,17,1,0,
134,Boston Scott,PHI,28,RB,13,0,17,81,0,5,48,2.8,33,1.9,2,8.5
135,Mitchell Trubisky,PIT,29,QB,5,2,16,54,2,6,44,2.8,10,0.6,1,16
136,Chris Brooks,MIA,23,RB,7,0,15,94,0,2,24,1.6,70,4.7,2,7.5
137,Sean Tucker,TAM,22,RB,11,0,15,23,0,1,11,0.7,12,0.8,1,15
138,Ameer Abdullah,LVR,30,RB,15,0,14,85,0,6,50,3.6,35,2.5,1,14
139,Kirk Cousins,MIN,35,QB,8,8,14,25,0,6,22,1.6,3,0.2,0,
140,Deon Jackson,3TM,24,,4,1,14,16,0,1,4,0.3,12,0.9,0,
141,Ryan Tannehill,TEN,35,QB,8,7,14,77,1,4,62,4.4,15,1.1,0,
142,Dorian Thompson-Robinson,CLE,24,QB,8,3,14,65,0,4,53,3.8,12,0.9,2,7
143,Emanuel Wilson,GNB,24,RB,7,0,14,85,0,2,67,4.8,18,1.3,0,
144,Raheem Blackshear,CAR,24,RB,10,0,13,40,0,1,25,1.9,15,1.2,1,13
145,Melvin Gordon,BAL,30,RB,2,0,13,53,0,2,27,2.1,26,2,0,
146,Eric Gray,NYG,24,RB,11,0,13,27,0,1,16,1.2,11,0.8,1,13
147,P.J. Walker,CLE,28,QB,6,2,13,30,0,3,29,2.2,1,0.1,0,
148,Trayveon Williams,CIN,26,RB,15,0,13,69,0,2,47,3.6,22,1.7,0,
149,Sam Darnold,SFO,26,QB,8,0,12,-2,0,0,-2,-0.2,0,0,0,
150,Tyler Goodson,IND,23,RB,4,1,12,84,0,4,57,4.8,27,2.3,0,
151,CeeDee Lamb,DAL,24,WR,15,15,12,101,2,6,67,5.6,34,2.8,5,2.4
152,Cooper Rush,DAL,30,QB,6,0,12,-5,0,1,-8,-0.7,3,0.3,0,
153,Laviska Shenault Jr.,CAR,25,WR,8,0,12,55,0,3,26,2.2,29,2.4,1,12
154,Kyle Allen,BUF,27,QB,6,0,11,-11,0,,-11,-1,0,0,0,
155,Tank Dell,HOU,24,WR,11,8,11,51,0,3,31,2.8,20,1.8,2,5.5
156,Kevin Harris,NWE,23,RB,2,0,11,46,1,1,8,0.7,38,3.5,1,11
157,Taylor Heinicke,ATL,30,QB,4,3,11,78,0,2,75,6.8,3,0.3,0,
158,Aidan O'Connell,LVR,25,QB,9,8,11,7,1,5,5,0.5,2,0.2,0,
159,Jayden Reed,GNB,23,WR,14,11,11,119,2,6,110,10,9,0.8,1,11
160,Kadarius Toney,KAN,24,WR,13,2,11,31,0,2,7,0.6,24,2.2,1,11
161,Damien Williams,ARI,31,RB,3,0,11,43,0,1,15,1.4,28,2.5,1,11
162,Calvin Austin,PIT,24,WR,15,1,10,49,1,4,42,4.2,7,0.7,0,
163,DeeJay Dallas,SEA,25,RB,15,0,10,36,0,2,29,2.9,7,0.7,1,10
164,Derius Davis,LAC,23,WR,15,1,10,82,0,3,67,6.7,15,1.5,1,10
165,Puka Nacua,LAR,22,WR,15,15,10,70,0,4,48,4.8,22,2.2,2,5
166,KaVontae Turpin,DAL,27,WR,14,0,10,105,1,5,80,8,25,2.5,1,10
167,Gary Brightwell,NYG,24,RB,7,0,9,19,0,0,4,0.4,15,1.7,1,9
168,Elijah Moore,CLE,23,WR,15,10,9,11,0,2,0,0,11,1.2,0,
169,Calvin Ridley,JAX,29,WR,15,15,9,23,0,3,23,2.6,0,0,0,
170,Easton Stick,LAC,28,QB,3,2,9,36,1,4,31,3.4,5,0.6,0,
171,Tre Tucker,LVR,22,WR,14,0,9,66,0,3,52,5.8,14,1.6,1,9
172,Bailey Zappe,NWE,24,QB,8,4,9,33,0,3,31,3.4,2,0.2,0,
173,Khari Blasingame,CHI,27,FB,14,1,8,26,0,,11,1.4,15,1.9,0,
174,J.K. Dobbins,BAL,25,RB,1,1,8,22,1,1,18,2.3,4,0.5,0,
175,Zach Evans,LAR,22,RB,9,0,8,16,0,,5,0.6,11,1.4,1,8
176,Zay Flowers,BAL,23,WR,15,15,8,56,1,1,18,2.3,38,4.8,2,4
177,Marvin Mims,DEN,21,WR,15,6,8,29,0,2,9,1.1,20,2.5,1,8
178,Wan'Dale Robinson,NYG,22,WR,13,7,8,63,0,3,52,6.5,11,1.4,1,8
179,Deven Thompkins,TAM,24,WR,15,1,8,56,0,4,37,4.6,19,2.4,0,
180,Michael Burton,DEN,31,FB,15,2,7,9,0,4,1,0.1,8,1.1,0,
181,Joe Flacco,CLE,38,QB,4,4,7,-1,0,2,-1,-0.1,0,0,0,
182,Xavier Gipson,NYJ,22,WR,15,2,7,60,1,4,38,5.4,22,3.1,1,7
183,Velus Jones Jr.,CHI,26,WR,12,0,7,49,0,3,34,4.9,15,2.1,0,
184,Nick Mullens,MIN,28,QB,3,2,7,11,0,2,11,1.6,0,0,0,
185,Dare Ogunbowale,HOU,29,RB,10,0,7,35,0,2,20,2.9,15,2.1,1,7
186,Kalif Raymond,DET,29,WR,15,3,7,75,0,2,67,9.6,8,1.1,0,
187,Tyler Scott,CHI,22,WR,15,3,7,41,0,2,30,4.3,11,1.6,0,
188,Rashid Shaheed,NOR,25,WR,13,6,7,37,0,1,30,4.3,7,1,1,7
189,Ihmir Smith-Marsette,CAR,24,WR,15,0,7,74,1,4,37,5.3,37,5.3,3,2.3
190,Clayton Tune,ARI,24,QB,5,1,7,29,1,2,28,4,1,0.1,0,
191,Mike White,MIA,28,QB,5,0,7,-9,0,0,-9,-1.3,0,0,0,
192,Tyrion Davis-Price,SFO,23,RB,1,0,6,21,0,1,2,0.3,19,3.2,0,
193,Tyler Huntley,BAL,25,QB,3,0,6,16,0,1,16,2.7,0,0,0,
194,Hunter Luepke,DAL,23,RB,15,0,6,19,1,5,6,1,13,2.2,0,
195,Curtis Samuel,WAS,27,WR,14,11,6,24,1,3,8,1.3,16,2.7,0,
196,C.J. Beathard,JAX,30,QB,6,0,5,11,0,1,4,0.8,7,1.4,0,
197,Andrew Beck,HOU,27,FB,14,12,5,3,1,2,2,0.4,1,0.2,0,
198,Mike Boone,HOU,28,RB,9,0,5,23,0,2,16,3.2,7,1.4,0,
199,Harrison Bryant,CLE,25,TE,15,8,5,8,0,4,5,1,3,0.6,0,
200,Treylon Burks,TEN,23,WR,9,8,5,18,0,0,7,1.4,11,2.2,0,
201,Erik Ezukanma,MIA,23,WR,2,0,5,22,0,1,9,1.8,13,2.6,1,5
202,Leonard Fournette,BUF,28,RB,1,0,5,20,0,1,10,2,10,2,0,
203,Tyreek Hill,MIA,29,WR,14,14,5,15,0,2,-2,-0.4,17,3.4,1,5
204,Xavier Hutchinson,HOU,23,WR,14,0,5,49,0,3,40,8,9,1.8,1,5
205,Kyle Juszczyk,SFO,32,FB,15,14,5,6,0,2,4,0.8,2,0.4,0,
206,Drew Lock,SEA,27,QB,4,2,5,14,0,1,14,2.8,0,0,0,
207,Kene Nwangwu,MIN,25,RB,7,0,5,13,0,,8,1.6,5,1,0,
208,Rashaad Penny,PHI,27,RB,2,0,5,17,0,1,12,2.4,5,1,0,
209,Brandon Powell,MIN,28,WR,15,2,5,17,0,1,14,2.8,3,0.6,0,
210,Trevor Siemian,NYJ,32,QB,3,1,5,26,0,2,26,5.2,0,0,0,
211,Malik Willis,TEN,24,QB,3,0,5,21,0,1,18,3.6,3,0.6,0,
212,Jameis Winston,NOR,29,QB,6,0,5,-6,0,0,-6,-1.2,0,0,0,
213,Jamal Agnew,JAX,28,WR,10,1,4,-2,0,0,-2,-0.5,0,0,0,
214,Tutu Atwell,LAR,24,WR,14,13,4,35,0,2,29,7.3,6,1.5,0,
215,Lynn Bowden Jr.,NOR,26,WR,13,3,4,34,0,3,29,7.3,5,1.3,0,
216,Tim Boyle,NYJ,29,QB,3,2,4,5,0,3,2,0.5,3,0.8,0,
217,Brandin Cooks,DAL,30,WR,14,13,4,32,0,1,27,6.8,5,1.3,0,
218,Elijah Dotson,LAC,24,RB,4,0,4,6,0,,3,0.8,3,0.8,0,
219,Demario Douglas,NWE,23,WR,12,6,4,29,0,1,11,2.8,18,4.5,0,
220,Devin Duvernay,BAL,26,WR,13,1,4,15,0,,12,3,3,0.8,0,
221,Marquise Goodwin,CLE,33,WR,11,0,4,33,0,2,33,8.3,0,0,0,
222,Jaren Hall,MIN,25,QB,2,1,4,10,0,0,9,2.3,1,0.3,0,
223,Deonte Harty,BUF,26,WR,14,1,4,0,0,0,-2,-0.5,2,0.5,1,4
224,D.J. Moore,CHI,26,WR,15,15,4,21,1,1,21,5.3,0,0,0,
225,Christian Watson,GNB,24,WR,9,9,4,11,0,1,-3,-0.8,14,3.5,1,4
226,Jacoby Brissett,WAS,31,QB,3,0,3,19,0,0,10,3.3,9,3,0,
227,DeAndre Carter,LVR,30,WR,15,1,3,18,0,2,17,5.7,1,0.3,0,
228,Ja'Marr Chase,CIN,23,WR,14,14,3,-6,0,0,-8,-2.7,2,0.7,0,
229,Andy Dalton,CAR,36,QB,3,1,3,12,0,2,11,3.7,1,0.3,0,
230,Chris Godwin,TAM,27,WR,15,15,3,34,1,2,18,6,16,5.3,1,3
231,Brian Hoyer,LVR,38,QB,3,1,3,-3,0,0,-3,-1,0,0,0,
232,Cole Kmet,CHI,24,TE,15,15,3,2,0,2,2,0.7,0,0,0,
233,Zonovan Knight,DET,22,RB,2,0,3,13,0,,7,2.3,6,2,0,
234,Isaiah McKenzie,IND,28,WR,13,2,3,14,0,0,7,2.3,7,2.3,0,
235,Jakobi Meyers,LVR,27,WR,14,14,3,19,1,2,19,6.3,0,0,0,
236,Ty Montgomery,NWE,30,WR,13,0,3,9,0,0,9,3,0,0,0,
237,Skyy Moore,KAN,23,WR,14,8,3,23,0,1,18,6,5,1.7,0,
238,Devine Ozigbo,DET,27,RB,3,0,3,5,0,1,2,0.7,3,1,1,3
239,Trey Palmer,TAM,22,WR,15,6,3,22,0,1,20,6.7,2,0.7,0,
240,Brett Rypien,LAR,27,QB,2,1,3,19,0,1,19,6.3,0,0,0,
241,Amon-Ra St. Brown,DET,24,WR,14,14,3,13,0,1,7,2.3,6,2,0,
242,Tyquan Thornton,NWE,23,WR,8,3,3,51,0,1,12,4,39,13,2,1.5
243,Jaylen Waddle,MIA,25,WR,14,14,3,12,0,1,12,4,0,0,0,
244,Garrett Wilson,NYJ,23,WR,15,15,3,1,0,1,-3,-1,4,1.3,0,
245,Keenan Allen,LAC,31,WR,13,13,2,6,0,1,6,3,0,0,0,
246,Nick Bawden,NYJ,27,FB,14,2,2,4,1,1,1,0.5,3,1.5,0,
247,Brandon Bolden,LVR,33,RB,15,0,2,25,1,1,25,12.5,0,0,0,
248,Tyler Boyd,CIN,29,WR,15,13,2,11,0,1,11,5.5,0,0,0,
249,Teddy Bridgewater,DET,31,QB,1,0,2,-2,0,,-2,-1,0,0,0,
250,Marquise Brown,ARI,26,WR,14,14,2,23,0,1,20,10,3,1.5,0,
251,Ashtyn Davis,NYJ,27,S,15,5,2,3,0,1,-1,-0.5,4,2,0,
252,Kenyan Drake,2TM,29,,3,0,2,0,0,,0,0,0,0,0,
253,D'Wayne Eskridge,SEA,26,WR,4,0,2,5,0,1,5,2.5,0,0,0,
254,Chris Evans,CIN,26,RB,8,0,2,12,0,,7,3.5,5,2.5,0,
255,Gerald Everett,LAC,29,TE,13,10,2,4,0,0,3,1.5,1,0.5,0,
256,Jake Funk,IND,25,RB,4,0,2,10,0,0,10,5,0,0,0,
257,Blaine Gabbert,KAN,34,QB,1,0,2,-1,0,0,-1,-0.5,0,0,0,
258,Derrick Gore,WAS,29,RB,4,0,2,23,0,1,22,11,1,0.5,0,
259,DeAndre Hopkins,TEN,31,WR,15,15,2,9,0,0,4,2,5,2.5,0,
260,Alec Ingold,MIA,27,FB,15,12,2,0,0,0,0,0,0,0,0,
261,Quentin Johnston,LAC,22,WR,15,8,2,3,0,0,2,1,1,0.5,0,
262,Case Keenum,HOU,35,QB,2,2,2,1,0,0,0,0,1,0.5,0,
263,Marcus Mariota,PHI,30,QB,2,0,2,6,0,1,6,3,0,0,0,
264,Ray-Ray McCloud,SFO,27,WR,11,1,2,23,0,2,21,10.5,2,1,0,
265,Davis Mills,HOU,25,QB,5,0,2,9,0,0,9,4.5,0,0,0,
266,Darnell Mooney,CHI,26,WR,15,14,2,5,0,0,3,1.5,2,1,0,
267,Chris Moore,TEN,30,WR,15,4,2,39,0,1,36,18,3,1.5,0,
268,Chigoziem Okonkwo,TEN,24,TE,15,10,2,6,0,1,4,2,2,1,0,
269,Nathan Peterman,CHI,29,QB,1,0,2,-4,0,,-4,-2,0,0,0,
270,George Pickens,PIT,22,WR,15,15,2,15,0,1,13,6.5,2,1,0,
271,Jalen Reeves-Maybin,DET,28,LB,15,0,2,3,0,1,3,1.5,0,0,0,
272,Mason Rudolph,PIT,28,QB,2,1,2,4,0,1,2,1,2,1,0,
273,Ben Skowronek,LAR,26,WR,15,0,2,9,0,1,3,1.5,6,3,0,
274,Jameson Williams,DET,22,WR,11,9,2,23,1,1,23,11.5,0,0,0,
275,Jordan Addison,MIN,21,WR,15,12,1,2,0,0,2,2,0,0,0,
276,Mark Andrews,BAL,28,TE,10,9,1,0,0,0,0,0,0,0,0,
277,Rashod Bateman,BAL,24,WR,14,10,1,18,0,1,17,17,1,1,0,
278,Braxton Berrios,MIA,28,WR,14,1,1,11,0,1,1,1,10,10,1,1
279,Jake Bobo,SEA,25,WR,15,0,1,3,1,1,1,1,2,2,0,
280,Kendrick Bourne,NWE,28,WR,8,5,1,4,0,1,3,3,1,1,0,
281,Dyami Brown,WAS,24,WR,15,1,1,0,0,0,0,0,0,0,0,
282,Noah Brown,HOU,27,WR,9,6,1,-1,0,0,-1,-1,0,0,1,1
283,Jason Cabinda,DET,27,FB,3,0,1,0,0,,0,0,0,0,0,
284,Sean Clifford,GNB,25,QB,1,0,1,0,0,,0,0,0,0,0,
285,Tyler Conklin,NYJ,28,TE,15,10,1,0,0,0,0,0,0,0,0,
286,Jashaun Corbin,NYG,23,RB,4,0,1,1,0,1,1,1,0,0,0,
287,Gabriel Davis,BUF,24,WR,15,15,1,-2,0,0,-2,-2,0,0,0,
288,Greg Dortch,ARI,25,WR,14,2,1,5,0,0,4,4,1,1,0,
289,Blake Gillikin,ARI,25,P,11,0,1,10,0,1,10,10,0,0,0,
290,Dallas Goedert,PHI,28,TE,12,12,1,1,0,0,0,0,1,1,0,
291,Kylen Granson,IND,25,TE,13,6,1,2,0,1,0,0,2,2,0,
292,Noah Gray,KAN,24,TE,15,9,1,1,0,0,1,1,0,0,0,
293,C.J. Ham,MIN,30,FB,15,4,1,7,0,0,5,5,2,2,0,
294,Mecole Hardman,2TM,25,,9,1,1,3,0,0,3,3,0,0,0,
295,Johnny Hekker,CAR,33,P,15,0,1,-11,0,,-11,-11,0,0,0,
296,Peyton Hendershot,DAL,24,TE,6,0,1,0,0,,-2,-2,2,2,0,
