,,,,,Games,,Rushing,,,,,,,,,
48,Devin Singletary,HOU,26,RB,6,0,39,153,0,5,86,2.2,67,1.7,1,39
49,De'Von Achane,MIA,22,RB,4,1,38,460,5,15,270,7.1,190,5,5,7.6
50,Daniel Jones,NYG,26,QB,5,5,38,197,1,15,172,4.5,25,0.7,0,
51,Matt Breida,NYG,28,RB,7,3,37,99,1,4,52,1.4,47,1.3,1,37
52,D'Onta Foreman,CHI,27,RB,3,2,36,170,2,10,126,3.5,44,1.2,3,12
53,Latavius Murray,BUF,33,RB,7,2,35,136,2,9,79,2.3,57,1.6,1,35
54,Jaleel McLaughlin,DEN,23,RB,7,1,34,235,1,7,127,3.7,108,3.2,1,34
55,Patrick Mahomes,KAN,28,QB,7,7,33,214,0,16,214,6.5,0,0,0,
56,Clyde Edwards-Helaire,KAN,24,RB,7,1,32,105,1,5,77,2.4,28,0.9,3,10.7
57,Kareem Hunt,CLE,28,RB,4,1,32,103,3,9,76,2.4,27,0.8,1,32
58,Jonathan Taylor,IND,24,RB,3,1,32,112,1,6,53,1.7,59,1.8,0,
59,Jamaal Williams,NOR,28,RB,3,2,32,88,0,3,55,1.7,33,1,1,32
60,Tyjae Spears,TEN,22,RB,6,0,31,171,1,10,83,2.7,88,2.8,3,10.3
61,Josh Allen,BUF,27,QB,7,7,29,148,4,13,104,3.6,44,1.5,0,
62,Emari Demercado,ARI,24,RB,7,1,29,117,1,5,83,2.9,34,1.2,2,14.5
63,Taysom Hill,NOR,33,QB,7,4,29,140,1,10,82,2.8,58,2,4,7.3
64,Nick Chubb,CLE,28,RB,2,2,28,170,0,8,100,3.6,70,2.5,2,14
65,Rico Dowdle,DAL,25,RB,6,0,28,107,0,5,56,2,51,1.8,0,
66,Justin Herbert,LAC,25,QB,6,6,28,80,3,9,64,2.3,16,0.6,1,28
67,Baker Mayfield,TAM,28,QB,6,6,28,99,0,6,57,2,42,1.5,1,28
68,Craig Reynolds,DET,27,RB,7,0,27,105,1,6,61,2.3,44,1.6,1,27
69,Samaje Perine,DEN,28,RB,7,1,26,98,0,5,39,1.5,59,2.3,0,
70,Desmond Ridder,ATL,24,QB,7,7,26,113,3,10,101,3.9,12,0.5,1,26
71,Roschon Johnson,CHI,22,RB,5,0,25,122,1,6,88,3.5,34,1.4,1,25
72,Anthony Richardson,IND,21,QB,4,4,25,136,4,8,112,4.5,24,1,0,
73,Kendre Miller,NOR,21,RB,5,0,24,73,0,4,39,1.6,34,1.4,1,24
74,Kenny Pickett,PIT,25,QB,6,6,24,12,1,7,6,0.3,6,0.3,0,
75,Zach Charbonnet,SEA,22,RB,5,0,23,109,0,9,66,2.9,43,1.9,3,7.7
76,Darrynton Evans,CHI,25,RB,2,0,23,80,0,6,67,2.9,13,0.6,0,
77,Damien Harris,BUF,26,RB,6,0,23,94,1,9,57,2.5,37,1.6,2,11.5
78,Russell Wilson,DEN,35,QB,7,7,23,171,0,14,150,6.5,21,0.9,1,23
79,Keaontay Ingram,ARI,24,RB,5,1,22,55,0,2,48,2.2,7,0.3,3,7.3
80,Aaron Jones,GNB,29,RB,3,3,22,94,1,5,67,3,27,1.2,2,11
81,Sam Howell,WAS,23,QB,7,7,21,119,1,7,85,4,34,1.6,3,7
82,Tony Jones,NOR,26,RB,4,1,21,70,2,6,45,2.1,25,1.2,0,
83,Jordan Love,GNB,25,QB,6,6,21,130,2,8,113,5.4,17,0.8,2,10.5
84,Jordan Mason,SFO,24,RB,7,0,21,117,2,6,80,3.8,37,1.8,0,
85,Pierre Strong,CLE,25,RB,6,0,21,102,1,4,74,3.5,28,1.3,1,21
86,Tank Bigsby,JAX,22,RB,7,0,20,45,2,6,26,1.3,19,1,3,6.7
87,Brock Purdy,SFO,24,QB,7,7,20,50,2,8,16,0.8,34,1.7,1,20
88,Deuce Vaughn,DAL,22,RB,5,0,20,40,0,1,26,1.3,14,0.7,0,
89,Mac Jones,NWE,25,QB,7,7,19,70,0,9,65,3.4,5,0.3,0,
90,Elijah Mitchell,SFO,25,RB,4,0,19,48,0,2,23,1.2,25,1.3,2,9.5
91,Dak Prescott,DAL,30,QB,6,6,19,85,1,7,56,2.9,29,1.5,1,19
92,Ke'Shawn Vaughn,TAM,26,RB,4,0,19,32,0,,15,0.8,17,0.9,3,6.3
93,Zach Wilson,NYJ,24,QB,6,5,19,98,0,4,78,4.1,20,1.1,1,19
94,Jimmy Garoppolo,LVR,32,QB,5,5,18,27,0,5,15,0.8,12,0.7,1,18
95,Antonio Gibson,WAS,25,RB,7,0,18,76,0,3,45,2.5,31,1.7,1,18
96,Darrell Henderson,LAR,26,RB,1,1,18,61,1,3,27,1.5,34,1.9,1,18
97,Deebo Samuel,SFO,27,WR,6,6,18,95,1,3,56,3.1,39,2.2,0,
98,Geno Smith,SEA,33,QB,6,6,18,52,0,3,49,2.7,3,0.2,0,
99,C.J. Stroud,HOU,22,QB,6,6,18,55,0,6,48,2.7,7,0.4,1,18
100,Tyrod Taylor,NYG,34,QB,6,2,17,65,0,4,51,3,14,0.8,1,17
101,Jared Goff,DET,29,QB,7,7,16,15,2,4,10,0.6,5,0.3,0,
102,Chris Brooks,MIA,23,RB,6,0,15,94,0,2,24,1.6,70,4.7,2,7.5
103,Rondale Moore,ARI,23,WR,7,2,15,136,1,3,121,8.1,15,1,0,
104,Tua Tagovailoa,MIA,25,QB,7,7,15,18,0,2,15,1,3,0.2,1,15
105,Sean Tucker,TAM,22,RB,6,0,15,23,0,1,11,0.7,12,0.8,1,15
106,Deshaun Watson,CLE,28,QB,4,4,15,83,1,7,55,3.7,28,1.9,3,5
107,Salvon Ahmed,MIA,25,RB,5,0,14,50,1,2,35,2.5,15,1.1,2,7
108,Joe Burrow,CIN,27,QB,6,6,14,14,0,3,14,1,0,0,0,
109,Derek Carr,NOR,32,QB,7,7,14,21,0,3,19,1.4,2,0.1,0,
110,Chris Rodriguez,WAS,23,RB,5,0,14,61,0,3,38,2.7,23,1.6,2,7
111,Melvin Gordon,BAL,30,RB,2,0,13,53,0,2,27,2.1,26,2,0,
112,Eric Gray,NYG,24,RB,7,0,13,27,0,1,16,1.2,11,0.8,1,13
113,Deon Jackson,2TM,24,,3,1,13,14,0,1,2,0.2,12,0.9,0,
114,Ronnie Rivers,LAR,24,RB,6,0,13,57,0,2,42,3.2,15,1.2,0,
115,Kirk Cousins,MIN,35,QB,7,7,12,16,0,5,13,1.1,3,0.3,0,
116,Royce Freeman,LAR,27,RB,4,0,12,66,0,4,23,1.9,43,3.6,4,3
117,Laviska Shenault Jr.,CAR,25,WR,6,0,12,55,0,3,28,2.3,27,2.3,1,12
118,Matthew Stafford,LAR,35,QB,7,7,12,59,0,4,57,4.8,2,0.2,0,
119,Ryan Tannehill,TEN,35,QB,6,6,12,40,1,2,25,2.1,15,1.3,0,
120,Zamir White,LVR,24,RB,7,0,12,43,0,2,29,2.4,14,1.2,0,
121,Cordarrelle Patterson,ATL,32,RB,4,0,11,56,0,2,37,3.4,19,1.7,1,11
122,Patrick Taylor,GNB,25,RB,4,0,11,31,0,2,9,0.8,22,2,2,5.5
123,Gary Brightwell,NYG,24,RB,7,0,9,19,0,0,7,0.8,12,1.3,1,9
124,Jerick McKinnon,KAN,31,RB,7,0,9,23,0,3,18,2,5,0.6,0,
125,Gardner Minshew II,IND,27,QB,7,3,9,37,2,2,34,3.8,3,0.3,0,
126,Isaiah Spiller,LAC,22,RB,4,0,9,24,0,0,10,1.1,14,1.6,0,
127,Damien Williams,ARI,31,RB,2,0,9,38,0,1,29,3.2,9,1,1,9
128,Khari Blasingame,CHI,27,FB,7,1,8,26,0,,11,1.4,15,1.9,0,
129,Ty Chandler,MIN,25,RB,7,0,8,42,0,2,34,4.3,8,1,0,
130,J.K. Dobbins,BAL,25,RB,1,1,8,22,1,1,18,2.3,4,0.5,0,
131,Elijah Moore,CLE,23,WR,6,3,8,11,0,2,0,0,11,1.4,0,
132,Boston Scott,PHI,28,RB,6,0,8,45,0,3,35,4.4,10,1.3,2,4
133,Trey Sermon,IND,24,RB,5,0,8,24,0,,12,1.5,12,1.5,0,
134,Bryce Young,CAR,22,QB,5,5,8,65,0,3,61,7.6,4,0.5,0,
135,Kyle Allen,BUF,27,QB,4,0,7,-7,0,,-7,-1,0,0,0,
136,Derius Davis,LAC,23,WR,6,0,7,75,0,3,60,8.6,15,2.1,1,7
137,D'Ernest Johnson,JAX,27,RB,7,0,7,27,0,1,19,2.7,8,1.1,0,
138,Emanuel Wilson,GNB,24,RB,4,0,7,30,0,1,20,2.9,10,1.4,0,
139,Michael Carter,NYJ,24,RB,6,0,6,36,0,2,26,4.3,10,1.7,0,
140,Tyrion Davis-Price,SFO,23,RB,1,0,6,21,0,1,2,0.3,19,3.2,0,
141,Zay Flowers,BAL,23,WR,7,7,6,12,0,0,10,1.7,2,0.3,1,6
142,Rashid Shaheed,NOR,25,WR,7,3,6,33,0,1,26,4.3,7,1.2,1,6
143,KaVontae Turpin,DAL,27,WR,6,0,6,66,1,3,45,7.5,21,3.5,1,6
144,P.J. Walker,CLE,28,QB,2,1,6,4,0,1,3,0.5,1,0.2,0,
145,Tyson Bagent,CHI,23,QB,2,1,5,28,1,4,28,5.6,0,0,0,
146,Raheem Blackshear,CAR,24,RB,2,0,5,18,0,1,18,3.6,0,0,0,
147,DeeJay Dallas,SEA,25,RB,6,0,5,14,0,0,12,2.4,2,0.4,0,
148,Sam Darnold,SFO,26,QB,4,0,5,-5,0,,-5,-1,0,0,0,
149,Erik Ezukanma,MIA,23,WR,2,0,5,22,0,1,9,1.8,13,2.6,1,5
150,Kadarius Toney,KAN,24,WR,7,2,5,-2,0,0,-4,-0.8,2,0.4,0,
151,Trayveon Williams,CIN,26,RB,6,0,5,20,0,1,11,2.2,9,1.8,0,
152,Jamal Agnew,JAX,28,WR,6,1,4,-2,0,0,-2,-0.5,0,0,0,
153,Michael Burton,DEN,31,FB,7,1,4,3,0,2,-1,-0.3,4,1,0,
154,Tank Dell,HOU,24,WR,5,3,4,9,0,0,7,1.8,2,0.5,0,
155,Elijah Dotson,LAC,24,RB,4,0,4,6,0,,3,0.8,3,0.8,0,
156,Chase Edmonds,TAM,27,RB,2,0,4,20,0,2,17,4.3,3,0.8,0,
157,Zach Evans,LAR,22,RB,3,0,4,10,0,,10,2.5,0,0,0,
158,Velus Jones Jr.,CHI,26,WR,6,0,4,22,0,1,12,3,10,2.5,0,
159,Marvin Mims,DEN,21,WR,7,2,4,2,0,0,-5,-1.3,7,1.8,0,
160,Calvin Ridley,JAX,29,WR,7,7,4,10,0,1,10,2.5,0,0,0,
161,Cooper Rush,DAL,30,QB,3,0,4,-4,0,0,-4,-1,0,0,0,
162,Curtis Samuel,WAS,27,WR,7,4,4,20,1,2,7,1.8,13,3.3,0,
163,Tyler Scott,CHI,22,WR,7,0,4,33,0,1,33,8.3,0,0,0,
164,Dorian Thompson-Robinson,CLE,24,QB,2,1,4,24,0,1,18,4.5,6,1.5,2,2
165,Tre Tucker,LVR,22,WR,6,0,4,56,0,2,45,11.3,11,2.8,0,
166,Mike White,MIA,28,QB,2,0,4,-5,0,0,-5,-1.3,0,0,0,
167,Calvin Austin,PIT,24,WR,6,1,3,4,0,0,3,1,1,0.3,0,
168,C.J. Beathard,JAX,30,QB,2,0,3,-2,0,0,-2,-0.7,0,0,0,
169,Harrison Bryant,CLE,25,TE,6,3,3,6,0,3,4,1.3,2,0.7,0,
170,Andy Dalton,CAR,36,QB,3,1,3,12,0,2,11,3.7,1,0.3,0,
171,Devin Duvernay,BAL,26,WR,7,1,3,15,0,,12,4,3,1,0,
172,Xavier Gipson,NYJ,22,WR,6,0,3,31,0,2,23,7.7,8,2.7,1,3
173,Marquise Goodwin,CLE,33,WR,6,0,3,38,0,2,38,12.7,0,0,0,
174,Deonte Harty,BUF,26,WR,7,1,3,2,0,0,0,0,2,0.7,1,3
175,Brian Hoyer,LVR,38,QB,3,1,3,-3,0,0,-3,-1,0,0,0,
176,Kyle Juszczyk,SFO,32,FB,7,6,3,6,0,1,6,2,0,0,0,
177,Zonovan Knight,DET,22,RB,2,0,3,13,0,,7,2.3,6,2,0,
178,CeeDee Lamb,DAL,24,WR,6,6,3,21,0,1,18,6,3,1,1,3
179,Hunter Luepke,DAL,23,RB,6,0,3,13,1,2,5,1.7,8,2.7,0,
180,Skyy Moore,KAN,23,WR,7,6,3,23,0,1,18,6,5,1.7,0,
181,Aidan O'Connell,LVR,25,QB,2,1,3,3,1,2,3,1,0,0,0,
182,Devine Ozigbo,DET,27,RB,2,0,3,5,0,1,2,0.7,3,1,1,3
183,Rashaad Penny,PHI,27,RB,1,0,3,9,0,1,9,3,0,0,0,
184,Brandon Powell,MIN,28,WR,7,0,3,13,0,0,12,4,1,0.3,0,
185,Kalif Raymond,DET,29,WR,7,3,3,54,0,2,52,17.3,2,0.7,0,
186,Deven Thompkins,TAM,24,WR,6,1,3,27,0,2,25,8.3,2,0.7,0,
187,Malik Willis,TEN,24,QB,2,0,3,17,0,1,14,4.7,3,1,0,
188,Jameis Winston,NOR,29,QB,3,0,3,-4,0,0,-4,-1.3,0,0,0,
189,Keenan Allen,LAC,31,WR,6,6,2,6,0,1,6,3,0,0,0,
190,Tutu Atwell,LAR,24,WR,7,7,2,27,0,1,21,10.5,6,3,0,
191,Andrew Beck,HOU,27,FB,6,6,2,2,0,1,1,0.5,1,0.5,0,
192,Mike Boone,HOU,28,RB,5,0,2,15,0,2,10,5,5,2.5,0,
193,Teddy Bridgewater,DET,31,QB,1,0,2,-2,0,,-2,-1,0,0,0,
194,Chase Brown,CIN,23,RB,5,0,2,6,0,,4,2,2,1,0,
195,DeAndre Carter,LVR,30,WR,7,1,2,3,0,1,2,1,1,0.5,0,
196,Brandin Cooks,DAL,30,WR,5,5,2,20,0,1,17,8.5,3,1.5,0,
197,Demario Douglas,NWE,23,WR,6,1,2,25,0,1,7,3.5,18,9,0,
198,Chris Evans,CIN,26,RB,4,0,2,12,0,,7,3.5,5,2.5,0,
199,Gerald Everett,LAC,29,TE,6,5,2,4,0,0,3,1.5,1,0.5,0,
200,Jake Funk,IND,25,RB,4,0,2,10,0,0,10,5,0,0,0,
201,Blaine Gabbert,KAN,34,QB,1,0,2,-1,0,0,-1,-0.5,0,0,0,
202,Tyler Huntley,BAL,25,QB,2,0,2,8,0,,8,4,0,0,0,
203,Xavier Hutchinson,HOU,23,WR,6,0,2,15,0,1,10,5,5,2.5,0,
204,Alec Ingold,MIA,27,FB,7,6,2,0,0,0,0,0,0,0,0,
205,Cole Kmet,CHI,24,TE,7,7,2,1,0,1,1,0.5,0,0,0,
206,Ray-Ray McCloud,SFO,27,WR,7,1,2,23,0,2,21,10.5,2,1,0,
207,Isaiah McKenzie,IND,28,WR,7,0,2,11,0,0,4,2,7,3.5,0,
208,Ty Montgomery,NWE,30,WR,7,0,2,7,0,0,7,3.5,0,0,0,
209,Puka Nacua,LAR,22,WR,7,7,2,4,0,1,0,0,4,2,0,
210,Dare Ogunbowale,HOU,29,RB,1,0,2,4,0,1,1,0.5,3,1.5,0,
211,Nathan Peterman,CHI,29,QB,1,0,2,-4,0,,-4,-2,0,0,0,
212,Wan'Dale Robinson,NYG,22,WR,5,1,2,8,0,1,6,3,2,1,0,
213,Ameer Abdullah,LVR,30,RB,7,0,1,4,0,0,3,3,1,1,0,
214,Mark Andrews,BAL,28,TE,6,5,1,0,0,0,0,0,0,0,0,
215,Nick Bawden,NYJ,27,FB,6,1,1,1,1,1,0,0,1,1,0,
216,Braxton Berrios,MIA,28,WR,7,1,1,11,0,1,1,1,10,10,1,1
217,Kendrick Bourne,NWE,28,WR,7,4,1,4,0,1,3,3,1,1,0,
218,Marquise Brown,ARI,26,WR,7,7,1,29,0,1,29,29,0,0,0,
219,Noah Brown,HOU,27,WR,2,0,1,-1,0,0,-1,-1,0,0,1,1
220,Jake Browning,CIN,27,QB,1,0,1,-1,0,,-1,-1,0,0,0,
221,Treylon Burks,TEN,23,WR,3,3,1,9,0,0,7,7,2,2,0,
222,Jason Cabinda,DET,27,FB,3,0,1,0,0,,0,0,0,0,0,
223,Ja'Marr Chase,CIN,23,WR,6,6,1,2,0,0,0,0,2,2,0,
224,Sean Clifford,GNB,25,QB,1,0,1,0,0,,0,0,0,0,0,
225,Ashtyn Davis,NYJ,27,S,6,2,1,4,0,1,2,2,2,2,0,
226,Gabriel Davis,BUF,24,WR,7,7,1,-2,0,0,-2,-2,0,0,0,
227,Kenyan Drake,BAL,29,RB,2,0,1,0,0,,0,0,0,0,0,
228,Noah Gray,KAN,24,TE,7,4,1,1,0,0,1,1,0,0,0,
229,Peyton Hendershot,DAL,24,TE,3,0,1,0,0,,0,0,0,0,0,
230,Connor Heyward,PIT,24,TE,6,1,1,0,0,0,0,0,0,0,0,
231,Tyreek Hill,MIA,29,WR,7,7,1,14,0,1,0,0,14,14,1,1
232,KhaDarel Hodge,ATL,28,WR,7,2,1,0,0,0,0,0,0,0,0,
233,Evan Hull,IND,23,RB,1,0,1,1,0,,1,1,0,0,0,
234,Rakim Jarrett,TAM,22,WR,6,0,1,0,0,,0,0,0,0,0,
235,Van Jefferson,2TM,27,,7,4,1,4,0,0,3,3,1,1,0,
236,Christian Kirk,JAX,27,WR,7,7,1,6,0,0,6,6,0,0,0,
237,George Kittle,SFO,30,TE,7,7,1,2,0,1,1,1,1,1,0,
238,Drew Lock,SEA,27,QB,1,0,1,11,0,1,11,11,0,0,0,
239,Jakobi Meyers,LVR,27,WR,6,6,1,0,0,0,0,0,0,0,0,
240,Darnell Mooney,CHI,26,WR,7,7,1,2,0,0,2,2,0,0,0,
241,Keisean Nixon,GNB,26,CB,6,4,1,11,0,1,0,0,11,11,1,1
242,George Pickens,PIT,22,WR,6,6,1,16,0,1,16,16,0,0,0,
243,Kyle Pitts,ATL,23,TE,7,5,1,-4,0,0,-4,-4,0,0,0,
244,Adam Prentice,NOR,26,FB,5,1,1,5,0,,5,5,0,0,0,
245,Jayden Reed,GNB,23,WR,6,5,1,-2,0,0,-2,-2,0,0,0,
246,Jalen Reeves-Maybin,DET,28,LB,7,0,1,3,0,1,3,3,0,0,0,
247,Rashee Rice,KAN,23,WR,7,1,1,-3,0,0,-3,-3,0,0,0,
248,Ben Skowronek,LAR,26,WR,7,0,1,11,0,1,5,5,6,6,0,
249,Amon-Ra St. Brown,DET,24,WR,6,6,1,4,0,0,0,0,4,4,0,
250,Adam Thielen,CAR,33,WR,6,6,1,6,0,0,2,2,4,4,0,
251,Logan Thomas,WAS,32,TE,6,6,1,2,0,1,0,0,2,2,0,
252,Zeke Turner,ARI,27,LB,7,1,1,2,0,1,2,2,0,0,0,
253,Jaylen Waddle,MIA,25,WR,6,6,1,-2,0,0,-2,-2,0,0,0,
254,Christian Watson,GNB,24,WR,3,3,1,-5,0,0,-5,-5,0,0,0,
255,Dontayvion Wicks,GNB,22,WR,6,2,1,1,0,0,0,0,1,1,0,
256,Mike Williams,LAC,29,WR,3,3,1,3,0,0,2,2,1,1,0,
