,,,,,Games,,Rushing,,,,,,,,,
33,Javonte Williams,DEN,23,RB,4,4,38,138,0,6,53,1.4,85,2.2,4,9.5
34,Ezekiel Elliott,NWE,28,RB,4,0,34,138,0,9,97,2.9,41,1.2,0,
35,Daniel Jones,NYG,26,QB,4,4,34,173,1,13,165,4.9,8,0.2,0,
36,Kenneth Gainwell,PHI,24,RB,3,1,32,111,0,5,72,2.3,39,1.2,2,16
37,Breece Hall,NYJ,22,RB,4,4,32,210,0,6,87,2.7,123,3.8,1,32
38,Dalvin Cook,NYJ,28,RB,4,0,30,74,0,4,38,1.3,36,1.2,4,7.5
39,Saquon Barkley,NYG,26,RB,2,2,29,114,1,7,48,1.7,66,2.3,3,9.7
40,Nick Chubb,CLE,28,RB,2,2,28,170,0,8,100,3.6,70,2.5,2,14
41,Justin Fields,CHI,24,QB,4,4,28,134,1,8,96,3.4,38,1.4,5,5.6
42,De'Von Achane,MIA,22,RB,3,0,27,309,4,10,262,9.7,47,1.7,0,
43,Cam Akers,2TM,24,,2,1,27,69,1,5,44,1.6,25,0.9,4,6.8
44,Devin Singletary,HOU,26,RB,4,0,27,95,0,2,54,2,41,1.5,1,27
45,Jamaal Williams,NOR,28,RB,2,2,27,74,0,3,44,1.6,30,1.1,1,27
46,Chuba Hubbard,CAR,24,RB,4,0,26,119,0,11,46,1.8,73,2.8,4,6.5
47,Clyde Edwards-Helaire,KAN,24,RB,4,1,25,89,1,5,65,2.6,24,1,2,12.5
48,Jaylen Warren,PIT,25,RB,4,0,25,84,0,4,48,1.9,36,1.4,2,12.5
49,Joshua Dobbs,ARI,28,QB,4,4,24,141,1,11,104,4.3,37,1.5,1,24
50,Trevor Lawrence,JAX,24,QB,4,4,23,101,0,7,90,3.9,11,0.5,1,23
51,Patrick Mahomes,KAN,28,QB,4,4,23,154,0,12,154,6.7,0,0,0,
52,Baker Mayfield,TAM,28,QB,4,4,23,61,0,4,44,1.9,17,0.7,1,23
53,Anthony Richardson,IND,21,QB,3,3,23,131,4,8,108,4.7,23,1,0,
54,Justice Hill,BAL,26,RB,3,1,22,83,2,6,40,1.8,43,2,4,5.5
55,Roschon Johnson,CHI,22,RB,4,0,22,103,1,5,74,3.4,29,1.3,1,22
56,Matt Breida,NYG,28,RB,4,2,21,61,1,4,49,2.3,12,0.6,1,21
57,Zach Charbonnet,SEA,22,RB,4,0,21,104,0,8,74,3.5,30,1.4,3,7
58,Tony Jones,NOR,26,RB,4,1,21,70,2,6,45,2.1,25,1.2,0,
59,Rico Dowdle,DAL,25,RB,4,0,20,80,0,4,43,2.2,37,1.9,0,
60,Justin Herbert,LAC,25,QB,4,4,20,55,3,8,45,2.3,10,0.5,1,20
61,Taysom Hill,NOR,33,QB,4,2,20,101,0,6,56,2.8,45,2.3,3,6.7
62,Tyjae Spears,TEN,22,RB,4,0,20,122,0,7,55,2.8,67,3.4,2,10
63,Damien Harris,BUF,26,RB,4,0,19,80,1,7,65,3.4,15,0.8,0,
64,Samaje Perine,DEN,28,RB,4,0,18,66,0,4,26,1.4,40,2.2,0,
65,Latavius Murray,BUF,33,RB,4,0,17,77,2,6,65,3.8,12,0.7,0,
66,Deuce Vaughn,DAL,22,RB,4,0,17,33,0,1,20,1.2,13,0.8,0,
67,Josh Allen,BUF,27,QB,4,4,16,106,2,9,80,5,26,1.6,0,
68,Austin Ekeler,LAC,28,RB,1,1,16,117,1,4,61,3.8,56,3.5,2,8
69,Jordan Love,GNB,25,QB,4,4,16,72,2,5,59,3.7,13,0.8,2,8
70,Elijah Mitchell,SFO,25,RB,2,0,16,52,0,2,27,1.7,25,1.6,2,8
71,Sean Tucker,TAM,22,RB,4,0,15,23,0,1,11,0.7,12,0.8,1,15
72,Deshaun Watson,CLE,28,QB,3,3,15,83,1,7,55,3.7,28,1.9,3,5
73,Aaron Jones,GNB,29,RB,2,2,14,59,1,3,43,3.1,16,1.1,2,7
74,Mac Jones,NWE,25,QB,4,4,14,60,0,7,59,4.2,1,0.1,0,
75,Desmond Ridder,ATL,24,QB,4,4,14,47,1,3,41,2.9,6,0.4,0,
76,C.J. Stroud,HOU,22,QB,4,4,14,51,0,5,46,3.3,5,0.4,1,14
77,Antonio Gibson,WAS,25,RB,4,0,13,54,0,3,32,2.5,22,1.7,1,13
78,Melvin Gordon,BAL,30,RB,2,0,13,53,0,2,27,2.1,26,2,0,
79,Deon Jackson,IND,24,RB,2,1,13,14,0,1,2,0.2,12,0.9,0,
80,Jaleel McLaughlin,DEN,23,RB,4,0,13,92,1,4,38,2.9,54,4.2,0,
81,Pierre Strong,CLE,25,RB,4,0,13,77,1,3,56,4.3,21,1.6,1,13
82,Tank Bigsby,JAX,22,RB,4,0,12,33,2,5,20,1.7,13,1.1,2,6
83,Jimmy Garoppolo,LVR,32,QB,3,3,12,19,0,3,14,1.2,5,0.4,1,12
84,Jared Goff,DET,29,QB,4,4,12,12,1,3,7,0.6,5,0.4,0,
85,Keaontay Ingram,ARI,24,RB,3,0,12,15,0,,8,0.7,7,0.6,3,4
86,Brock Purdy,SFO,24,QB,4,4,12,24,2,5,18,1.5,6,0.5,0,
87,Zach Wilson,NYJ,24,QB,4,3,12,57,0,4,48,4,9,0.8,0,
88,Sam Howell,WAS,23,QB,4,4,11,82,1,5,60,5.5,22,2,3,3.7
89,Alvin Kamara,NOR,28,RB,1,1,11,51,0,2,42,3.8,9,0.8,2,5.5
90,Dak Prescott,DAL,30,QB,4,4,11,43,0,4,26,2.4,17,1.5,1,11
91,Deebo Samuel,SFO,27,WR,4,4,11,54,1,3,36,3.3,18,1.6,0,
92,Tua Tagovailoa,MIA,25,QB,4,4,11,15,0,2,15,1.4,0,0,0,
93,Russell Wilson,DEN,35,QB,4,4,11,70,0,8,68,6.2,2,0.2,0,
94,Kareem Hunt,CLE,28,RB,2,0,10,25,0,2,13,1.3,12,1.2,1,10
95,Kendre Miller,NOR,21,RB,2,0,10,37,0,3,27,2.7,10,1,0,
96,Kenny Pickett,PIT,25,QB,4,4,10,18,0,4,14,1.4,4,0.4,0,
97,Matthew Stafford,LAR,35,QB,4,4,10,49,0,3,49,4.9,0,0,0,
98,Ryan Tannehill,TEN,35,QB,4,4,10,28,1,1,13,1.3,15,1.5,0,
99,Gary Brightwell,NYG,24,RB,4,0,9,19,0,0,14,1.6,5,0.6,1,9
100,Chris Brooks,MIA,23,RB,4,0,9,66,0,1,21,2.3,45,5,1,9
101,Ronnie Rivers,LAR,24,RB,4,0,9,47,0,2,32,3.6,15,1.7,0,
102,Patrick Taylor,GNB,25,RB,3,0,9,29,0,1,10,1.1,19,2.1,2,4.5
103,Ke'Shawn Vaughn,TAM,26,RB,2,0,9,16,0,,8,0.9,8,0.9,1,9
104,Joe Burrow,CIN,27,QB,4,4,8,3,0,1,3,0.4,0,0,0,
105,Derek Carr,NOR,32,QB,4,4,8,1,0,1,1,0.1,0,0,0,
106,J.K. Dobbins,BAL,25,RB,1,1,8,22,1,1,18,2.3,4,0.5,0,
107,Trey Sermon,IND,24,RB,2,0,8,24,0,,12,1.5,12,1.5,0,
108,Geno Smith,SEA,33,QB,4,4,8,22,0,0,22,2.8,0,0,0,
109,Isaiah Spiller,LAC,22,RB,3,0,8,22,0,0,10,1.3,12,1.5,0,
110,Zamir White,LVR,24,RB,4,0,8,39,0,2,27,3.4,12,1.5,0,
111,Kyle Allen,BUF,27,QB,3,0,7,-7,0,,-7,-1,0,0,0,
112,Ty Chandler,MIN,25,RB,4,0,7,27,0,1,20,2.9,7,1,0,
113,Elijah Moore,CLE,23,WR,4,2,7,3,0,1,-8,-1.1,11,1.6,0,
114,Craig Reynolds,DET,27,RB,4,0,7,22,0,1,19,2.7,3,0.4,1,7
115,Bryce Young,CAR,22,QB,3,3,7,61,0,3,57,8.1,4,0.6,0,
116,Salvon Ahmed,MIA,25,RB,3,0,6,24,0,1,9,1.5,15,2.5,2,3
117,D'Ernest Johnson,JAX,27,RB,4,0,6,8,0,0,5,0.8,3,0.5,0,
118,Jordan Mason,SFO,24,RB,4,0,6,21,0,1,17,2.8,4,0.7,0,
119,Jerick McKinnon,KAN,31,RB,4,0,6,14,0,2,10,1.7,4,0.7,0,
120,Boston Scott,PHI,28,RB,3,0,6,43,0,3,35,5.8,8,1.3,2,3
121,Laviska Shenault Jr.,CAR,25,WR,4,0,6,26,0,1,11,1.8,15,2.5,0,
122,KaVontae Turpin,DAL,27,WR,4,0,6,66,1,3,45,7.5,21,3.5,1,6
123,Kirk Cousins,MIN,35,QB,4,4,5,17,0,1,16,3.2,1,0.2,0,
124,DeeJay Dallas,SEA,25,RB,4,0,5,14,0,0,12,2.4,2,0.4,0,
125,Erik Ezukanma,MIA,23,WR,2,0,5,22,0,1,9,1.8,13,2.6,1,5
126,Zay Flowers,BAL,23,WR,4,4,5,11,0,0,9,1.8,2,0.4,1,5
127,D'Onta Foreman,CHI,27,RB,1,0,5,16,0,2,7,1.4,9,1.8,0,
128,Rondale Moore,ARI,23,WR,4,2,5,66,1,1,63,12.6,3,0.6,0,
129,Emanuel Wilson,GNB,24,RB,2,0,5,11,0,,8,1.6,3,0.6,0,
130,Michael Carter,NYJ,24,RB,4,0,4,23,0,2,19,4.8,4,1,0,
131,Sam Darnold,SFO,26,QB,3,0,4,-4,0,,-4,-1,0,0,0,
132,Derius Davis,LAC,23,WR,4,0,4,61,0,2,53,13.3,8,2,0,
133,Emari Demercado,ARI,24,RB,4,0,4,3,0,0,-1,-0.3,4,1,0,
134,Elijah Dotson,LAC,24,RB,4,0,4,6,0,,3,0.8,3,0.8,0,
135,Chase Edmonds,TAM,27,RB,2,0,4,20,0,2,17,4.3,3,0.8,0,
136,Dorian Thompson-Robinson,CLE,24,QB,2,1,4,24,0,1,18,4.5,6,1.5,2,2
137,Trayveon Williams,CIN,26,RB,4,0,4,15,0,,6,1.5,9,2.3,0,
138,Harrison Bryant,CLE,25,TE,4,2,3,6,0,3,4,1.3,2,0.7,0,
139,Devin Duvernay,BAL,26,WR,4,1,3,15,0,,12,4,3,1,0,
140,Deonte Harty,BUF,26,WR,4,0,3,2,0,0,0,0,2,0.7,1,3
141,Kyle Juszczyk,SFO,32,FB,4,4,3,6,0,1,6,2,0,0,0,
142,Zonovan Knight,DET,22,RB,1,0,3,13,0,,7,2.3,6,2,0,
143,CeeDee Lamb,DAL,24,WR,4,4,3,21,0,1,18,6,3,1,1,3
144,Hunter Luepke,DAL,23,RB,4,0,3,13,1,2,5,1.7,8,2.7,0,
145,Marvin Mims,DEN,21,WR,4,1,3,13,0,0,6,2,7,2.3,0,
146,Skyy Moore,KAN,23,WR,4,3,3,23,0,1,18,6,5,1.7,0,
147,Aidan O'Connell,LVR,25,QB,1,1,3,3,1,2,3,1,0,0,0,
148,Rashaad Penny,PHI,27,RB,1,0,3,9,0,1,9,3,0,0,0,
149,Chris Rodriguez,WAS,23,RB,3,0,3,7,0,1,7,2.3,0,0,0,
150,Cooper Rush,DAL,30,QB,2,0,3,-2,0,0,-2,-0.7,0,0,0,
151,Curtis Samuel,WAS,27,WR,4,2,3,20,1,2,7,2.3,13,4.3,0,
152,Rashid Shaheed,NOR,25,WR,4,1,3,11,0,0,11,3.7,0,0,0,
153,Jamal Agnew,JAX,28,WR,3,0,2,-2,0,0,-2,-1,0,0,0,
154,Keenan Allen,LAC,31,WR,4,4,2,6,0,1,6,3,0,0,0,
155,Tutu Atwell,LAR,24,WR,4,4,2,27,0,1,21,10.5,6,3,0,
156,Calvin Austin,PIT,24,WR,4,0,2,3,0,0,3,1.5,0,0,0,
157,Andrew Beck,HOU,27,FB,4,4,2,2,0,1,1,0.5,1,0.5,0,
158,Andy Dalton,CAR,36,QB,2,1,2,11,0,1,10,5,1,0.5,0,
159,Tank Dell,HOU,24,WR,4,3,2,13,0,0,12,6,1,0.5,0,
160,Chris Evans,CIN,26,RB,2,0,2,12,0,,7,3.5,5,2.5,0,
161,Jake Funk,IND,25,RB,4,0,2,10,0,0,10,5,0,0,0,
162,Blaine Gabbert,KAN,34,QB,1,0,2,-1,0,0,-1,-0.5,0,0,0,
163,Xavier Gipson,NYJ,22,WR,4,0,2,13,0,1,7,3.5,6,3,1,2
164,Tyler Huntley,BAL,25,QB,1,0,2,8,0,,8,4,0,0,0,
165,Alec Ingold,MIA,27,FB,4,4,2,0,0,0,0,0,0,0,0,
166,Velus Jones Jr.,CHI,26,WR,3,0,2,7,0,,-3,-1.5,10,5,0,
167,Cole Kmet,CHI,24,TE,4,4,2,1,0,1,1,0.5,0,0,0,
168,Gardner Minshew II,IND,27,QB,4,1,2,3,0,0,1,0.5,2,1,0,
169,Puka Nacua,LAR,22,WR,4,4,2,4,0,1,0,0,4,2,0,
170,Dare Ogunbowale,HOU,29,RB,1,0,2,4,0,1,1,0.5,3,1.5,0,
171,Kalif Raymond,DET,29,WR,4,2,2,51,0,2,50,25,1,0.5,0,
172,Tyler Scott,CHI,22,WR,4,0,2,19,0,0,19,9.5,0,0,0,
173,Deven Thompkins,TAM,24,WR,4,1,2,22,0,2,20,10,2,1,0,
174,Kadarius Toney,KAN,24,WR,4,1,2,2,0,0,0,0,2,1,0,
175,Nick Bawden,NYJ,27,FB,4,0,1,1,1,1,0,0,1,1,0,
176,Braxton Berrios,MIA,28,WR,4,0,1,11,0,1,11,11,0,0,0,
177,Mike Boone,HOU,28,RB,3,0,1,4,0,1,2,2,2,2,0,
178,Chase Brown,CIN,23,RB,3,0,1,2,0,,2,2,0,0,0,
179,Marquise Brown,ARI,26,WR,4,4,1,29,0,1,29,29,0,0,0,
180,Noah Brown,HOU,27,WR,1,0,1,-1,0,,-1,-1,0,0,1,1
181,Jake Browning,CIN,27,QB,1,0,1,-1,0,,-1,-1,0,0,0,
182,Treylon Burks,TEN,23,WR,3,3,1,9,0,0,7,7,2,2,0,
183,Michael Burton,DEN,31,FB,4,0,1,3,0,1,0,0,3,3,0,
184,Jason Cabinda,DET,27,FB,3,0,1,0,0,,0,0,0,0,0,
185,Ja'Marr Chase,CIN,23,WR,4,4,1,2,0,0,0,0,2,2,0,
186,Sean Clifford,GNB,25,QB,1,0,1,0,0,,0,0,0,0,0,
187,Ashtyn Davis,NYJ,27,S,4,1,1,4,0,1,2,2,2,2,0,
188,Gabriel Davis,BUF,24,WR,4,4,1,-2,0,0,-2,-2,0,0,0,
189,Demario Douglas,NWE,23,WR,4,0,1,5,0,0,4,4,1,1,0,
190,Kenyan Drake,BAL,29,RB,1,0,1,0,0,,0,0,0,0,0,
191,Gerald Everett,LAC,29,TE,4,3,1,2,0,0,2,2,0,0,0,
192,Marquise Goodwin,CLE,33,WR,4,0,1,1,0,,1,1,0,0,0,
193,Peyton Hendershot,DAL,24,TE,3,0,1,0,0,,0,0,0,0,0,
194,Connor Heyward,PIT,24,TE,4,0,1,0,0,,0,0,0,0,0,
195,Tyreek Hill,MIA,29,WR,4,4,1,14,0,1,14,14,0,0,0,
196,Evan Hull,IND,23,RB,1,0,1,1,0,,1,1,0,0,0,
197,Rakim Jarrett,TAM,22,WR,4,0,1,0,0,,0,0,0,0,0,
198,Van Jefferson,LAR,27,WR,4,4,1,4,0,0,3,3,1,1,0,
199,Drew Lock,SEA,27,QB,1,0,1,11,0,1,11,11,0,0,0,
200,Ty Montgomery,NWE,30,WR,4,0,1,7,0,0,7,7,0,0,0,
201,Keisean Nixon,GNB,26,CB,4,2,1,11,0,1,0,0,11,11,1,1
202,Kyle Pitts,ATL,23,TE,4,3,1,-4,0,0,-4,-4,0,0,0,
203,Adam Prentice,NOR,26,FB,4,1,1,5,0,,5,5,0,0,0,
204,Jayden Reed,GNB,23,WR,4,3,1,-2,0,0,-2,-2,0,0,0,
205,Jalen Reeves-Maybin,DET,28,LB,4,0,1,3,0,1,3,3,0,0,0,
206,Rashee Rice,KAN,23,WR,4,0,1,-3,0,0,-3,-3,0,0,0,
207,Wan'Dale Robinson,NYG,22,WR,2,0,1,7,0,1,7,7,0,0,0,
208,Ben Skowronek,LAR,26,WR,4,0,1,11,0,1,5,5,6,6,0,
209,Amon-Ra St. Brown,DET,24,WR,4,4,1,4,0,0,0,0,4,4,0,
210,Tyrod Taylor,NYG,34,QB,3,0,1,2,0,,2,2,0,0,0,
211,Adam Thielen,CAR,33,WR,4,4,1,6,0,0,2,2,4,4,0,
212,Logan Thomas,WAS,32,TE,3,3,1,2,0,1,0,0,2,2,0,
213,Tre Tucker,LVR,22,WR,3,0,1,34,0,1,31,31,3,3,0,
214,Zeke Turner,ARI,27,LB,4,1,1,2,0,1,2,2,0,0,0,
215,Jaylen Waddle,MIA,25,WR,3,3,1,-2,0,0,-2,-2,0,0,0,
216,Mike White,MIA,28,QB,1,0,1,-1,0,0,-1,-1,0,0,0,
217,Mike Williams,LAC,29,WR,3,3,1,3,0,0,2,2,1,1,0,
