,,,,,Games,,Rushing,,,,,,,,,
71,Justin Herbert,LAC,25,QB,9,9,36,113,3,12,75,2.1,38,1.1,2,18
72,Keaontay Ingram,ARI,24,RB,8,1,35,74,0,4,47,1.3,27,0.8,3,11.7
73,Pierre Strong,CLE,25,RB,9,0,34,152,1,6,111,3.3,41,1.2,1,34
74,Clyde Edwards-Helaire,KAN,24,RB,8,1,33,109,1,5,79,2.4,30,0.9,4,8.3
75,Royce Freeman,LAR,27,RB,6,0,33,142,1,9,59,1.8,83,2.5,4,8.3
76,Desmond Ridder,ATL,24,QB,9,8,32,150,4,13,138,4.3,12,0.4,1,32
77,Sam Howell,WAS,23,QB,10,10,31,174,1,11,114,3.7,60,1.9,5,6.2
78,Jordan Love,GNB,25,QB,9,9,31,182,2,10,163,5.3,19,0.6,2,15.5
79,Dak Prescott,DAL,30,QB,9,9,31,135,2,13,106,3.4,29,0.9,1,31
80,Joe Burrow,CIN,27,QB,9,9,30,81,0,9,71,2.4,10,0.3,0,
81,Darrynton Evans,CHI,25,RB,5,0,30,105,1,9,90,3,15,0.5,0,
82,Antonio Gibson,WAS,25,RB,10,0,30,137,0,6,80,2.7,57,1.9,2,15
83,Elijah Mitchell,SFO,25,RB,6,0,30,73,0,4,35,1.2,38,1.3,2,15
84,Kenny Pickett,PIT,25,QB,9,9,30,37,1,10,29,1,8,0.3,0,
85,Zach Wilson,NYJ,24,QB,9,8,29,184,0,7,164,5.7,20,0.7,1,29
86,Nick Chubb,CLE,28,RB,2,2,28,170,0,8,100,3.6,70,2.5,2,14
87,Kendre Miller,NOR,21,RB,7,0,28,83,0,5,46,1.6,37,1.3,1,28
88,Samaje Perine,DEN,28,RB,9,1,28,111,0,5,51,1.8,60,2.1,0,
89,Tank Bigsby,JAX,22,RB,9,0,26,59,2,7,37,1.4,22,0.8,3,8.7
90,Mac Jones,NWE,25,QB,10,10,26,96,0,11,91,3.5,5,0.2,0,
91,Brock Purdy,SFO,24,QB,9,9,26,107,2,10,81,3.1,26,1,1,26
92,Deshaun Watson,CLE,28,QB,6,6,26,142,1,10,90,3.5,52,2,3,8.7
93,Tony Jones,2TM,26,,6,1,25,85,2,7,48,1.9,37,1.5,1,25
94,Anthony Richardson,IND,21,QB,4,4,25,136,4,8,112,4.5,24,1,0,
95,Ke'Shawn Vaughn,TAM,26,RB,6,0,24,42,0,,18,0.8,24,1,4,6
96,Tyson Bagent,CHI,23,QB,5,4,23,109,2,11,104,4.5,5,0.2,0,
97,Ty Chandler,MIN,25,RB,10,0,23,87,1,5,59,2.6,28,1.2,0,
98,Damien Harris,BUF,26,RB,6,0,23,94,1,9,57,2.5,37,1.6,2,11.5
99,Geno Smith,SEA,33,QB,9,9,23,66,0,4,58,2.5,8,0.3,0,
100,Tua Tagovailoa,MIA,25,QB,9,9,23,33,0,3,30,1.3,3,0.1,1,23
101,C.J. Stroud,HOU,22,QB,9,9,22,86,2,9,78,3.5,8,0.4,1,22
102,Tyrod Taylor,NYG,34,QB,7,3,22,98,0,5,65,3,33,1.5,1,22
103,Jared Goff,DET,29,QB,9,9,21,11,2,4,6,0.3,5,0.2,0,
104,Jordan Mason,SFO,24,RB,9,0,21,117,2,6,80,3.8,37,1.8,0,
105,Rondale Moore,ARI,23,WR,10,4,21,150,1,4,125,6,25,1.2,1,21
106,Deebo Samuel,SFO,27,WR,7,7,21,124,2,4,80,3.8,44,2.1,0,
107,Deuce Vaughn,DAL,22,RB,6,0,21,38,0,1,24,1.1,14,0.7,0,
108,Jimmy Garoppolo,LVR,32,QB,6,6,20,39,0,6,26,1.3,13,0.7,1,20
109,Bryce Young,CAR,22,QB,8,8,20,135,0,10,101,5.1,34,1.7,1,20
110,Salvon Ahmed,MIA,25,RB,7,0,19,55,1,2,35,1.8,20,1.1,2,9.5
111,Derek Carr,NOR,32,QB,10,10,19,33,0,3,29,1.5,4,0.2,0,
112,Gardner Minshew II,IND,27,QB,10,6,17,44,2,4,40,2.4,4,0.2,0,
113,Cordarrelle Patterson,ATL,32,RB,7,0,17,76,0,3,46,2.7,30,1.8,1,17
114,Zamir White,LVR,24,RB,10,0,17,46,0,2,32,1.9,14,0.8,0,
115,Chris Brooks,MIA,23,RB,6,0,15,94,0,2,24,1.6,70,4.7,2,7.5
116,Tommy DeVito,NYG,25,QB,3,1,15,70,1,2,68,4.5,2,0.1,1,15
117,Sean Tucker,TAM,22,RB,7,0,15,23,0,1,11,0.7,12,0.8,1,15
118,Kirk Cousins,MIN,35,QB,8,8,14,25,0,6,22,1.6,3,0.2,0,
119,Chase Edmonds,TAM,27,RB,5,0,14,29,0,3,15,1.1,14,1,1,14
120,Deon Jackson,3TM,24,,4,1,14,16,0,1,4,0.3,12,0.9,0,
121,Chris Rodriguez,WAS,23,RB,8,0,14,61,0,3,38,2.7,23,1.6,2,7
122,Melvin Gordon,BAL,30,RB,2,0,13,53,0,2,27,2.1,26,2,0,
123,Eric Gray,NYG,24,RB,7,0,13,27,0,1,16,1.2,11,0.8,1,13
124,Ronnie Rivers,LAR,24,RB,6,0,13,57,0,2,42,3.2,15,1.2,0,
125,Matthew Stafford,LAR,35,QB,8,8,13,68,0,4,66,5.1,2,0.2,0,
126,D'Ernest Johnson,JAX,27,RB,9,0,12,47,0,1,34,2.8,13,1.1,0,
127,Jerick McKinnon,KAN,31,RB,9,0,12,23,0,4,18,1.5,5,0.4,0,
128,Keaton Mitchell,BAL,21,RB,4,0,12,172,2,6,95,7.9,77,6.4,0,
129,Laviska Shenault Jr.,CAR,25,WR,6,0,12,55,0,3,28,2.3,27,2.3,1,12
130,Isaiah Spiller,LAC,22,RB,5,0,12,27,0,0,10,0.8,17,1.4,0,
131,Ryan Tannehill,TEN,35,QB,6,6,12,40,1,2,25,2.1,15,1.3,0,
132,P.J. Walker,CLE,28,QB,5,2,12,31,0,3,30,2.5,1,0.1,0,
133,Raheem Blackshear,CAR,24,RB,5,0,11,30,0,1,21,1.9,9,0.8,1,11
134,Patrick Taylor,GNB,25,RB,4,0,11,31,0,2,9,0.8,22,2,2,5.5
135,Damien Williams,ARI,31,RB,3,0,11,43,0,1,28,2.5,15,1.4,1,11
136,Emanuel Wilson,GNB,24,RB,6,0,11,73,0,2,60,5.5,13,1.2,0,
137,Tank Dell,HOU,24,WR,8,6,10,39,0,2,19,1.9,20,2,2,5
138,Trayveon Williams,CIN,26,RB,9,0,10,39,0,2,26,2.6,13,1.3,0,
139,Gary Brightwell,NYG,24,RB,7,0,9,19,0,0,7,0.8,12,1.3,1,9
140,Taylor Heinicke,ATL,30,QB,3,2,9,68,0,2,65,7.2,3,0.3,0,
141,Cooper Rush,DAL,30,QB,5,0,9,-2,0,1,-5,-0.6,3,0.3,0,
142,Calvin Austin,PIT,24,WR,9,1,8,30,0,2,26,3.3,4,0.5,0,
143,Khari Blasingame,CHI,27,FB,9,1,8,26,0,,11,1.4,15,1.9,0,
144,Michael Carter,NYJ,24,RB,9,0,8,38,0,2,27,3.4,11,1.4,0,
145,Sam Darnold,SFO,26,QB,5,0,8,-8,0,,-8,-1,0,0,0,
146,J.K. Dobbins,BAL,25,RB,1,1,8,22,1,1,18,2.3,4,0.5,0,
147,Will Levis,TEN,24,QB,3,3,8,13,0,2,9,1.1,4,0.5,0,
148,Elijah Moore,CLE,23,WR,9,5,8,11,0,2,0,0,11,1.4,0,
149,Boston Scott,PHI,28,RB,7,0,8,45,0,3,35,4.4,10,1.3,2,4
150,Trey Sermon,IND,24,RB,8,0,8,24,0,,12,1.5,12,1.5,0,
151,Kyle Allen,BUF,27,QB,4,0,7,-7,0,,-7,-1,0,0,0,
152,Derius Davis,LAC,23,WR,9,0,7,75,0,3,60,8.6,15,2.1,1,7
153,KaVontae Turpin,DAL,27,WR,8,0,7,66,1,3,45,6.4,21,3,1,7
154,Jeff Wilson,MIA,28,RB,3,0,7,29,0,3,24,3.4,5,0.7,0,
155,Tyrion Davis-Price,SFO,23,RB,1,0,6,21,0,1,2,0.3,19,3.2,0,
156,Zay Flowers,BAL,23,WR,10,10,6,12,0,0,10,1.7,2,0.3,1,6
157,Tyler Huntley,BAL,25,QB,3,0,6,16,0,1,16,2.7,0,0,0,
158,Kyler Murray,ARI,26,QB,1,1,6,33,1,2,31,5.2,2,0.3,0,
159,Tyler Scott,CHI,22,WR,10,1,6,44,0,2,38,6.3,6,1,0,
160,Rashid Shaheed,NOR,25,WR,10,4,6,33,0,1,26,4.3,7,1.2,1,6
161,Kadarius Toney,KAN,24,WR,9,2,6,-5,0,0,-7,-1.2,2,0.3,0,
162,Tre Tucker,LVR,22,WR,9,0,6,69,0,2,58,9.7,11,1.8,0,
163,Clayton Tune,ARI,24,QB,3,1,6,29,1,2,28,4.7,1,0.2,0,
164,DeeJay Dallas,SEA,25,RB,9,0,5,14,0,0,12,2.4,2,0.4,0,
165,Erik Ezukanma,MIA,23,WR,2,0,5,22,0,1,9,1.8,13,2.6,1,5
166,Kyle Juszczyk,SFO,32,FB,9,8,5,6,0,2,6,1.2,0,0,0,
167,CeeDee Lamb,DAL,24,WR,9,9,5,47,1,3,41,8.2,6,1.2,1,5
168,Marvin Mims,DEN,21,WR,9,3,5,-1,0,0,-8,-1.6,7,1.4,0,
169,Aidan O'Connell,LVR,25,QB,4,3,5,6,1,3,6,1.2,0,0,0,
170,Rashaad Penny,PHI,27,RB,2,0,5,17,0,1,15,3,2,0.4,0,
171,Wan'Dale Robinson,NYG,22,WR,8,2,5,25,0,2,20,4,5,1,1,5
172,Malik Willis,TEN,24,QB,3,0,5,21,0,1,18,3.6,3,0.6,0,
173,Ameer Abdullah,LVR,30,RB,10,0,4,19,0,0,16,4,3,0.8,0,
174,Jamal Agnew,JAX,28,WR,8,1,4,-2,0,0,-2,-0.5,0,0,0,
175,Tutu Atwell,LAR,24,WR,9,9,4,35,0,2,29,7.3,6,1.5,0,
176,Andrew Beck,HOU,27,FB,8,7,4,3,1,2,2,0.5,1,0.3,0,
177,Mike Boone,HOU,28,RB,8,0,4,23,0,2,16,4,7,1.8,0,
178,Harrison Bryant,CLE,25,TE,9,5,4,8,0,4,5,1.3,3,0.8,0,
179,Michael Burton,DEN,31,FB,9,1,4,3,0,2,-1,-0.3,4,1,0,
180,Elijah Dotson,LAC,24,RB,4,0,4,6,0,,3,0.8,3,0.8,0,
181,Demario Douglas,NWE,23,WR,9,4,4,29,0,1,11,2.8,18,4.5,0,
182,Zach Evans,LAR,22,RB,4,0,4,10,0,,10,2.5,0,0,0,
183,Xavier Gipson,NYJ,22,WR,9,0,4,34,0,2,25,6.3,9,2.3,1,4
184,Marquise Goodwin,CLE,33,WR,8,0,4,33,0,2,33,8.3,0,0,0,
185,Jaren Hall,MIN,25,QB,2,1,4,10,0,0,9,2.3,1,0.3,0,
186,Xavier Hutchinson,HOU,23,WR,9,0,4,44,0,3,35,8.8,9,2.3,1,4
187,Velus Jones Jr.,CHI,26,WR,8,0,4,22,0,1,12,3,10,2.5,0,
188,Brandon Powell,MIN,28,WR,10,1,4,15,0,1,14,3.5,1,0.3,0,
189,Kalif Raymond,DET,29,WR,9,3,4,52,0,2,50,12.5,2,0.5,0,
190,Calvin Ridley,JAX,29,WR,9,9,4,10,0,1,10,2.5,0,0,0,
191,Curtis Samuel,WAS,27,WR,9,6,4,20,1,2,7,1.8,13,3.3,0,
192,Deven Thompkins,TAM,24,WR,9,1,4,33,0,2,28,7,5,1.3,0,
193,Dorian Thompson-Robinson,CLE,24,QB,3,1,4,24,0,1,18,4.5,6,1.5,2,2
194,Mike White,MIA,28,QB,2,0,4,-5,0,0,-5,-1.3,0,0,0,
195,C.J. Beathard,JAX,30,QB,3,0,3,-2,0,0,-2,-0.7,0,0,0,
196,DeAndre Carter,LVR,30,WR,10,1,3,18,0,2,17,5.7,1,0.3,0,
197,Ja'Marr Chase,CIN,23,WR,9,9,3,-6,0,0,-8,-2.7,2,0.7,0,
198,Brandin Cooks,DAL,30,WR,8,7,3,23,0,1,19,6.3,4,1.3,0,
199,Andy Dalton,CAR,36,QB,3,1,3,12,0,2,11,3.7,1,0.3,0,
200,Devin Duvernay,BAL,26,WR,10,1,3,15,0,,12,4,3,1,0,
201,Deonte Harty,BUF,26,WR,10,1,3,2,0,0,0,0,2,0.7,1,3
202,Brian Hoyer,LVR,38,QB,3,1,3,-3,0,0,-3,-1,0,0,0,
203,Cole Kmet,CHI,24,TE,10,10,3,2,0,2,2,0.7,0,0,0,
204,Zonovan Knight,DET,22,RB,2,0,3,13,0,,7,2.3,6,2,0,
205,Hunter Luepke,DAL,23,RB,9,0,3,13,1,2,5,1.7,8,2.7,0,
206,Skyy Moore,KAN,23,WR,9,6,3,23,0,1,18,6,5,1.7,0,
207,Devine Ozigbo,DET,27,RB,3,0,3,5,0,1,2,0.7,3,1,1,3
208,Brett Rypien,LAR,27,QB,2,1,3,19,0,1,19,6.3,0,0,0,
209,Amon-Ra St. Brown,DET,24,WR,8,8,3,13,0,1,7,2.3,6,2,0,
210,Mitchell Trubisky,PIT,29,QB,2,0,3,18,0,1,18,6,0,0,0,
211,Jameis Winston,NOR,29,QB,4,0,3,-4,0,0,-4,-1.3,0,0,0,
212,Keenan Allen,LAC,31,WR,9,9,2,6,0,1,6,3,0,0,0,
213,Teddy Bridgewater,DET,31,QB,1,0,2,-2,0,,-2,-1,0,0,0,
214,Chase Brown,CIN,23,RB,5,0,2,6,0,,4,2,2,1,0,
215,Treylon Burks,TEN,23,WR,5,5,2,14,0,0,7,3.5,7,3.5,0,
216,Chris Evans,CIN,26,RB,7,0,2,12,0,,7,3.5,5,2.5,0,
217,Gerald Everett,LAC,29,TE,8,5,2,4,0,0,3,1.5,1,0.5,0,
218,Jake Funk,IND,25,RB,4,0,2,10,0,0,10,5,0,0,0,
219,Blaine Gabbert,KAN,34,QB,1,0,2,-1,0,0,-1,-0.5,0,0,0,
220,Tyreek Hill,MIA,29,WR,9,9,2,17,0,1,0,0,17,8.5,1,2
221,Alec Ingold,MIA,27,FB,9,8,2,0,0,0,0,0,0,0,0,
222,Ray-Ray McCloud,SFO,27,WR,9,1,2,23,0,2,21,10.5,2,1,0,
223,Isaiah McKenzie,IND,28,WR,10,0,2,11,0,0,4,2,7,3.5,0,
224,Jakobi Meyers,LVR,27,WR,9,9,2,17,1,1,17,8.5,0,0,0,
225,Ty Montgomery,NWE,30,WR,10,0,2,7,0,0,7,3.5,0,0,0,
226,Darnell Mooney,CHI,26,WR,10,10,2,5,0,0,4,2,1,0.5,0,
227,Puka Nacua,LAR,22,WR,9,9,2,4,0,1,0,0,4,2,0,
228,Kene Nwangwu,MIN,25,RB,2,0,2,9,0,,7,3.5,2,1,0,
229,Dare Ogunbowale,HOU,29,RB,4,0,2,4,0,1,1,0.5,3,1.5,0,
230,Nathan Peterman,CHI,29,QB,1,0,2,-4,0,,-4,-2,0,0,0,
231,Jayden Reed,GNB,23,WR,9,7,2,19,0,1,19,9.5,0,0,0,
232,Ben Skowronek,LAR,26,WR,9,0,2,9,0,1,3,1.5,6,3,0,
233,Jaylen Waddle,MIA,25,WR,8,8,2,10,0,1,10,5,0,0,0,
234,Jordan Addison,MIN,21,WR,10,7,1,2,0,0,2,2,0,0,0,
235,Mark Andrews,BAL,28,TE,9,8,1,0,0,0,0,0,0,0,0,
236,Rashod Bateman,BAL,24,WR,9,5,1,18,0,1,17,17,1,1,0,
237,Nick Bawden,NYJ,27,FB,9,2,1,1,1,1,0,0,1,1,0,
238,Braxton Berrios,MIA,28,WR,9,1,1,11,0,1,1,1,10,10,1,1
239,Jake Bobo,SEA,25,WR,9,0,1,3,1,1,1,1,2,2,0,
240,Kendrick Bourne,NWE,28,WR,8,5,1,4,0,1,3,3,1,1,0,
241,Tyler Boyd,CIN,29,WR,9,9,1,6,0,1,6,6,0,0,0,
242,Dyami Brown,WAS,24,WR,10,1,1,0,0,0,0,0,0,0,0,
243,Marquise Brown,ARI,26,WR,10,10,1,29,0,1,29,29,0,0,0,
244,Noah Brown,HOU,27,WR,5,2,1,-1,0,0,-1,-1,0,0,1,1
245,Jake Browning,CIN,27,QB,1,0,1,-1,0,,-1,-1,0,0,0,
246,Jason Cabinda,DET,27,FB,3,0,1,0,0,,0,0,0,0,0,
247,Sean Clifford,GNB,25,QB,1,0,1,0,0,,0,0,0,0,0,
248,Jashaun Corbin,NYG,23,RB,2,0,1,1,0,1,1,1,0,0,0,
249,Ashtyn Davis,NYJ,27,S,9,4,1,4,0,1,2,2,2,2,0,
250,Gabriel Davis,BUF,24,WR,10,10,1,-2,0,0,-2,-2,0,0,0,
251,Kenyan Drake,BAL,29,RB,2,0,1,0,0,,0,0,0,0,0,
252,D'Wayne Eskridge,SEA,26,WR,2,0,1,-5,0,,-5,-5,0,0,0,
253,Chris Godwin,TAM,27,WR,9,9,1,14,0,1,2,2,12,12,1,1
254,Noah Gray,KAN,24,TE,9,5,1,1,0,0,1,1,0,0,0,
255,Mecole Hardman,2TM,25,,8,0,1,3,0,0,3,3,0,0,0,
256,Peyton Hendershot,DAL,24,TE,3,0,1,0,0,,0,0,0,0,0,
257,Connor Heyward,PIT,24,TE,9,3,1,0,0,0,0,0,0,0,0,
258,KhaDarel Hodge,ATL,28,WR,10,2,1,0,0,0,0,0,0,0,0,
259,Amani Hooker,TEN,25,DB,8,8,1,2,0,1,2,2,0,0,0,
260,DeAndre Hopkins,TEN,31,WR,9,9,1,5,0,0,1,1,4,4,0,
261,Evan Hull,IND,23,RB,1,0,1,1,0,,1,1,0,0,0,
262,Rakim Jarrett,TAM,22,WR,9,0,1,0,0,,0,0,0,0,0,
263,Van Jefferson,2TM,27,,10,6,1,4,0,0,3,3,1,1,0,
264,Ty Johnson,BUF,26,RB,4,0,1,2,0,,1,1,1,1,0,
265,Quentin Johnston,LAC,22,WR,9,3,1,2,0,0,1,1,1,1,0,
266,Christian Kirk,JAX,27,WR,9,9,1,6,0,0,6,6,0,0,0,
267,George Kittle,SFO,30,TE,9,9,1,2,0,1,1,1,1,1,0,
268,Drew Lock,SEA,27,QB,1,0,1,11,0,1,11,11,0,0,0,
269,D.J. Moore,CHI,26,WR,10,10,1,1,0,0,1,1,0,0,0,
270,Keisean Nixon,GNB,26,CB,9,7,1,11,0,1,0,0,11,11,1,1
271,Chigoziem Okonkwo,TEN,24,TE,9,7,1,4,0,1,3,3,1,1,0,
272,La'Mical Perine,KAN,25,RB,1,0,1,1,0,,1,1,0,0,0,
273,George Pickens,PIT,22,WR,9,9,1,16,0,1,16,16,0,0,0,
274,Kyle Pitts,ATL,23,TE,10,8,1,-4,0,0,-4,-4,0,0,0,
275,Adam Prentice,NOR,26,FB,6,1,1,5,0,,5,5,0,0,0,
276,Jalen Reeves-Maybin,DET,28,LB,9,0,1,3,0,1,3,3,0,0,0,
277,Rashee Rice,KAN,23,WR,9,3,1,-3,0,0,-3,-3,0,0,0,
278,Jonnu Smith,ATL,28,TE,10,2,1,0,0,0,0,0,0,0,0,
279,Trent Taylor,CHI,29,WR,10,0,1,-2,0,,-2,-2,0,0,0,
280,Adam Thielen,CAR,33,WR,9,9,1,6,0,0,2,2,4,4,0,
281,Logan Thomas,WAS,32,TE,9,9,1,2,0,1,0,0,2,2,0,
282,Kyle Trask,TAM,25,QB,1,0,1,-1,0,,-1,-1,0,0,0,
283,Zeke Turner,ARI,27,LB,9,1,1,2,0,1,2,2,0,0,0,
284,Christian Watson,GNB,24,WR,6,6,1,-5,0,0,-5,-5,0,0,0,
285,Dontayvion Wicks,GNB,22,WR,9,2,1,1,0,0,0,0,1,1,0,
286,Mike Williams,LAC,29,WR,3,3,1,3,0,0,2,2,1,1,0,
287,Garrett Wilson,NYJ,23,WR,9,9,1,6,0,0,3,3,3,3,0,
