Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
1,Keenan Allen,LAC,31,WR,13,13,150,108,1243,7,57,847,7.8,396,3.7,9.6,5,21.6,5,3.3,2,106.6
2,CeeDee Lamb,DAL,24,WR,14,14,141,103,1306,8,62,854,8.3,452,4.4,10.3,7,14.7,4,2.8,0,120.5
3,Michael Pittman Jr.,IND,26,WR,14,13,143,99,1062,4,49,594,6,468,4.7,7.9,2,49.5,2,1.4,6,82.6
4,Tyreek Hill,MIA,29,WR,13,13,132,97,1542,12,69,941,9.7,601,6.2,10.4,12,8.1,9,6.8,3,132.8
5,A.J. Brown,PHI,26,WR,14,14,141,95,1314,7,62,874,9.2,440,4.6,11.5,7,13.6,6,4.3,4,101.8
6,Amon-Ra St. Brown,DET,24,WR,13,13,132,94,1175,7,57,680,7.2,495,5.3,7.6,6,15.7,8,6.1,3,106.7
7,Ja'Marr Chase,CIN,23,WR,14,14,132,93,1156,7,60,635,6.8,521,5.6,8.6,6,15.5,5,3.8,2,108.6
8,Stefon Diggs,BUF,30,WR,14,14,137,91,1041,8,51,686,7.5,355,3.9,9.7,8,11.4,8,5.8,3,99.4
9,T.J. Hockenson,MIN,26,TE,14,10,123,91,902,5,47,584,6.4,318,3.5,7.6,4,22.8,4,3.3,1,104.5
10,Adam Thielen,CAR,33,WR,14,14,120,89,870,4,49,571,6.4,299,3.4,7.4,2,44.5,6,5,1,101.7
11,Evan Engram,JAX,29,TE,14,12,109,88,729,3,33,324,3.7,405,4.6,4.7,3,29.3,5,4.6,1,99.9
12,Puka Nacua,LAR,22,WR,14,14,135,87,1163,4,54,703,8.1,460,5.3,9,5,17.4,10,7.4,2,95.4
13,Travis Kelce,KAN,34,TE,13,13,110,85,924,5,49,517,6.1,407,4.8,7.3,4,21.3,5,4.5,2,109.1
