Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
1,CeeDee Lamb,DAL,24,WR,16,16,168,122,1651,10,73,1017,8.3,634,5.2,9.9,10,12.2,6,3.6,1,120.9
2,Tyreek Hill,MIA,29,WR,15,15,158,112,1717,12,79,1078,9.6,639,5.7,10.4,12,9.3,11,7,4,121.2
3,Amon-Ra St. Brown,DET,24,WR,15,15,154,112,1371,9,70,785,7,586,5.2,7.4,8,14,8,5.2,3,111.1
4,Keenan Allen,LAC,31,WR,13,13,150,108,1243,7,57,847,7.8,396,3.7,9.6,5,21.6,5,3.3,2,106.6
5,A.J. Brown,PHI,26,WR,16,16,157,105,1447,7,70,975,9.3,472,4.5,11.8,9,11.7,7,4.5,4,100.5
6,Evan Engram,JAX,29,TE,16,14,130,104,884,3,42,406,3.9,478,4.6,5,5,20.8,6,4.6,2,96.3
7,Michael Pittman Jr.,IND,26,WR,15,14,150,104,1108,4,51,610,5.9,498,4.8,7.8,3,34.7,3,2,6,82.9
8,Puka Nacua,LAR,22,WR,16,16,154,101,1445,5,66,822,8.1,623,6.2,9.1,7,14.4,12,7.8,3,98.5
9,Adam Thielen,CAR,33,WR,16,16,134,101,1002,4,55,659,6.5,343,3.4,7.6,2,50.5,6,4.5,1,102.9
10,Stefon Diggs,BUF,30,WR,16,16,152,100,1096,8,55,722,7.2,374,3.7,10.2,9,11.1,8,5.3,4,93.5
11,Davante Adams,LVR,31,WR,16,16,167,98,1098,7,56,785,8,313,3.2,11.1,1,98,7,4.2,6,77.4
12,Ja'Marr Chase,CIN,23,WR,15,15,139,96,1197,7,62,671,7,526,5.5,8.7,6,16,5,3.6,2,106.3
13,T.J. Hockenson,MIN,26,TE,15,11,127,95,960,5,48,624,6.6,336,3.5,7.7,4,23.8,4,3.1,1,105.8
14,Travis Kelce,KAN,34,TE,15,15,121,93,984,5,51,515,5.5,469,5,6.7,4,23.3,7,5.8,2,106.9
15,Garrett Wilson,NYJ,23,WR,16,16,163,93,1008,3,45,697,7.5,311,3.3,10,10,9.3,6,3.7,6,66.2
