Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
1,Keenan Allen,LAC,31,WR,12,12,138,102,1175,7,52,794,7.8,381,3.7,9.5,5,20.4,5,3.6,1,113
2,Tyreek Hill,MIA,29,WR,12,12,127,93,1481,12,66,877,9.4,604,6.5,10.3,12,7.8,9,7.1,3,133.3
3,CeeDee Lamb,DAL,24,WR,12,12,121,90,1182,7,54,776,8.6,406,4.5,10.5,7,12.9,3,2.5,0,124.1
4,Michael Pittman Jr.,IND,26,WR,12,12,127,87,889,4,40,489,5.6,400,4.6,7.8,1,87,1,0.8,6,79.2
5,Ja'Marr Chase,CIN,23,WR,12,12,124,86,1063,7,55,557,6.5,506,5.9,8.4,6,14.3,5,4,2,107.7
6,Amon-Ra St. Brown,DET,24,WR,11,11,115,84,1042,6,51,632,7.5,410,4.9,7.7,5,16.8,6,5.2,3,107.2
7,Stefon Diggs,BUF,30,WR,12,12,121,83,969,8,47,650,7.8,319,3.8,10,8,10.4,6,5,3,104.3
8,A.J. Brown,PHI,26,WR,12,12,118,81,1164,7,53,770,9.5,394,4.9,12,7,11.6,4,3.4,3,109.6
9,T.J. Hockenson,MIN,26,TE,12,9,108,80,786,5,42,503,6.3,283,3.5,7.3,4,20,4,3.7,1,105.7
10,Adam Thielen,CAR,33,WR,12,12,106,80,753,4,45,476,6,277,3.5,7,2,40,4,3.8,1,103.2
11,Puka Nacua,LAR,22,WR,12,12,118,77,1029,4,49,630,8.2,399,5.2,9.2,5,15.4,8,6.8,2,97
12,Travis Kelce,KAN,34,TE,11,11,93,74,813,5,43,458,6.2,355,4.8,7.1,2,37,4,4.3,2,112.1
13,Evan Engram,JAX,29,TE,12,11,91,73,606,1,25,245,3.4,361,4.9,4.5,2,36.5,5,5.5,1,93.5
14,D.J. Moore,CHI,26,WR,12,12,93,70,1003,6,47,559,8,444,6.3,10.7,8,8.8,2,2.2,3,117.8
15,Davante Adams,LVR,31,WR,12,12,118,69,814,4,42,581,8.4,233,3.4,11.8,1,69,4,3.4,5,73.2
16,Chris Olave,NOR,23,WR,12,10,111,68,890,3,42,605,8.9,285,4.2,14.1,3,22.7,3,2.7,3,84.3
17,Garrett Wilson,NYJ,23,WR,12,12,120,67,745,3,33,523,7.8,222,3.3,10.9,10,6.7,5,4.2,5,65.5
18,Sam LaPorta,DET,22,TE,12,10,86,64,679,6,32,408,6.4,271,4.2,7.6,8,8,5,5.8,1,115.4
19,DeVonta Smith,PHI,25,WR,12,12,87,64,834,6,38,631,9.9,203,3.2,12,1,64,2,2.3,3,111.9
20,Mike Evans,TAM,30,WR,12,12,103,61,1012,10,41,752,12.3,260,4.3,14.7,2,30.5,7,6.8,3,112.6
21,Alvin Kamara,NOR,28,RB,9,9,69,60,413,1,21,-15,-0.3,428,7.1,0.3,7,8.6,2,2.9,0,96.4
22,Terry McLaurin,WAS,28,WR,13,13,100,60,694,2,34,490,8.2,204,3.4,11,3,20,5,5,1,83.5
23,Nico Collins,HOU,24,WR,11,6,85,59,991,6,39,569,9.6,422,7.2,11.3,12,4.9,1,1.2,1,127.1
24,Tyler Lockett,SEA,31,WR,12,12,87,59,622,4,34,467,7.9,155,2.6,10.5,0,,4,4.6,4,84.6
25,Zay Flowers,BAL,23,WR,12,12,80,58,613,2,28,327,5.6,286,4.9,8.1,7,8.3,1,1.3,1,97.6
26,Christian Kirk,JAX,27,WR,12,12,85,57,787,3,34,540,9.5,247,4.3,9.9,3,19,4,4.7,2,98.5
27,Jaylen Waddle,MIA,25,WR,11,11,83,57,743,3,38,430,7.5,313,5.5,10.2,6,9.5,4,4.8,3,93.6
28,Dalton Kincaid,BUF,24,TE,11,9,64,56,474,2,22,243,4.3,231,4.1,4.8,3,18.7,2,3.1,1,101.4
29,Cole Kmet,CHI,24,TE,12,12,68,56,482,5,28,243,4.3,239,4.3,4.9,3,18.7,0,0,2,108.5
30,Trey McBride,ARI,24,TE,13,8,74,56,610,2,32,299,5.3,311,5.6,6.4,10,5.6,1,1.4,3,91.6
31,Tyler Boyd,CIN,29,WR,12,11,79,55,499,2,21,293,5.3,206,3.7,6.5,1,55,5,6.3,2,84.3
32,Jordan Addison,MIN,21,WR,12,9,82,54,686,7,29,503,9.3,183,3.4,12,3,18,3,3.7,4,99.9
33,Chris Godwin,TAM,27,WR,12,12,85,53,606,1,33,380,7.2,226,4.3,8.6,2,26.5,3,3.5,3,73
34,David Njoku,CLE,27,TE,12,12,84,53,509,2,23,122,2.3,387,7.3,3.9,5,10.6,10,11.9,2,77.9
35,Jakobi Meyers,LVR,27,WR,11,11,76,52,591,6,33,432,8.3,159,3.1,10.2,5,10.4,1,1.3,4,95.9
36,Rashee Rice,KAN,23,WR,12,5,65,52,591,5,29,169,3.3,422,8.1,4.3,2,26,8,12.3,1,123.8
37,Marquise Brown,ARI,26,WR,13,13,101,51,574,4,32,410,8,164,3.2,11.9,2,25.5,4,4,2,72.8
38,Josh Downs,IND,22,WR,12,7,78,51,580,2,24,307,6,273,5.4,7.1,2,25.5,3,3.8,1,90.8
39,Christian McCaffrey,SFO,27,RB,12,12,62,51,429,5,24,65,1.3,364,7.1,1.5,1,51,0,0,1,115.7
