"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Alvin Kamara","RB","NO",22.9,0.338,1.4,22.3,24.6,12.5,14.3,11.8,1,1,1,1,"1",NA,NA,14
"2","Ezekiel Elliott","RB","DAL",21.5,0.55,1.99,20.1,22.8,11.1,12.1,10.1,2,2,6,2,"2",NA,NA,41
"3","DeAndre Hopkins","WR","ARI",22.2,1.29,1.15,21,24.4,10.5,10.5,10.7,3,4,3,1,"1",NA,NA,60
"4","Calvin Ridley","WR","ATL",21.1,4,3.57,17.7,23.9,9.31,7.21,10.3,4,15,5,2,"2",NA,NA,99
"5","Miles Sanders","RB","PHI",19.5,0.113,0.243,19,20.1,9.1,11,7.29,5,3,19,3,"2",NA,NA,1
"6","Travis Kelce","TE","KC",17.2,1.17,2.5,16.2,19.5,9.04,9.76,10.9,6,10,2,1,"1",NA,NA,71
"7","Austin Ekeler","RB","LAC",19.3,0.542,0.47,17.8,23.1,8.86,9.77,10.3,7,9,4,4,"3",NA,NA,40
"8","Aaron Jones","RB","GB",18.8,0.697,0.43,18.2,21.2,8.39,10.2,8.39,8,5,10,5,"4",NA,NA,54
"9","Dalvin Cook","RB","MIN",18.4,0.433,0.0475,18,19.3,7.96,9.94,6.53,9,7,30,6,"4",NA,NA,27
"10","Jonathan Taylor","RB","IND",18.3,0.37,0.201,18,20.9,7.91,10,8.11,10,6,13,7,"4",NA,NA,23
"11","Derrick Henry","RB","TEN",18.1,0.265,0.838,17.9,19.7,7.71,9.88,6.97,11,8,22,8,"5",NA,NA,11
"12","Chris Carson","RB","SEA",17.3,0.385,0.246,16.7,18.7,6.87,8.7,5.91,12,11,35,9,"6",NA,NA,24
"13","Kenyan Drake","RB","ARI",17,0.718,0.23,16.1,18.1,6.63,8.05,5.34,13,12,42,10,"6",NA,NA,56
"14","Mark Andrews","TE","BAL",14.7,1.17,0.754,13.3,17.8,6.54,6.83,9.17,14,18,7,2,"1",NA,NA,69
"15","Josh Jacobs","RB","LVR",16.8,0.89,0.521,15.1,19.5,6.4,7.1,6.76,15,17,25,11,"7",NA,NA,64
"16","Kyler Murray","QB","ARI",25,0.602,0.153,22.5,26.2,5.88,4.36,5.45,16,36,39,1,"1",NA,NA,23
"17","James Robinson","RB","JAC",16.3,0.667,0.114,15.4,17.9,5.87,7.4,5.1,17,14,44,12,"7",NA,NA,53
"18","Darren Waller","TE","LVR",13.9,2.05,0.216,11.1,17.6,5.79,4.68,8.97,18,31,9,3,"2",NA,NA,97
"19","Clyde Edwards-Helaire","RB","KC",16.2,0.932,0.0207,15.5,17.6,5.76,7.47,4.8,19,13,48,13,"7",NA,NA,70
"20","James Conner","RB","PIT",16.2,0.4,0.339,14.8,17.9,5.74,6.74,5.09,20,20,45,14,"8",NA,NA,26
"21","Lamar Jackson","QB","BAL",24.9,1.51,0.475,23.2,29.7,5.73,5.04,8.99,22,27,8,2,"1",NA,NA,80
"22","Amari Cooper","WR","DAL",17.5,0.835,0.102,16.2,21.9,5.73,5.7,8.24,21,23,11,3,"2",NA,NA,39
"23","Tyler Lockett","WR","SEA",17.4,1.33,0.387,15.9,20.7,5.63,5.45,7.06,23,24,21,4,"3",NA,NA,62
