"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","injury_status","injury_details","week","season_year"
"1","Aaron Rodgers","GB","QB","2506363","robust",280.6,14.52948,2.1,0.14826,0.4,0.014826,10.5,1.1149152,0.1,0.00801773558357772,0.1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Russell Wilson","SEA","QB","2532975","robust",291.9,9.79998599999998,2.65,0.281694,0.5,0.07413,25.858,1.571556,0.103328532927539,0.007413,0.0933333333333333,0.004942,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Matt Ryan","ATL","QB","310","robust",299.65,3.11345999999999,2,0.014826,0.8,0.088956,5.1,1.215732,0.0824610887096774,0.022239,0.166666666666667,0.02471,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Ben Roethlisberger","PIT","QB","2506109","robust",272.6,39.5557680000001,1.95,0,0.8,0.118608,4.4,1.18608,0.05,0.07413,0.0666666666666667,0.04942,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Deshaun Watson","HOU","QB","2558063","robust",284.4,8.28032100000001,1.96,0.014826,0.8,0.0222389999999999,24.275,1.831011,0.248456164342175,0.07413,0.09,0.007413,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Matthew Stafford","DET","QB","79860","robust",286.48,3.73615199999997,1.95,0.0593040000000001,0.6,0.029652,9.1375,0.722767499999998,0.0586335091009716,0.0869300405931005,0.133333333333333,0.04942,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Patrick Mahomes","KC","QB","2558125","robust",285.45,3.03933000000002,2,0.14826,0.475,0.185325,24.5,1.18608,0.190866023824119,0.00741299999999999,0.0833333333333333,0.012355,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","Tom Brady","TB","QB","2504211","robust",277.47,9.85929000000001,2,0.044478,0.51,0.14826,2.388,0.22239,0.09,0,0.133333333333333,0.02471,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Ryan Tannehill","TEN","QB","2532956","robust",251.6,10.97124,1.9,0.14826,0.8,0.0444779999999999,16.39,1.912554,0.1,0.00572220675060306,0.2,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Andy Dalton","DAL","QB","2495143","robust",262.35,27.739446,1.625,0.14826,1,0.133434,7.84375,1.1601345,0.0836049850388215,0.029652,0.2,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","Josh Allen","BUF","QB","2560955","robust",261.9,10.3782,1.88,0.14826,0.8,0,33.84625,1.3454595,0.362838572820449,0.110191063872804,0.35,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","Joe Burrow","CIN","QB","2563722","robust",262.7625,17.64294,1.7375,0.22239,0.85,0.14826,12.975,2.05093,0.137547288281925,0.0617282602621458,0.3,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","Jimmy Garoppolo","SF","QB","2543801","robust",257,15.71556,1.4,0.29652,0.9,0.14826,4.20625,0.2779875,0.0799135333559667,0.029652,0.166666666666667,0.04942,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","Drew Brees","NO","QB","2504775","robust",266.65,6.44931000000003,1.8,0.22239,0.5,0.022239,1.485,1.03782,0.075,0.022239,0.09,0.007413,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","Justin Herbert","LAC","QB","2565045","robust",270.7,4.44780000000004,1.925,0.0741300000000001,0.8,0.044478,16.285,1.156428,0.16075171316195,0.0906840067107291,0.2,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","Teddy Bridgewater","CAR","QB","2543465","robust",267.435,6.94598099999996,1.25,0.37065,0.85,0.07413,13.061,0.229803000000002,0.1,0.000499355387813189,0.166666666666667,0.02471,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","Derek Carr","LVR","QB","2543499","robust",266.6,6.52343999999997,1.515,0.29652,0.665,0.103782,5.2675,0.793191,0.09625,0.0111195,0.45,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","Kyler Murray","ARI","QB","2562382","robust",260.3,10.682133,1.765,0.22239,0.9,0.044478,47.392,2.52042,0.6,0.0852904291720595,0.133333333333333,0.02471,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","Carson Wentz","PHI","QB","2555259","robust",239.725,19.86684,1.74,0.385476,0.9,0.14826,17.2525,1.7012835,0.17319661770836,0.014826,0.35,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","Gardner Minshew","JAC","QB","2562796","robust",257.4,6.81996000000003,1.4,0.59304,0.7,0,17.775,2.557485,0.0865889273769709,0,0.366666666666667,0.04942,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","Jared Goff","LAR","QB","2555334","robust",258.15,4.91481900000004,1.6,0.37065,0.9,0.14826,8,0.416610599999999,0.1,0.00718005541955971,0.166666666666667,0.02471,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","Nick Foles","CHI","QB","2532842","robust",239.675,9.67396500000001,1.1775,0.0963690000000001,0.9,0.07413,5.255,2.648912,0.0747863381392373,0.0471601833831778,0.15,0.037065,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","Drew Lock","DEN","QB","2562305","robust",233.18,13.86231,1.1375,0.111195,0.9,0.07413,9.5,1.544375,0.0676533353284027,0.0319714433614068,0.25,0.037065,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","Kyle Allen","WAS","QB","2561177","robust",230.33,14.737044,1.215,0.29652,0.8775,0.07413,8.0775,0.887089,0.0642032022132045,0.0279685549324687,0.35,0.037065,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Baker Mayfield","CLE","QB","2560800","robust",225.7875,11.082435,1.76,0.22239,1,0.066717,6.82,0.919212,0.0667310606060606,0.0279410196969697,0.08,0.014826,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","Sam Darnold","NYJ","QB","2561036","robust",221.585,9.04385999999999,1.1825,0.192738,0.9775,0,12.765,0.103782,0.09,0.088956,0.1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","Daniel Jones","NYG","QB","2562299","robust",219.255,4.64053799999999,1.185,0.177912,1,0,22.635,1.413412,0.104849759409796,0.0789235022006424,0.55,0.0370649999999999,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","Cam Newton","NE","QB","2495455","robust",211.46,7.51678199999999,1.08,0.237216,0.75,0.14826,47.475,10.42762,0.656836284600247,0.159958983698884,0.095,0.0037065,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","Matt Barkley","BUF","QB","2539308","robust",23.5,12.6021,0.06,0.044478,0.15,0,0.1,0.14826,0,0,0.1,0.14826,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","Mitchell Trubisky","CHI","QB","2558008","robust",29.2,33.21024,0.175,0.14826,0.225,0.29652,0.7,1.03782,0,0,0.01,0.014826,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","Mason Rudolph","PIT","QB","2560860","robust",32.75,27.05745,0.2,0.14826,0.2,0.14826,0.6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","C.J. Beathard","SF","QB","2557922","robust",17.4,25.79724,0.05,0.07413,0.2,0.29652,0.35,0.51891,0,0,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O","Coach's Decision",7,2020
"33","Nick Mullens","SF","QB","2558979","robust",18.05,18.08772,0.065,0.029652,0.125,0.14826,0,0,0,0,0.02,0.029652,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","Jameis Winston","NO","QB","2552033","robust",18.75,15.5673,0.1,0.14826,0.15,0,0.85,1.26021,0,0,0.1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","Derrick Henry","TEN","RB","2556075","robust",NA,NA,NA,NA,NA,NA,95.45,1.6575468,0.933094500637755,0.07413,0.1125,0.0185325,0,NA,0,NA,1.98,0.118608,17.48,2.29803,0.04,0.029652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Kareem Hunt","CLE","RB","2557917","robust",NA,NA,NA,NA,NA,NA,83.21,2.5530372,0.792354725745094,0.0741300000000001,0.09375,0.00926625000000001,0,NA,0,NA,3.15,0.0741300000000004,25.95,1.986684,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","Ezekiel Elliott","DAL","RB","2555224","robust",NA,NA,NA,NA,NA,NA,84,0.486292800000015,0.7,0.0778354990543517,0.225,0.037065,0,NA,0,NA,3.98,0.326172,28.2,2.89107,0.1,0.029652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","James Conner","PIT","RB","2557978","robust",NA,NA,NA,NA,NA,NA,71.5,3.40998,0.7,0.0854434097953835,0.095,0.00741300000000001,0,NA,0,NA,2.9,0.0741300000000001,22,0.59304,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","Josh Jacobs","LVR","RB","2562377","robust",NA,NA,NA,NA,NA,NA,74.4,1.3032054,0.71,0.0309760780434528,0.1125,0.0185325,0,NA,0,NA,2.575,0.14826,20,1.33434,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","Ronald Jones","TB","RB","2560770","robust",NA,NA,NA,NA,NA,NA,70.15,3.26172,0.665,0.0801572837389118,0.095,0.00741300000000001,0,NA,0,NA,2.5,0.0518909999999999,18.115,1.92738,0.05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","Clyde Edwards-Helaire","KC","RB","2564271","robust",NA,NA,NA,NA,NA,NA,68.75,3.45940000000001,0.646004273504274,0.139368623931624,0.07,0.022239,0,NA,0,NA,3,0.0593040000000001,25.115,0.859908,0.1,0.029652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","Chris Carson","SEA","RB","2558865","robust",NA,NA,NA,NA,NA,NA,68.809,0.7413,0.6,0.0515153664311581,0.1,0,0,NA,0,NA,3.505,0.29652,24.4,1.77912,0.2,0.037065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","Mike Davis","CAR","RB","2553439","robust",NA,NA,NA,NA,NA,NA,66.839,1.2439014,0.629038481237254,0.133434,0.15,0.07413,0,NA,0,NA,4.55,0.370649999999999,32.91,0.874734,0.2,0.066717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","David Johnson","HOU","RB","2553435","robust",NA,NA,NA,NA,NA,NA,64.2,1.18608,0.634829500896894,0.00741300000000001,0.10375,0.00555975,0,NA,0,NA,2.55,0.29652,23.065,2.29803,0.09,0.014826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","Jamaal Williams","GB","RB","2558204","robust",NA,NA,NA,NA,NA,NA,61.185,2.475942,0.625,0,0,0,0,NA,0,NA,3.64,0.355824,29.3825,5.885922,0.125,0.07413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","Alvin Kamara","NO","RB","2558019","robust",NA,NA,NA,NA,NA,NA,66,1.77912,0.812498613648474,0.0370608891904551,0.07,0.044478,0,NA,0,NA,6.685,0.7413,55,1.571556,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
