"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Alvin Kamara","RB","NO",25.5,0.667,5.52,24.6,26.4,16.4,16.9,14.6,1,1,1,1,"1",NA,NA,59
"2","Kareem Hunt","RB","CLE",20,0.533,0.0567,19.5,21.7,10.9,11.8,9.91,2,2,8,2,"1",NA,NA,42
"3","Ezekiel Elliott","RB","DAL",19.9,0.54,0.493,19.2,22.2,10.8,11.5,10.4,3,3,6,3,"1",NA,NA,44
"4","Travis Kelce","TE","KC",17.7,0.899,2.24,16.3,19.5,10.6,9.68,11.1,4,6,4,1,"1",NA,NA,71
"5","Mike Davis","RB","CAR",19.4,0.795,0.203,18.8,20.7,10.3,11.1,8.94,5,4,14,4,"2",NA,NA,69
"6","Davante Adams","WR","GB",21.6,2.29,0.636,19.2,25,10.2,9.22,12.7,6,8,3,1,"1",NA,NA,81
"7","Derrick Henry","RB","TEN",19.2,1.02,1.33,18.1,20.9,10.1,10.3,9.09,7,5,13,5,"3",NA,NA,77
"8","DeAndre Hopkins","WR","ARI",20.9,2.82,1.96,17.2,25.3,9.6,7.23,12.9,8,15,2,2,"2",NA,NA,93
"9","Chris Carson","RB","SEA",17.9,0.318,0.642,17.4,19.3,8.8,9.68,7.53,9,7,27,6,"4",NA,NA,14
"10","Darren Waller","TE","LVR",15.5,1.13,0.569,12.8,17.9,8.31,6.24,9.39,10,24,11,2,"1",NA,NA,82
"11","Clyde Edwards-Helaire","RB","KC",17.3,0.575,0.0325,16.1,17.9,8.16,8.33,6.11,11,9,44,7,"4",NA,NA,48
"12","Jamaal Williams","RB","GB",17.2,1.14,0.29,15.6,20.3,8.12,7.89,8.47,12,13,19,8,"5",NA,NA,84
"13","James Conner","RB","PIT",16.9,0.759,0.00254,15.5,19.1,7.83,7.75,7.3,13,14,33,9,"5",NA,NA,67
"14","Josh Jacobs","RB","LVR",16.9,0.456,0.597,15.8,17.8,7.83,8.06,5.97,14,12,46,10,"6",NA,NA,31
"15","George Kittle","TE","SF",14.9,0.423,1.3,12.1,15.8,7.74,5.46,7.36,15,32,31,3,"2",NA,NA,38
"16","Stefon Diggs","WR","BUF",19,1.78,0.581,16.7,23.1,7.64,6.66,10.7,16,23,5,3,"3",NA,NA,68
"17","James Robinson","RB","JAC",16.3,0.638,0.216,16,16.7,7.23,8.2,4.94,17,10,57,11,"6",NA,NA,53
"18","Calvin Ridley","WR","ATL",18.4,1.58,0.224,16.9,21.8,7.05,6.94,9.45,18,19,10,4,"3",NA,NA,62
"19","Ronald Jones","RB","TB",16.1,0.586,0.169,15,16.6,7.02,7.23,4.85,19,16,59,12,"6",NA,NA,50
"20","Todd Gurley","RB","ATL",16,0.11,0.115,15.8,16.1,6.85,8.06,4.32,20,11,63,13,"7",NA,NA,6
"21","DK Metcalf","WR","SEA",18.2,0.425,0.237,16.7,21.7,6.83,6.68,9.29,21,22,12,5,"3",NA,NA,12
"22","David Johnson","RB","HOU",15.8,0.0821,0.2,14.9,17,6.73,7.11,5.2,22,18,54,14,"7",NA,NA,2
"23","Terry McLaurin","WR","WAS",17.9,1.3,0.2,16,20.2,6.59,6,7.81,23,26,26,6,"3",NA,NA,51
"24","Antonio Gibson","RB","WAS",15.6,0.722,0.373,14.9,17.1,6.53,7.13,5.33,24,17,53,15,"8",NA,NA,64
"25","Hunter Henry","TE","LAC",13.6,1.86,1.22,11.3,16.6,6.44,4.7,8.12,25,38,25,4,"3",NA,NA,94
"26","Julio Jones","WR","ATL",17.7,0.489,0.0833,16,18.4,6.39,5.99,6.09,26,27,45,7,"4",NA,NA,14
"27","Tyreek Hill","WR","KC",17.6,2.14,0.22,15.4,21.9,6.31,5.42,9.51,27,33,9,8,"4",NA,NA,77
"28","Giovani Bernard","RB","CIN",15.3,0.734,0.0573,14.5,17.7,6.16,6.72,5.9,28,21,47,16,"8",NA,NA,66
"29","David Montgomery","RB","CHI",15.2,0.356,0.228,14.6,16.3,6.1,6.81,4.48,29,20,62,17,"8",NA,NA,19
"30","Tyler Lockett","WR","SEA",17.4,2.32,0.252,15,20.6,6.09,4.99,8.2,30,36,23,9,"4",NA,NA,84
"31","Devin Singletary","RB","BUF",15,1.43,0.355,13.5,16.4,5.87,5.77,4.64,31,29,61,18,"9",NA,NA,88
"32","Kenny Golladay","WR","DET",17.2,0.363,0.0733,16.2,22.6,5.84,6.18,10.2,32,25,7,10,"4",NA,NA,7
"33","Will Fuller","WR","HOU",17.1,1.25,0.125,15.1,20.8,5.76,5.14,8.43,33,35,21,11,"4",NA,NA,49
