"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Alvin Kamara","RB","NO",21.9,0.324,0.263,21.3,24.4,13,14.1,14.7,1,1,1,1,"1",NA,NA,10
"2","Dalvin Cook","RB","MIN",21.6,1.54,1.26,20.3,23.5,12.8,13.1,13.7,2,2,3,2,"2",NA,NA,84
"3","Aaron Jones","RB","GB",20.4,0.0649,1.57,20,21.8,11.5,12.8,12.1,3,3,4,3,"3",NA,NA,1
"4","Davante Adams","WR","GB",23.1,2.36,2.82,21.2,27.3,11.4,11.5,14.5,4,4,2,1,"1",NA,NA,84
"5","James Robinson","RB","JAC",18.8,1.69,1.62,17.8,19.8,9.92,10.5,10.1,5,5,11,4,"4",NA,NA,88
"6","Darren Waller","TE","LVR",16,2.64,2.8,13.3,19.2,9.54,6.98,11.7,6,17,6,1,"1",NA,NA,99
"7","Keenan Allen","WR","LAC",20.2,1.85,0.0602,17.9,24.4,8.62,8.2,11.5,7,12,7,2,"1",NA,NA,70
"8","DeAndre Hopkins","WR","ARI",20.2,2.68,0.452,18,24.8,8.56,8.29,11.9,8,10,5,3,"1",NA,NA,87
"9","Derrick Henry","RB","TEN",17.2,0.541,0.155,16.5,18.5,8.29,9.25,8.79,9,6,14,5,"4",NA,NA,28
"10","Mike Davis","RB","CAR",17,1.48,0.199,15.3,20.7,8.14,8.04,11,10,13,8,6,"4",NA,NA,80
"11","Stefon Diggs","WR","BUF",19.7,1.21,0.819,17.9,23.6,8.11,8.21,10.7,11,11,9,4,"2",NA,NA,41
"12","James Conner","RB","PIT",16.8,0.445,0.347,16.3,17.4,7.94,9.03,7.68,12,7,22,7,"5",NA,NA,17
"13","Miles Sanders","RB","PHI",16.5,0.662,0.208,15.8,17.4,7.59,8.59,7.61,13,8,23,8,"5",NA,NA,38
"14","Nick Chubb","RB","CLE",16.3,0.832,0.138,14.3,18.9,7.38,7.12,9.16,14,15,12,9,"5",NA,NA,51
"15","Terry McLaurin","WR","WAS",18.9,3.44,0.17,15.6,21.9,7.29,5.91,9.03,15,24,13,5,"2",NA,NA,96
"16","Josh Jacobs","RB","LVR",16.1,0.379,1.09,15.6,16.5,7.24,8.39,6.78,16,9,30,10,"6",NA,NA,13
"17","DK Metcalf","WR","SEA",18.7,2.04,0.978,16.7,23.5,7.12,6.99,10.6,17,16,10,6,"2",NA,NA,74
"18","T.J. Hockenson","TE","DET",13.2,0.964,1.66,10.9,16.2,6.74,4.57,8.71,18,29,15,2,"2",NA,NA,74
"19","Duke Johnson","RB","HOU",15,0.43,0.239,14.5,17.7,6.15,7.31,7.92,19,14,20,11,"6",NA,NA,16
"20","Tyler Lockett","WR","SEA",17.8,1.19,0.142,16.1,20.4,6.14,6.42,7.51,20,22,26,7,"3",NA,NA,40
"21","Kyler Murray","QB","ARI",25.3,1.24,2.17,22.3,28.7,6.01,4.47,8.63,21,30,17,1,"1",NA,NA,53
"22","Cooper Kupp","WR","LAR",17.6,2.77,0.0807,13.7,21.5,6,3.95,8.64,22,35,16,8,"3",NA,NA,89
"23","Michael Thomas","WR","NO",17.5,2.3,0.107,15,19.6,5.92,5.23,6.7,23,25,31,9,"3",NA,NA,83
"24","D'Andre Swift","RB","DET",14.8,1.04,0.236,13.8,15.9,5.91,6.54,6.17,24,18,42,12,"6",NA,NA,62
"25","A.J. Brown","WR","TEN",17.4,1.57,0.0283,15.8,19.1,5.81,6.09,6.2,25,23,40,10,"3",NA,NA,66
"26","Robert Woods","WR","LAR",17.4,1.05,0.344,16.2,21.3,5.78,6.52,8.46,26,19,18,11,"3",NA,NA,34
"27","Chase Edmonds","RB","ARI",14.5,0.735,0.221,13.7,16.4,5.67,6.5,6.62,27,20,34,13,"6",NA,NA,45
"28","Antonio Gibson","RB","WAS",14.3,0.596,0.224,13.7,16.7,5.45,6.43,6.92,28,21,29,14,"7",NA,NA,33
"29","Allen Robinson","WR","CHI",17.1,0.838,0.911,14.4,20.4,5.44,4.66,7.56,29,28,25,12,"4",NA,NA,21
"30","Giovani Bernard","RB","CIN",14.1,1.19,0.372,12.2,15.4,5.23,4.97,5.66,30,26,47,15,"7",NA,NA,74
"31","Mark Andrews","TE","BAL",11.5,1.11,0.34,10,14.1,5.08,3.71,6.63,31,37,33,3,"3",NA,NA,82
"32","Kareem Hunt","RB","CLE",13.7,0.939,0.92,10.4,15.7,4.86,3.18,5.92,32,42,46,16,"8",NA,NA,57
"33","Noah Fant","TE","DEN",11.2,0.749,0.444,10.2,15.5,4.74,3.84,7.98,33,36,19,4,"4",NA,NA,68
"34","Tyler Boyd","WR","CIN",16.2,0.89,0.045,14.6,20,4.53,4.83,7.18,34,27,28,13,"4",NA,NA,23
"35","Robby Anderson","WR","CAR",16.1,1.34,0.269,13.3,20.6,4.48,3.62,7.75,35,38,21,14,"4",NA,NA,54
"36","Evan Engram","TE","NYG",10.7,0.267,0.136,10.4,11.1,4.29,4.04,3.62,36,34,66,5,"4",NA,NA,15
"37","Will Fuller","WR","HOU",15.8,1.02,0.222,14.1,18.9,4.22,4.41,6.09,37,31,44,15,"4",NA,NA,31
