"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Davante Adams","WR","GB",23.9,1.19,2.45,22.2,25.6,12.2,12.1,11.7,1,1,4,1,"1",NA,NA,51
"2","Travis Kelce","TE","KC",18.5,0.985,1.07,17.6,20.6,11.2,11.2,12.1,2,4,2,1,"1",NA,NA,69
"3","Darren Waller","TE","LVR",17.4,2.3,3.51,15.3,19.8,10.2,8.92,11.3,3,10,5,2,"2",NA,NA,97
"4","Dalvin Cook","RB","MIN",20.9,1.02,0.235,20,22.7,10.1,11.5,10.9,4,3,6,1,"1",NA,NA,73
"5","Derrick Henry","RB","TEN",20.6,0.415,0.592,20.1,23.7,9.86,11.6,11.9,5,2,3,2,"1",NA,NA,26
"6","Tyreek Hill","WR","KC",21.5,1.71,1.93,19.6,23.4,9.7,9.51,9.52,6,7,7,2,"2",NA,NA,79
"7","Austin Ekeler","RB","LAC",20,2.08,0.0502,17.7,24.4,9.26,9.19,12.5,7,8,1,3,"1",NA,NA,96
"8","Aaron Jones","RB","GB",20,0.5,0.858,19.6,20.5,9.21,11.1,8.64,8,5,11,4,"2",NA,NA,30
"9","James Robinson","RB","JAC",19.1,0.0519,0.906,19.1,19.2,8.36,10.6,7.33,9,6,20,5,"3",NA,NA,1
"10","DK Metcalf","WR","SEA",19.5,0.874,0.254,18.6,22.1,7.77,8.5,8.18,10,11,14,3,"3",NA,NA,28
"11","Keenan Allen","WR","LAC",19.3,1.7,0.039,17.3,22.8,7.52,7.26,8.94,11,16,10,4,"3",NA,NA,77
"12","Stefon Diggs","WR","BUF",19.3,1.48,0.125,17.4,21.5,7.48,7.39,7.6,12,15,16,5,"3",NA,NA,68
"13","Mike Davis","RB","CAR",18.2,0.552,0.781,17.7,21.3,7.45,9.17,9.46,13,9,8,6,"4",NA,NA,33
"14","DeAndre Hopkins","WR","ARI",19.1,1.29,0.504,17.5,21.3,7.36,7.5,7.37,14,13,17,6,"3",NA,NA,58
"15","Calvin Ridley","WR","ATL",18.6,1.36,0.216,17.1,21.8,6.85,7.07,7.91,15,17,15,7,"3",NA,NA,65
"16","Alvin Kamara","RB","NO",17.4,0.578,0.685,16.6,20.4,6.67,8.06,8.55,16,12,12,7,"5",NA,NA,37
"17","Adam Thielen","WR","MIN",18.4,1.44,0.711,16.9,21.2,6.64,6.85,7.35,18,19,18,8,"4",NA,NA,66
"18","Mark Andrews","TE","BAL",13.9,0.65,1.64,12.1,17.8,6.64,5.72,9.32,17,26,9,3,"3",NA,NA,51
"19","Chris Carson","RB","SEA",16.8,0.473,0.364,15.9,18.5,5.98,7.42,6.63,19,14,27,8,"6",NA,NA,29
"20","Allen Robinson","WR","CHI",17.7,0.948,0.109,15.7,20.9,5.93,5.68,7.01,20,27,24,9,"4",NA,NA,35
"21","A.J. Brown","WR","TEN",17.6,0.532,0.000691,16.2,20.4,5.82,6.17,6.5,21,24,29,10,"4",NA,NA,14
"22","Justin Jefferson","WR","MIN",17.6,1.21,0.506,16.3,19.5,5.82,6.25,5.56,22,22,35,11,"5",NA,NA,54
"23","Ronald Jones","RB","TB",16.4,0.144,0.139,15.5,18.5,5.62,7.03,6.65,23,18,26,9,"6",NA,NA,6
"24","David Montgomery","RB","CHI",16.3,0.625,0.32,15.3,17.9,5.48,6.78,6.08,24,20,31,10,"6",NA,NA,41
"25","Michael Thomas","WR","NO",17.1,1.89,0.0912,15.2,20,5.31,5.19,6.15,25,28,30,12,"5",NA,NA,83
"26","Diontae Johnson","WR","PIT",17,1.66,0.112,15.2,21.1,5.22,5.12,7.19,26,30,22,13,"5",NA,NA,76
"27","Ezekiel Elliott","RB","DAL",15.9,0.741,0.251,15.3,16.6,5.16,6.77,4.75,27,21,45,11,"7",NA,NA,53
"28","Terry McLaurin","WR","WAS",16.9,1.32,0.06,15,19.8,5.11,4.92,5.88,28,32,32,14,"5",NA,NA,59
"29","Robby Anderson","WR","CAR",16.8,0.934,0.36,15.9,21.1,5.05,5.88,7.19,29,25,23,15,"5",NA,NA,34
