"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Alvin Kamara","RB","NO",23.8,0.625,2.99,22.3,25,14.8,14.8,14.7,1,1,1,1,"1",NA,NA,40
"2","Davante Adams","WR","GB",22.5,1.83,3.43,20.6,25.4,12.2,11.1,14,2,5,2,1,"1",NA,NA,70
"3","Kareem Hunt","RB","CLE",20.8,0.454,0.209,19.7,21.3,11.8,12.2,11,3,3,4,2,"1",NA,NA,24
"4","Derrick Henry","RB","TEN",20.6,1.22,0.233,19.7,22.1,11.6,12.1,11.8,4,4,3,3,"1",NA,NA,63
"5","Mike Davis","RB","CAR",20.3,0.334,1.18,20,21.2,11.4,12.4,10.9,5,2,7,4,"2",NA,NA,10
"6","Travis Kelce","TE","KC",18,1.04,0.152,16.7,19.5,10.5,10,10.3,6,8,15,1,"1",NA,NA,66
"7","George Kittle","TE","SF",17.9,1.8,2.59,15.2,20.2,10.4,8.58,10.9,7,13,6,2,"2",NA,NA,97
"8","Dalvin Cook","RB","MIN",19.2,0.978,0.571,18.3,21.3,10.2,10.7,11,8,6,5,5,"2",NA,NA,59
"9","Jamaal Williams","RB","GB",18.6,0.626,0.442,17.9,20.6,9.63,10.3,10.3,9,7,14,6,"3",NA,NA,41
"10","Jonathan Taylor","RB","IND",18.1,0.456,0.644,17,18.7,9.19,9.41,8.35,10,9,29,7,"4",NA,NA,25
"11","Tyler Lockett","WR","SEA",19.1,2.86,0.32,16.4,22.1,8.81,6.96,10.7,11,24,9,2,"1",NA,NA,94
"12","Ezekiel Elliott","RB","DAL",17.5,1.53,0.289,16.3,19.9,8.54,8.71,9.63,12,10,19,8,"4",NA,NA,78
"13","Keenan Allen","WR","LAC",18.8,1.95,0.011,16.6,21.4,8.49,7.13,9.93,13,22,16,3,"1",NA,NA,76
"14","Calvin Ridley","WR","ATL",18.8,0.714,0.159,17.6,21.8,8.48,8.13,10.4,14,15,12,4,"1",NA,NA,31
"15","Julio Jones","WR","ATL",18.6,1.05,0.154,17.1,20.9,8.32,7.63,9.45,15,17,20,5,"1",NA,NA,47
"16","Boston Scott","RB","PHI",17.2,1.4,0.0545,15.6,18.9,8.26,8.02,8.6,16,16,27,9,"4",NA,NA,71
"17","Todd Gurley","RB","ATL",17.2,0.523,0.08,16.1,19.2,8.2,8.57,8.89,17,14,24,10,"4",NA,NA,32
"18","Stefon Diggs","WR","BUF",18.4,0.522,0.268,16.7,21.3,8.17,7.26,9.83,18,20,18,6,"2",NA,NA,20
"19","Giovani Bernard","RB","CIN",17.1,0.89,0.215,16.2,18,8.12,8.67,7.71,19,11,35,11,"4",NA,NA,54
"20","Josh Jacobs","RB","LVR",16.9,0.445,0.191,16.2,17.5,7.91,8.62,7.15,20,12,39,12,"5",NA,NA,19
"21","Tyreek Hill","WR","KC",18.2,1.75,0.0192,16.5,20.2,7.9,7,8.79,21,23,25,7,"2",NA,NA,67
"22","DK Metcalf","WR","SEA",18.1,0.731,0.0982,17.1,21.9,7.88,7.59,10.5,22,18,11,8,"2",NA,NA,34
"23","D.J. Moore","WR","CAR",18.1,2.62,0.126,15.7,20.6,7.78,6.17,9.15,23,25,21,9,"2",NA,NA,89
"24","Darren Waller","TE","LVR",15.3,0.689,1.51,13.9,17.7,7.78,7.24,8.44,24,21,28,3,"3",NA,NA,40
"25","Clyde Edwards-Helaire","RB","KC",16.7,1.8,1.8,14.8,18.4,7.71,7.27,8.06,25,19,31,13,"6",NA,NA,86
"26","Robby Anderson","WR","CAR",17.9,2.94,0.766,15.2,22,7.66,5.72,10.5,26,30,10,10,"3",NA,NA,96
"27","Kenny Golladay","WR","DET",17.2,2.37,0.0693,15.4,22.3,6.89,5.95,10.9,27,28,8,11,"3",NA,NA,86
"28","Adam Thielen","WR","MIN",17.1,1.94,0.0308,15.1,21.4,6.82,5.64,9.91,28,32,17,12,"3",NA,NA,74
"29","Tyler Boyd","WR","CIN",17.1,2.44,0.48,15,21.8,6.79,5.56,10.4,29,34,13,13,"3",NA,NA,87
"30","Allen Robinson","WR","CHI",16.6,0.798,0.335,15.6,18.6,6.31,6.09,7.12,30,27,40,14,"4",NA,NA,39
"31","Mark Andrews","TE","BAL",13.8,1.21,1.58,12.3,16.7,6.28,5.67,7.43,31,31,37,4,"4",NA,NA,69
"32","Travis Fulgham","WR","FA",16.2,3.99,0.385,13.1,20.5,5.98,3.64,9.06,32,49,22,15,"4",NA,NA,99
"33","David Montgomery","RB","CHI",14.9,1.22,0.228,13.7,16.9,5.92,6.15,6.65,33,26,45,14,"6",NA,NA,65
"34","James Conner","RB","PIT",14.6,0.343,0.449,12.7,15,5.69,5.18,4.68,34,36,61,15,"7",NA,NA,13
"35","Russell Wilson","QB","SEA",24.8,1.49,0.809,22.2,26.8,5.6,4.65,6.9,35,40,42,1,"1",NA,NA,76
"36","Robert Woods","WR","LAR",15.9,1.96,0.026,14,19.6,5.59,4.54,8.15,36,42,30,16,"4",NA,NA,77
"37","A.J. Brown","WR","TEN",15.8,2.81,0.009,12.6,20.2,5.56,3.16,8.71,37,52,26,17,"4",NA,NA,93
"38","Mike Evans","WR","TB",15.8,0.808,0.332,15.2,20.5,5.56,5.74,9.04,38,29,23,18,"5",NA,NA,40
"39","Ronald Jones","RB","TB",14.2,0.484,0.0764,13.2,15.5,5.24,5.62,5.23,39,33,58,16,"7",NA,NA,27
"40","Cooper Kupp","WR","LAR",15.5,0.533,0.203,14.9,19.2,5.22,5.42,7.78,40,35,33,19,"5",NA,NA,23
"41","Myles Gaskin","RB","MIA",14.1,0.434,0.0797,12.4,15,5.16,4.8,4.66,41,39,62,17,"7",NA,NA,16
"42","Darrell Henderson","RB","LAR",14,1.62,0.354,12.6,16.9,5.08,5.02,6.65,42,37,44,18,"7",NA,NA,83
"43","Justin Jefferson","WR","MIN",15.3,1.17,0.48,14,16.6,5.02,4.55,5.16,43,41,59,20,"5",NA,NA,50
"44","Patrick Mahomes","QB","KC",24,2.04,2.44,22.4,25.5,4.79,4.88,5.6,44,38,54,2,"2",NA,NA,91
"45","Melvin Gordon","RB","DEN",13.7,1.55,0.546,12,15.6,4.73,4.39,5.27,45,43,57,19,"8",NA,NA,81
"46","Rob Gronkowski","TE","TB",12.2,1.58,0.152,10.6,17,4.69,3.9,7.73,46,46,34,5,"5",NA,NA,89
"47","Amari Cooper","WR","DAL",14.8,0.532,0.0142,13.2,18.5,4.54,3.74,7.09,48,47,41,21,"5",NA,NA,21
"48","Hunter Henry","TE","LAC",12.1,0.857,0.422,9.71,14.3,4.54,3.05,5.08,47,55,60,6,"5",NA,NA,54
"49","Brandon Aiyuk","WR","SF",14.8,1.76,0.293,12.9,18,4.53,3.38,6.54,49,50,47,22,"6",NA,NA,69
"50","Darius Slayton","WR","NYG",14.5,1.26,0.519,12.6,18.2,4.23,3.15,6.72,50,53,43,23,"6",NA,NA,51
"51","LeVeon Bell","RB","NYJ",13.1,1.74,1.17,11.6,14.6,4.18,3.99,4.34,51,45,64,20,"9",NA,NA,84
"52","Jonnu Smith","TE","TEN",11.6,1.33,0.0155,9.8,14.6,4.12,3.14,5.35,52,54,56,7,"5",NA,NA,77
"53","Dallas Goedert","TE","PHI",11.6,0.744,0.663,10.8,15.8,4.1,4.19,6.58,53,44,46,8,"6",NA,NA,51
"54","Tee Higgins","WR","CIN",14,1.26,0.255,12.7,17.8,3.71,3.22,6.34,54,51,48,24,"7",NA,NA,54
"55","Diontae Johnson","WR","PIT",13.7,2.02,0.0565,11.6,17.6,3.46,2.12,6.13,55,65,51,25,"7",NA,NA,79
"56","Jared Cook","TE","NO",11,0.597,0.449,10.4,16.4,3.44,3.72,7.19,56,48,38,9,"7",NA,NA,31
"57","Jarvis Landry","WR","CLE",13.7,2.66,0.178,11,19.1,3.4,1.48,7.62,57,75,36,26,"7",NA,NA,90
