"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","injury_status","injury_details","week","season_year"
"1","Matt Ryan","ATL","QB","310","robust",290.495,2.07564000000005,1.8675,0.29652,0.8,0,5.6,2.81694,0.0825,0.044478,0.7875,1.742055,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Dak Prescott","DAL","QB","2555260","robust",4701,0,29,NA,13,NA,294,0,5,6.58406662523703e-16,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O","Ankle",6,2020
"3","Patrick Mahomes","KC","QB","2558125","robust",293.35,6.84961200000001,2.2625,0.29652,0.54,0.14826,28.6,7.576086,0.245,0.088956,0.3375,0.704235,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Tom Brady","TB","QB","2504211","robust",281.75,14.188482,2,0,0.605,0.266868,4.5075,2.66868,0.1,0.014826,0.275,0.22239,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Jared Goff","LAR","QB","2555334","robust",272.7,16.60512,1.915,0.14826,0.85,0.14826,10.66,1.33434,0.14,0.118608,0.6625,1.371405,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Carson Wentz","PHI","QB","2555259","robust",246.5,4.06232399999999,1.24,0.22239,1,0.14826,28.937,3.091221,0.139788935710923,0.096369,2.53333333333333,1.65557,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Matthew Stafford","DET","QB","79860","robust",283.91,4.37366999999998,2.075,0.111195,0.605,0.14826,16.948,3.543414,0.1,0.111195,0.7875,0.8710275,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","Teddy Bridgewater","CAR","QB","2543465","robust",260.5,7.11648,1.275,0.29652,0.85,0.0963690000000001,11.7,1.4055048,0.0878817813765182,0.07413,0.1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Deshaun Watson","HOU","QB","2558063","robust",275.1325,3.45445800000006,1.9,0.14826,0.9,0.133434,26.2,6.790308,0.2825,0.103782,0.45875,1.0637655,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Daniel Jones","NYG","QB","2562299","robust",255,13.3434,1.42,0.207564,1,0.29652,62.2025,13.906788,0.354437280726078,0.29652,5,6.6717,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
