"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Christian McCaffrey","RB","CAR",26,1.41,5.76,24.5,28.5,15.4,15.4,16.9,1,1,1,1,"1",NA,NA,76
"2","Michael Thomas","WR","NO",21.5,2.21,1.81,19.6,24.6,10.3,10.4,12.5,2,2,3,1,"1",NA,NA,81
"3","Austin Ekeler","RB","LAC",20.3,0.689,0.259,17.7,24.6,9.65,8.58,13,3,10,2,2,"1",NA,NA,23
"4","Ezekiel Elliott","RB","DAL",20,1.04,0.105,18.2,22.8,9.39,9.1,11.2,4,9,4,3,"1",NA,NA,51
"5","Saquon Barkley","RB","NYG",19.9,1.32,0.116,18.3,22.6,9.29,9.2,11,5,7,6,4,"1",NA,NA,69
"6","Alvin Kamara","RB","NO",19.8,0.915,0.375,18.4,21.3,9.17,9.26,9.8,6,5,11,5,"1",NA,NA,45
"7","Dalvin Cook","RB","MIN",19.4,0.541,1.7,18.9,21.8,8.8,9.76,10.3,7,3,8,6,"2",NA,NA,14
"8","Travis Kelce","TE","KC",17.5,0.636,0.138,15.9,19.6,8.7,9.14,9.88,8,8,9,1,"1",NA,NA,26
"9","George Kittle","TE","SF",17.3,1.76,2.32,16.1,19.2,8.56,9.41,9.49,9,4,14,2,"2",NA,NA,83
"10","Davante Adams","WR","GB",19.7,0.993,0.772,18.4,23,8.52,9.2,10.9,10,6,7,2,"1",NA,NA,40
"11","Julio Jones","WR","ATL",19,1.3,0.529,17.6,23.2,7.75,8.44,11.1,11,11,5,3,"2",NA,NA,56
"12","Tyreek Hill","WR","KC",18.4,1.66,1.18,16.9,21.8,7.22,7.72,9.7,12,13,12,4,"3",NA,NA,65
"13","Josh Jacobs","RB","LVR",17.7,0.848,0.305,17.1,20.6,7.1,7.95,9.09,13,12,16,7,"2",NA,NA,41
"14","Derrick Henry","RB","TEN",17.4,0.755,0.715,16.3,21.4,6.79,7.17,9.83,14,14,10,8,"3",NA,NA,31
"15","Zach Ertz","TE","PHI",15,1.63,0.623,13.5,18.1,6.24,6.78,8.34,15,15,17,3,"2",NA,NA,77
"16","Clyde Edwards-Helaire","RB","KC",16.7,0.707,0.215,14.9,19.4,6.08,5.76,7.88,16,21,22,9,"3",NA,NA,25
"17","Chris Godwin","WR","TB",17.3,0.712,0.844,15.1,21.3,6.05,5.96,9.22,17,20,15,5,"3",NA,NA,15
"18","Lamar Jackson","QB","BAL",24.4,1.83,0.0643,22.6,26.1,5.87,5.68,6.02,18,22,45,1,"1",NA,NA,88
"19","Joe Mixon","RB","CIN",16.5,0.721,0.334,15.7,19.7,5.86,6.6,8.11,19,16,20,10,"3",NA,NA,28
