"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Alvin Kamara","RB","NO",22.7,1.49,1.39,21.2,24.7,13.3,12.8,14,1,2,1,1,"1",NA,NA,87
"2","Davante Adams","WR","GB",23.2,0.815,1.89,22.3,25.2,12.1,13.1,13,2,1,3,1,"1",NA,NA,43
"3","Dalvin Cook","RB","MIN",21.3,0.599,0.599,20.5,22.3,11.9,12.1,11.6,3,3,6,2,"1",NA,NA,44
"4","Austin Ekeler","RB","LAC",20.7,1.45,0.0718,19.2,24.5,11.3,10.8,13.8,4,6,2,3,"1",NA,NA,85
"5","Derrick Henry","RB","TEN",20.7,0.652,2.64,19.6,23.4,11.2,11.2,12.7,5,4,4,4,"2",NA,NA,49
"6","Travis Kelce","TE","KC",18.6,1.77,1.56,16.6,20.8,11.2,10.3,12.3,6,7,5,1,"1",NA,NA,89
"7","Tyreek Hill","WR","KC",21.4,0.89,1.51,20.1,23.4,10.2,10.9,11.2,7,5,7,2,"2",NA,NA,49
"8","Darren Waller","TE","LVR",17.1,2.33,2.36,14.7,19.6,9.64,8.39,11.1,8,11,9,2,"2",NA,NA,99
"9","Stefon Diggs","WR","BUF",19.8,2.5,0.052,17.3,23.4,8.74,8.06,11.2,9,14,8,3,"2",NA,NA,93
"10","Calvin Ridley","WR","ATL",19.8,1.93,0.048,17.9,21.9,8.69,8.63,9.69,10,9,12,4,"2",NA,NA,76
"11","DeAndre Hopkins","WR","ARI",19.7,2.24,1.2,17.5,23,8.64,8.26,10.8,11,12,10,5,"3",NA,NA,86
"12","Aaron Jones","RB","GB",18,0.0612,0.147,17.5,19.2,8.57,9.08,8.52,12,8,19,5,"2",NA,NA,1
"13","Mike Davis","RB","CAR",17.9,1,0.00266,16.6,19.8,8.42,8.21,9.05,13,13,15,6,"2",NA,NA,68
"14","Jonathan Taylor","RB","IND",17.9,1.66,0.901,16.2,19.4,8.42,7.77,8.71,14,15,17,7,"3",NA,NA,92
"15","James Robinson","RB","JAC",17,0.282,0.456,16.8,17.1,7.51,8.4,6.43,15,10,37,8,"4",NA,NA,13
"16","Allen Robinson","WR","CHI",18.5,0.396,0.117,17,21.4,7.45,7.72,9.17,16,16,14,6,"3",NA,NA,26
"17","A.J. Brown","WR","TEN",18.4,2.25,0.0848,16.3,21,7.33,7.11,8.79,17,17,16,7,"3",NA,NA,87
"18","Mark Andrews","TE","BAL",14.7,1.98,1.7,12,18.1,7.28,5.65,9.6,18,33,13,3,"3",NA,NA,91
"19","DK Metcalf","WR","SEA",18.3,1.66,0.715,16.2,20.2,7.24,6.95,8.02,19,19,20,8,"4",NA,NA,67
"20","Tony Pollard","RB","DAL",16.5,1.18,0.336,14.8,17.6,7.06,6.39,6.9,20,23,30,9,"5",NA,NA,77
"21","D'Andre Swift","RB","DET",16.2,0.681,0.13,15.4,17.8,6.72,7.05,7.11,21,18,26,10,"5",NA,NA,51
"22","Cam Akers","RB","LAR",16,0.861,0.178,15.1,17.8,6.59,6.69,7.09,22,21,28,11,"5",NA,NA,59
"23","Robert Woods","WR","LAR",17.6,2.14,0.533,16.1,20.8,6.53,6.89,8.63,23,20,18,9,"4",NA,NA,83
"24","Nick Chubb","RB","CLE",15.9,0.767,0.196,15,16.8,6.41,6.6,6.06,24,22,44,12,"5",NA,NA,55
"25","David Johnson","RB","HOU",15.7,1.65,0.216,13.9,18.7,6.22,5.5,7.97,25,35,21,13,"5",NA,NA,90
"26","Josh Jacobs","RB","LVR",15.5,0.811,0.0197,14.7,16.2,6,6.3,5.47,26,24,51,14,"6",NA,NA,56
"27","Adam Thielen","WR","MIN",17.1,2.46,0.527,14.9,19.5,6,5.64,7.26,27,34,24,10,"5",NA,NA,91
"28","Leonard Fournette","RB","TB",15.4,1.16,0.0978,14.3,16.5,5.98,5.88,5.8,28,30,47,15,"6",NA,NA,75
"29","David Montgomery","RB","CHI",15.3,0.5,0.194,14.1,18.4,5.88,5.68,7.66,29,32,22,16,"6",NA,NA,35
"30","Chris Carson","RB","SEA",15.1,0.499,0.771,14.6,17.5,5.69,6.24,6.75,30,27,31,17,"7",NA,NA,34
"31","T.J. Hockenson","TE","DET",13,2.17,1.17,11.1,18.5,5.59,4.79,10,31,41,11,4,"4",NA,NA,94
"32","Cooper Kupp","WR","LAR",16.6,0.504,0.00527,15.5,18.6,5.47,6.3,6.38,32,25,41,11,"5",NA,NA,30
"33","Justin Jefferson","WR","MIN",16.6,1.37,0.078,15,18.8,5.46,5.8,6.61,33,31,33,12,"5",NA,NA,64
"34","Brandon Aiyuk","WR","SF",16.5,1.16,0.617,15.3,18.7,5.39,6.03,6.46,34,28,36,13,"6",NA,NA,57
"35","Lamar Jackson","QB","BAL",25.3,1.19,1.82,24,28.4,5.18,4.82,6.42,35,40,38,1,"1",NA,NA,49
"36","J.D. McKissic","RB","WAS",14.4,0.111,0.15,14.3,14.4,4.92,5.91,3.73,36,29,67,18,"7",NA,NA,4
"37","Kenyan Drake","RB","ARI",14.2,0.749,0.195,13.6,15.3,4.77,5.2,4.59,37,36,59,19,"7",NA,NA,54
"38","Mike Evans","WR","TB",15.9,2.52,0.02,13.1,18.1,4.77,3.89,5.85,38,48,46,14,"6",NA,NA,94
"39","Terry McLaurin","WR","WAS",15.8,0.256,0.0918,15.5,19.2,4.75,6.25,7.02,39,26,29,15,"6",NA,NA,9
"40","Amari Cooper","WR","DAL",15.8,1.59,0.278,14.1,17.5,4.66,4.87,5.34,40,39,52,16,"6",NA,NA,66
"41","Miles Sanders","RB","PHI",14,0.555,0.875,11.3,15.5,4.57,2.93,4.79,41,58,58,20,"8",NA,NA,41
"42","Robert Tonyan","TE","GB",11.9,2.25,0.935,9.8,15.6,4.41,3.5,7.13,42,51,25,5,"5",NA,NA,97
"43","Brandin Cooks","WR","HOU",15.5,1.72,0.0965,13.1,18.6,4.38,3.91,6.38,43,47,40,17,"6",NA,NA,70
"44","Robby Anderson","WR","CAR",15.4,1.88,0.364,13.6,19.3,4.28,4.38,7.11,44,43,27,18,"7",NA,NA,71
"45","Corey Davis","WR","TEN",15,0.415,0.08,14.4,17.3,3.92,5.17,5.05,45,37,55,19,"7",NA,NA,27
"46","Keenan Allen","WR","LAC",14.9,2.36,0.007,10.4,18.6,3.84,1.15,6.41,46,81,39,20,"7",NA,NA,90
"47","Diontae Johnson","WR","PIT",14.9,2.06,0.003,12.6,19.7,3.83,3.35,7.52,47,53,23,21,"7",NA,NA,81
"48","D.J. Moore","WR","CAR",14.9,0.564,0.484,14.2,17.4,3.83,4.95,5.19,48,38,54,22,"7",NA,NA,31
"49","Wayne Gallman","RB","NYG",13.2,1.17,0.154,12.3,14.2,3.7,3.87,3.45,49,49,69,21,"8",NA,NA,76
"50","J.K. Dobbins","RB","BAL",13,0.571,0.0414,12.4,14.9,3.55,4.02,4.18,50,45,62,22,"8",NA,NA,42
"51","Melvin Gordon","RB","DEN",13,0.147,0.166,12.1,15.6,3.5,3.71,4.91,51,50,57,23,"8",NA,NA,7
"52","Eric Ebron","TE","PIT",10.9,1.72,0.325,8.43,15.2,3.48,2.13,6.68,52,69,32,6,"5",NA,NA,86
"53","Patrick Mahomes","QB","KC",23.5,1.42,0.206,21.4,25.9,3.35,2.23,3.92,53,68,65,2,"1",NA,NA,57
"54","James Conner","RB","PIT",12.8,3.03,0.564,9.54,16.4,3.34,1.14,5.66,55,82,48,24,"9",NA,NA,99
"55","Marvin Jones","WR","DET",14.4,0.572,0.108,13.8,16.7,3.34,4.6,4.52,54,42,60,23,"7",NA,NA,33
"56","T.Y. Hilton","WR","IND",14.3,0.974,0.0412,13.2,17.7,3.24,3.99,5.5,56,46,50,24,"7",NA,NA,54
"57","JuJu Smith-Schuster","WR","PIT",14.3,1.98,0.136,12,17.5,3.2,2.79,5.32,57,59,53,25,"8",NA,NA,79
"58","Aaron Rodgers","QB","GB",23.3,1.11,1.35,22.1,24.7,3.15,2.98,2.77,59,57,75,3,"2",NA,NA,46
"59","Hunter Henry","TE","LAC",10.6,0.602,0.246,9.09,11.2,3.15,2.78,2.68,58,60,76,7,"5",NA,NA,37
