"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","injury_status","injury_details","week","season_year"
"1","Russell Wilson","SEA","QB","2532975","robust",285,4.44780000000004,2.3,0.37065,0.5,0.07413,29.795,0.920694600000001,0.110768858792893,0.066717,0.166666666666667,0.02471,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Patrick Mahomes","KC","QB","2558125","robust",309.3,4.67019000000005,2.3,0.0370650000000002,0.45,0.14826,19.4,0.5455968,0.2,0.0253595175327625,0.1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Aaron Rodgers","GB","QB","2506363","robust",298.3,7.04235,2.2,0.044478,0.35,0.029652,11.206,1.0556112,0.1,0.0145952786208497,0.166666666666667,0.02471,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Justin Herbert","LAC","QB","2565045","robust",293.3125,16.16034,1.895,0.0741299999999999,0.8575,0.126021,12.875,0.926625,0.128931940700809,0.0628306698113208,0.095,0.0037065,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Tom Brady","TB","QB","2504211","robust",288.435,16.53099,2.05,0.0741300000000004,0.6,0.126021,2.35,0.5752488,0.075,0.022239,0.0966666666666667,0.00247100000000001,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Ben Roethlisberger","PIT","QB","2506109","robust",290.1,11.408607,1.9,0.14826,0.8,0.059304,2.4,0.7413,0.004,0,0.0666666666666667,0.02471,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Deshaun Watson","HOU","QB","2558063","robust",276.335,5.53751099999998,1.85,0.207564,0.8,0.044478,30.844,2.0578488,0.2,0.0111654027960044,0.133333333333333,0.02471,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","Matt Ryan","ATL","QB","310","robust",276.4,13.49166,1.78,0.252042,0.715,0.051891,5.025,2.260965,0.05,0.0488755292644757,0.166666666666667,0.02471,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Philip Rivers","IND","QB","2506121","robust",277.025,2.07564000000001,1.905,0.0741300000000002,0.85,0.140847,1.446,0.8035692,0.003,0,0.08,0.014826,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Alex Smith","WAS","QB","2506340","robust",240.325,15.27078,1.115,0.22239,0.5325,0.214977,8.2925,1.746997,0.0133310543907627,0.0131764141598298,0.15,0.037065,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","Kirk Cousins","MIN","QB","2532820","robust",267.99,7.19060999999999,1.9,0.14826,0.8,0.170499,5.37,0.274281,0.035,0.0257870061238938,0.233333333333333,0.02471,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","Matthew Stafford","DET","QB","79860","robust",272.24,4.22540999999999,1.8,0.192738,0.8,0,6.8,0.934038,0.04,0.0259739692638613,0.133333333333333,0.02471,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","Jared Goff","LAR","QB","2555334","robust",271.155,6.30105,1.65,0.37065,0.9,0.07413,7.4,0.398819400000001,0.105136755628373,0.07413,0.233333333333333,0.02471,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
