"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","injury_status","injury_details","week","season_year"
"1","Matt Ryan","ATL","QB","310","robust",309,7.11647999999993,1.955,0.118608,0.85,0.133434,6.39,1.77912,0.0729820704425487,0,0.225,0.037065,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Dak Prescott","DAL","QB","2555260","robust",308.07,7.23508799999999,2.1,0.14826,0.645,0.133434,22.1754166666667,1.77912,0.28784437893369,0.118608,0.225,0.037065,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Russell Wilson","SEA","QB","2532975","robust",296.845,4.26988799999999,2.73,0.177912,0.5,0.118608,24.5883333333333,1.176196,0.105144238898083,0.0152536971805958,0.10875,0.0259455,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Aaron Rodgers","GB","QB","2506363","robust",284.225,6.96821999999998,2.2075,0.148259999999999,0.315,0.0593040000000001,12.5925,1.808772,0.1,0,0.15,0.07413,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Jared Goff","LAR","QB","2555334","robust",289.8,8.00603999999996,2,0,0.8,0,9.2,0.934037999999998,0.15,0.0806485878159758,0.1875,0.037065,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Patrick Mahomes","KC","QB","2558125","robust",290.4,7.70951999999998,2.2375,0.29652,0.6,0.133434,22.8675,2.81694,0.191683373540166,0.0246604607786987,0.1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Matthew Stafford","DET","QB","79860","robust",283.305,2.81693999999997,1.9,0.14826,0.78,0.14826,7.605,1.840895,0.0312736816918397,0,0.1875,0.037065,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","Josh Allen","BUF","QB","2560955","robust",266.685,11.519802,1.9,0.14826,0.8825,0.14826,39.53125,2.66868,0.4925,0.0505117519766506,0.35,0.07413,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Drew Brees","NO","QB","2504775","robust",277.75,7.51678199999999,2,0,0.5,0.14826,1.71,0.14826,0.00900747863247863,0,0.06875,0.0037065,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Joe Burrow","CIN","QB","2563722","robust",271.85,10.734024,1.875,0.14826,0.755,0.14826,21.79875,1.1897865,0.195728644153665,0.0274914243555522,0.4,0.14826,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","Ryan Fitzpatrick","MIA","QB","2506581","robust",273.225,10.22994,1.8,0.29652,1.1,0.118608,18.2733333333333,0.444780000000001,0.186921935386042,0.0387790771933097,0.1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","Deshaun Watson","HOU","QB","2558063","robust",270.0175,7.11648000000002,1.9425,0.14826,0.83,0.0593039999999999,26.55,3.7065,0.214502130075623,0.0281757161002375,0.11125,0.0333585,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","Gardner Minshew","JAC","QB","2562796","robust",260,16.45686,1.8,0.29652,0.7,0,22.925,0.963689999999998,0.0861731632393201,0,0.4,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","Kyler Murray","ARI","QB","2562382","robust",255.255,23.7216,1.65,0.29652,0.95,0.14826,43.2670833333333,7.56126,0.509785350749688,0.14826,0.1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","Tom Brady","TB","QB","2504211","robust",261.95,7.70951999999998,1.85,0.14826,0.595,0.29652,3.12666666666667,0.7413,0.101169632520011,0.07413,0.1875,0.037065,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","Teddy Bridgewater","CAR","QB","2543465","robust",263.225,7.82812800000004,1.3425,0.59304,0.825,0.0741299999999999,9.48041666666667,1.63086,0.021433932105416,0,0.15,0.07413,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","Carson Wentz","PHI","QB","2555259","robust",248.145,11.1195,1.4,0.29652,0.805,0.0667170000000001,13.34,0.7650216,0.095,0.0111672319155422,0.4,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","Kirk Cousins","MIN","QB","2532820","robust",248,15.78969,1.77,0.14826,0.82,0.14826,8.11875,0.352117500000001,0.05,0.0690428092830882,0.166666666666667,0.04942,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
