"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","injury_status","injury_details","week","season_year"
"1","Patrick Mahomes","KC","QB","2558125","robust",311.625,5.1891,2.475,0.192738,0.6,0,22.64,4.4478,0.109760006308226,0.0289403707051518,0.0975,0.00741300000000001,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Matt Ryan","ATL","QB","310","robust",304.15,3.40998000000002,1.8,0.14826,0.855,0.118608,7.73083333333333,1.33434,0.0499696729973265,0.0591241487433454,0.25,0.07413,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Tom Brady","TB","QB","2504211","robust",279.925,10.3782,1.775,0.29652,0.6,0.266868,2.58625,0.570801,0.05,0.0676755776854116,0.1125,0.037065,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Drew Brees","NO","QB","2504775","robust",273.0825,24.3146400000001,2,0,0.5725,0.14826,2.1,0.795662,0.0137822020609319,0,0.1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Jared Goff","LAR","QB","2555334","robust",284.55,11.26776,1.7775,0.29652,0.95,0.118608,5.25,2.750223,0.0893241303107359,0,0.2125,0.037065,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Carson Wentz","PHI","QB","2555259","robust",264.375,5.48561999999998,1.855,0.266868,0.66,0.118608,15,0.365707999999999,0.0766453541117155,0.029652,0.325,0.111195,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Dak Prescott","DAL","QB","2555260","robust",281.2825,5.63388000000002,1.92,0.29652,0.625,0.0741300000000001,17.35625,1.470245,0.2,0,0.2125,0.037065,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","Ben Roethlisberger","PIT","QB","2506109","robust",275.4625,18.3101099999999,1.9,0.14826,0.95,0.0889560000000001,4.6275,0.7413,0.05,0.070296554811125,0.0975,0.00741300000000001,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Teddy Bridgewater","CAR","QB","2543465","robust",258.95,9.26625,1.35,0.14826,0.8,0.14826,8.255,3.965955,0.05,0.0390681147867349,0.1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Deshaun Watson","HOU","QB","2558063","robust",261.65,24.6111599999999,1.68,0.177912,0.8525,0.133434,31.9875,2.52042,0.230406134986378,0.0456822714616086,0.1875,0.037065,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","Matthew Stafford","DET","QB","79860","robust",264.99,12.987576,1.685,0.44478,0.6,0.14826,6.18041666666667,0.696822,0,0,0.2125,0.037065,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","Philip Rivers","IND","QB","2506121","robust",254.2,13.41753,1.8,0.252042,0.89,0.14826,1.508,0.44478,0.002,0,0.1875,0.0185325,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","Tyrod Taylor","LAC","QB","2495240","robust",246.72,43.825656,1.5,0.14826,0.63,0.548562,24.04875,3.3988605,0.114440867467998,0.0428200602161088,0.166666666666667,0.04942,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","Joe Burrow","CIN","QB","2563722","robust",247.66,8.00604000000001,1.29,0.281694,0.9,0.14826,12.515,3.684261,0.08,0.029652,0.266666666666667,0.09884,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","Baker Mayfield","CLE","QB","2560800","robust",247.5,17.465028,1.2,0.0963689999999999,1.05,0.0889560000000001,8.8,0.7694694,0.085,0.0206344718968188,0.133333333333333,0.02471,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","Russell Wilson","SEA","QB","2532975","robust",264.715,5.9304,1.95,0.103782,0.41,0.14826,26.15,1.410941,0.107306255997988,0.0216645102852333,0.1125,0.037065,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","Jimmy Garoppolo","SF","QB","2543801","robust",253.6,16.82751,1.8,0.051891,0.85,0.0741300000000001,6.3,1.9036584,0.09,0.0124113580255039,0.2125,0.0185325,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","Derek Carr","LVR","QB","2543499","robust",256.15,7.63539000000001,1.45,0.0815429999999999,0.6,0.118608,5.09,0.81543,0.0824964754597491,0.07413,0.2125,0.0185325,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","Gardner Minshew","JAC","QB","2562796","robust",245.1,21.05292,1.325,0.0741299999999999,0.725,0.22239,22.8,2.86636,0.0803827045489831,0.0193897348237851,0.375,0.09884,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","Aaron Rodgers","GB","QB","2506363","robust",256.41,6.59756999999998,1.7,0.200151,0.4,0.07413,14.166,0.81543,0.03,0.0270787637339091,0.266666666666667,0.02471,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","Ryan Fitzpatrick","MIA","QB","2506581","robust",238.65,26.879538,1.18,0,1.1,0.14826,16,2.52042,0.0941345092217845,0.0209558233722178,0.133333333333333,0.04942,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","Cam Newton","NE","QB","2495455","robust",244.585,5.9304,1.65,0.274281,0.93,0.0741300000000001,27.31,0.444780000000001,0.202724197221823,0.07413,0.166666666666667,0.04942,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
