"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","injury_status","injury_details","week","season_year"
"1","Matt Ryan","ATL","QB","310","robust",317.69,5.9304,1.9,0.14826,0.8,0,7.225,1.971858,0.0788300263592966,0,0.25,0.07413,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Patrick Mahomes","KC","QB","2558125","robust",290.65,6.22691999999998,2.15,0.148259999999999,0.5,0,19.4575,1.015581,0.15,0.0858952847108918,0.09625,0.0111195,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Aaron Rodgers","GB","QB","2506363","robust",276.775,3.26172000000007,2,0,0.345,0.133434,12.15,1.633331,0.1,0,0.2,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Dak Prescott","DAL","QB","2555260","robust",296.6775,2.66868000000002,2.05,0.0741300000000004,0.6,0.14826,17.58125,1.321985,0.2,0.00350890240466884,0.2,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Deshaun Watson","HOU","QB","2558063","robust",257.95,18.38424,1.57,0.266868,0.815,0,29.68125,2.2239,0.2,0,0.1875,0.037065,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Tom Brady","TB","QB","2504211","robust",271.325,7.70951999999998,2,0,0.55,0.118608,3.3,0.511497,0.0992371388144176,0.00226203598748883,0.1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Philip Rivers","IND","QB","2506121","robust",267.7,12.30558,1.7,0.400302,0.95,0.07413,1.75,0.3291372,0.002,0,0.1875,0.0185325,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","Jared Goff","LAR","QB","2555334","robust",280.45,9.48863999999997,1.65,0.29652,0.95,0.103782,6.98,1.541904,0.0961963476833145,0,0.2125,0.037065,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Matthew Stafford","DET","QB","79860","robust",272.675,7.26473999999997,1.7,0.29652,0.8,0.14826,7.93375,0.7413,0,0,0.2125,0.037065,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Ben Roethlisberger","PIT","QB","2506109","robust",264.775,3.55823999999997,1.8,0.237216,0.865,0.103782,4.625,0.7413,0.05,0.0724975239307254,0.0875,0.037065,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
