Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FantasyPointsDraftKings,FantasyPointsPerDollarRatioDraftKings,ProjectedOwnershipPercentage,Operator,OperatorSalary
1,Cooper Kupp,LAR,WR,6,CAR,18,14,26.77,2.76,12,DraftKings,9700
2,Justin Jefferson,MIN,WR,6,MIA,27,25,23.85,2.68,9,DraftKings,8900
3,Stefon Diggs,BUF,WR,6,KC,28,26,20.88,2.49,21,DraftKings,8400
4,Christian McCaffrey,CAR,RB,6,LAR,12,2,18.96,2.28,7,DraftKings,8300
5,Josh Allen,BUF,QB,6,KC,28,27,26.59,3.24,20,DraftKings,8200
5,Nick Chubb,CLE,RB,6,NE,14,6,17.54,2.14,6,DraftKings,8200
7,Lamar Jackson,BAL,QB,6,NYG,10,11,23.22,2.87,7,DraftKings,8100
8,Patrick Mahomes,KC,QB,6,BUF,2,2,22.61,2.83,7,DraftKings,8000
8,Jonathan Taylor,IND,RB,6,JAX,6,23,0,0,0,DraftKings,8000
10,Travis Kelce,KC,TE,6,BUF,2,4,17.58,2.25,9,DraftKings,7800
11,Saquon Barkley,NYG,RB,6,BAL,23,10,20.21,2.62,14,DraftKings,7700
11,Ja'Marr Chase,CIN,WR,6,NO,17,23,17.84,2.32,12,DraftKings,7700
13,Deebo Samuel,SF,WR,6,ATL,26,27,17.18,2.26,12,DraftKings,7600
13,Aaron Jones,GB,RB,6,NYJ,15,18,16.3,2.14,4,DraftKings,7600
15,Tyreek Hill,MIA,WR,6,MIN,16,15,16.59,2.21,6,DraftKings,7500
15,Dalvin Cook,MIN,RB,6,MIA,27,21,15.9,2.12,6,DraftKings,7500
17,Leonard Fournette,TB,RB,6,PIT,30,20,17.74,2.4,12,DraftKings,7400
18,Kyler Murray,ARI,QB,6,SEA,32,24,23.17,3.17,8,DraftKings,7300
19,Marquise Brown,ARI,WR,6,SEA,32,11,17.19,2.39,9,DraftKings,7200
20,Mark Andrews,BAL,TE,6,NYG,10,13,17.65,2.52,17,DraftKings,7000
20,Mike Evans,TB,WR,6,PIT,30,32,16.54,2.36,9,DraftKings,7000
22,Joe Mixon,CIN,RB,6,NO,17,11,15.8,2.29,9,DraftKings,6900
22,Michael Pittman Jr.,IND,WR,6,JAX,6,12,14.61,2.12,4,DraftKings,6900
24,DK Metcalf,SEA,WR,6,ARI,21,7,15.27,2.25,15,DraftKings,6800
25,Joe Burrow,CIN,QB,6,NO,17,16,19.33,2.89,4,DraftKings,6700
25,Alvin Kamara,NO,RB,6,CIN,9,4,17.68,2.64,14,DraftKings,6700
27,Gabe Davis,BUF,WR,6,KC,28,26,13.13,2.02,9,DraftKings,6500
28,Tom Brady,TB,QB,6,PIT,30,26,20.62,3.27,10,DraftKings,6300
28,Clyde Edwards-Helaire,KC,RB,6,BUF,2,7,11.79,1.87,1,DraftKings,6300
28,Tee Higgins,CIN,WR,6,NO,17,23,11.04,1.75,2,DraftKings,6300
31,Matthew Stafford,LAR,QB,6,CAR,18,18,17.45,2.81,3,DraftKings,6200
31,Jaylen Waddle,MIA,WR,6,MIN,16,15,14.48,2.34,4,DraftKings,6200
31,Jeff Wilson Jr.,SF,RB,6,ATL,26,19,13.23,2.13,5,DraftKings,6200
34,Aaron Rodgers,GB,QB,6,NYJ,15,13,19.53,3.2,5,DraftKings,6100
34,Chris Godwin,TB,WR,6,PIT,30,32,14.2,2.33,15,DraftKings,6100
34,James Robinson,JAX,RB,6,IND,13,15,11.53,1.89,1,DraftKings,6100
34,James Conner,ARI,RB,6,SEA,32,28,0,0,0,DraftKings,6100
38,Kirk Cousins,MIN,QB,6,MIA,27,30,18.26,3.04,4,DraftKings,6000
38,Rhamondre Stevenson,NE,RB,6,CLE,20,30,16.47,2.74,33,DraftKings,6000
38,Allen Lazard,GB,WR,6,NYJ,15,17,13.51,2.25,7,DraftKings,6000
38,Najee Harris,PIT,RB,6,TB,8,3,12.75,2.12,2,DraftKings,6000
42,Amari Cooper,CLE,WR,6,NE,14,16,13.48,2.28,5,DraftKings,5900
42,Adam Thielen,MIN,WR,6,MIA,27,25,12.35,2.09,2,DraftKings,5900
42,Devin Singletary,BUF,RB,6,KC,28,25,11.31,1.92,9,DraftKings,5900
42,Alexander Mattison,MIN,RB,6,MIA,27,21,7.13,1.21,0,DraftKings,5900
42,Tua Tagovailoa,MIA,QB,6,MIN,16,19,0,0,0,DraftKings,5900
47,Breece Hall,NYJ,RB,6,GB,7,17,14.77,2.55,10,DraftKings,5800
47,Christian Kirk,JAX,WR,6,IND,13,2,13.61,2.35,10,DraftKings,5800
47,Cordarrelle Patterson,ATL,RB,6,SF,1,1,0,0,0,DraftKings,5800
47,Deshaun Watson,CLE,QB,6,NE,14,21,0,0,0,DraftKings,5800
51,Geno Smith,SEA,QB,6,ARI,21,25,19.06,3.34,12,DraftKings,5700
51,Diontae Johnson,PIT,WR,6,TB,8,13,13.43,2.36,10,DraftKings,5700
51,Raheem Mostert,MIA,RB,6,MIN,16,24,12.29,2.16,8,DraftKings,5700
51,Kareem Hunt,CLE,RB,6,NE,14,6,10.97,1.92,1,DraftKings,5700
55,Trevor Lawrence,JAX,QB,6,IND,13,14,16.58,2.96,2,DraftKings,5600
55,Tyler Lockett,SEA,WR,6,ARI,21,7,15.28,2.73,22,DraftKings,5600
55,AJ Dillon,GB,RB,6,NYJ,15,18,11.37,2.03,4,DraftKings,5600
55,Samaje Perine,CIN,RB,6,NO,17,11,5.15,0.92,0,DraftKings,5600
55,Michael Thomas,NO,WR,6,CIN,9,6,0,0,0,DraftKings,5600
60,Jimmy Garoppolo,SF,QB,6,ATL,26,22,16.43,2.99,2,DraftKings,5500
60,J.K. Dobbins,BAL,RB,6,NYG,10,16,11.28,2.05,2,DraftKings,5500
60,Teddy Bridgewater,MIA,QB,6,MIN,16,19,4.17,0.76,0,DraftKings,5500
60,Chris Olave,NO,WR,6,CIN,9,6,0,0,0,DraftKings,5500
60,Nyheim Hines,IND,RB,6,JAX,6,23,0,0,0,DraftKings,5500
65,Jacoby Brissett,CLE,QB,6,NE,14,21,14.81,2.74,1,DraftKings,5400
65,Kenneth Walker III,SEA,RB,6,ARI,21,13,14.19,2.63,22,DraftKings,5400
65,Drake London,ATL,WR,6,SF,1,8,12.68,2.35,12,DraftKings,5400
65,Brandon Aiyuk,SF,WR,6,ATL,26,27,10.81,2,2,DraftKings,5400
65,Jameis Winston,NO,QB,6,CIN,9,5,2.82,0.52,0,DraftKings,5400
70,Zach Wilson,NYJ,QB,6,GB,7,7,16.06,3.03,1,DraftKings,5300
70,Matt Ryan,IND,QB,6,JAX,6,9,15.27,2.88,1,DraftKings,5300
70,Marcus Mariota,ATL,QB,6,SF,1,1,15.21,2.87,3,DraftKings,5300
70,Jakobi Meyers,NE,WR,6,CLE,20,20,12.56,2.37,9,DraftKings,5300
70,Damien Harris,NE,RB,6,CLE,20,30,0,0,0,DraftKings,5300
70,Cam Akers,LAR,RB,6,CAR,18,27,0,0,0,DraftKings,5300
70,DeAndre Hopkins,ARI,WR,6,SEA,32,11,0,0,0,DraftKings,5300
77,Daniel Jones,NYG,QB,6,BAL,23,29,17.04,3.28,4,DraftKings,5200
77,Kenny Pickett,PIT,QB,6,TB,8,12,15.21,2.92,3,DraftKings,5200
77,Andy Dalton,NO,QB,6,CIN,9,5,12.26,2.36,1,DraftKings,5200
77,Deon Jackson,IND,RB,6,JAX,6,23,11.66,2.24,5,DraftKings,5200
77,JuJu Smith-Schuster,KC,WR,6,BUF,2,4,11.32,2.18,8,DraftKings,5200
77,Rachaad White,TB,RB,6,PIT,30,20,8.15,1.57,1,DraftKings,5200
77,Mac Jones,NE,QB,6,CLE,20,17,0,0,0,DraftKings,5200
77,Rashod Bateman,BAL,WR,6,NYG,10,3,0,0,0,DraftKings,5200
77,Rashaad Penny,SEA,RB,6,ARI,21,13,0,0,0,DraftKings,5200
86,Darrell Henderson Jr.,LAR,RB,6,CAR,18,27,13.14,2.58,19,DraftKings,5100
86,DJ Moore,CAR,WR,6,LAR,12,28,11.75,2.3,6,DraftKings,5100
86,George Kittle,SF,TE,6,ATL,26,28,11.1,2.18,4,DraftKings,5100
86,Tyler Boyd,CIN,WR,6,NO,17,23,11.09,2.17,2,DraftKings,5100
86,Bailey Zappe,NE,QB,6,CLE,20,17,10.85,2.13,1,DraftKings,5100
86,Tyler Allgeier,ATL,RB,6,SF,1,1,8.81,1.73,1,DraftKings,5100
86,Taysom Hill,NO,TE,6,CIN,9,19,6.81,1.34,1,DraftKings,5100
86,Julio Jones,TB,WR,6,PIT,30,32,0,0,0,DraftKings,5100
94,Skylar Thompson,MIA,QB,6,MIN,16,19,13.7,2.74,2,DraftKings,5000
94,Isaiah McKenzie,BUF,WR,6,KC,28,26,10.57,2.11,4,DraftKings,5000
94,Travis Etienne Jr.,JAX,RB,6,IND,13,15,10.43,2.09,1,DraftKings,5000
94,Garrett Wilson,NYJ,WR,6,GB,7,9,10.37,2.07,4,DraftKings,5000
94,Michael Carter,NYJ,RB,6,GB,7,17,8.68,1.74,1,DraftKings,5000
94,Mark Ingram II,NO,RB,6,CIN,9,4,5.83,1.17,0,DraftKings,5000
94,Tyler Huntley,BAL,QB,6,NYG,10,11,1.28,0.26,0,DraftKings,5000
94,Colt McCoy,ARI,QB,6,SEA,32,24,1.14,0.23,0,DraftKings,5000
94,Joe Flacco,NYJ,QB,6,GB,7,7,0.85,0.17,0,DraftKings,5000
94,Mitch Trubisky,PIT,QB,6,TB,8,12,0.42,0.08,0,DraftKings,5000
94,Drew Lock,SEA,QB,6,ARI,21,25,0.42,0.08,0,DraftKings,5000
94,Chad Henne,KC,QB,6,BUF,2,2,0.39,0.08,0,DraftKings,5000
94,Baker Mayfield,CAR,QB,6,LAR,12,15,0,0,0,DraftKings,5000
107,PJ Walker,CAR,QB,6,LAR,12,15,12.96,2.64,0,DraftKings,4900
107,Zach Ertz,ARI,TE,6,SEA,32,32,12.39,2.53,9,DraftKings,4900
107,Elijah Moore,NYJ,WR,6,GB,7,9,8.38,1.71,2,DraftKings,4900
107,Allen Robinson II,LAR,WR,6,CAR,18,14,8.37,1.71,1,DraftKings,4900
