Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FantasyPointsDraftKings,FantasyPointsPerDollarRatioDraftKings,ProjectedOwnershipPercentage,Operator,OperatorSalary
1,Ja'Marr Chase,CIN,WR,4,MIA,25,21,18.36,2.35,null,DraftKings,7800
2,Tyreek Hill,MIA,WR,4,CIN,8,2,18.16,2.39,null,DraftKings,7600
3,Saquon Barkley,NYG,RB,3,DAL,11,8,19.19,2.56,null,DraftKings,7500
4,Jaylen Waddle,MIA,WR,4,CIN,8,2,17.35,2.41,null,DraftKings,7200
5,Joe Mixon,CIN,RB,4,MIA,25,9,17.19,2.49,null,DraftKings,6900
6,CeeDee Lamb,DAL,WR,3,NYG,10,2,14.05,2.16,null,DraftKings,6500
7,Joe Burrow,CIN,QB,4,MIA,25,32,20.74,3.29,null,DraftKings,6300
8,Tua Tagovailoa,MIA,QB,4,CIN,8,3,18.3,2.95,null,DraftKings,6200
9,Dak Prescott,DAL,QB,3,NYG,10,15,0,0,null,DraftKings,6100
10,Tee Higgins,CIN,WR,4,MIA,25,21,16.03,2.67,null,DraftKings,6000
11,Ezekiel Elliott,DAL,RB,3,NYG,10,21,12.27,2.15,null,DraftKings,5700
12,Tony Pollard,DAL,RB,3,NYG,10,21,11.07,1.98,null,DraftKings,5600
13,Tyler Boyd,CIN,WR,4,MIA,25,21,10.36,1.88,null,DraftKings,5500
13,Samaje Perine,CIN,RB,4,MIA,25,9,5.73,1.04,null,DraftKings,5500
15,Chase Edmonds,MIA,RB,4,CIN,8,14,10.13,1.91,null,DraftKings,5300
16,Daniel Jones,NYG,QB,3,DAL,11,11,16.58,3.19,null,DraftKings,5200
17,Cooper Rush,DAL,QB,3,NYG,10,15,14.23,2.79,null,DraftKings,5100
18,Sterling Shepard,NYG,WR,3,DAL,11,20,11.14,2.23,null,DraftKings,5000
18,Teddy Bridgewater,MIA,QB,4,CIN,8,3,0.93,0.19,null,DraftKings,5000
20,Michael Gallup,DAL,WR,3,NYG,10,2,0,0,null,DraftKings,4900
21,Will Grier,DAL,QB,3,NYG,10,15,0.42,0.09,null,DraftKings,4700
22,Noah Brown,DAL,WR,3,NYG,10,2,8.65,1.92,null,DraftKings,4500
23,Tyrod Taylor,NYG,QB,3,DAL,11,11,0.35,0.08,null,DraftKings,4400
23,Dalton Schultz,DAL,TE,3,NYG,10,7,0,0,null,DraftKings,4400
25,Raheem Mostert,MIA,RB,4,CIN,8,14,6.99,1.66,null,DraftKings,4200
25,Matt Breida,NYG,RB,3,DAL,11,8,2.52,0.6,null,DraftKings,4200
27,Mike Gesicki,MIA,TE,4,CIN,8,19,6.56,1.6,null,DraftKings,4100
27,Kenny Golladay,NYG,WR,3,DAL,11,20,3.56,0.87,null,DraftKings,4100
29,Alec Ingold,MIA,RB,4,CIN,8,14,1.64,0.41,null,DraftKings,4000
