Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FantasyPointsDraftKings,FantasyPointsPerDollarRatioDraftKings,ProjectedOwnershipPercentage,Operator,OperatorSalary
1,Cooper Kupp,LAR,WR,3,ARI,32,9,26.41,2.67,12,DraftKings,9900
2,Justin Jefferson,MIN,WR,3,DET,29,26,25.72,2.77,12,DraftKings,9300
3,Jonathan Taylor,IND,RB,3,KC,25,20,19.21,2.13,7,DraftKings,9000
4,Christian McCaffrey,CAR,RB,3,NO,9,12,19.91,2.26,9,DraftKings,8800
5,Davante Adams,LV,WR,3,TEN,29,29,20.09,2.39,10,DraftKings,8400
6,Josh Allen,BUF,QB,3,MIA,20,29,25.98,3.17,11,DraftKings,8200
7,Ja'Marr Chase,CIN,WR,3,NYJ,24,19,18.4,2.27,5,DraftKings,8100
7,Derrick Henry,TEN,RB,3,LV,26,23,17.38,2.15,7,DraftKings,8100
9,Lamar Jackson,BAL,QB,3,NE,5,7,23.28,2.91,5,DraftKings,8000
9,Austin Ekeler,LAC,RB,3,JAX,6,10,17.9,2.24,5,DraftKings,8000
11,Patrick Mahomes,KC,QB,3,IND,17,18,27.29,3.45,5,DraftKings,7900
11,Dalvin Cook,MIN,RB,3,DET,29,31,19.65,2.49,13,DraftKings,7900
11,Travis Kelce,KC,TE,3,IND,17,28,18.01,2.28,5,DraftKings,7900
14,Stefon Diggs,BUF,WR,3,MIA,20,20,19.97,2.59,23,DraftKings,7700
15,Jalen Hurts,PHI,QB,3,WAS,28,22,25.31,3.33,11,DraftKings,7600
15,Joe Mixon,CIN,RB,3,NYJ,24,28,17.97,2.36,17,DraftKings,7600
15,Tyreek Hill,MIA,WR,3,BUF,1,4,17.64,2.32,12,DraftKings,7600
18,Justin Herbert,LAC,QB,3,JAX,6,14,21.69,2.93,1,DraftKings,7400
18,Aaron Jones,GB,RB,3,TB,3,3,15.17,2.05,4,DraftKings,7400
20,Kyler Murray,ARI,QB,3,LAR,19,25,21.63,2.96,3,DraftKings,7300
20,A.J. Brown,PHI,WR,3,WAS,28,28,16.43,2.25,10,DraftKings,7300
22,Amon-Ra St. Brown,DET,WR,3,MIN,15,16,16.87,2.34,17,DraftKings,7200
22,D'Andre Swift,DET,RB,3,MIN,15,18,15.18,2.11,7,DraftKings,7200
24,Alvin Kamara,NO,RB,3,CAR,14,26,15.63,2.23,5,DraftKings,7000
25,Mark Andrews,BAL,TE,3,NE,5,13,16,2.32,7,DraftKings,6900
25,Michael Pittman Jr.,IND,WR,3,KC,25,23,15.64,2.27,6,DraftKings,6900
27,Jaylen Waddle,MIA,WR,3,BUF,1,4,16.39,2.41,9,DraftKings,6800
28,Kirk Cousins,MIN,QB,3,DET,29,30,21.39,3.19,9,DraftKings,6700
28,Mike Williams,LAC,WR,3,JAX,6,24,14.01,2.09,3,DraftKings,6700
30,Joe Burrow,CIN,QB,3,NYJ,24,19,21.39,3.24,5,DraftKings,6600
30,Mike Evans,TB,WR,3,GB,7,10,0,0,0,DraftKings,6600
32,Matthew Stafford,LAR,QB,3,ARI,32,32,19.26,2.96,5,DraftKings,6500
32,Leonard Fournette,TB,RB,3,GB,7,16,17.7,2.72,23,DraftKings,6500
